Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,169.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,G-C & A - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,159.5400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,25.1400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,61.0300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,341.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,PIXMANIA,,513-Other Agency & Cont-Neig,-615.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,PIXMANIA,,513-Other Agency & Cont-Neig,615.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,F-C & A - Central,ROYAL BK OF SCOTLAND,,974-Short Term Creditors,200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151127,P-Card,C-Commercial and Operations,SURVEYMONKEY.COM,,408-Materials General,21.6700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,ALLTOOLS LTD,,465-Display/Conservn/Exhibs,69.9100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,AMAZON UK MARKETPLACE,,426-Stationery,79.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,Y-Trusts,ARCHIMEDES TRADING LTD,,475-Other Services,48.1900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ARGOS DIRECT,,240-Fixtures & Fittings,98.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,ARGOS LTD,,401-Operational Equipment,19.5800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,ARGOS LTD,,427-General office supplies,9.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ARGOS RETAIL GROUP,,514-Children in Care Paymnts,21.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ASDA HOME SHOPPING,,475-Other Services,7.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ASDA HOME SHOPPING,,417-Contract Catering,4.0300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ASDA HOME SHOPPING,,475-Other Services,33.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ASDA HOME SHOPPING,,475-Other Services,0.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,ASDA SUPERSTORE,,412-Provisions,2.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,ASDA SUPERSTORE,,475-Other Services,13.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,AUTOTIME SOLUTIONS,,420-Protective Clothing/Unif,142.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,B&M RETAIL LTD,,519-Adult Services,4.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,B.B.C.S LIMITED,,408-Materials General,178.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BOOTS 0006,,446-Conference,18.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,BOOTS 6597,,519-Adult Services,11.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,BROADMARSH BUS STATION,,330-Staff Travel,427.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BROOKFIELDS GARDEN CEN,,413-Grounds Maintenance Mats,24.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,22.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,201.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,100.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,73.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,156.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,540.1100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,201.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,513.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,16.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,CAFFE NERO 650 NOTTING,,401-Operational Equipment,13.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,CHARTERED INST OF LEGA,,150-Other Indirect Expenses,185.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,CO-OP GROUP 010081,,475-Other Services,4.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,CO-OP GROUP 010161,,475-Other Services,12.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,CO-OP GROUP PETROL,,300-Fuel/Oil/Tyres/Spares,27.1800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,COMMODORE HOTEL,,475-Other Services,39.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,COMMODORE HOTEL,,475-Other Services,225.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,COMMODORE HOTEL,,475-Other Services,373.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,COMMODORE HOTEL,,475-Other Services,156.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,COMMS EXP,,437-IT Equipment,11.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,COSMO NOTTINGHAM,,519-Adult Services,6.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,CPC,,426-Stationery,97.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,CPC,,437-IT Equipment,330.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,CPC,,401-Operational Equipment,91.2100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,CURRYS,,401-Operational Equipment,4.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,CURRYS ONLINE,,404-Cleaning & Domestic Supp,234.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,CURRYS SUPERSTORE,,426-Stationery,34.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,EAST MIDLAND CHESTERFI,,330-Staff Travel,11.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,EAST MIDLANDS TRAI,,330-Staff Travel,65.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,EAST MIDLANDS TRAI,,330-Staff Travel,6.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,P-Royal Centre,EASTMIDLANDSTRAINS,,330-Staff Travel,94.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,EDMUNDSON ELECTRICAL,,REDACTED OTHER SPEND,132.1400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,FACEBOOK 2J5LZ8S7K2,,426-Stationery,3.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,FACEBOOK JBEKJ8ABG2,,457-Publicity/Mrktng/Advertg,210.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,P-Royal Centre,FACEBOOK MAE288E592,,457-Publicity/Mrktng/Advertg,24.6900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,FACEBOOK VC3TY825S2,,457-Publicity/Mrktng/Advertg,122.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,HAROLD POTTER LTD,,REDACTED OTHER SPEND,106.0800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,HAROLD POTTER LTD,,REDACTED OTHER SPEND,212.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,HAROLD POTTER LTD,,REDACTED OTHER SPEND,2054.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,HOLIDAY INN EXPRSS,,120-Training Costs,163.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,HOMEBASE LTD,,408-Materials General,16.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,HOMEBASE LTD,,408-Materials General,117.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,HOMEBASE LTD,,401-Operational Equipment,7.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,HOMEBASE LTD,,401-Operational Equipment,3.2900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,INTERVEND (UK) LIMITED,,475-Other Services,188.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,JIGSAW SYSTEMS LTD,,401-Operational Equipment,990.0700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,JOHN A STEPHENS,,413-Grounds Maintenance Mats,-292.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,JOHN A STEPHENS,,413-Grounds Maintenance Mats,34.0700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,KEMPS PUBLISHING,,457-Publicity/Mrktng/Advertg,610.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,LAPTOPSDIRECT,,408-Materials General,35.8600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,LIBREX EDUCATIONAL,,426-Stationery,24.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,MACMILLAN BOOK SALES,,408-Materials General,167.8700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,MANUSCRIPT PEN CO.,,408-Materials General,383.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,MCDONALDS,,519-Adult Services,1.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,MEACO MEASUREMENT & CO,,465-Display/Conservn/Exhibs,120.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,MOTTRAM WOOD,,519-Adult Services,16.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,NCC INTERNET,,475-Other Services,25.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,NCT TRAVEL CENTRE,,330-Staff Travel,29.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,NOOZE N BOOZE,,475-Other Services,2.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,NOTEMACHINE,,475-Other Services,150.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,NOTT CC WOODFIELD,,420-Protective Clothing/Unif,38.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,NOTTINGHAM CITY CO,,515-Paymts to Foster Parents,11.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,NOTTINGHAM CITY CO,,515-Paymts to Foster Parents,10.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,NOTTINGHAM CITY CO,,515-Paymts to Foster Parents,10.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,NOTTINGHAM CITY CO,,550-Section 17,30.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,R-Resources,OFFICE DEPOT,,475-Other Services,5.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,G-C & A - Over 18's,OFFICE DEPOT,,426-Stationery,-2.7700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,PAYPAL  SAFETYBOOTS,,420-Protective Clothing/Unif,103.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,PIZZA HUT,,475-Other Services,85.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,PLUSNET PLC 0845 14002,,200-R & M of Buildings,13.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,PLUSNET PLC 0845 14002,,670-IT Recharges Internal,25.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,N-Development & Growth - Services,PLUSNET PLC 0845 14002,,525-Transport Operators,10.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,PLUSNET PLC 0845 14002,,436-Telephones,41.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,PLUSNET PLC 0845 14002,,436-Telephones,30.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,F-C & A - Central,PLUSNET PLC 0845 14002,,437-IT Equipment,32.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,PLUSNET PLC 0845 14002,,475-Other Services,31.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,POST OFFICE COUNTER,,475-Other Services,100.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,A-Chief Exec,POST OFFICE COUNTER,,435-Postal Services,7.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,A-Chief Exec,POSTOFFICE SELFSERVICE,,435-Postal Services,11.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,RADCOMM UK LTD,,463-Other Contractor Paymnts,585.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,C-Commercial and Operations,RADCOMM UK LTD,,463-Other Contractor Paymnts,585.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,REDACTED PERSONAL DATA,,REDACTED OTHER SPEND,8.6100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151130,P-Card,V-Central Items,REDACTED PERSONAL DATA,,REDACTED OTHER SPEND,6.0000000000
