Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,38.62
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018051913,229.17
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018051913,114.58
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1018051913,22.61
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,60.87
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DENTAL SURGERY SUNDRIES,Surgery,NHS LOGISTICS,1018051913,4.37
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,4.8
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1018051913,30.43
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,25.23
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,296.67
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-ANALYSERS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,61.5
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,12.92
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,655.08
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,32.08
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,62.08
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,COOKING & KITCHEN UTENSILS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,7.6
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,3.15
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1018051913,73.2
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,455
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,12.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,7.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS-LAPAROSCOPIC EQUIPMENT,Surgery,NHS LOGISTICS,1018051913,134.03
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS LOGISTICS,1018051913,301.67
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,524.68
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018051913,85.91
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018051913,62.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018051913,56.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1018051913,5
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,6.84
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,11.3
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,3.77
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1018051913,1.25
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,203.6
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,47.83
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,63.73
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS LOGISTICS,1018051913,10.97
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018051913,3.95
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,BAGS SACKS - OTHER,Facilities Directorate,NHS LOGISTICS,1018051913,20.27
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,LIQUID REFRESHMENTS,Facilities Directorate,NHS LOGISTICS,1018051913,7.82
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities Directorate,NHS LOGISTICS,1018051913,4.4
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities Directorate,NHS LOGISTICS,1018051913,33.07
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities Directorate,NHS LOGISTICS,1018051913,13.75
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities Directorate,NHS LOGISTICS,1018051913,20.4
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities Directorate,NHS LOGISTICS,1018051913,56.8
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,1.11
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018051913,7.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,45.66
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,3.72
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,4.69
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1018051913,20.38
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018051913,1.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,3.72
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,0.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TUBES,Medicine,NHS LOGISTICS,1018051913,6.85
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,4.39
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018051913,6.82
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.4
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,26
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Critical care,NHS LOGISTICS,1018051913,2.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018051913,7.64
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,3.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,3.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENTS BEDWEAR UNISEX,Surgery,NHS LOGISTICS,1018051913,58.23
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,17.12
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,40.57
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,4.1
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,6.22
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,4.82
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018051913,2.47
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018051913,2.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018051913,23.53
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Critical care,NHS LOGISTICS,1018051913,2.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1018051913,14.65
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1018051913,4.39
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Critical care,NHS LOGISTICS,1018051913,4.13
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1018051913,3.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1018051913,23.1
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,4.97
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.57
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018051913,3.08
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,4.39
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018051913,7.2
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,437.5
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018051913,56.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018051913,11.3
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018051913,62.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,BAGS SACKS - OTHER,Surgery,NHS LOGISTICS,1018051913,3.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1018051913,20.38
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRUGS,Surgery,NHS LOGISTICS,1018051913,53.99
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018051913,12
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRUGS,Surgery,NHS LOGISTICS,1018051913,51.43
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1018051913,2.3
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018051913,12.8
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018051913,147.85
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018051913,2669.58
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018051913,707.5
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1018051913,10.73
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Critical care,NHS LOGISTICS,1018051913,14
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1018051913,30.12
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1018051913,23.9
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1018051913,8.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1018051913,17.57
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1018051913,6.7
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1018051913,19.45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1018051913,3.29
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,1.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,0.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,149.93
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,0.75
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,2.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,6.18
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,3.77
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,27.28
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,45
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,0.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,3.91
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,HEALTHCARE - WEAR,Surgery,NHS LOGISTICS,1018051913,134.02
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018051913,7.64
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018051913,2.43
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,3.77
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,3.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,3.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,0.7
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,58.75
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,4.03
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,16.1
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,24.15
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,8.05
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018051913,8.05
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TUBES,Medicine,NHS LOGISTICS,1018051913,6.85
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,8.58
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018051913,6.48
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1018051913,31.95
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,9.18
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1018051913,6.84
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1018051913,9.98
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018051913,3.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018051913,4.39
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018051913,0.35
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.24
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018051913,5.53
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018051913,1.88
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018051913,59.78
Department of Health,Salisbury NHS Foundation Trust,30-Jun-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018051913,1.05
