Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,HARD/SOFTWARE-COMPUTER SOFTWARE  OFF THE SHELF APPLICATIONS,Corporate - Finance & Procurement,GHX UK LTD,715-00000544,3400
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,HARD/SOFTWARE-COMPUTER SOFTWARE  OFF THE SHELF APPLICATIONS,Corporate - Finance & Procurement,GHX UK LTD,715-00000544,1083.2
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,DRUGS,Clinical Support,LLOYDSPHARMACY CLINICAL HOMECARE,SINV2411376,28915.73
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321963392,27021.68
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321963392,5404.34
Department of Health,Salisbury NHS Foundation Trust,25-Aug-17,HEALTHCARE - NHS TRUSTS,Clinical Support,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7295751,34482.96
Department of Health,Salisbury NHS Foundation Trust,18-Aug-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105026237,7699.93
Department of Health,Salisbury NHS Foundation Trust,18-Aug-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105026237,65836.2
Department of Health,Salisbury NHS Foundation Trust,18-Aug-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105026237,385
Department of Health,Salisbury NHS Foundation Trust,18-Aug-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105026237,13167.24
Department of Health,Salisbury NHS Foundation Trust,25-Aug-17,HEALTHCARE - NHS TRUSTS,Musculo-Skeletal,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8258558,27064.72
Department of Health,Salisbury NHS Foundation Trust,18-Aug-17,HEALTHCARE - NHS TRUSTS,Clinical Support,PORTSMOUTH HOSPITALS NHS TRUST,9335044,120336.74
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12254293,4481.19
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12254293,39693.09
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12254293,224.06
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12254293,7938.62
Department of Health,Salisbury NHS Foundation Trust,11-Aug-17,COSTS TO OTHER LABS,Clinical Support,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7302583,3879.13
Department of Health,Salisbury NHS Foundation Trust,11-Aug-17,COSTS TO OTHER LABS,Clinical Support,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7302583,21538.66
Department of Health,Salisbury NHS Foundation Trust,25-Aug-17,HEALTHCARE - NHS TRUSTS,Clinical Support,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7293535,57921.27
Department of Health,Salisbury NHS Foundation Trust,04-Aug-17,ETS UNITARY CHARGE,Corporate,SALISBURY HEALTHCARE FACILITIES LTD,377,299260.04
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,9.98
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,4.66
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,4.66
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,102
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,102
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,14.85
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,7.43
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,13.25
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,13.25
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,13.25
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,13.25
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,9.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,9.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,24.63
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,17.35
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,12.4
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,12.4
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,2.53
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,2.53
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,8.73
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,8.73
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,6.58
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018091716,6.58
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018091716,3.59
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,32.22
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,32.22
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,52.74
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,105.48
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,94
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,15.66
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,33.36
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,33.36
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,12.42
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,9.36
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,13.2
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,13.2
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,94.4
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,84.96
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,8.47
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,16.94
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,10.26
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,10.26
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,25.98
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,25.98
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,26.82
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,13.41
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,11.86
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,11.86
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,16.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,16.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,5.96
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,13.8
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,27.12
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,8.87
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,23.14
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,10.72
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,10.72
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,5.6
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,5.6
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,4.45
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,4.43
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,7.72
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,17.7
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,6.26
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,4.53
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,3.26
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,6.4
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,18.78
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,5.04
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,8.94
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,8.9
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,9.22
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018091716,15.64
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018091716,23.24
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018091716,64.58
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018091716,129.16
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,MEAT GAME POULTRY FISH,Facilities,NHS LOGISTICS,1018091716,42.48
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,17.94
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,26.04
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,13.02
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,21.84
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,30.6
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,30.48
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,18.18
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,20.84
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,41.68
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,2.64
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,11.7
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,13.2
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,26.4
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,17.82
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,17.82
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,22.08
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,27.6
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,10.92
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,12.78
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,30.96
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,61.92
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,78.54
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,78.54
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,38.64
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,34.32
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018091716,4.8
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,7.68
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,38.32
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,28.74
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,9.52
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,9.52
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,14.52
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,14.52
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,3.64
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,1.42
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,1.55
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,1.55
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,20.14
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,26.48
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018091716,13.47
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,20.33
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018091716,20.33
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018091716,2895.67
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018091716,2895.67
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018091716,93.75
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018091716,93.75
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,TISSUES HAND TOWELS & TOILET PAPER,Facilities,NHS LOGISTICS,1018091716,10.65
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,19.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,19.17
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,25
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,16.04
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,17.81
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,8.43
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018091716,12.64
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,STATIONERY SUNDRIES,Facilities,NHS LOGISTICS,1018091716,2.3
Department of Health,Salisbury NHS Foundation Trust,15-Aug-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018091716,7.21
