Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Purchase Invoice Number
Department of Health,Portsmouth Hospitals Trust,16/08/2016 19:37,External Consultancy Fees,FINANCIAL MANAGEMENT,KPMG LLP,19906493,136518.5,5501256894
Department of Health,Portsmouth Hospitals Trust,16/08/2016 19:37,External Consultancy Fees,FINANCIAL MANAGEMENT,KPMG LLP,19906499,117017,5501256893
Department of Health,Portsmouth Hospitals Trust,17/08/2016 19:41,External Consultancy Fees,CHIEF EXECS TEAM,HOUSDEN & CO LTD,19917711,37170.99,POR352016013
Department of Health,Portsmouth Hospitals Trust,19/08/2016 19:43,Laboratory Radio-Isotopes,NUCLEAR MEDICINE PHT,UNI HOSPITAL SOUTHAMPTON NHS FT,19951529,27454.52,7284239
Department of Health,Portsmouth Hospitals Trust,19/08/2016 19:43,Rates,RATES,PORTSMOUTH CITY COUNCIL,19951549,70668.84,2.0021111708042E+021
Department of Health,Portsmouth Hospitals Trust,23/08/2016 17:09,Limbs,LIMBS,HUGH STEEPER LTD,19973981,46193.46,SIN1607PR081130
Department of Health,Portsmouth Hospitals Trust,23/08/2016 17:09,Patients Appl: Purchase,ORTHOTICS,HUGH STEEPER LTD,19973981,89103.34,SIN1607PR081130
Department of Health,Portsmouth Hospitals Trust,24/08/2016 17:09,Consultant,MICROBIOLOGY,PUBLIC HEALTH ENGLAND,19974089,101200,6226915
Department of Health,Portsmouth Hospitals Trust,24/08/2016 17:09,Training Expenses,Widening Participation,HAVANT COLLEGE,19976033,25920,13263
Department of Health,Portsmouth Hospitals Trust,23/08/2016 19:12,Computer Maintenance,PACs/CRIS Consortium,HEALTHCARE SOFTWARE SOLUTIONS LTD,19993213,168486.2,1235
Department of Health,Portsmouth Hospitals Trust,23/08/2016 19:12,Commercial Sector,CENTRAL TRANSCRIPTION TEAM,OKS EUROPE,19993418,25205.39,P0RT201604
Department of Health,Portsmouth Hospitals Trust,25/08/2016 18:56,Rent,IOW AUDIOLOGY,ISLE OF WIGHT NHS TRUST,20017095,41274,44316679
Department of Health,Portsmouth Hospitals Trust,25/08/2016 18:56,Rent,IOW AUDIOLOGY,ISLE OF WIGHT NHS TRUST,20017151,-41274,44317902
Department of Health,Portsmouth Hospitals Trust,30/08/2016 17:10,Med & Surg Equip Disp,Cardiac Cath Lab,MEDTRONIC LTD,20034349,346.8,1051499118
Department of Health,Portsmouth Hospitals Trust,30/08/2016 17:10,Med & Surg Equip General,Cardiac Cath Lab,MEDTRONIC LTD,20034349,231.6,1051499118
Department of Health,Portsmouth Hospitals Trust,30/08/2016 17:10,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20034349,29626.99,1051499118
Department of Health,Portsmouth Hospitals Trust,30/08/2016 17:10,Surg Instruments General,Cardiac Cath Lab,MEDTRONIC LTD,20034349,754.8,1051499118
Department of Health,Portsmouth Hospitals Trust,31/08/2016 14:30,Limbs,LIMBS,HUGH STEEPER LTD,20049134,118259.07,SIN1608PR092619
Grand Total,,,,,,,4065605.99,
