Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,P-Card Tran,Contract
Wakefield MDC,E08000036,30/09/2014,ADULTS,Public Health,P,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2014,22537897,1,1190.2,Nil,Advertising,Revenue,Business Services,CAT02,1961,Advertising - Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,02/07/2014,22527011,1,868.43,Nil,Advertising,Revenue,Business Services,CAT02,1961,Advertising - Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,28/08/2014,22581236,1,2075.58,Nil,Advertising,Revenue,Business Services,CAT02,1961,Advertising - Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,18/07/2014,22538454,1,1770,Nil,Advertising,Revenue,Business Services,CAT02,1961,Advertising - Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22537895,1,526.32,Nil,Advertising,Revenue,Business Services,CAT02,1961,Advertising - Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,WAKEFIELD COLLEGE,Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22571380,1,2000,Nil,Advertising,Revenue,Children and Young People,CAT05,67330,Schools & Colleges - Further Education,,Not yet available
Wakefield MDC,E08000036,30/09/2014,ADULTS,Adult Social Care,7,TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22542443,1,11239.91,Nil,Advocacy,Revenue,Adult Services,CAT04,25820,Disability & Special Needs - Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,31/07/2014,22563224,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,31/07/2014,22563226,1,1194.42,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599071,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,31/07/2014,22563227,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,04/07/2014,22540994,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,04/07/2014,22540996,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,04/07/2014,22541003,1,1194.42,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599253,1,4500,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599213,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599251,1,1194.42,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CABRINI CHILDREN'S SOCIETY,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599214,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DARLINGTON BOROUGH COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,23/07/2014,22551576,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22581834,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,NUGENT CARE,Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22571531,1,14333,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,PARENTS AND CHILDREN TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,21/08/2014,22579399,1,20000,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,71855,Social Services & Welfare Organisations,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,TACT ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,23/07/2014,22551603,1,5254,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,YORK COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,15/08/2014,22568857,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,04/07/2014,22541301,1,3016.18,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,11/08/2014,22567303,1,2470.38,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,A & O IT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,08/09/2014,22586396,1,1977.49,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22540791,1,1876.6,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22537207,1,929.8,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,22/08/2014,22570296,1,1900.4,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,ASSET HEALTH SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22589282,1,1294,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,ADULTS,Adult Social Care,7,BIG FISH LITTLE FISH,Redacted,Not yet available,Not yet available,Not yet available,05/08/2014,22536595,1,548.34,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,ADULTS,Adult Social Care,7,BIG FISH LITTLE FISH,Redacted,Not yet available,Not yet available,Not yet available,09/09/2014,22585994,1,548.34,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,02/07/2014,22526857,1,1080,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2014,22482549,1,1080,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2014,22501617,1,1080,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2014,22537748,1,1140.75,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,17/07/2014,22539897,1,1125.9,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,17/07/2014,22545628,1,1134.45,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,22/07/2014,22549657,1,1408.95,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,18/08/2014,22568926,1,2156.4,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,15/09/2014,22587736,1,723.15,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,01/09/2014,22582407,1,2299.5,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,03/09/2014,22583031,1,1080,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CARITAS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,23/07/2014,22549656,1,594,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22537144,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22537145,1,876.38,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,28/07/2014,22549612,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,28/07/2014,22549614,1,837.43,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,28/07/2014,22549611,1,892.13,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22589106,1,876.38,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22589109,1,759.53,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22589119,1,1402.2,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22589121,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/08/2014,22570297,1,564.78,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/08/2014,22570301,1,856.9,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,05/08/2014,22560517,1,876.38,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22599561,1,545.3,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22599564,1,1149.03,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22581835,1,876.38,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,CHEVIOT RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22581837,1,584.25,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,D & A CARTWRIGHT ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2014,22563557,1,4400,Nil,Agency Staff,Revenue,Professional Services,CAT08,42230,Health & Safety Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,D & A CARTWRIGHT ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22582628,1,4800,Nil,Agency Staff,Revenue,Professional Services,CAT08,42230,Health & Safety Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,D & A CARTWRIGHT ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,23/07/2014,22551621,1,4000,Nil,Agency Staff,Revenue,Professional Services,CAT08,42230,Health & Safety Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,10/07/2014,22544110,1,952.5,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,14/07/2014,22545622,1,1040,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,01/08/2014,22562590,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,01/08/2014,22562589,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,01/08/2014,22562591,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,01/08/2014,22562592,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,10/07/2014,22544109,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,17/09/2014,22598867,1,960,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22583194,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22583195,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22583142,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,17/09/2014,22598865,1,1110,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,,Not yet available
