Property Address,RATEPAYER,RV,LIABILITY_START
"Office Suites D25 & D35, Dean Clough Office Park, Halifax, HX3 5AX",,11250,06/06/2017
"Office Suite F1 West, F Mill Dean Clough Mills, Halifax, HX3 5AX",Waterside Colours Ltd,24250,09/06/2017
"Atm Site (Hsbc), W M Morrison Plc, Rochdale Road, Todmorden           OL14 6LG",H.S.B.C Bank Plc,5900,01/04/2017
"Fletchers Mill, Dean Clough Mills, Halifax, HX3 5AX",The Arts Charity At Dean Clough,83500,01/04/2017
"Office Suite D256, Dean Clough Mills, Halifax, HX3 5AX",,2450,21/04/2017
"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA",Pws (Leeds) Ltd,10750,01/11/2016
"Unit A1C/A1, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,7400,10/04/2017
"Unofficial Address, 14, 16, 6 & 4 Corn Market, Corn Market, Halifax              HX1 1TH",Lister Horsfall Ltd,31000,20/11/2016
"4 Commercial Street, Halifax, HX1 1TA",,11000,23/12/2016
"2 Commercial Street, Halifax, HX1 1TA",,4950,03/04/2017
"6 Commercial Street, Halifax, HX1 1TA",,7800,03/04/2017
"19 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,2600,07/02/2017
"Units 1,3 & 4 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",Setbray Properties Ltd,9900,01/03/2017
"Unit 68 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",The Venue Barkisland Ltd,3500,01/04/2017
"Unit 6A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2425,01/07/2016
"Unit 2 Brow Mills Ind Estate, Brighouse Road, Hipperholme, Halifax              HX3 8EF",Quantum Exhibitions Ltd,6300,01/07/2017
"72 Burnley Road, Todmorden, OL14 5HX",,6900,01/02/2017
"Oxford Street, Todmorden, OL14 5PU",,1750,01/06/2017
"Part 1st Floor, 13 Rochdale Road, Todmorden, OL14 5AA",,1675,30/06/2016
"8 King Cross Street, Halifax, HX1 2SH",A P N Business Consultants Ltd,2375,01/04/2017
"Office Suite D170, Dean Clough Office Park, Halifax, HX3 5AX",Fifth Element Health & Healing,1475,01/04/2017
"Salvation, Barum Top, Halifax, HX1 1NL",Hexagon Pub Company Ltd,50000,19/06/2017
"Unit 18, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Stevenswood Trade Centres Ltd,13250,06/04/2017
"Office 3 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Attollo Elevator Ltd,5900,01/06/2017
"Office 15 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,4650,01/06/2017
"10 Commercial Street, Halifax, HX1 1TA",Pillbox 388 Uk Ltd,14500,20/12/2016
"14 Wade House Road, Shelf, Halifax, HX3 7PB",,5100,01/06/2017
"Unit 1B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Homestec Ltd,8800,01/06/2017
"Office Suite D105, Dean Clough Mills, Halifax, HX3 5AX",When Fresh Ltd,4000,24/04/2017
"Office 6 3RD Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Limehouse Films Ltd,4100,01/05/2016
"Office 3 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,0,01/04/2015
"Prayer Room 1ST Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,6200,01/04/2015
"L/Lord Offices 3RD Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,0,01/04/2015
"Part Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,84000,01/04/2015
"L/Lord Office 3RD Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,3150,01/05/2016
"Victoria Works, Holmfield Industrial Estate, Holmfield, Halifax             HX2 9TN",Alliance Office Systems Ltd,121000,01/02/2017
"4,6,& 8, Hollas Lane, Sowerby Bridge, HX6 2FD",Taylor Wimpey Plc,27000,28/10/2016
"18 Huddersfield Road, Elland, HX5 9DW",Purple Surveys Ltd,19750,01/06/2017
"6 Carlton Street, Halifax, HX1 2AL",,6000,01/04/2015
"Units 1/2, 68 Horton Street, Halifax, HX1 1QE",,36750,04/05/2016
"(Unofficial Address), First Floor Front, 18 Clare Road, Halifax              HX1 2JP",Insight Healthcare Ltd,6600,21/03/2016
"(Unoffical Address), First Floor Rear, 18 Clare Road, Halifax              HX1 2JP",Insight Healthcare Ltd,2250,21/03/2016
"F3 Trinity House, Blackwall, Halifax, HX1 2QR",Barnardo's,4450,01/12/2016
"Suite G3/4 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",8300,01/02/2016
"Suite G5/6 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",6800,01/02/2016
"Suite T8 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",1750,01/02/2016
"Suite F1 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",2125,01/02/2016
"Suite T6 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",2325,01/02/2016
"G1 Trinity House, Blackwall, Halifax, HX1 2QR",,2450,01/02/2016
"Suite T7 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",2950,01/02/2016
"Suite F5 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",3950,01/02/2016
"Suite T4 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",4500,01/02/2016
"Suite T5 Trinity House, Blackwall, Halifax, HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",4500,01/02/2016
"Unit 2 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Make Solutions Ltd,13750,17/09/2016
"Unit 3A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",L S Audio Tech Ltd,8800,17/09/2016
"(Unofficial Address), 1ST & 2ND Floors, 44-46 Southgate, Elland               HX5 0ES",Trustees Of The Doreen Harker Sipp,10500,22/12/2016
"(Unofficial Address), 44-46 Southgate, Elland, HX5 0ES",,14250,22/12/2016
"(Unofficial Address), Trade Car Outlet, Mill Royd Street, Brighouse            HD6 1EY",Trade Car Outlet Limited,2550,20/12/2016
"(Unofficial Address), 11&11A Bradford Road, Brighouse, HD6 1RW",Edward & Co,12250,01/10/2015
"Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",,13500,30/09/2016
"Grd Flr 5/7 Central Street, Halifax, HX1 1HU",,17500,01/04/2017
"Unofficial Address, 1ST Flr 7 Central Street, Central Street, Halifax              HX1 1HU",,4600,01/04/2017
"North Yard, Park Works, Arnold Street, Halifax, HX1 5JH",,1250,20/10/2016
"Unit 4B Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",,6600,01/01/2017
"Units 1 & 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",The Mill Ale & Pizza Ltd,20000,01/11/2016
"Unit 3B Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",The Northern Lights Projects,6600,01/10/2016
"Unit 4A Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",The Northern Lights Projects,6600,01/10/2016
"Unit 8A Ground Floor, Park Works, Arnold Street, Halifax, HX1 5JH",The Northern Lights Projects,9600,07/11/2016
"Unit 8B Ground Floor, Park Works, Arnold Street, Lister Lane, Halifax              HX1 5JH",The Northern Lights Projects,9200,13/02/2017
"St Michaels J & I School, Meadow Close, Shelf, Halifax             HX3 7QU",St. Michael & All Angels Ce (Foundation) Primary School,37750,01/04/2016
"Office Hm 3.18, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,18250,01/04/2017
"Office Hm 3.14, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,4900,01/04/2017
"Office Hm 3.15, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1850,01/04/2017
"Lever Street, Todmorden, OL14 5QF",,3250,22/05/2017
"Suite F2 Trinity House, Blackwall, Halifax, HX1 2QR",Alexander Jack Ltd,2125,01/07/2017
"Suite G9 Trinity House, Blackwall, Halifax, HX1 2QR",Three Way Solutions Ltd,3150,01/06/2017
"Suite F8 Trinity House, Blackwall, Halifax, HX1 2QR",Calder It Ltd,5500,01/07/2017
"Suite F4 Trinity House, Blackwall, Halifax, HX1 2QR",Mediline Nurses & Carers Ltd,6600,01/06/2017
"Stanley Works, Lucy Street, Halifax, HX3 6AL",Ava Waste Management Ltd,17500,01/05/2017
"Part First Floor, 25B Union Street, Halifax, HX1 1PR",Tus Quality Clothing Ltd,7500,28/04/2017
"7 Brook Street, Todmorden, OL14 5AJ",,12000,06/06/2017
"9A George Street, Halifax, HX1 1HA",Maurice Macneill Iona Limited,23750,14/06/2017
"90 Southgate, Elland, HX5 0EP",,15750,01/06/2017
"(Unofficial Address), Unit 18 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,1700,01/06/2017
"(Unoffical Address), Arrow Coaches, Mill Royd Street, Brighouse            HD6 1EY",Younger Homes [Northern] Ltd,1125,20/12/2016
"Unit 27, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,1075,23/05/2016
"1 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF",Sdh Project Services Ltd,5800,01/03/2017
"The Jubilee, 18 Market Street, Halifax, HX1 1PB",Mortimer & Holt Ltd,14250,09/06/2017
"Bbw Business Centre 1ST Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",,2700,01/10/2016
"Shannon & Chesapeake Inn, 257 Halifax Road, Todmorden, OL14 5RX",,7950,21/01/2017
"Grantham Road, Recreation Ground, Grantham Road, Halifax",Boothtown Terriers Junior Rugby Club,6100,01/03/2017
"Unit G17, Riverbank Way, Lowfields Business Park, Elland               HX5 9DN",Seal It Services Ltd,62500,01/07/2017
"R/O Orange Tree, Cross Street, Halifax, HX1 1XB",Hallmark Developments (North West) Limited,5000,27/04/2017
"First Floor, 259/261 Queens Road, Halifax, HX1 4NS",,6300,01/06/2017
"Bbw Business Centre 2ND Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",Bostocks Boyce Welch Ltd,1650,01/08/2017
"Unit 4, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",,8300,01/03/2017
"Middle Floor, Jowler Mill, Luddenden, Halifax              HX2 6TB",Vintage Sofa Co Ltd,5600,01/04/2017
"Suite 1, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW",,7500,20/04/2017
"Suite G2 Trinity House, Blackwall, Halifax, HX1 2QR",,1525,01/06/2017
"Suite T3 Trinity House, Blackwall, Halifax, HX1 2QR",Advanced Photonics Technologies Uk Ltd,1800,01/06/2017
"2 Park Row, Brighouse, HD6 1AB",Iredale Investments Ltd,12500,16/11/2016
"44A Commercial Street, Brighouse, HD6 1AQ",Clifton Properties [Yorkshire] Ltd,4400,03/01/2017
"44 Commercial Street, Brighouse, HD6 1AQ",,12500,03/01/2017
"Unit 28, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,8000,01/04/2017
"Dews Garages Ltd, Northgate, Halifax, HX1 1XJ",,107000,01/04/2017
"15 Bradford Road, Brighouse, HD6 1RW",Moo Boutique Yorkshire Ltd,10250,30/11/2016
"(Unofficial Address), Unit 26 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,930,01/11/2016
"Mile Cross Works, Mile Cross Road, Halifax, HX1 4HN",Zenith Freight Ltd,41500,15/05/2017
"(Unofficial Address), Unit 23 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,2025,01/08/2017
"The Barn Ground Floor, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,2700,31/01/2016
"The Turnpike, Oldham Road, Rishworth, Sowerby Bridge       HX6 4RH",,58000,05/07/2017
"(Unofficial Address), Car Valet Service, Adj 355 Halifax Road, Todmorden           OL14 5SR",,6000,01/01/2017
"Unit 2, Ripponden Mill, Mill Fold Lane, Ripponden            HX6 4DH",,2950,01/10/2016
"2ND Floor, 25B Union Street, Halifax, HX1 1PR",Tus Quality Clothing Ltd,1725,25/04/2017
"B & M Unit 1, 364 Bradford Road, Brighouse, HD6 4DJ",B & M Retail Ltd,136000,21/10/2016
"Unofficial Address, Tesco Victoria Mill, Stainland Road, Greetland            HX4 8AD",Tesco Stores Ltd,44500,01/07/2016
"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",,1925,01/03/2017
"Unit 2 Copley Valley Bus Pk, Copley Valley Road, Sowerby Bridge, HX6 2WA",Pennine Leisure Supplies Ltd,60000,03/01/2017
"Unit 3 Atlas Works, Sedburgh Road, Halifax, HX3 9HB",,4350,02/01/2017
"Siddal Sports & Comm Centre, Exley Lane, Siddal, Halifax              HX3 9EW",Siddal A.R.L.F.C,12750,01/04/2015
"Office B19 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",Richard Durgan Financial Services Ltd,5200,03/05/2017
"Unit J South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",Antonia & Panesar Ltd,2050,25/05/2017
"4TH Floor (East) F Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,143000,20/04/2015
"5TH Floor (East) F Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,133000,20/04/2015
"Pt Gf & Basement, 2 Waterhouse Street, Halifax, HX1 1UQ",The Glasshouse Halifax Ltd,7400,01/02/2017
"Pt Ground Floor, 2 Waterhouse Street, Halifax, HX1 1UQ",,19250,01/02/2017
"Unofficial Address, 120-124A Oak Avenue, Todmorden, OL14 5PD",Mr Gulfraz,6600,09/12/2016
"135 Gibraltar Road, Halifax, HX1 3UH",,3000,04/07/2017
"19 Union Street, Halifax, HX1 1PR",,7700,19/06/2017
"17/21 The Old Arcade, Halifax, HX1 1TJ",Calderdale Mbc,16500,18/07/2017
"Office Suite E328, Dean Clough Mills, Halifax, HX3 5AX",Vitesse Plc,6000,03/04/2017
"Units 4-5 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",,14500,12/04/2017
"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",B W Industrial Equipment Ltd,15250,01/01/2017
"Unit 1 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Bob Wild Grass Machinery Ltd,19500,01/02/2017
"(Unoffical Address), Unit 2 Grove Mills, Elland Lane, Elland               HX5 9DZ",Waxman Holdings Ltd,28000,01/03/2017
"(Unofficial Address), Unit 1 Grove Mills, Elland Lane, Elland               HX5 9DZ",Halifax Web Sales Ltd,40500,01/03/2017
"Stores, Portland Place, Halifax, HX1 2QN",,1775,28/04/2017
"Crown Works, Hopwood Lane, Halifax, HX1 5HW",,2050,01/04/2017
"Crown Works, Hopwood Lane, Halifax, HX1 5HW",,1075,01/04/2017
"Unit 2 Mount Works, Quebec Street, Elland, HX5 9AN",Xpo Direct Ltd,10250,03/05/2017
"Crown Works, Hopwood Lane, Halifax, HX1 5HW",,2375,01/04/2017
"(Unofficial Address), Unit 7 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,3450,01/08/2017
"22 Halifax Road, Todmorden, OL14 5QG",,5700,01/04/2017
"22 Halifax Road, Todmorden, OL14 5QG",,2850,01/04/2017
"29 Union Street, Halifax, HX1 1PR",,7500,02/06/2017
"Beehive Inn, 48 Hob Lane, Ripponden, Sowerby Bridge      HX6 4LU",F K G (Oldham) Ltd,37000,28/06/2017
"Unit 3, Picture House Buildings, New Road, Hebden Bridge        HX7 8AD",Nightjar (Hebden Bridge) Ltd,6800,07/06/2017
"Office 26 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Hx Car Park Management Ltd,2400,01/08/2017
"Office 16 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Proline Logistics Limited,1525,01/08/2017
"Office 27 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",B I M Department Limited,2600,01/08/2017
"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,1550,01/08/2017
"Office 33 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",The Pluss Organisation C I C,2050,01/08/2017
"Unit 2, Brookfield Works, Quebec Street, Elland               HX5 9AP",Combserve Heating Services Ltd,5700,31/05/2017
"Suite T9, Trinity House, Blackwall, Halifax              HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",5600,19/06/2017
"Communal Accommodation, Trinity House, Blackwall, Halifax              HX1 2QR","R P Moore, J L Lister & Aj Bell Trustees Ltd",10000,19/06/2017
"Community Centre, Burnsall Road, Rastrick, Brighouse           HD6 3JT",The Space @ Field Lane Group,7300,05/06/2017
"(Unoff Add) Unit J Offices, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Enviro Building Solutions Ltd,5200,01/07/2017
"7 Rochester Place, Savile Road, Elland, HX5 0LB",,4000,05/08/2017
"Shoulder Of Mutton, Cain Lane, Southowram, Halifax             HX3 9SB",Admiral Taverns Ltd,7950,03/08/2017
"Unit W4, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",,6300,01/12/2016
"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",,3400,09/06/2017
"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",,15250,15/05/2017
"Halifax Academy, Gibbet Street, Halifax, HX2 0BA",Halifax High,392500,01/10/2015
"Office Suite E 208/210, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,6800,30/06/2017
"Office Suite F1 East, F Mill Dean Clough Mills, Halifax, HX3 5AX",Hebble Law Ltd,20500,30/06/2017
"Office Suites D242 & D244, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2950,01/07/2017
"43 Wharf Street, Sowerby Bridge, HX6 2LB",,3900,01/06/2014
"7 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",National Marketing Services Ltd,8200,01/05/2017
"(Unofficial Address), Unit 5 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,970,04/07/2017
"Unit 11B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",The Mayfield Trust,1375,23/06/2017
"Unit 11F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",The Mayfield Trust,1250,23/06/2017
"38/40 Market Street, Halifax, HX1 1PB",,23250,08/08/2017
"Office Suite LG37 LG39 LG44, Dean Clough, Halifax, HX3 5AX",Northern Broadsides Theatre Company,11000,01/10/2016
"Ground Flr (Front), 32 Clare Road, Halifax, HX1 2HX",Exquisite Look Ltd,2325,01/04/2015
"33 Southgate, Elland, HX5 0BW",Andrew Lomas Optometrist Ltd,6800,07/08/2017
"Ground Flr (Rear), 32 Clare Road, Halifax, HX1 2HX",Exquisite Look Ltd,5100,01/04/2015
"Office A 1ST Floor, Oxford House, Albert Street, Hebden Bridge        HX7 8AH",The Republic Of Hebden Bridge Ltd,5100,10/04/2017
"Office B 1ST Floor, Oxford House, Albert Street, Hebden Bridge        HX7 8AH",Welcome Independent Living Ltd,11500,10/04/2017
"Excelsior Works, Bedford Street North, Halifax, HX1 5BH",,24000,01/03/2017
"Cow Green Car Park, Cow Green, Halifax, HX1 1JF",Calderdale Mbc Parking Services,24000,14/11/2016
"Site Ref 75898, Adj 151 Clough Bank, Halifax, HX2 8RR",Telefonica Uk Ltd,4700,01/10/2016
"(Unofficial Address), Unit B Moyles Building, 4 New Road, Hebden Bridge        HX7 8AD",,10750,01/12/2016
"Unofficial Address, Leggetts Halifax, Wellington Street South, Halifax              HX1 2LU",,4750,01/04/2015
"Unit 2, Mearclough Road, Sowerby Bridge, HX6 3LF",B Ainley Commercials Ltd,5500,01/05/2017
"358-362 Ovenden Road, Halifax, HX3 5TJ",Ovenden Off Licence Limited,12500,18/01/2017
"Atm 358-362 Ovenden Road, Ovenden Road, Halifax, HX3 5TJ",Cardtronics Uk Ltd,3750,18/01/2017
"Suite 3 Hawkstone House, Valley Road, Hebden Bridge, HX7 7BL",Setbray Properties Ltd,1675,01/04/2015
"Csp House, George Street, Brighouse, HD6 1PU",Auto Furniture [ Csp ] Ltd,49250,01/04/2016
"Adj To Csp House, George Street, Brighouse, HD6 1PU",Geberit Csp Ltd,5300,01/04/2016
"4A Brier Hey, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5PF",,1325,01/07/2017
"172 King Cross Road, Halifax, HX1 3LN",,3000,10/04/2017
"Unit S1-S8 & B R 1, Dean Clough, Halifax, HX3 5AX",The Arts Charity At Dean Clough,11000,01/01/2017
"Office Suite D123, Dean Clough Industrial Park, Halifax, HX3 5AX",The Arts Charity At Dean Clough,2125,01/01/2017
"Suite 4 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",All My Systems Ltd,2750,22/04/2017
"Suite 10 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,2400,22/04/2017
"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,2400,08/06/2017
"Units 5E/5F Craggs C/Ty B Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,11750,10/07/2017
"Unit 3 Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,7500,01/12/2016
"Unit 1 Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,2325,01/11/2016
"Office Suite D110, Clough Mills, Halifax, HX3 5AX",The Arts Charity At Dean Clough,2750,01/04/2017
"Office Suite D108, Dean Clough Office Park, Halifax, HX3 5AX",The Arts Charity At Dean Clough,1725,01/01/2017
"Office Suite D106, Dean Clough Office Park, Halifax, HX3 5AX",The Arts Charity At Dean Clough,8000,01/04/2017
"Unit 5 Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,2650,01/05/2017
"Unit 4 Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,4200,01/11/2016
"Cote Hill Service Station, Burnley Road, Warley, Halifax             HX2 7NB",C H Rafique & Son's Uk Ltd,13500,17/07/2017
"Pets At Home Unit 2, 364 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DJ",Pets At Home Ltd,38750,21/10/2016
"Unit 9E, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",Hebden Bridge Brass Band,3600,01/07/2017
"The Delvers, Wainstalls, Halifax, HX2 7UA",Daniel Thwaites Plc,10750,15/07/2017
"Unit 8, Grantham Works, Grantham Road, Halifax              HX3 6PL",Calderdale Graphite Ltd,8900,01/07/2017
"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Hawley Building Systems Limited,7400,01/04/2017
"1 Old Market, Halifax, HX1 1TN",Kino & Co,23500,16/07/2017
"Atm Site, Yorks Coop Filling Station, Huddersfield Road, Elland               HX5 9AA",Platinum Retail Limited,3750,01/12/2016
"Stone Chair Inn, 11 Moor End, Mount Tabor, Halifax             HX2 0TX",,8250,10/08/2017
"Suite 8 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,2400,20/06/2017
"Suite 2 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Desire Wealth Management Ltd,2750,20/06/2017
"Store Ref 1, West Street, Todmorden, OL14 5HY",,1750,01/04/2017
"2 The Old Arcade, Halifax, HX1 1TJ",,11250,01/08/2017
"Unit 3 White Lee, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QL",,4950,07/07/2017
"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",Positive People H R Ltd,1175,24/04/2017
"Netherton Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Kino & Co,59500,02/06/2017
"Unit 2, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",Hanson Lane Enterprise Centre Ltd,3400,01/07/2017
"8 King Cross Street, Halifax, HX1 2SH",A I K Investments Ltd,6300,05/06/2015
"33 Lydgate, Northowram, Halifax, HX3 7EJ",,6300,11/07/2017
"Unit 4, Victoria Park, Lightowler Road, Halifax              HX1 5ND",,6500,30/06/2017
"Unit 9 Victoria Park, Lightowler Road, Halifax, HX1 5ND",U V Power Solutions Ltd,8300,13/07/2017
"Navigation Inn, 47 Chapel Lane, Sowerby Bridge, HX6 3LF",,11000,14/08/2017
"Elizabeth Street, Elland, HX5 0JH",,5500,01/06/2017
"Unit 4 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",,4400,01/07/2017
"Hullen Edge Hall, Hullen Edge Lane, Elland, HX5 0QS",,5800,24/04/2014
"North Bridge Street, Halifax, HX1 1XJ",,8400,07/02/2017
"Unit 2 Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,3450,23/05/2017
"Office 10 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,2125,09/05/2017
