Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,JUST CHECKING LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,22696893,1,8928,Nil,Adaptations,Revenue,Adult Services,CAT04,Mobility & Access Equipment & Vehicles,51520,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,ALERT -IT CARE ALARMS,Redacted,Not yet available,Not yet available,Not yet available,31/03/2015,22742859,1,2839.31,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,LIVE-LINK (CALL SYSTEMS) LTD,Redacted,Not yet available,Not yet available,Not yet available,30/01/2015,22694865,1,1054.5,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Intercom Systems,45560,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,CLAIRMONT,Redacted,Not yet available,Not yet available,Not yet available,05/03/2015,22720678,1,2260,Nil,Adaptations,Revenue,Adult Services,CAT04,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,05/01/2015,22671307,1,1500,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,2100,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Environmental and Regulatory Services,M,JOHNSTON PUBLISHING,Redacted,Not yet available,Not yet available,Not yet available,10/02/2015,22707053,1,672.28,Nil,Advertising,Revenue,Business Services,CAT02,Advertising Services,2100,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Housing Services,6,RIDINGS FM,Redacted,Not yet available,Not yet available,Not yet available,23/03/2015,22737244,1,1500,Nil,Advertising,Revenue,Business Services,CAT02,Radio & Television Stations,63096,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,VALUATION OFFICE AGENCY,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,22741343,1,503.24,Nil,Advertising,Revenue,Professional Services,CAT08,Government Agencies,38711,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,23/02/2015,22715982,1,800.62,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,27/02/2015,22719048,1,3244.62,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Central Services,1,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,23/03/2015,22739000,1,521.95,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Central Services,1,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,30/03/2015,22743094,1,528.75,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,BUSINESS,Planning Services,N,CARTER JONAS,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,22709700,1,7073,Nil,Advertising,Revenue,Property & Asset Management,CAT01,Estate Agents,32695,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,FEATHERSTONE ROVERS RUGBY LEAGUE FOOTBALL CLUB LTD,Redacted,Not yet available,Not yet available,Not yet available,13/03/2015,22734839,1,1000,Nil,Advertising,Revenue,"Economic Growth, Culture & Sport",CAT09,Sports Clubs & Associations,72760,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,TRINITY MIRROR PUBLISHING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,22706691,1,1000,Nil,Advertising,Revenue,Business Services,CAT02,Publishers & Publications,62450,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,PRIMESIGHT LTD,Redacted,Not yet available,Not yet available,Not yet available,16/03/2015,22734889,1,9675.06,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Outdoor,1968,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,PRIMESIGHT LTD,Redacted,Not yet available,Not yet available,Not yet available,20/01/2015,22688676,1,3150.83,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Outdoor,1968,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,22673367,1,665,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,NORTHERN LIGHT MEDIA,Redacted,Not yet available,Not yet available,Not yet available,20/03/2015,22735255,1,2400,Nil,Advertising,Revenue,ICT,CAT11,Web Site Design,84280,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,THE SOURCE GROUP,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,22707008,1,1431,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Outdoor,1968,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,EXTERION MEDIA,Redacted,Not yet available,Not yet available,Not yet available,26/01/2015,22690186,1,2527,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Media,1967,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,EXTERION MEDIA,Redacted,Not yet available,Not yet available,Not yet available,26/01/2015,22690227,1,1580,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Media,1967,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,SUTTON MEDIA LTD T/A PUBLIC INFORMATION PILLARS,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,22686310,1,2096.64,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,REGENCULT,Planning Services,N,RIDINGS FM,Redacted,Not yet available,Not yet available,Not yet available,12/03/2015,22733607,1,2996,Nil,Advertising,Revenue,Business Services,CAT02,Radio & Television Stations,63096,Not yet available
Wakefield MDC,E08000036,31/03/2015,REGENCULT,Housing Services,6,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,23/01/2015,22693216,1,705.96,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,REGENCULT,Planning Services,N,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,23/02/2015,22716003,1,571.05,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,REGENCULT,Planning Services,N,TMP (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,17/02/2015,22713021,1,942.3,Nil,Advertising,Revenue,Business Services,CAT02,Advertising - Agencies,1961,Not yet available
Wakefield MDC,E08000036,31/03/2015,REGENCULT,Planning Services,N,COMMBUS COMPANY LTD,Redacted,Not yet available,Not yet available,Not yet available,03/03/2015,22719522,1,950,Nil,Advertising,Revenue,Transport,CAT10,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,23/01/2015,22690179,1,14529.9,Nil,Advocacy,Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,BRADFORD MDC,Redacted,Not yet available,Not yet available,Not yet available,30/03/2015,22743162,1,27000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,YORK COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,19/02/2015,22715141,1,9000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,19/02/2015,22715032,1,2150,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,19/02/2015,22715034,1,3583.26,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,PARENTS AND CHILDREN TOGETHER,Redacted,Not yet available,Not yet available,Not yet available,20/01/2015,22690250,1,5001,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,ST FRANCIS CHILDRENS SOCIETY,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,22694468,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,23/01/2015,22693114,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,31/03/2015,22744374,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,FAMILIES FOR CHILDREN ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,09/03/2015,22730131,1,750,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,CITY OF BRADFORD MDC,Redacted,Not yet available,Not yet available,Not yet available,20/01/2015,22690522,1,18000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,NUGENT CARE,Redacted,Not yet available,Not yet available,Not yet available,15/01/2015,22688257,1,10442,Nil,Agency Placement Adoptions (Other agencies),Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,ISLE OF WIGHT COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,13/03/2015,22734858,1,6569,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,BARNARDOS SOUTH EAST AND ANGLIA,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,22675901,1,9000,Nil,Agency Placement Adoptions (Other agencies),Revenue,Adult Services,CAT04,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,SOUTH TYNESIDE COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,22694458,1,27000,Nil,Agency Placement Adoptions (Other agencies),Revenue,n/a,CATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,102,1128.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,128,526.54,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,99,551.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,81,528.84,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,19,966.31,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,32,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,24,993.53,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,34,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,19,748.55,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,29,900.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,64,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,32,918.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,43,984.94,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,47,986.73,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,42,744.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,44,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,41,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,66,918.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,28,744.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,50,625.57,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,28,925.48,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,34,744.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,21,843.82,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,73,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,54,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,34,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,38,585.23,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,78,871.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,63,744.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,13,1000.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,42,612.45,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,36,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,19,744.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,35,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,40,816.6,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,119,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,16,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,55,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,77,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,90,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,83,979.94,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,ADULTS,Adult Social Care,7,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,13,1007.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
