ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,HANDSALE LTD,07/07/2017,-1018.00 ,RESIDENTIAL LONG TERM,V001136307
ROCHDALE BOROUGH COUNCIL,06/07/2017,ECONOMY DIRECTORATE,F BRIERLEY & SON LIMITED,06/07/2017,1450.00 ,REPAIRS & ALTS OF BUILDINGS,V001136776
ROCHDALE BOROUGH COUNCIL,06/07/2017,EARLY HELP AND SCHOOLS,BIRTENSHAW HALL SCHOOL,06/07/2017,4753.66 ,OTHER LA`S - SEN PROVISION,V001137636
ROCHDALE BOROUGH COUNCIL,06/07/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,06/07/2017,975.00 ,NEW CONSTRUCTION,V001137990
ROCHDALE BOROUGH COUNCIL,11/07/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,11/07/2017,2600.00 ,CONSULTANTS FEES,V001138045
ROCHDALE BOROUGH COUNCIL,07/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,STREAMLINE TAXIS,07/07/2017,900.00 ,TAXI HIRE,V001138091
ROCHDALE BOROUGH COUNCIL,12/07/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,12/07/2017,6057.39 ,CONSULTANT FEES,V001138119
ROCHDALE BOROUGH COUNCIL,12/07/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,12/07/2017,6877.35 ,CONSULTANT FEES,V001138120
ROCHDALE BOROUGH COUNCIL,10/07/2017,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,10/07/2017,12663.00 ,PROPERTY - WORKS ELEMENT,V001138121
ROCHDALE BOROUGH COUNCIL,27/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,EDF ENERGY 1 LIMITED,27/07/2017,-1508.95 ,ELECTRICITY,V001138143
ROCHDALE BOROUGH COUNCIL,14/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,EC CREATIVE SERVICES LTD,14/07/2017,4150.00 ,EQUIPMENT - GENERAL,V001138147
ROCHDALE BOROUGH COUNCIL,04/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,BLACKPOOL  COUNCIL,04/07/2017,1650.00 ,ACTIVITIES,V001138220
ROCHDALE BOROUGH COUNCIL,31/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORDEN AGRICULTURAL CONTRACTORS,31/07/2017,1500.00 ,EQUIPMENT - GENERAL,V001138251
ROCHDALE BOROUGH COUNCIL,06/07/2017,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,06/07/2017,12400.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001138291
ROCHDALE BOROUGH COUNCIL,05/07/2017,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,05/07/2017,2214.29 ,FOSTER PARENTS BASIC ALLOWANCE,V001138292
ROCHDALE BOROUGH COUNCIL,31/07/2017,CHILDREN’S SOCIAL CARE,DEPAUL UK,31/07/2017,25508.57 ,YOUNG PEOPLES RENTS,V001138293
ROCHDALE BOROUGH COUNCIL,12/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,GETTY IMAGES INTERNATIONAL LIMITED,12/07/2017,899.10 ,PUBLICITY,V001138348
ROCHDALE BOROUGH COUNCIL,26/07/2017,ECONOMY DIRECTORATE, ATKINS LIMITED,26/07/2017,58183.86 ,FEES / COMMISSION,V001138383
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE PUBLIC SERVICES (UK) LTD,05/07/2017,794.07 ,SOFTWARE,V001139355
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CMD LIMITED,05/07/2017,1494.10 ,PURCHASE OF ICT HARDWARE,V001139358
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,05/07/2017,3375.00 ,AGENCY STAFF,V001139359
ROCHDALE BOROUGH COUNCIL,03/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,GTM ELECTRICAL SERVICES LIMITED,03/07/2017,812.47 ,REPAIRS & ALTS OF BUILDINGS,V001139402
ROCHDALE BOROUGH COUNCIL,20/07/2017,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,20/07/2017,1507.50 ,ELECTRICAL,V001139403
ROCHDALE BOROUGH COUNCIL,20/07/2017,PROPERTY AND HIGHWAYS,GTM ELECTRICAL SERVICES LIMITED,20/07/2017,634.00 ,TRANSACTIONS-EXPENDITURE,V001139407
ROCHDALE BOROUGH COUNCIL,12/07/2017,PHYSICAL DIS & OLDER PEOPLE,ASTRA SIGNS LTD,12/07/2017,672.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V001139437
ROCHDALE BOROUGH COUNCIL,12/07/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,12/07/2017,14035.10 ,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001139463
ROCHDALE BOROUGH COUNCIL,17/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,17/07/2017,509.60 ,EQUIPMENT - GENERAL,V001139479
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,DELIB,05/07/2017,6000.00 ,SOFTWARE,V001139506
ROCHDALE BOROUGH COUNCIL,11/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,11/07/2017,1175.00 ,AGENCY STAFF,V001139507
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,SYMOLOGY LTD,05/07/2017,5779.72 ,SOFTWARE,V001139508
ROCHDALE BOROUGH COUNCIL,06/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,EC CREATIVE SERVICES LTD,06/07/2017,3800.00 ,EQUIPMENT - GENERAL,V001139657
ROCHDALE BOROUGH COUNCIL,13/07/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,13/07/2017,926.25 ,ACTIVITIES,V001139742
ROCHDALE BOROUGH COUNCIL,13/07/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,13/07/2017,4770.00 ,ACTIVITIES,V001139745
ROCHDALE BOROUGH COUNCIL,07/07/2017,EARLY HELP AND SCHOOLS,J C MILLS & SON LIMITED,07/07/2017,4910.91 ,CENTRAL HEATING,V001139798
ROCHDALE BOROUGH COUNCIL,07/07/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,07/07/2017,1524.80 ,CENTRAL HEATING,V001139802
ROCHDALE BOROUGH COUNCIL,07/07/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,07/07/2017,681.17 ,CENTRAL HEATING,V001139803
ROCHDALE BOROUGH COUNCIL,07/07/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,07/07/2017,866.80 ,CENTRAL HEATING,V001139804
ROCHDALE BOROUGH COUNCIL,11/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,11/07/2017,666.54 ,EQUIPMENT - GENERAL,V001139816
ROCHDALE BOROUGH COUNCIL,04/07/2017,PROPERTY AND HIGHWAYS,BARRIERS DIRECTS ACCOUNTS,04/07/2017,528.22 ,MINOR BUILDING WORKS,V001139817
ROCHDALE BOROUGH COUNCIL,31/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,PROTON SOUTHERN LIMITED,31/07/2017,728.29 ,REPAIRS & ALTS OF BUILDINGS,V001139834
ROCHDALE BOROUGH COUNCIL,17/07/2017,ECONOMY DIRECTORATE,CATS SOLUTIONS,17/07/2017,679.35 ,PRINTING & STATIONERY,V001139837
ROCHDALE BOROUGH COUNCIL,12/07/2017,PUBLIC HEALTH,LINK4LIFE (CHARITY),12/07/2017,750.00 ,ACTIVITIES,V001139862
ROCHDALE BOROUGH COUNCIL,17/07/2017,LEARNING DIS & MENTAL HEALTH,ST VINCENTS HOUSING ASSOCIATION,17/07/2017,538.88 ,RENTS,V001139871
ROCHDALE BOROUGH COUNCIL,19/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,QUICKCO,19/07/2017,-600.00 ,TRANSACTIONS-EXPENDITURE,V001139875
ROCHDALE BOROUGH COUNCIL,14/07/2017,RESOURCES,ROSSENDALES,14/07/2017,680.18 ,INPUT VAT -  ADJUSTMENTS,V001139906
ROCHDALE BOROUGH COUNCIL,18/07/2017,RESOURCES,CAPITA BUSINESS SERVICES LIMITED,18/07/2017,500.00 ,SOFTWARE,V001139909
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,05/07/2017,25500.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001140024
ROCHDALE BOROUGH COUNCIL,13/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,BROXAP LIMITED,13/07/2017,4750.00 ,EQUIPMENT - GENERAL,V001140051
ROCHDALE BOROUGH COUNCIL,10/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CHAINSAW SCULPTURE LTD.,10/07/2017,500.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001140318
ROCHDALE BOROUGH COUNCIL,13/07/2017,EARLY HELP AND SCHOOLS,WESTWOOD ACADEMY,13/07/2017,600.00 ,INDEPENDENT UNITS,V001140335
ROCHDALE BOROUGH COUNCIL,20/07/2017,PUBLIC HEALTH,THE UNIVERSITY OF SALFORD,20/07/2017,700.00 ,EQUIPMENT - GENERAL,V001140338
ROCHDALE BOROUGH COUNCIL,06/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CRAWFORD DOMESTIC APPLIANCES LIMITED,06/07/2017,741.67 ,EQUIPMENT - GENERAL,V001140343
ROCHDALE BOROUGH COUNCIL,11/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,GOV TV LTD T/A GOV RADIO,11/07/2017,1475.00 ,MARKETING EXPENDITURE,V001140351
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,744.46 ,RESIDENTIAL LONG TERM,V001140602
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,617.10 ,RESIDENTIAL LONG TERM,V001140682
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,601.16 ,RESIDENTIAL LONG TERM,V001140691
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,-613.94 ,SHORT TERM CARE - RESIDENTIAL,V001140707
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,-578.57 ,SHORT TERM CARE - RESIDENTIAL,V001140708
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,631.10 ,RESIDENTIAL LONG TERM,V001140759
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,584.76 ,RESIDENTIAL LONG TERM,V001140767
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001140884
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,900.00 ,SHORT TERM CARE - RESIDENTIAL,V001140885
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,843.60 ,NURSING LONG TERM,V001140948
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,697.80 ,NURSING LONG TERM,V001140954
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,560.98 ,RESIDENTIAL LONG TERM,V001141034
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,615.06 ,NURSING LONG TERM,V001141159
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,-575.24 ,RESIDENTIAL LONG TERM,V001141211
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,-575.24 ,RESIDENTIAL LONG TERM,V001141212
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,537.74 ,SELF - FUNDING DEFERRED PAYMENTS,V001141214
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,537.74 ,SELF - FUNDING DEFERRED PAYMENTS,V001141215
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,537.74 ,SELF - FUNDING DEFERRED PAYMENTS,V001141216
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,563.56 ,RESIDENTIAL LONG TERM,V001141250
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,631.10 ,RESIDENTIAL LONG TERM,V001141259
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,636.22 ,RESIDENTIAL LONG TERM,V001141372
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,631.10 ,RESIDENTIAL LONG TERM,V001141404
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,575.90 ,RESIDENTIAL LONG TERM,V001141426
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,631.10 ,RESIDENTIAL LONG TERM,V001141483
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,553.36 ,RESIDENTIAL LONG TERM,V001141495
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,07/07/2017,631.10 ,RESIDENTIAL LONG TERM,V001141518
ROCHDALE BOROUGH COUNCIL,28/07/2017,RESOURCES,REDACTIVE EVENTS LTD,28/07/2017,1290.00 ,TRAINING-NON QUALIFICATION,V001141607
ROCHDALE BOROUGH COUNCIL,04/07/2017,PROPERTY AND HIGHWAYS,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,04/07/2017,6969.66 ,EQUIPMENT - GENERAL,V001141612
ROCHDALE BOROUGH COUNCIL,07/07/2017,ECONOMY DIRECTORATE,DDH FABRICATIONS LTD,07/07/2017,680.00 ,REPAIRS & ALTS OF BUILDINGS,V001141618
ROCHDALE BOROUGH COUNCIL,11/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,11/07/2017,1875.00 ,AGENCY STAFF,V001141631
ROCHDALE BOROUGH COUNCIL,04/07/2017,ECONOMY DIRECTORATE,WILDE CONSULTING ENGINEERS,04/07/2017,4273.00 ,CONDITION SURVEYS,V001141654
ROCHDALE BOROUGH COUNCIL,04/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON AND SONS LTD,04/07/2017,2760.00 ,TRANSACTIONS-EXPENDITURE,V001141661
ROCHDALE BOROUGH COUNCIL,04/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON AND SONS LTD,04/07/2017,3680.00 ,TRANSACTIONS-EXPENDITURE,V001141662
ROCHDALE BOROUGH COUNCIL,04/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON AND SONS LTD,04/07/2017,3680.00 ,TRANSACTIONS-EXPENDITURE,V001141663
ROCHDALE BOROUGH COUNCIL,10/07/2017,RESOURCES,TRANSPORT FOR GREATER MANCHESTER,10/07/2017,1316.55 ,TRANSACTIONS-EXPENDITURE,V001141687
ROCHDALE BOROUGH COUNCIL,04/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CRESCENT RADIO,04/07/2017,825.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001141691
ROCHDALE BOROUGH COUNCIL,19/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,RIVERSIDE TRUCK RENTAL,19/07/2017,4255.00 ,TRANSACTIONS-EXPENDITURE,V001141704
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,HINT MEDIA LTD,05/07/2017,1090.00 ,EVENTS,V001141718
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CALVAG,05/07/2017,528.00 ,EQUIPMENT - GENERAL,V001141721
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,CALVAG,05/07/2017,528.00 ,EQUIPMENT - GENERAL,V001141722
ROCHDALE BOROUGH COUNCIL,05/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,J COONEY LTD,05/07/2017,1500.00 ,EQUIPMENT - GENERAL,V001142062
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,STEPPING STONE,07/07/2017,39491.52 ,SP BLOCK PAYMENTS - EXTERNAL,V001142077
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,07/07/2017,23111.03 ,SP BLOCK PAYMENTS - EXTERNAL,V001142078
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE PETRUS COMMUNITY,07/07/2017,10279.45 ,SP BLOCK PAYMENTS - EXTERNAL,V001142079
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,07/07/2017,35255.61 ,SP BLOCK PAYMENTS - EXTERNAL,V001142080
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,WOMEN`S HOUSING ACTION GROUP ( WHAG ),07/07/2017,15311.63 ,SP BLOCK PAYMENTS - EXTERNAL,V001142081
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,BOND BOARD LTD,07/07/2017,5731.31 ,SP BLOCK PAYMENTS - EXTERNAL,V001142082
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,TOGETHER WORKING FOR WELLBEING,07/07/2017,23677.09 ,CONTRACTS,V001142083
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,07/07/2017,633.60 ,SUPPORTED LIVING,V001142084
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,BARNARDOS,07/07/2017,15003.78 ,SP BLOCK PAYMENTS - EXTERNAL,V001142085
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE AND DISTRICT MIND,07/07/2017,9376.92 ,SERVICE LEVEL AGREEMENTS,V001142086
ROCHDALE BOROUGH COUNCIL,07/07/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC,07/07/2017,56165.47 ,CONTRACTS,V001142087
ROCHDALE BOROUGH COUNCIL,07/07/2017,PHYSICAL DIS & OLDER PEOPLE,DIRECT HEALTH UK LTD,07/07/2017,10816.44 ,SERVICE LEVEL AGREEMENTS,V001142088
ROCHDALE BOROUGH COUNCIL,12/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE PUBLIC SERVICES (UK) LTD,12/07/2017,522.34 ,SOFTWARE,V001142091
ROCHDALE BOROUGH COUNCIL,05/07/2017,PROPERTY AND HIGHWAYS,VINK UK LIMITED,05/07/2017,2160.00 ,TRANSACTIONS-EXPENDITURE,V001142105
ROCHDALE BOROUGH COUNCIL,19/07/2017,ECONOMY DIRECTORATE,FIRST GROUP PLC,19/07/2017,798.00 ,STUDENT TRAVEL,V001142118
ROCHDALE BOROUGH COUNCIL,19/07/2017,ECONOMY DIRECTORATE,FIRST GROUP PLC,19/07/2017,665.00 ,STUDENT TRAVEL,V001142120
ROCHDALE BOROUGH COUNCIL,06/07/2017,ECONOMY DIRECTORATE,GROUNDWORK LANDSCAPES LIMITED,06/07/2017,950.00 ,REPAIRS & ALTS OF BUILDINGS,V001142164
ROCHDALE BOROUGH COUNCIL,06/07/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORTHWEST ASBESTOS REMOVALS LTD,06/07/2017,620.00 ,EQUIPMENT - GENERAL,V001142170
ROCHDALE BOROUGH COUNCIL,07/07/2017,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,07/07/2017,595.00 ,TRANSACTIONS-EXPENDITURE,V001142172
ROCHDALE BOROUGH COUNCIL,06/07/2017,EARLY HELP AND SCHOOLS,PSYCHOLOGY PEOPLE,06/07/2017,1425.00 ,BASIC SALARIES,V001142181
ROCHDALE BOROUGH COUNCIL,06/07/2017,CHILDREN’S SOCIAL CARE,LINK MAKER SYSTEMS LTD,06/07/2017,5789.38 ,ACTIVITIES,V001142188
ROCHDALE BOROUGH COUNCIL,06/07/2017,PHYSICAL DIS & OLDER PEOPLE,ROSS CARE,06/07/2017,1123.00 ,MINOR BUILDING WORKS,V001142190
