Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1924/11003,Energy - Gas (Inc. Mecogas),11003,07/12/2017,inv0042636,70.94,General Fund,Corona Energy Retail 4 Limited t/as Corona Energy,31105
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/11003,Energy - Gas (Inc. Mecogas),11003,07/12/2017,inv0042637,490.99,Control Holding and SU Accnts,Corona Energy Retail 4 Limited t/as Corona Energy,31105
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/11003,Energy - Gas (Inc. Mecogas),11003,07/12/2017,inv0042638,1569.20,Control Holding and SU Accnts,Corona Energy Retail 4 Limited t/as Corona Energy,31105
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/34107,Hired Services - General,34107,07/12/2017,inv0042662,2231.25,Partnerships and Agencies,Delta Projects (UK) Ltd,32272
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/34107,Hired Services - General,34107,07/12/2017,inv0042662,743.75,Partnerships and Agencies,Delta Projects (UK) Ltd,32272
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1614/10001,Premises Rep.& Maint.-Out.Contractor,10001,07/12/2017,inv0042728,48.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/10001,Premises Rep.& Maint.-Out.Contractor,10001,07/12/2017,inv0042628,130.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1923/10001,Premises Rep.& Maint.-Out.Contractor,10001,07/12/2017,inv0042626,130.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,07/12/2017,inv0042627,220.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,07/12/2017,inv0042623,167.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Recycling,1305,Delivery & Front Line Services,Supplies and Services,1325/34105,Waste Disposal Service,34105,07/12/2017,inv0042719,1178.40,General Fund,Gwilliam Recycling,17583
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042756,40.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042757,20.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042758,50.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042759,40.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042760,200.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042761,40.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Management Team,Supplies and Services,1361/34107,Hired Services - General,34107,07/12/2017,inv0042762,40.00,General Fund,Harry Atkinson,17243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Street Cleansing Non Highways,1307,Delivery & Front Line Services,Supplies and Services,1361/30102,Equipment-Purchases/Renewals,30102,07/12/2017,inv0042530,989.04,General Fund,HSBC Invoice Finance (UK) Ltd,17219
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Development Control,1404,Customer Service,Supplies and Services,1432/38031,Adverts-Not Staff Recruiting,38031,07/12/2017,inv0042658,898.43,General Fund,Johnston Publishing Ltd,17589
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Development Control,1404,Customer Service,Supplies and Services,1432/38031,Adverts-Not Staff Recruiting,38031,07/12/2017,inv0042717,1078.12,General Fund,Johnston Publishing Ltd,17589
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,Envir and Regulatory Service,5301,Customer Service,Supplies and Services,5346/37313,Grant - Community Grants,37313,07/12/2017,inv0042764,9144.00,Capital,Malton Town Council,17389
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,07/12/2017,inv0042735,823.20,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,07/12/2017,inv0042734,1084.66,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,07/12/2017,inv0042735,1234.80,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,07/12/2017,inv0042734,1626.99,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/33002,Printing & Stationery,33002,07/12/2017,inv0042625,509.76,Partnerships and Agencies,MISCO,17397
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/33002,Printing & Stationery,33002,07/12/2017,inv0042625,169.88,Partnerships and Agencies,MISCO,17397
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR112,Transport Parts & Materials,20202,07/12/2017,inv0042607,7.00,Control Holding and SU Accnts,Mitchell Powersystems,17963
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR112,Transport Parts & Materials,20202,07/12/2017,inv0042607,426.18,Control Holding and SU Accnts,Mitchell Powersystems,17963
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Land Charges,1105,Customer Service,Supplies and Services,1041/34014,Other Professional Fees,34014,07/12/2017,inv0042657,1480.86,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Land Charges,1105,Customer Service,Supplies and Services,1041/34014,Other Professional Fees,34014,07/12/2017,inv0042659,2267.20,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Customer Service,Supplies and Services,1356/34107,Hired Services - General,34107,07/12/2017,inv0042656,9.00,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Customer Service,Supplies and Services,1356/34107,Hired Services - General,34107,07/12/2017,inv0042656,44.00,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Council Property,1607,Resources and Enabling,Premises,1661/11002,Energy-Electricy,11002,07/12/2017,inv0042650,571.09,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/11002,Energy-Electricy,11002,07/12/2017,inv0042651,646.79,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/11002,Energy-Electricy,11002,07/12/2017,inv0042649,2866.15,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Resources and Enabling,Supplies and Services,2020/34107,Hired Services - General,34107,07/12/2017,inv0042630,1200.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35104,Software Charges,35104,07/12/2017,inv0042646,2930.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35104,Software Charges,35104,07/12/2017,inv0042721,30.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35104,Software Charges,35104,07/12/2017,inv0042722,52.02,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35104,Software Charges,35104,07/12/2017,inv0042721,10.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35104,Software Charges,35104,07/12/2017,inv0042722,17.34,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Transport Related Expenses,2863/20306,Dir.Tran.Costs - Adblue Solution,20306,07/12/2017,inv0042715,776.40,Control Holding and SU Accnts,Rix Petroleum (Hull) Ltd,17954
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,07/12/2017,inv0042714,949.76,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,07/12/2017,inv0042714,1424.63,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/37801,Subscriptions - General,37801,07/12/2017,inv0042661,995.00,Control Holding and SU Accnts,Socitm Consulting Ltd,17591
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Transport Related Expenses,1345/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042748,140.00,General Fund,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Transport Related Expenses,1345/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042748,2.50,General Fund,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Transport Related Expenses,1345/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042748,2.00,General Fund,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Transport Related Expenses,1345/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042748,8.00,General Fund,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042752,3780.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20311,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042753,45.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20311/VR111,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042754,75.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20311/VR114,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042750,15.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2456/20201/VV623,Repairs By Outside Garages,20201,07/12/2017,inv0042751,20.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20311/VY203,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042755,15.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20311/VY204,Dir. Trans.-Tyres Inc.Repair,20311,07/12/2017,inv0042749,15.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2237/36212,Members Exps. - Training,36212,07/12/2017,inv0042648,1700.00,Control Holding and SU Accnts,Trevor Roberts Associates Ltd,17496
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Support Service Service Unit,2301,Resources and Enabling,Supplies and Services,2811/37801,Subscriptions - General,37801,07/12/2017,inv0042609,1100.00,Control Holding and SU Accnts,Wakefield Council,18662
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Collection Fund and Rating Acc,4A1,Collection Fund,4105,Cash Receipting Feeder,Collection Fund Codes,4202/C7161,County Precept,C7161,08/12/2017,inc0001438,2300830.00,Collection Fund and Rating acc,,0
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Collection Fund and Rating Acc,4A1,Collection Fund,4105,Cash Receipting Feeder,Collection Fund Codes,4202/C7163,Nth Yorks Police and Crime Comm Precept,C7163,08/12/2017,inc0001438,428096.00,Collection Fund and Rating acc,,0
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Collection Fund and Rating Acc,4A1,Collection Fund,4105,Cash Receipting Feeder,Collection Fund Codes,4202/C7165,Nth Yorks Fire & Rescue Service,C7165,08/12/2017,inc0001438,129965.00,Collection Fund and Rating acc,,0
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Delivery & Front Line Services,Supplies and Services,1111/30301,Materials-General,30301,15/12/2017,inv0042848,480.00,General Fund,Barnes Nurseries,17971
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042786,-165.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042786,165.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042787,-325.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042787,325.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042780,-110.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042780,110.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10002,Repairs/Maint.-D.S.O.,10002,15/12/2017,inv0042783,-135.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Open Spaces,1202,Resources and Enabling,Premises,1112/10002,Repairs/Maint.-D.S.O.,10002,15/12/2017,inv0042783,135.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042789,-1035.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042789,1035.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042788,-440.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042788,-440.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042788,440.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042788,440.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042779,-220.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Cemetry Cremtion Mortuary Serv,1300,Resources and Enabling,Premises,1300/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042779,220.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042784,-360.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042784,360.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042785,-275.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042785,275.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042782,-540.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042782,540.00,General Fund,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042790,-165.00,Control Holding and SU Accnts,Bayes Tree Services,17250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,15/12/2017,inv0042790,165.00,Control Holding and SU Accnts,Bayes Tree Services,17250
