OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,AR055542781BG04991160004APGBP1,Insurance for Artworks,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,15/02/2017,,,,,"œ8,708.29",,"ARTHUR J GALLAGHER (UK) LIMITED T/A, The Wallbrook Building, 25 Walbrook, LONDON, EC4N 8AW",,Other/Not known,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,AC400542768430622,Green Powder Coated Double Knee,ENVIRONMENT & HOUSING,205- Operational Materials,,02/02/2017,,,,,"œ26,368.00",,"ASC METALS LINCOLN LTD T/A ACE ENGINEERS, Low Moor Mills, Albert Road, MORLEY  LEEDS, LS27 8LD",,c) Small,,Bob Bradley,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CH5473427691220803901,Security System,CHILDRENS SERVICES,101- Maintenance Of Buildings,,03/02/2017,,,,,"œ17,861.20",,"ASSA ABLOY, School Street, NULL, WILLENHALL, WV13 3PW",,e) Large,,Charles Wright,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,AX0365427941105-1160,Play and Sports Equipment,ENVIRONMENT & HOUSING,203- Operational Furniture And Equipment,,28/02/2017,,,,,"œ23,475.00",,"AXO LEISURE LTD, 86 Main Street, Stanbury, KEIGHLEY, BD22 0HB",,Other/Not known,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BA732942786202446,Supply of Workshop Spares,ENVIRONMENT & HOUSING,346- Plant Spares,,20/02/2017,,,,,"œ5,763.80",,"BALMERS GM  LTD, Manchester Road, Dunnockshaw, BURNLEY, BB11 5PF",,c) Small,,Paul Footitt,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BA1349427672517,Community Development,CITIZENS AND COMMUNITIES,230- 'Well Being' Large Grants Projects,,01/02/2017,,,,,"œ8,750.00",,"BARCA - LEEDS, 259 Upper Town Street, Bramley, LEEDS, LS13 3JT",,c) Small,,Martin Dean,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BA229642790BSI008761,Pest Control,ENVIRONMENT & HOUSING,203- Operational Furniture And Equipment,,24/02/2017,,,,,"œ38,751.00",,"BARRETTINE ENVIRONMENTAL HEALTH, St Ivel Way, Warmley, BRISTOL, BS30 8TY",,d) Medium,,Paul Spandler,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BO156X42769GCI218929,Sale of Book Tokens,CITIZENS AND COMMUNITIES,204- Resaleable Materials,,03/02/2017,,,,,"œ5,110.20",,"BOOK TOKENS LTD, 6 Bell Yard, NULL, LONDON, WC2A",,Other/Not known,,JAYNE RUSSELL,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BR042242776SIN002596,Annual subscription,CITIZENS AND COMMUNITIES,214- Computer Software & Equipment,,10/02/2017,,,,,"œ18,144.00",,"BRIDGEALL LIBRARIES LTD, 1 Ainslie Road, Hillington Park, GLASGOW, G52 4RU",,c) Small,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BR1756427753,Leaving Care Rent,CHILDRENS SERVICES,529- Semi-Supported Independent Living,,09/02/2017,,,,,"œ9,344.33",,"BRIGHT FUTURE PROJECT, ",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ33184277606FEB-05MAR,Residential Care,ADULT SOCIAL CARE,571- Residential Care Dementia,,10/02/2017,,,,,"œ7,868.64",,"BROOKFIELD RETIREMENT HOME, ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CA2938427806003474110,Processing of Benefit Changes,CITIZENS AND COMMUNITIES,265- Other Hired And Contracted Services,,14/02/2017,,,,,"œ61,472.00",,"CAPITA BUSINESS SERVICES LTD, Po Box 212  Faverdale Industrial Estate, NULL, DARLINGTON, DL1 9HN",,e) Large,,Amanda Mawson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CA7042427671151,Warm Homes Coordinator,ENVIRONMENT & HOUSING,293- Grants To Voluntary Organisations,,01/02/2017,,,,,"œ5,000.00",,"CARE & REPAIR LEEDS, 323 Roundhay Road, NULL, LEEDS, LS8 4HT",,c) Small,,George Munson,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CA259242775510,Residential Placement,CHILDRENS SERVICES,507- General External Residential Placements,,09/02/2017,,,,,"œ17,957.99",,"CARE IN MIND RESIDENTIAL, 2 Hilliards Court, Chester Business Park, CHESTER, CH4 9PX",,Other/Not known,,Clare Lynam,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CL0105427690102634925,Leeds City Council Bodyline,CITY DEVELOPMENT,267- Publication And Promotion,,03/02/2017,,,,,"œ7,686.64",,"CLEAR CHANNEL UK LTD, Orion Gate Guildford Road, Woking, SURREY, GU22 7NJ",,e) Large,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO1259427747175969,Safe Practice Handbook,CHILDRENS SERVICES,202- Teaching Materials,,08/02/2017,,,,,"œ10,847.00",,"COACHWISE LTD, Units 2/3 Chelsea Close, Off Amberley Road, ARMLEY  LEEDS, LS12 4HP",,d) Medium,,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO0512427940111733,Annual Subscription to Cobra,CITIZENS AND COMMUNITIES,206- Books & Audio-Visual Materials,,28/02/2017,,,,,"œ10,750.00",,"COBWEB INFORMATION LTD, Unit 9 Bankside The Watermark, NULL, GATESHEAD, NE11 9SY",,b) Micro,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO2009427825100108,Secondment,CHILDRENS SERVICES,265- Other Hired And Contracted Services,,16/02/2017,,,,,"œ16,396.56",,"COCKBURN SCHOOL, Parkside  Gipsy Lane, Beeston, LEEDS, LS11 5TT",,Other/Not known,,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO0036427694792,Woodhouse Health Centre and Armley Moor Health Centre Rent,CITY DEVELOPMENT,141- Rents,,03/02/2017,,,,,"œ269,875.57",,"COMMUNITY VENTURES COMPANY (NO.1) LTD, 4340 Park Approach, Thorpe Park, LEEDS, LS15 8GB",,b) Micro,,Benjamin Middleton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO165442782106366,Home Care,ADULT SOCIAL CARE,568- Home Care,,16/02/2017,,,,,"œ22,352.03",,"COMPLETE CARE AGENCY, 1 Airport West, First Floor Lancaster Way, LEEDS, LS19 7ZA",,b) Micro,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO835442783FLOATING SUPPORT - D,Floating Support,ENVIRONMENT & HOUSING,514- Supporting Ppl - Block Gross Chargeable,,17/02/2017,,,,,"œ18,029.08",,"CONNECT HOUSING ASSOCIATION LIMITED, 205 Roundhay Road, NULL, LEEDS, LS8 4HS",,d) Medium,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ33164277406FEB-05MAR,Sheltered Accommodation,JCS FOR PEOPLE WITH LEARNING DISABILITIE,569- Sheltered Accommodation,,08/02/2017,,,,,"œ45,365.28",,"CORNMILL HOUSE, ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CR083142779I0190117,Specialist consultancy on Air Quality,CITY DEVELOPMENT,,,13/02/2017,,,,,"œ7,500.00",,"CRISPAIR, ",,Other/Not known,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DA0012427692017/01,Cotman Scholar,CITY DEVELOPMENT,277- Bought In Professional Services,,03/02/2017,,,,,"œ5,850.00",,"DAVID HILL, 27 Elmete Drive, NULL, LEEDS, LS8 2LA",,a) Individual,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DA458342783179211,2000 OE seats with leg extensions and WW1 Bench,ENVIRONMENT & HOUSING,205- Operational Materials,,17/02/2017,,,,,"œ19,812.00",,"DAVID OGILVIE ENGINEERING LIMITED, 8 Balmoral Road, Kilmarnock, AYRSHIRE, KA3 1HL",,c) Small,,Bob Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DC027042783014,Theming Works to New Display Areas,ENVIRONMENT & HOUSING,205- Operational Materials,,17/02/2017,,,,,"œ23,000.00",,"DCR THEMING LIMITED, 4 Dalmorton Road, Chorlton-Cum-Hardy, MANCHESTER, M21 0YQ",,Other/Not known,,Michael Kinnaird,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DE72844277400039779,"Design, Preparation and Supply of Digital Artwork",CITY DEVELOPMENT,267- Publication And Promotion,,08/02/2017,,,,,"œ12,548.00",,"DESIGN IT, Mill House, 3 Saddleworth Road, ELLAND WEST YORKSHIRE, HX5 0RY",,b) Micro,,Liz Fox-Rice,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DU024942789535-FAIRY,The delivery of design and production management of Cinderella (Fairy Tale and Fantasy Exhibition) at Abbey House Museum.,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,23/02/2017,,,,,"œ6,949.00",,"DESIGNED BY DUO LTD, Studio 2, 30-38 Dock Street, LEEDS, LS10 1JF",,Other/Not known,,Yvonne hardman,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DI0693427761843,Hearing Aids and Accessories,CHILDRENS SERVICES,85- Occupational Health,,10/02/2017,,,,,"œ16,740.00",,"DIGITAL HEARING CARE, Mantra House    South Street, NULL, KEIGHLEY, BD21 1SX",,b) Micro,,Les Reed,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DI060442776DG4062,"Refinished Maxiflex Springboard
Delivery Charge",CITY DEVELOPMENT,203- Operational Furniture And Equipment,,10/02/2017,,,,,"œ12,400.00",,"DIVE GYM EQUIPTMENT LIMITED, 9 The Drive, Blackmore End, WHEATHAMSTEAD, AL4 8LE",,b) Micro,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DO08814276999003489,Foster Care,CHILDRENS SERVICES,509- Independent Fostering Agencies,,03/02/2017,,,,,"œ5,687.00",,"DONCASTER CHILDRENS SERVICES TRUST, Blue Building   38-40 High Street, NULL, DN1 1DE., DN1 1DE.",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DO002342769CLYO SEP-DEC,"City of Leeds Youth Orchestra",CHILDRENS SERVICES,277- Bought In Professional Services,,03/02/2017,,,,,"œ6,721.92",,"DOUGLAS SCARFE, 10 Mornish Road, Branksome Park, POOLE, BH13 7BZ",,Other/Not known,,Stephen Wild,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,DU016842783701001323,Residential Care,CHILDRENS SERVICES,508- Other External Residential Placement,,17/02/2017,,,,,"œ26,505.00",,"DURHAM COUNTY COUNCIL, Revenues & Benefits, Po Box 238, STANLEY, DH8 1FP",,e) Large,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EA319X42786EA29622,Parklane Seat,ENVIRONMENT & HOUSING,205- Operational Materials,,20/02/2017,,,,,"œ11,496.00",,"EARTH ANCHORS LTD, 15 Campbell Road, NULL, CROYDON, CR0 2SQ",,b) Micro,,Guy Smithson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EL028742769481,Driver Training,CITY DEVELOPMENT,70- Best Value Training,,03/02/2017,,,,,"œ14,640.00",,"ELMET DRIVER TRAINING LIMITED, 20 Kirkgate, Sherburn In Elmet, LEEDS, LS25 6BL",,Other/Not known,,Sarah Johal,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EM184442783239255,Crane Hire,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,17/02/2017,,,,,"œ5,320.00",,"EMSLEY CRANE HIRE LTD, Claro Park, Harrogate, NORTH YORKSHIRE, HG1 4BB",,Other/Not known,,JAYNE RUSSELL,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EN025542794IN279108,Door Entry System,ENVIRONMENT & HOUSING,205- Operational Materials,,28/02/2017,,,,,"œ20,458.15",,"ENTROTEC LTD, Access House 5 Ashwood Court, Oakbank, LIVINGSTON, EH53 0TL",,c) Small,,Phil Rigby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EV999942776008/16,CAT D Training and Driving Test Fees,CIVIC ENTERPRISE LEEDS,70- Best Value Training,,10/02/2017,,,,,"œ17,240.00",,"EVANS DANGEROUS GOODS TRAINING, 8 Ghyll Road, NULL, HEATHFIELD, TN21 0AQ",,Other/Not known,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EV01334277591555447,Legal Fees,CHILDRENS SERVICES,410- Professional Legal Services Charges,,09/02/2017,,,,,"œ5,520.40",,"EVERSHEDS LLP, Bridgwater Place, Water Lane, LEEDS, LS11 5DR",,e) Large,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,EX083342768128,Residential Placement,CHILDRENS SERVICES,507- General External Residential Placements,,02/02/2017,,,,,"œ26,571.42",,"EXCEPTIONAL CARE LIMITED, ",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BA1092427868102,Engineering Services,ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,20/02/2017,,,,,"œ8,195.00",,"F. BAMFORD (ENGINEERING) LTD, Ajax Works, Whitehill, STOCKPORT, SK4 1NT",,c) Small,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,FA0679427753670,Grand Theatre Works,CITY DEVELOPMENT,,,09/02/2017,,,,,"œ296,923.00",,"FABRITE ENGINEERING LTD, 4c Hallstown Road, Upper Ballinderry, LISBURN, BT28 2NE",,Other/Not known,,Phil Rigby,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,FO1138427828737,"Pool Cover-Motorised- Annual Servicee
Pool Cover-motorised- annual service
Pool Cover-motorised- annual service
Pool Cover-motorised- annual servic
Pool Cover-motorised- annual service
Pool Cover-motorised- annual servic
Pool Cover-motorised- annual serv",CITY DEVELOPMENT,203- Operational Furniture And Equipment,,16/02/2017,,,,,"œ254,430.00",,"FORGE LEISURE UK LTD, Forge Industrial Centre, Morpeth Road Ashington, NORTHUMBERLAND, NE63 8QG",,b) Micro,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,FO061042780126069,Formic Pro AMP,ADULT SOCIAL CARE,214- Computer Software & Equipment,,14/02/2017,,,,,"œ5,390.00",,"FORMIC LIMITED, Capital Place, 120 Bath Road, HEATHROW, UB3 5AN",,b) Micro,,Lisa Uttley,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,FR05344276790227479,Brownfield Land Programme Agree,CITY DEVELOPMENT,,,01/02/2017,,,,,"œ21,521.00",,"FREETHS LLP, Cumberland Court, 80 Mount Street, NOTTINGHAM, NG1 6HH",,d) Medium,,Mark Mills,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ85564277406FEB-05MAR,Residential Care,ADULT SOCIAL CARE,580- Residential,,08/02/2017,,,,,"œ7,201.33",,"GRANGE COURT, Baildon, Shipley, NULL, BD17 6RZ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,GR372742793SI/0000000197,"Woodlesford - Refurbishment, Works at Roundhay Skate Park, Playground Refurbishment, Tarnfield Park Playground Refurbishment and Installation of Green Gym
Park",ENVIRONMENT & HOUSING,,,27/02/2017,,,,,"œ181,730.89",,"GROUNDWORK LEEDS, Environmental & Business Services, Merlyn-Rees Avenue, MORLEY  LEEDS, LS27 9SL",,d) Medium,,Bob Bradley,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,GV0035427945022973,Property Negotiation,CITY DEVELOPMENT,,,28/02/2017,,,,,"œ70,200.00",,"GVA GRIMLEY LTD, 3 Brindley Place, NULL, BIRMINGHAM, B1 2JB",,e) Large,,Chris Gomersall,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,HA37704278210164,Annual Support and Maintenance for Software,CITIZENS AND COMMUNITIES,214- Computer Software & Equipment,,16/02/2017,,,,,"œ12,989.98",,"HALAROSE LIMITED, Goring House Beechwood Court, Long Toll, WOODCOTE, OXFORDSHIRE, RG8 0RR",,c) Small,,Carl Snowden,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,HE2868427801601,Partnership payment to Henry Moore,CITY DEVELOPMENT,544- Contributions To Partnerships,,14/02/2017,,,,,"œ38,064.50",,"HENRY MOORE INSTITUTE, Dane Tree House Perry Green, Much Hadham, HERTS, SG10 6EE",,c) Small,,Cluny Macpherson,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,OU1758427832017001CC,Suspended Ceilings,ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,17/02/2017,,,,,"œ9,500.00",,"IN OUT SOLUTIONS, 47a Highfield Avenue, NULL, LEEDS, LS12 4BZ",,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE552842776832478,Swimming Pool Equipment,CITY DEVELOPMENT,127- Cleaning Maintenance & Toiletries,,10/02/2017,,,,,"œ34,105.05",,"J P LENNARD LTD, Swift Point, Rugby, WARWICKSHIRE, CV21 1PX",,c) Small,,David Harris,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,JA187542794ODDBALLS DRAMA GROUP,Oddballs & Little Warblers Choir,CITIZENS AND COMMUNITIES,230- 'Well Being' Large Grants Projects,,28/02/2017,,,,,"œ5,634.00",,"JACOB PHILLIPS, Jp Productions, 7 Anglo South Chambers,69 Market St, BRADFORD, BD1 1NE",,a) Individual,,Baksho Uppal,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,JO093442769001,Pre-Employment Training Programme,CHILDRENS SERVICES,264- Commissioned Services,,03/02/2017,,,,,"œ40,000.00",,"JOHN LEWIS PLC, 8th Floor, 171 Victoria Street, LONDON, SW1E 5NN",,Other/Not known,,Matt Wilton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,JU065742790361794,Legal Fees,CHILDRENS SERVICES,411- Legal Disbursements,,24/02/2017,,,,,"œ6,056.16",,"JULIE-ANN ELLIOTT, Park Square Barristers, 6 Park Square East, LEEDS, LS1 2LW",,a) Individual,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,KE0859427762317AFS820,Supply of Gabions,ENVIRONMENT & HOUSING,,,10/02/2017,,,,,"œ7,311.36",,"KEYLINE BUILDERS MERCHANTS LTD, Po Box 807, Kirkintilloch, GLASGOW, G66 1XL",,e) Large,,Bob Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE6969427936803793 8960,NCS Leeds Youth Services and Secondment,CHILDRENS SERVICES,265- Other Hired And Contracted Services,,27/02/2017,,,,,"œ24,570.02",,"LEEDS BECKETT UNIVERSITY, Cashiers Office  Room 202, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,Other/Not known,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE240742769LCCU201703,Provision of Credit Union,CITIZENS AND COMMUNITIES,290- Grant Related Expenditure,,03/02/2017,,,,,"œ79,250.00",,"LEEDS CITY CREDIT UNION LTD, 2nd Floor Westminster Buildings, 31 New York Street, LEEDS, LS2 7DT",,c) Small,,Deborah Russell,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE08304277424878600,Pharmacy Technician Training and Gateway Team Manager Post,ADULT SOCIAL CARE,561- Payments To Voluntary Organisations,,08/02/2017,,,,,"œ25,234.92",,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Michelle Atkinson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE19024277420/12/16 LEEDS INDIE,LCC Gold Package,CITY DEVELOPMENT,267- Publication And Promotion,,08/02/2017,,,,,"œ12,000.00",,"LEEDS INDIE FOOD, 5 Henconner Road, NULL, LEEDS, LS7 3NU",,Other/Not known,,Jennifer Young,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE036142768955,"Benton Park Viability Study, Bramley Infants, North SEMH LEP Fees, South SEMP LEP Fees and East SEMP LEP Fees.",CHILDRENS SERVICES,265- Other Hired And Contracted Services,,02/02/2017,,,,,"œ183,809.18",,"LEEDS LEP LTD, Interserve House, Ruscombe Park, Twyford, READING, BERKSHIRE, RG10 9JU",,c) Small,,Gurdip Bahi,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE6651427831410061714,Provision of Mortuary Service and Staff Secondment,ENVIRONMENT & HOUSING,277- Bought In Professional Services,,17/02/2017,,,,,"œ70,974.93",,"LEEDS TEACHING HOSPITALS NHS TRUST, Credit Income, St James'S University Hospital, BECKETT STREET    LEEDS, LS9 7TF",,e) Large,,Christopher Simpson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE077242774AS16-12-15,Programme Delivery to Years 10 and 11,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,08/02/2017,,,,,"œ5,440.00",,"LEEDS UNITED FOUNDATION, Elland Road, NULL, LEEDS, LS11 0ES",,b) Micro,,Jason Singh,Non-contract
