Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,76,,Commercial Vehicles Lease,,Finance & Commercial,,,Commercial Vehicles Lease,,,,,,29/09/2014,28/09/2017,01/12/2015,,21000,,N/A,Lex Autolease Ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,226,,Contract B Grounds and Play maintenance,,Community,,,Contract B Grounds and Play maintenance,,,,,,01/01/2013,31/12/2017,01/01/2016,31/12/2019,4500000,,N/A,Quadron,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,259,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,,,,01/04/2013,31/03/2016,01/01/2016,31/03/2018,69900,,N/A,Smith & Ouzman,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,156,,CRM System & Support,,Human Resources ICT/CSC & Shared Support Services,,,CRM System & Support,,,,,,02/06/2014,30/05/2015,30/05/2015,,55000,,N/A,Northgate,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,136,,CSC,,Human Resources ICT/CSC & Shared Support Services,,,CSC,,,,,,01/07/2009,30/01/2015,02/02/2015,,4229000,,N/A,Northgate,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,265,,Data Link Upgrade to 400MB,,Human Resources ICT/CSC & Shared Support Services,,,Data Link Upgrade to 400MB,,,,,,22/03/2013,31/01/2015,02/02/2015,,37000,,N/A,Northgate,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,22,,Data Room for Waste CD,,Environment,,,Data Room for Waste CD,,,,,,17/06/2011,30/12/2014,30/12/2014,,16800,,N/A,EU supplies,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,70,,Death in Service Insurance service,,Human Resources ICT/CSC & Shared Support Services,,,Death in Service Insurance service,,,,,,01/04/2014,31/03/2015,30/01/2015,,26000,,N/A,Canada Life,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,211,,Development Management & Lead Consultant & Design Services (Master Plan),,Finance & Commercial,,,Development Management & Lead Consultant & Design Services (Master Plan),,,,,,02/05/2011,24/06/2016,24/06/2016,,213500,,N/A,Mace Real Estate ( Mace Limited),,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,288,,Document storage,,Democratic Legal & Policy,,,Document storage,,,,,,01/01/2014,31/12/2017,01/05/2017,,28000,,N/A,Iron Mountain,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,123,,Dog Warden Service,,Environment,,,Dog Warden Service,,,,,,01/11/2014,31/10/2018,01/11/2016,,229560,,N/A,SDK Environmental Ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,235,,"E forms for licensing, revenues and Benifits",,Human Resources ICT/CSC & Shared Support Services,,,"E forms for licensing, revenues and Benifits",,,,,,01/10/2012,31/10/2015,27/08/2015,,15000,,N/A,Victoria Form,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,218,,eFinancials,,Finance & Commercial,,,eFinancials,,,,,,29/11/2011,31/03/2015,01/10/2013,,87000,,N/A,Advanced Business Solutions,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,117,,Electrical automatic door maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Electrical automatic door maintenance,,,,,,01/04/2012,31/03/2015,30/01/2015,,12000,,N/A,Dormer UK ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,264,,External audit,,Finance & Commercial,,,External audit,,,,,,01/09/2012,31/08/2017,03/04/2017,,640000,,N/A,Ernest & Young,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,74,,Festive Lights Contract,,Human Resources ICT/CSC & Shared Support Services,,,Festive Lights Contract,,,,,,01/06/2012,30/01/2015,30/08/2014,,73140,,N/A,Lamps and Tubes Illuminations,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,118,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,70000,,N/A,Lightside Ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,137,,Grounds Maintenance Area A,,Community,,,Grounds Maintenance Area A,,,,,,01/04/2010,31/03/2016,01/08/2015,31/03/2018,1830000,,N/A,John O'Conner,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,212,,Handy Cross Leisure Centre: Initial Design & Costsing: lead Cosnultant & Design Services,,Finance & Commercial,,,Handy Cross Leisure Centre: Initial Design & Costsing: lead Cosnultant & Design Services,,,,,,02/03/2012,26/06/2015,26/06/2015,,973000,,N/A,Mace Limited,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,39,,Housing Removals Contract,,Environment,,,Housing Removals Contract,,,,,,01/10/2014,30/09/2018,04/01/2016,,40000,,N/A,Doree Bonner,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,214,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,01/12/2011,31/08/2015,31/08/2015,,90000,,N/A,Mayer Brown,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,215,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,22/08/2011,30/09/2015,30/09/2015,,24000,,N/A,Bevan Brittan,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,217,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,12/05/2011,31/08/2015,30/06/2015,,15000,,N/A,GVA Grimley,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,284,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,31/03/2014,31/08/2015,27/02/2015,,45000,,N/A,Gillespies,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,274,,ICT and CSC,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC,,,,,,01/02/2015,31/01/2020,01/02/2016,31/01/2024,7365000,,N/A,Capita,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,126,,ICT Managed Services,,Human Resources ICT/CSC & Shared Support Services,,,ICT Managed Services,,,,,,01/02/2008,31/01/2015,02/02/2015,,5950000,,N/A,Northgate,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,71,,Internal Audit Services,,Finance & Commercial,,,Internal Audit Services,,,,,,01/04/2010,31/03/2015,29/08/2014,,150000,,N/A,MAZARS,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,131,,Intranet,,Human Resources ICT/CSC & Shared Support Services,,,Intranet,,,,,,01/04/2008,03/02/2016,04/12/2015,,35000,,N/A,Sorce,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,40,,IP Telephony,,Human Resources ICT/CSC & Shared Support Services,,,IP Telephony,,,,,,01/06/2010,31/01/2015,02/02/2015,,400000,,N/A,Logicalis,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,104,,ISP Service (Internet link),,Human Resources ICT/CSC & Shared Support Services,,,ISP Service (Internet link),,,,,,01/05/2012,31/01/2015,02/02/2015,,37000,,N/A,Northgate,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,25,,Joint Waste Legal Advice,,Democratic Legal & Policy,,,Joint Waste Legal Advice,,,,,,01/12/2010,31/12/2015,30/06/2015,,74000,,N/A,Bevan Brittan,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,258,,Leisure centre operators - management of existing and new sports centres,,Community,,,Leisure centre operators - management of existing and new sports centres,,,,,,01/07/2014,30/06/2029,01/07/2019,,15000000,,N/A,People for places  (PfP),,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,24000,,N/A,Chiltern lifts,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,268,,Lincoln Park Business Centre- Management Contract,,Finance & Commercial,,,Lincoln Park Business Centre- Management Contract,,,,,,01/04/2013,31/03/2018,31/03/2017,,30000,,N/A,Duncan Bailey- Kennedy,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,280,,Local Plan Viability accessment,,Planning & Sustainability,,,Local Plan Viability accessment,,,,,,11/11/2013,27/02/2015,02/03/2015,,20000,,N/A,Adams integra,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,222,,Lone Worker security devices,,Environment,,,Lone Worker security devices,,,,,,09/10/2012,08/10/2015,01/10/2015,08/10/2017,4800,,N/A,Reliance,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,114,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,Human Resources ICT/CSC & Shared Support Services,,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,180000,,N/A,Tencer,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,88,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,SLN (Aylesbury),,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,107,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,Clive's Drives,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,108,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,Associated Asphalt,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,109,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,01/08/2014,31/03/2017,0,,N/A,Walker Construction,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,110,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,Bellstan,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,111,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,Ringway Jacobs,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,112,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2015,02/01/2015,31/03/2017,0,,N/A,C Dowdy,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,85,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,,,,08/08/2013,07/12/2015,31/03/2015,,38000,,N/A,Vodafone,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,30/08/2013,31/08/2018,01/07/2016,,170000,,N/A,Annodata Ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,51,,Non Life Insurance Services:,,Human Resources ICT/CSC & Shared Support Services,,,Non Life Insurance Services:,,,,,,01/04/2012,31/03/2017,30/04/2015,,1050000,,N/A,Zurich,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,01/09/2013,31/08/2017,01/08/2016,31/08/2018,54000,,N/A,People Asset Management (PAM),,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,267,,On line Veripark registration webpayments,,Environment,,,On line Veripark registration webpayments,,,,,,22/04/2013,25/04/2016,25/10/2015,,9000,,N/A,SIX card Solutions,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,285,,On-line veripark ANPR card webpayments,,Environment,,,On-line veripark ANPR card webpayments,,,,,,24/05/2014,24/05/2017,24/01/2017,,9000,,N/A,Six card Solutions,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,24/01/2013,23/01/2016,01/04/2015,23/01/2018,594000,,N/A,Greens,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,01/04/2012,31/03/2016,31/03/2015,,101000,,N/A,Aylesbury Vale District Council,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,01/11/2014,31/10/2018,01/11/2016,,98400,,N/A,SDK Environmental Ltd,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,143,,Photocopiers  maintenance of existing machines,,Finance & Commercial,,,Photocopiers  maintenance of existing machines,,,,,,01/04/2008,31/03/2015,31/03/2015,,28000,,N/A,Panasonic (sub contracted to Danwood),,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,242,,Planning applications service,,Planning & Sustainability,,,Planning applications service,,,,,,01/10/2012,01/04/2015,31/03/2015,,30000,,N/A,Sterling Planning,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,286,,Princes Risborough Urban Design Framework,,Planning & Sustainability,,,Princes Risborough Urban Design Framework,,,,,,24/07/2014,27/02/2015,02/03/2015,,55000,,N/A,Tibbalds,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,55,,Private Medical Insurance,,Human Resources ICT/CSC & Shared Support Services,,,Private Medical Insurance,,,,,,01/04/2014,31/03/2015,02/01/2015,,52000,,N/A,AXA PPP,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,287,,Project manager client role for Princes Risborough,,Planning & Sustainability,,,Project manager client role for Princes Risborough,,,,,,16/06/2014,27/02/2015,02/03/2015,,16000,,N/A,TDRC,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,45,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,05/07/2010,04/07/2015,30/04/2015,,597090,,N/A,Wettons,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,135,,Stationery & office consumables,,Finance & Commercial,,,Stationery & office consumables,,,,,,01/07/2013,29/07/2016,04/04/2016,,75000,,N/A,Lyreco,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,251,,Strategic Housing Market Assessment,,Planning & Sustainability,,,Strategic Housing Market Assessment,,,,,,27/03/2012,27/02/2015,02/03/2015,,29850,,N/A,ORS,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,81,,supply Nhh Electricity,,Finance & Commercial,,,supply Nhh Electricity,,,,,,01/10/2014,30/09/2015,02/03/2015,,60000,,N/A,British Gas via OGC,,,,,,,,,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,02/02/2015,97,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,,,,01/10/2014,30/09/2015,02/03/2015,,116000,,N/A,EDF,,,,,,,,,
