Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 09/10/2014,HMR0256006,"£2,205.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 30/10/2014,HMR0256594,"£2,320.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 30/10/2014,HMR0256596,"£2,812.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Search Fees,4404, 16/10/2014,DAL0256193,£795.00,LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM : Other Equipment,4003, 09/10/2014,PCO0256012,£850.00,R & K LATHAM & SON,A0001718,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 02/10/2014,HED0255889,"£3,215.50",MONK OF COLNE LTD,A0001828,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,OPS0255909,£65.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,OPS0255908,£65.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,OPS0256055,£25.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Other Expenses,4705, 30/10/2014,DAL0256636,"£1,377.37",NELSON & COLNE COLLEGE,A0001974,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256659,£202.46,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 23/10/2014,EST0256463,£156.84,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256656,£116.85,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 23/10/2014,EST0256464,£23.11,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 16/10/2014,EST0256219,£232.79,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 16/10/2014,EST0256217,£463.84,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 16/10/2014,EST0256220,£253.64,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 23/10/2014,EST0256462,£15.84,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256654,"£1,268.94",UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256658,£22.18,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256657,£53.23,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 09/10/2014,EST0256096,£119.43,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 16/10/2014,EST0256218,£437.91,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,HED0255942,£223.00,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,HED0255941,£98.00,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,HED0255939,£45.00,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 09/10/2014,EST0256087,"£2,595.37",F NUTTER & SONS,A0002037,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 09/10/2014,PCO0255999,£220.50,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM Materials,4004, 02/10/2014,OPS0255917,£10.20,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM Materials,4004, 09/10/2014,OPS0256068,£127.00,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 23/10/2014,PCO0256281,£7.38,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 23/10/2014,PCO0256283,£2.98,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 23/10/2014,PCO0256284,£2.04,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 23/10/2014,PCO0256280,£7.90,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256556,£17.94,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256555,£42.26,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256564,£59.09,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256565,£22.71,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256562,£22.60,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256566,£28.36,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 30/10/2014,PCO0256561,£16.92,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 30/10/2014,OPS0256639,£299.00,OUTLINE PRINT SERVICE LTD,A0002065,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Printing & Stationery,4301, 23/10/2014,COR0256329,"£1,444.00",PRINTOFF GRAPHIC ARTS LTD,A0002115,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 30/10/2014,PBC0256649,£870.00,PRINTOFF GRAPHIC ARTS LTD,A0002115,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Other Expenses,4705, 30/10/2014,DAL0256655,£167.00,PLYMOL (UK) LIMITED,A0002126,No
Pendle Borough Council,Planning & Building Control,PBC,Capital costs,Capital : Payments,CD14, 13/10/2014,PBC0256165,"£151,857.78",HERITAGE TRUST FOR THE NORTH WEST,A0002183,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 09/10/2014,PCO0256017,"£1,606.20",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 09/10/2014,PCO0256018,"£1,178.89",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 09/10/2014,PCO0256020,"£1,715.85",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 30/10/2014,OPS0256629,£146.25,PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 02/10/2014,DAL0255883,£425.95,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Postages,4501, 09/10/2014,COR0256154,£194.09,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Other Expenses,4705, 02/10/2014,DAL0255881,"£1,136.56",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 30/10/2014,DAL0256634,"£1,233.44",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 30/10/2014,DAL0256635,£0.42,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 02/10/2014,HMR0255872,"£4,164.00",A  ROLLINSON & SON (BUILDERS) LTD,A0002297,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 30/10/2014,HMR0256598,"£3,377.00",A  ROLLINSON & SON (BUILDERS) LTD,A0002297,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 09/10/2014,OPS0256070,£25.00,ROSSENDALE PET CREMATORIUM,A0002345,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 09/10/2014,OPS0256071,£93.20,ROSSENDALE PET CREMATORIUM,A0002345,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 02/10/2014,OPS0255916,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 09/10/2014,OPS0256067,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 16/10/2014,OPS0256232,"£2,200.00",STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 23/10/2014,OPS0256359,£550.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 30/10/2014,OPS0256641,£220.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 30/10/2014,OPS0256640,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Veterinary Fees,4405, 16/10/2014,OPS0256206,£12.50,STANLEY HOUSE VETERINARY GROUP,A0002423,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 02/10/2014,DAL0255977,£25.00,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 02/10/2014,DAL0255978,£21.99,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,PCO0256336,£730.00,ROBERTSON MEMORIALS,A0002590,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Security Services,4407, 02/10/2014,TRE0255903,£627.76,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Security Services,4407, 30/10/2014,TRE0256604,£627.76,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Financial Services,AAS,Support Services,Bank Charges,7201, 16/10/2014,AAS0256238,£220.51,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 02/10/2014,HED0255944,£486.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,EST0256446,"£1,260.00",T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,EST0256444,£182.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,EST0256445,£580.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 09/10/2014,EST0256089,£584.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 09/10/2014,EST0256088,£362.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 09/10/2014,ENV0256106,£71.60,JOHNSONS TEXICARE LTD,A0002665,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,PCO0256024,£108.00,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,PCO0256553,£124.54,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Other Expenses,4705, 16/10/2014,PCO0256158,£125.00,TRISTAR PRINTERS LTD,A0002731,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 30/10/2014,EST0256617,£23.54,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 02/10/2014,OPS0255910,£364.50,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 09/10/2014,OPS0256052,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 16/10/2014,OPS0256270,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 23/10/2014,OPS0256439,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 30/10/2014,OPS0256628,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Mobile Phones,4508, 23/10/2014,AAS0256499,£735.31,ORANGE PCS LTD,A0004680,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 09/10/2014,EST0256090,£109.61,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 09/10/2014,EST0256091,£90.97,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Window Cleaning,2604, 09/10/2014,PCO0256019,£75.00,MASTERCLEAN 96 LIMITED,A0006178,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,PCO0256337,£51.90,FIBROUS LIMITED,A0006934,No
Pendle Borough Council,Financial Services,AAS,,Contribution To NNDR Pool,0311, 20/10/2014,AAS0256728,"£1,343,882.00",DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,A0009280,No
Pendle Borough Council,Property Services,EST,Indirect employee expense,Staff Refreshments,1261, 23/10/2014,EST0256473,£433.33,VENDA VALET (MACHINES) LTD,A0009649,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 02/10/2014,COR0255950,"£16,500.00",POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,HED0256512,£54.60,RAILSIDE TRADING CO.,A0010378,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,PCO0256286,"£1,332.00",CPC PROP & GARDENING SERV LTD,A0011770,No
Pendle Borough Council,Engineering & Special Projects,HED,Supplies and services,EFM : Other Equipment,4003, 09/10/2014,HED0255990,£10.18,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
