Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GUN36045A,,Workshop supplies,,ETD,,,Workshop supplies,TOOLS & HARDWARE-PURCHASE & MAINTENANCE,,,,,01/04/2009,,,,50000,Estimated,�0,A & K SUPPLIES,,,108187,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN44912D,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,A ALMOND,,,1170776,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AXN47713,,Museum demonstrator,,COMMUNITY SERVICES,,,Museum demonstrator,MUSEUMS-DEMONSTRATORS & EDUCATIONAL SVCS,,,,,17/08/2015,,,,50000,Estimated,�0,A BISHOP,,,1125794,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GCN36053A,,Ironmongery - terms of ESPO contract 94 apply,,GENERIC,,,Ironmongery - terms of ESPO contract 94 apply,TOOLS & HARDWARE-PURCHASE & MAINTENANCE,,,,,01/08/2010,31/07/2017,,31/07/2017,,Estimated,�0,A C LEIGH (NORWICH) LIMITED,gb/02827143,,80286,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AXN48202,,NCYO music conductor,,COMMUNITY SERVICES,,,NCYO music conductor,HR-TRAINERS & TUTORS,,,,,01/05/2015,01/06/2019,,01/06/2019,50000,Estimated,�0,A C MORLEY,,,690695,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AUN48496B,,Intervention Service support NIEAS,,CHILDREN,,,Intervention Service support NIEAS,SCHOOLS-PROFESSIONAL,,,,,01/10/2015,01/10/2016,,01/10/2017,12000,Estimated,�0,A CUNNINGHAM,,,98668,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AQN41344G,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,MUSEUMS-EXHIBITS,,,,,01/10/2011,30/06/2021,,30/06/2021,50000,Estimated,�0,A FINE LINE,,,177426,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON40178,,Mobile Library Vehicles,,COMMUNITY SERVICES,,,Mobile Library Vehicles,VEHICLE & PLANT PURCHASE,,,,,03/08/2012,02/08/2016,,02/08/2016,,Estimated,�0,A G BRACEY LIMITED,,,997855,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10323,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,BONDCARE (LARCHWOOD) LIMITED,,,79401,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON41533,,Removal of bodies,,RESOURCES,,,Removal of bodies,CORONER'S AND FUNERAL SERVICES,,,,,01/01/2015,01/03/2019,,01/03/2019,20000,Estimated,�0,A J COGGLES,,,97315,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN43994,,Spot purchase of therapy treatment,,CHILDREN,,,Spot purchase of therapy treatment,CHILDREN'S SERVICES,,,,,01/04/2014,31/12/2017,,31/12/2017,,Estimated,�0,A LLOYD,,,132534,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN44674,,Spot purchase of children's therapy services,,CHILDREN,,,Spot purchase of children's therapy services,CHILDREN'S SERVICES,,,,,01/10/2014,31/12/2017,,31/12/2017,,Estimated,�0,A LLOYD,,,132534,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN41665D,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,05/08/2013,22/07/2018,,22/07/2018,,Estimated,�0,A NICKLIN,,,1110765,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SLN43897,,Rent payments,,CHILDREN,,,Rent payments,FM-RENT & RATES,,,,,18/07/2014,,,,50000,Estimated,�0,A P BURMAN,,,65741,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN42124A,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,20/11/2013,01/05/2020,,01/05/2020,20000,Estimated,�0,A RADEVSKY (BARRISTER),,,442280,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN41615G,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,23/07/2013,22/07/2018,,22/07/2018,,Estimated,�0,A RANATUNGA,,,1079801,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10767,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,A SHARP,,,765793,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,APN42646G,,Intervention Service support,,CHILDREN,,,Intervention Service support,MANAGEMENT CONSULTANTS,,,,,01/01/2014,31/08/2017,,31/08/2017,32000,Estimated,�0,A TEBBUTT,,,135916,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GAN42929,,Vehicle & plant purchase,,NORSE,,,Vehicle & plant purchase,VEHICLE & PLANT PURCHASE,,,,,18/03/2014,31/03/2018,,31/03/2018,80000,Estimated,�0,A W & D HAMMOND,,,65796,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GUN42599A,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,MUSEUMS-EXHIBITS,,,,,25/02/2014,30/06/2021,,30/06/2021,50000,Estimated,�0,A W SIMMONDS,,,788819,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN41649,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,01/08/2013,30/09/2018,,30/09/2018,,Estimated,�0,A WHEETMAN,,,100037,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AUN47718,,Intervention service support,,CHILDREN,,,Intervention service support,SCHOOLS-PROFESSIONAL,,,,,01/05/2015,01/05/2017,,01/05/2017,40000,Estimated,�0,A2E2 EDUCATION LTD,,,1842759,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON41213A,,Multi Provider Framework for the Provision of Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework for the Provision of Learning & Organisational Activities,HR-TRAINING,,,,,01/01/2013,31/12/2016,,31/12/2016,500000,Estimated,�0,ABA CONSULTANTS LTD,,,1094774,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SAN35010A,,"Examinations - Registration, Papers, Additional Fees",,GENERIC,,,"Examinations - Registration, Papers, Additional Fees",EXAM FEES,,,,,01/04/2010,,,,,Estimated,�0,ABC AWARDS,,,110276,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10537,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,A D R CARE HOMES LIMITED,4577994,,141326,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,APN47953,,Surface water management programmes,,ETD,,,Surface water management programmes,RESEARCH AND EVALUATION,,,,,01/07/2015,01/07/2017,,01/07/2017,80000,Estimated,�0,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,,,1937844,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BQN42098,,Interim Management - Adult Education,,CHILDREN,,,Interim Management - Adult Education,HR-INTERIM & TEMPORARY STAFF,,,,,01/10/2013,31/10/2016,,31/10/2016,384000,Estimated,�0,AMF (UK) LTD,,,1177833,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON45332G,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,01/02/2015,31/01/2017,,31/01/2019,,Estimated,�0,AMR ELECTRICAL SERVICES LTD,,,924777,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47294,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,,PUBLIC HEALTH,,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,DRUG AND ALCOHOL RECOVERY SERVICES,,,,,01/04/2015,31/03/2017,,31/03/2018,,Estimated,�0,ANA TREATMENT CENTRES LTD,,,1788792,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SAN40565B,,"Examinations-Registration, Papers, Additional Fees",,COMMUNITY SERVICES,,,"Examinations-Registration, Papers, Additional Fees",EXAM FEES,,,,,18/02/2013,17/02/2018,,17/02/2018,7500,Estimated,�0,ANN ARBOR PUBLISHERS LIMITED,2773739,,72047,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON40087,,Plant Hire with Operator,,ETD,,,Plant Hire with Operator,VEHICLE & PLANT LEASING/RENTAL,,,,,11/05/2012,31/07/2017,,31/07/2018,500000,Estimated,�0,ARH GROUNDWORKS LIMITED,gb/06632647,,411135,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AQN40019,,Fire - Satellite phone service,,FIRE,,,Fire - Satellite phone service,"ICT-NETWORKS, TELEPHONY & RADIOCOMMS",,,,,01/11/2012,31/03/2017,,31/03/2017,5000,Estimated,�0,AST CONNECTIONS LTD,,,190696,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GON42464,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,,GENERIC,,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,VEHICLE & PLANT PARTS MECH REPAIR & MTCE,,,,,20/01/2014,31/12/2017,,31/12/2017,,Estimated,�0,ATS EUROMASTER LIMITED,4303731,,66307,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10351,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,�0,MR ABDULAZIZ KACHRA T/A COUNTRY COURT CARE,,,79431,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN13021,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),DOMICILIARY CARE,,,,,,,,,,Estimated,�0,ABACUS CARE (NORFOLK & SUFFOLK) LIMITED,gb/04790989,,65849,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AQN44472,,"FM - removals, storage & records management",,COMMUNITY SERVICES,,,"FM - removals, storage & records management",FM-REMOVALS/STORAGE & RECORDS MANAGEMENT,,,,,01/10/2014,31/03/2018,,31/03/2018,25000,Estimated,�0,ABACUS MARQUEE HIRE,,,80450,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10003,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,�0,ABBEVILLE RCH LIMITED,5363391,,124609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GFN40528,,Servicing & supply of portable fire equipment,,GENERIC,,,Servicing & supply of portable fire equipment,FM-SECURITY & SAFETY,,,,,29/01/2013,31/12/2016,,31/12/2016,0,Estimated,�0,ABBEY FIRE UK LTD,,,1057780,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN42097P,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,�0,ABBEYFIELD EAST LONDON EXTRA CARE SOCIETY LTD,,,1125765,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10007,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,�0,ABBOTSWOOD LODGE LIMITED,5375028,,118002,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN13022,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),DOMICILIARY CARE,,,,,,,,,,Estimated,�0,ABLE COMMUNITY CARE,,,65878,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43260,,Spot Purchased Day Care For Adults (About With Friends),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (About With Friends),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,ABOUT WITH FRIENDS,,,118181,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON27000,,Norwich area schools PFI project,,CHILDREN,,,Norwich area schools PFI project,FM-TOTAL FACILITIES MANAGEMENT,,,,,01/04/2006,31/03/2032,,31/03/2032,150000000,Estimated,�0,ACADEMY SERVICES (NORWICH) LIMITED,,,117456,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10518,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,ACANTHUS HEALTHCARE LTD,,,850771,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10612,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,ACCEPTUS HEALTHCARE LTD,,,850769,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BTN42983,,Supporting People 677/SP St Johns Housing Trust,,COMMUNITY SERVICES,,,Supporting People 677/SP St Johns Housing Trust,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/11/2008,31/12/2017,,31/12/2017,187417.84,Estimated,�0,ACCESS COMMUNITY TRUST,,,1122760,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BTN42984,,Supporting People 706/SP John Room House,,COMMUNITY SERVICES,,,Supporting People 706/SP John Room House,HOUSING-RELATED & FLOATING SUPPORT,,,,,19/07/2010,31/12/2017,,31/12/2017,363918.14,Estimated,�0,ACCESS COMMUNITY TRUST,,,1122760,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BLN44777,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,CHILDREN'S-ADOPTION,,,,,01/11/2014,,,,,Estimated,�0,ACHIEVING FOR CHILDREN,,,1392782,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47227,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,PUBLIC HEALTH-SMOKING CESSATION,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47226,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,PUBLIC HEALTH-SEXUAL HEALTH,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47296,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47223,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47224,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN47225,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",PUBLIC HEALTH-SEXUAL HEALTH,,,,,01/04/2015,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SDN41261,,Grass cutting,,ETD,,,Grass cutting,HIGHWAYS-GRASS & VEGETATION CUTTING,,,,,19/04/2013,31/03/2017,,31/03/2017,,Estimated,�0,ACLE PARISH COUNCIL,,,65901,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN42113AN,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,ACLE PRE SCHOOL,,,65902,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43261,,Spot Purchased Day Care For Adults (Acle Voluntary Aid),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Acle Voluntary Aid),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,ACLE VOLUNTARY AID,,,65895,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43560,,Adults - Care Homes and Care Homes with Nursing : 2012 (Acorn Park Adult Services),,COMMUNITY SERVICES,,,Adults - Care Homes and Care Homes with Nursing : 2012 (Acorn Park Adult Services),ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,31/03/2017,,31/03/2017,,Estimated,�0,ACORN CARE & EDUCATION LTD,,,1236841,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BTN47692,,Acorn Care & Education Ltd - Select List Alternatives to Care,,CHILDREN,,,Acorn Care & Education Ltd - Select List Alternatives to Care,CHILDREN'S SERVICES,,,,,07/04/2015,03/04/2019,,03/04/2019,,Estimated,�0,ACORN CARE & EDUCATION LTD,,,1236841,,,,Procurement Part B Team,partb@norfolk.gov.uk,
