OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,EL1096428995094,Supply of Infrared Systems and Ceiling Boundary,Environment & Housing,265 - Other Hired And Contracted Services,,13-Jun-17,,,,,"�6,075.00",,ELITE AUDIO,,,Other/Not known,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,EN025542916IN281601,Door Entry System,Environment & Housing,205 - Operational Materials,,30-Jun-17,,,,,"�8,509.35",,ENTROTEC LTD,,,c) Small,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ES407342891INV17145,Home Care,Adults and Health,568 - Home Care,,05-Jun-17,,,,,"�8,736.00",,ESTEEM CARE LIMITED,,,Other/Not known,Carmel Scott,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,EU515742895SC1026-02-2017,Service and Maintenance of Swimming Pool Floor,Civic Enterprise Leeds,102 - Plant and Machinery,,09-Jun-17,,,,,"�6,740.00",,Euro Pools Service Ltd,,,c) Small,David Gold,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZE138642900SIN257807,Install paking machines at Sovereign square compound.,Environment & Housing,203 - Operational Furniture And Equipment,,14-Jun-17,,,,,"�6,246.15",,FAAC (UK) Ltd,,,c) Small,Bernie Jackson,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,GI5120428885373/DC4044,Demolition Works,Environment & Housing,265 - Other Hired And Contracted Services,,02-Jun-17,,,,,"�30,027.00",,GILL DEMOLITIONS LTD,,,d) Medium,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ82224291426JUN-23JUL,Residential Care,Adults and Health,570 - Nursing Home,,28-Jun-17,,,,,"�6,530.16",,HILLBOROUGH NURSING HOME,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,HO785342895252447,Catering Equipment,City Development,203 - Operational Furniture And Equipment,,09-Jun-17,,,,,"�9,684.82",,HOPKINS CATERING EQUIPMENT LTD,,,d) Medium,Linda Gunn,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,IN0443429162397,Annual Support for IDT Mesh System,City Development,117 - Maint-Of Computers & CCTV,,30-Jun-17,,,,,"�21,456.00",,Intergrated Design Techniques Ltd,,,b) Micro,Richard Tinker,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,KE0859429141141AFD757,Building materials,City Development,205 - Operational Materials,,28-Jun-17,,,,,"�7,015.20",,KEYLINE BUILDERS MERCHANTS LTD,,,e) Large,Annette Booth,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,KI09164289817060003,Whinmoor NewBuild Programme Valuation,Resources and Housing,N/A,,12-Jun-17,,,,,"�84,396.85",,Kier Construction,,,Other/Not known,Maggie Gjessing,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,LE883342893SI48133,Education and Training Support,City Development,264 - Commissioned Services,,07-Jun-17,,,,,"�20,000.00",,LEEDS COLLEGE OF BUILDING,,,e) Large,Craig Skinner,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,LE5114428981140,"Works at Brudenell, Boston Spa and Wetherby",Children and Families,N/A,,12-Jun-17,,,,,"�109,995.14",,LEEDS D&B ONE LIMITED,,,d) Medium,Ed Staveley,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,LE0361428921020,"SEMH, Roundhay School, Benton Park and Bramley",Children and Families,N/A,,06-Jun-17,,,,,"�677,195.09",,Leeds LEP Ltd,,,c) Small,Phil Rigby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,LE20724289342534,Public Art Installation on Water Lane,City Development,N/A,,07-Jun-17,,,,,"�6,540.00",,Leeds Printing Company Ltd,,,Other/Not known,Lee Arnell,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,MA45684289917227,"Produce,install and remove Town Hall Wrap Leeds Triathlon",City Development,267 - Publication And Promotion,,13-Jun-17,,,,,"�6,000.00",,Macro Art Ltd,,,Other/Not known,Steven Baker,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZY57974291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�5,107.55",,MEADOWFIELD LODGE,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,CA2495429166701/00012UF,Home Care,Adults and Health,568 - Home Care,,30-Jun-17,,,,,"�61,154.69",,Mears Homecare Ltd,,,e) Large,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZY35564291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�14,651.77",,METHODIST HOMES FOR THE AGED,,,e) Large,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,MI2409429027263,Engineering Consulting,City Development,N/A,,16-Jun-17,,,,,"�14,549.16",,MJCE LTD,,,Other/Not known,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,NA2634428932644,Better Lives,Adults and Health,522 - Services Provided By Other NHS Bodies,,07-Jun-17,,,,,"�85,140.00",,NATIONAL DEVELOPMENT TEAM,,,b) Micro,Philip Mulhearn,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,NI102842887432003147,Agency Staff,Resources and Housing,N/A,,01-Jun-17,,,,,"�21,850.00",,Nigel Frank International Ltd,,,Other/Not known,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33004291426JUN-23JUL,Residential Care,Adults and Health,571 - Residential Care Dementia,,28-Jun-17,,,,,"�5,826.47",,Oak Park Care Home,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ31784291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�5,935.31",,Osborne House,,,c) Small,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33444290829MAY-25JUN,Residential Care,Adults and Health,580 - Residential,,22-Jun-17,,,,,"�31,184.28",,Oxbridge House,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,PO472X42912900765801,Modular Building,Children and Families,N/A,,26-Jun-17,,,,,"�34,872.00",,PORTAKABIN LTD,,,e) Large,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,PI032942898PWG1375,Uno Heating Pipework,Environment & Housing,265 - Other Hired And Contracted Services,,12-Jun-17,,,,,"�32,105.00",,PWG Connections Ltd,,,Other/Not known,James Hall,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,RA0031428882327940,Urban Bike Park,Communities and Environment,N/A,,02-Jun-17,,,,,"�6,300.00",,RALEIGH UK LTD,,,c) Small,Paul Ackroyd,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,RO131142901540M28022017,Elgin Roadworks Portal Service,City Development,214 - Computer Software & Equipment,,15-Jun-17,,,,,"�80,785.00",,Roadworks Information Limited,,,b) Micro,Richard Tinker,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SA93764289935359,Works at St George House,Environment & Housing,265 - Other Hired And Contracted Services,,13-Jun-17,,,,,"�25,969.85",,SAYES & CO LTD,,,c) Small,James Hall,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SC128242907100108,LYFF 2017 Festival Planning & Development,City Development,277 - Bought In Professional Services,,21-Jun-17,,,,,"�5,405.00",,SCORPIO DESIGN,,,Other/Not known,Chris Fell,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33144291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�21,623.32",,Seacroft Green Care Centre,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SO907942906INV9895,"Improve Cost Module, Improve Estate Module & Improve Performance",Resources and Housing,226 - Memberships,,20-Jun-17,,,,,"�7,500.00",,SOCITM LIMITED,,,b) Micro,Karen Finch,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33474291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�7,806.00",,Springwater Lodge,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SQ05474290918241,Leeds Innovation District,City Development,265 - Other Hired And Contracted Services,,23-Jun-17,,,,,"�6,230.00",,SQW LIMITED,,,Other/Not known,Karl McGrandle,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ST1631429162890,Euro Pal Galvanised No lid,Communities and Environment,N/A,,30-Jun-17,,,,,"�6,840.00",,Storm Environmental Ltd,,,b) Micro,Elizabeth Behrens,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SU101442888610283,Completion of redevelopment works @ Lotherton Hall Bird Garden,Communities and Environment,N/A,,02-Jun-17,,,,,"�35,000.00",,Sustainable Sources Limited,,,Other/Not known,Maria Akers,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,SU509342900180016,Skelton Cycleway,City Development,N/A,,14-Jun-17,,,,,"�76,302.85",,SUSTRANS LTD,,,e) Large,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,CO2181429092017-07,Website Concept development and writing,City Development,415 - Corporate Communications,,23-Jun-17,,,,,"�13,250.00",,The Comms Department Ltd,,,Other/Not known,Dinah Clark,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33524291426JUN-23JUL,Residential Care,Adults and Health,571 - Residential Care Dementia,,28-Jun-17,,,,,"�5,168.25",,The Laurels Residential Home,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,LE17564288700031,Grant to LeedsBID to match-fund a business planning and sustainability study for the Leeds Retail and Hospitality Skills of Excellence,City Development,264 - Commissioned Services,,01-Jun-17,,,,,"�6,000.00",,The Leeds BID Limited,,,Other/Not known,Matt Wilton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33364291426JUN-23JUL,Residential Care,Adults and Health,570 - Nursing Home,,28-Jun-17,,,,,"�42,205.56",,The Sycamores - Embracing Independent,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,YA13634291411544,credit for invoice  11544 - one pc installed,Environment & Housing,203 - Operational Furniture And Equipment,,28-Jun-17,,,,,"�9,845.58",,The Yaboo Company Ltd,,,b) Micro,Andrew Haley,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,TI0135429082105/17,Deacon House Glass Partitions and Suspended Ceilings / Dewsbury Road One Stop Glass Partitions,Environment & Housing,265 - Other Hired And Contracted Services,,22-Jun-17,,,,,"�31,255.10",,TITAN NORTHERN LIMITED,,,c) Small,Paul Reeves,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,VA76184288754600,Auto Door Closer,Resources and Housing,N/A,,01-Jun-17,,,,,"�7,522.70",,VADOR SECURITY SYSTEMS LIMITED,,,b) Micro,Coral Wealthall,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ03784291426JUN-23JUL,Residential Care,Adults and Health,580 - Residential,,28-Jun-17,,,,,"�7,191.71",,WARDE ALDAM CHRISTIAN N H,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33484291426JUN-23JUL,Residential Care,Adults and Health,570 - Nursing Home,,28-Jun-17,,,,,"�14,534.06",,Willowbeck Health Care Ltd,,,Other/Not known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Jul-17,ZZ33434291426JUN-23JUL,Residential Care,Adults and Health,570 - Nursing Home,,28-Jun-17,,,,,"�10,688.00",,Yew Tree Nursing Home Limited,,,Other/Not known,Tony Bailey,Non-influenceable
