Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,121,,Bill payment system,,Finance & Commercial,,,Bill payment system,,,,,,01/11/2012,31/10/2016,16/01/2015,,120000,,,Allpay.net,,,,,,,,Paul.Simmons@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,324,,BMS Servicing and monitoring,,Human Resources ICT/CSC & Shared Support Services,,,BMS Servicing and monitoring,,,,,,01/04/2015,31/03/2019,28/02/2016,,34500,,,ESG Ltd,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,333,,Cash Collection,,Finance & Commercial,,,Cash Collection,,,,,,01/01/2015,31/12/2018,30/03/2018,,12000,,,Contract Security Services Ltd,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,275,,Checking  of structural  calculations for  building regulations applications,,Planning & Sustainability,,,Checking  of structural  calculations for  building regulations applications,,,,,,01/08/2013,31/07/2015,18/05/2015,31/07/2016,20000,,,JNP Engineering LLP,,,,,,,,Alan.Mason@Wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,276,,Checking of structural calculations for building regulations applications,,Planning & Sustainability,,,Checking of structural calculations for building regulations applications,,,,,,01/08/2013,31/07/2015,18/05/2015,31/07/2016,20000,,,Roughton,,,,,,,,Alan.Mason@Wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,277,,Checking of structural calculations for building regulations applications,,Planning & Sustainability,,,Checking of structural calculations for building regulations applications,,,,,,01/08/2013,31/07/2015,18/05/2015,31/07/2016,20000,,,Hannah Reed (Peter Brett Associates),,,,,,,,Alan.Mason@Wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,124,,Collection of Dog Waste,,Environment,,,Collection of Dog Waste,,,,,,01/11/2014,03/03/2020,01/11/2016,03/03/2022,155740,,,SDK Environmental Ltd,,,,,,,,Julian.Smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,76,,Commercial Vehicles Lease,,Finance & Commercial,,,Commercial Vehicles Lease,,,,,,29/09/2014,28/09/2017,01/12/2015,,21000,,,Lex Autolease Ltd,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,226,,Contract B Grounds and Play maintenance,,Community,,,Contract B Grounds and Play maintenance,,,,,,01/01/2013,31/12/2017,01/01/2016,31/12/2019,4500000,,,Quadron,,,,,,,,Andy.Sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,259,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,,,,01/04/2013,31/03/2016,01/01/2016,31/03/2018,69900,,,Smith & Ouzman,,,,,,,,Jennie.Rahman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,156,,CRM System & Support,,Human Resources ICT/CSC & Shared Support Services,,,CRM System & Support,,,,,,02/02/2015,31/01/2016,27/11/2015,,55000,,,Northgate,,,,,,,,Mark.Lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,22,,Data Room for Waste CD,,Environment,,,Data Room for Waste CD,,,,,,17/06/2011,30/06/205,29/05/2015,,19200,,,EU supplies,,,,,,,,Steve.Middleton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,70,,Death in Service Insurance service,,Human Resources ICT/CSC & Shared Support Services,,,Death in Service Insurance service,,,,,,01/04/2015,31/03/2016,30/01/2016,,26000,,,Canada Life,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,211,,Development Management & Lead Consultant & Design Services (Master Plan),,Finance & Commercial,,,Development Management & Lead Consultant & Design Services (Master Plan),,,,,,02/05/2011,24/06/2016,24/06/2016,,213500,,,Mace Real Estate ( Mace Limited),,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,288,,Document storage,,Democratic Legal & Policy,,,Document storage,,,,,,01/01/2014,31/12/2017,01/05/2017,,28000,,,Iron Mountain,,,,,,,,Jennifer.Griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,123,,Dog Warden Service,,Environment,,,Dog Warden Service,,,,,,01/11/2014,31/10/2018,01/11/2016,,229560,,,SDK Environmental Ltd,,,,,,,,Julian.Smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,235,,"E forms for licensing, revenues and Benifits",,Human Resources ICT/CSC & Shared Support Services,,,"E forms for licensing, revenues and Benifits",,,,,,01/10/2012,31/10/2015,27/08/2015,,20000,,,Victoria Form,,,,,,,,Mark.Lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,218,,eFinancials,,Finance & Commercial,,,eFinancials,,,,,,29/11/2011,31/03/2017,02/01/2017,,145000,,,Advanced Business Solutions,,,,,,,,Brenda.Watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,264,,External audit,,Finance & Commercial,,,External audit,,,,,,01/09/2012,31/08/2017,03/04/2017,,640000,,,Ernest & Young,,,,,,,,Brenda.Watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,118,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,80000,,,Lightside Ltd,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,303,,Furniture QVR 14,,Human Resources ICT/CSC & Shared Support Services,,,Furniture QVR 14,,,,,,01/12/2014,31/07/2015,31/07/2015,,62530,,,Triumph Furniture Ltd,,,,,,,,stuart.ross@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,137,,Grounds Maintenance Area A,,Community,,,Grounds Maintenance Area A,,,,,,01/04/2010,31/03/2016,01/08/2015,31/03/2018,1830000,,,John O'Conner,,,,,,,,Andy.Sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,307,,Gutter cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Gutter Cleaning,,,,,,01/07/2014,30/06/2015,31/05/2015,,12000,,,Murrell Estates,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,212,,Handy Cross Leisure Centre: Initial Design & Costsing: lead Cosnultant & Design Services,,Finance & Commercial,,,Handy Cross Leisure Centre: Initial Design & Costsing: lead Cosnultant & Design Services,,,,,,02/03/2012,26/06/2015,26/06/2015,,973000,,,Mace Limited,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,39,,Housing Removals Contract,,Environment,,,Housing Removals Contract,,,,,,01/10/2014,30/09/2018,04/01/2016,,40000,,,Doree Bonner,,,,,,,,Nick.Lamport@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,214,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,01/12/2011,31/08/2015,31/08/2015,,90000,,,Mayer Brown,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,215,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,22/08/2011,30/09/2015,30/09/2015,,24000,,,Bevan Brittan,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,217,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,12/05/2011,31/08/2015,30/06/2015,,15000,,,GVA Grimley,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,284,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,31/03/2014,31/08/2015,01/07/2015,,45000,,,Gillespies,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,126,,ICT and CSC managed service,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC managed service,,,,,,01/02/2015,31/01/2020,01/01/2019,31/01/2024,6906000,,,Capita,,,,,,,,John.McMillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,334,,Internal Audit services,,Finance & Commercial,,,Internal Audit Services,,,,,,01/04/2015,30/03/2018,29/09/2017,31/03/2020,90000,,,Moore Stephens LLP,,,,,,,,mike.howard@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,131,,Intranet,,Human Resources ICT/CSC & Shared Support Services,,,Intranet,,,,,,01/04/2008,03/02/2016,04/12/2015,,35000,,,Sorce,,,,,,,,Mark.Lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,25,,Joint Waste Legal Advice,,Democratic Legal & Policy,,,Joint Waste Legal Advice,,,,,,01/12/2010,31/12/2015,30/06/2015,,74000,,,Bevan Brittan,,,,,,,,Julie.Openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,295,,Lease cost routing on main switchboard number,,Finance & Commercial,,,Lease cost routing on main switchboard number,,,,,,11/11/2014,10/11/2015,29/05/2015,,12000,,,Adept Telecom,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,258,,Leisure centre operators - management of existing and new sports centres,,Community,,,Leisure centre operators - management of existing and new sports centres,,,,,,01/07/2014,30/06/2029,01/07/2019,,15000000,,,People for places  (PfP),,,,,,,,Richard.Eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,24000,,,Chiltern lifts,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,268,,Lincoln Park Business Centre- Management Contract,,Finance & Commercial,,,Lincoln Park Business Centre- Management Contract,,,,,,01/04/2013,31/03/2018,31/03/2017,,30000,,,Duncan Bailey- Kennedy,,,,,,,,Robert.Daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,280,,Local Plan Viability accessment,,Planning & Sustainability,,,Local Plan Viability accessment,,,,,,11/11/2013,27/02/2015,01/07/2015,,20000,,,Adams integra,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,222,,Lone Worker security devices,,Environment,,,Lone Worker security devices,,,,,,09/10/2012,08/10/2015,01/10/2015,08/10/2017,4800,,,Reliance,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,308,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,Human Resources ICT/CSC & Shared Support Services,,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,,,,,01/04/2014,31/03/2019,01/09/2018,31/03/2020,20000,,,Tencer,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,88,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,SLN (Aylesbury),,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,107,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Clive's Drives,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,108,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Associated Asphalt,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,109,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Walker Construction,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,110,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Bellstan,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,111,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Ringway Jacobs,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,112,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,C Dowdy,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,85,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,,,,08/08/2013,07/12/2015,31/03/2015,,38000,,,Vodafone,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,30/08/2013,31/08/2018,01/07/2016,,170000,,,Annodata Ltd,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,51,,Non Life Insurance Services:,,Human Resources ICT/CSC & Shared Support Services,,,Non Life Insurance Services:,,,,,,01/04/2012,31/03/2017,25/04/2016,,1050000,,,Zurich,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,01/09/2013,31/08/2017,01/08/2016,31/08/2018,54000,,,People Asset Management (PAM),,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,267,,On line Veripark registration webpayments,,Environment,,,On line Veripark registration webpayments,,,,,,22/04/2013,25/04/2016,25/10/2015,,9000,,,SIX card Solutions,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,285,,On-line veripark ANPR card webpayments,,Environment,,,On-line veripark ANPR card webpayments,,,,,,24/05/2014,24/05/2017,24/01/2017,,9000,,,Six card Solutions,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,24/01/2013,23/01/2016,01/04/2015,23/01/2018,594000,,,Greens,,,,,,,,Catherine.Spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,01/04/2012,31/03/2016,31/03/2015,,101000,,,Aylesbury Vale District Council,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,01/11/2014,31/10/2018,01/11/2016,,98400,,,SDK Environmental Ltd,,,,,,,,Julian.Smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,242,,Planning applications service,,Planning & Sustainability,,,Planning applications service,,,,,,01/10/2012,01/10/2015,31/09/2015,,30000,,,Sterling Planning,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,55,,Private Medical Insurance,,Human Resources ICT/CSC & Shared Support Services,,,Private Medical Insurance,,,,,,01/04/2015,31/03/2016,02/01/2016,,52000,,,AXA PPP,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,332,,Project management frogmore public realm improvement,,Planning & Sustainability,,,Project management frogmore public realm improvement,,,,,,01/12/2014,05/07/2015,01/07/2015,,10300,,,DRF,,,,,,,,john.callaghan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/05/2015,54,,provision of temporary agency staff,,Human Resources ICT/CSC & Shared Support Services,,,provision of temporary agency staff,,,,,,01/05/2015,20/04/2017,09/01/2017,20/04/2019,570,,,Adecco UK Ltd,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
