"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Energy Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Group Leader","9.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 1","37819","44268","Service HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","EnvironmentalManagementAssessm","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Head of Function","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 1","37819","44268","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estate Planning","1.77","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Principal","2.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Business Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estate Surveying","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Team Leader","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estates Management","9.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Team Member","10.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Housing Service Delivery","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Chief","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Direct Military Support","6.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Business Management","9.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Head of Function","5.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Legal","1.80","Law"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Commercial Operations","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Leader","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Service HR Service Provider","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Programme Management","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Decision Support","10.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Member","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","3","17920","26235","Team Member","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Project Management","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 3","25600","29092","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","4","20837","33829","Team Member","9.37","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Project Planning & Scheduling","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr (Prinl)","47942","59535","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","5","29387","41774","Team Leader","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Medical Officer","73636","83714","Defence Export Services","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","5","29387","41774","Specialist Advisors","4.61","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Safety,Health,Enviroment&Fire","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","MEDICAL OFFICER - 2185","56436","69409","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Operational Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","MEDICAL OFFICER - 2185","56436","69409","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Programme Manager","5.92","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Sustainable Development","0.81","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","1.40","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Programme Leader","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Project Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Burnham Lecturer 2 (C2 Equiv)","30136","43188","Teaching","3.10","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Group Leader","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Building","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Burnham Lecturer 2 (C2 Equiv)","30136","43188","Training Support","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Programme Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Building Surveying","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Science&Technology Management","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Lecturer","45838","47672","Teaching","14.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Programme Leader","1.68","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Business Management","13.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Secretariat & Private Office","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Lecturer","45838","47672","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Specialist Advisors","0.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Commercial Operations","16.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Lecturer","45838","47672","WOME Production","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","8","56529","70663","Chief","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Communication Planning","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Teaching Advice/Inspection","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Head of Department 3","55849","58083","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","8","56529","70663","Domain Lead","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Decision Support","6.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","JNC Lvl 2 (Youth Worker) 2-10","21525","28461","Community Development Work","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","8","56529","70663","Head of Function","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Energy Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2 MSF","47942","59535","Security Policy","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Lecturer","45838","47672","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","8","56529","70663","Programme Leader","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","EnvironmentalManagementAssessm","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2 MSF","47942","59535","Service HR Expert","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Lecturer PCSPS New Contract","29258","36333","Teaching","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","8","56529","70663","Specialist Advisors","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Estate Advice","5.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","Basic Skills Tutor","21588","45000","Teaching","35.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Lecturer PCSPS New Contract","29258","36333","Training Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","4","20837","33829","Team Member","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Estate Planning","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","Basic Skills Tutor","21588","45000","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Head of Department 4","62881","65396","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","5","29387","41774","Team Member","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Estate Surveying","10.40","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Administrative Support","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Chef 1/Chief Cook 1","18370","22124","Soft Facilities Management","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","6","37977","51084","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Estates Management","20.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Business Management","21.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Chef 2/Chief Cook 2","18370","22124","Soft Facilities Management","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","6","37977","51084","Specialist Advisors","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Housing Service Delivery","6.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Chemical/Bio Science and Tech","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Houghton Lecturer (TSS)","46756","50084","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","7","47472","60830","Group Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Fast Stream Grade Band C1","35648","44268","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","7","47472","60830","Programme Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Programme Management","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Commercial Operations","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","7","47472","60830","Programme Leader","8.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Project Management","43.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Communication Planning","7.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","7","47472","60830","Specialist Advisors","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Quantity Surveying","5.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Community Development Work","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Medical Assessment","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","8","56529","70663","Domain Lead","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Community Service","11.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","8","56529","70663","Programme Leader","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Safety,Health,Enviroment&Fire","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Consultancy","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","8","56529","70663","Specialist Advisors","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Secretariat & Private Office","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Decision Support","30.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B1","56436","72185","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV10003","9","67806","118634","Domain Lead","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Sustainable Development","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Design and Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Business Management","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","2","13864","20628","Team Member","2.54","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B2","47942","59535","Technical [Trades]","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","Estate Planning","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Decision Support","6.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","3","17920","26235","Team Member","10.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","C1","35648","44268","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","C1","35648","44268","External Communications","8.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Historical","3.00","Knowledge and Information Management (KIM)"
