Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN43426,,Spot Purchased Day Care For Adults (Point House),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Point House),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,,"A, S & C CROPLEY T/A POINT HOUSE",,,78561,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10627,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,,MR & MRS A BUTCHERS T/A INWOOD HOUSE,,,586494,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GUN36045A,,Workshop Supplies,,ETD,,,Workshop Supplies,TOOLS & HARDWARE-PURCHASE & MAINTENANCE,,,,,01/04/2009,31/12/2012,,,50000,Estimated,,A & K SUPPLIES,,,108187,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN44912D,,Private Voluntary Independent School Pre-School & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-School & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,,A ALMOND,,,1170776,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BUN42384B,,Independent Practice Education,,CHILDREN,,,Independent Practice Education,HR-TRAINERS & TUTORS,,,,,01/11/2013,31/03/2022,,31/03/2022,,Estimated,,A BEAL,,,1211834,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AXN47713,,Museum Demonstrator,,COMMUNITY SERVICES,,,Museum Demonstrator,MUSEUMS-DEMONSTRATORS & EDUCATIONAL SVCS,,,,,17/08/2015,31/03/2016,,,50000,Estimated,,A BISHOP,,,1125794,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GCN36053A,,Ironmongery - Terms Of Espo Contract 94 Apply,,GENERIC,,,Ironmongery - Terms Of Espo Contract 94 Apply,TOOLS & HARDWARE-PURCHASE & MAINTENANCE,,,,,01/08/2010,31/07/2017,,31/07/2017,,Estimated,,A C LEIGH (NORWICH) LIMITED,gb/02827143,,80286,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AXN48202,,Ncyo Music Conductor,,COMMUNITY SERVICES,,,Ncyo Music Conductor,HR-TRAINERS & TUTORS,,,,,01/05/2015,01/06/2019,,,50000,Estimated,,A C MORLEY,,,690695,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AUN48496B,,Intervention Service Support Nieas,,CHILDREN,,,Intervention Service Support Nieas,SCHOOLS-PROFESSIONAL,,,,,01/10/2015,01/10/2016,,01/10/2017,12000,Estimated,,A CUNNINGHAM,,,98668,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AQN41344G,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,MUSEUMS-EXHIBITS,,,,,01/10/2011,30/06/2021,,30/06/2021,50000,Estimated,,A FINE LINE,,,177426,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41683B,,Training - Training Trainers,,GENERIC,,,Training - Training Trainers,HR-TRAINING,,,,,08/08/2013,31/08/2020,,31/08/2020,50000,Estimated,,A G SMITH,,,1084777,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10323,,Care Home And Care Homes With Nursing For Adults April 2012,,COMMUNITY SERVICES,,,Care Home And Care Homes With Nursing For Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,BONDCARE (LARCHWOOD) LIMITED,,,79401,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AUN41504D,,Museums - Professional & Specialist Demonstrations,,GENERIC,,,Museums - Professional & Specialist Demonstrations,MUSEUMS-DEMONSTRATORS & EDUCATIONAL SVCS,,,,,01/10/2011,30/06/2021,,30/06/2021,,Estimated,,A GILES,,,113133,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BON41533,,Removal Of Bodies,,RESOURCES,,,Removal Of Bodies,CORONER'S AND FUNERAL SERVICES,,,,,01/01/2015,01/03/2019,,01/03/2019,20000,Estimated,,A J COGGLES,,,97315,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41952B,,Independent Practice Teacher,,CHILDREN,,,Independent Practice Teacher,HR-TRAINERS & TUTORS,,,,,29/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,A LAMONT,,,110669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN43994,,Spot Purchase Of Therapy Treatment,,CHILDREN,,,Spot Purchase Of Therapy Treatment,CHILDREN'S SERVICES,,,,,01/04/2014,31/12/2017,,31/12/2017,,Estimated,,A LLOYD,,,132534,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN44674,,Spot Purchase Of Children's Therapy Services,,CHILDREN,,,Spot Purchase Of Children's Therapy Services,CHILDREN'S SERVICES,,,,,01/10/2014,31/12/2017,,31/12/2017,,Estimated,,A LLOYD,,,132534,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BUN40143O,,Graduate Teacher Training Programme Services And Mentoring,,CHILDREN,,,Graduate Teacher Training Programme Services And Mentoring,HR-TRAINERS & TUTORS,,,,,01/06/2012,01/09/2013,,,225000,Estimated,,A N & E M LAWRENCE,,,885797,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BPN41665D,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,05/08/2013,22/07/2018,,22/07/2018,,Estimated,,A NICKLIN,,,1110765,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,SLN43897,,Rent Payments,,CHILDREN,,,Rent Payments,FM-RENT & RATES,,,,,18/07/2014,,,,50000,Estimated,,A P BURMAN,,,65741,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BPN42124A,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,20/11/2013,01/05/2020,,01/05/2020,20000,Estimated,,A RADEVSKY (BARRISTER),,,442280,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BPN41615G,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,23/07/2013,22/07/2018,,22/07/2018,,Estimated,,A RANATUNGA,,,1079801,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BUN40143P,,Graduate Teacher Training Programme Services And Mentoring,,CHILDREN,,,Graduate Teacher Training Programme Services And Mentoring,HR-TRAINERS & TUTORS,,,,,01/06/2012,01/09/2013,,,225000,Estimated,,A SANDS,,,883769,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10767,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,,A SHARP,,,765793,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,APN42646G,,Intervention Service Support,,CHILDREN,,,Intervention Service Support,MANAGEMENT CONSULTANTS,,,,,01/01/2014,31/08/2017,,31/08/2017,32000,Estimated,,A TEBBUTT,,,135916,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41952A,,Independent Practice Teacher,,CHILDREN,,,Independent Practice Teacher,HR-TRAINERS & TUTORS,,,,,29/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,A TENNANT,,,1180761,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GAN42929,,Vehicle & Plant Purchase,,NORSE,,,Vehicle & Plant Purchase,VEHICLE & PLANT PURCHASE,,,,,18/03/2014,31/03/2018,,31/03/2018,80000,Estimated,,A W & D HAMMOND,,,65796,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BPN42938A,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,01/09/2013,31/03/2020,,01/05/2020,50000,Estimated,,"ASWINI WEERERANTE, BARRISTER",,,121925,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BPN41649,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,01/08/2013,30/09/2018,,30/09/2018,,Estimated,,A WHEETMAN,,,100037,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AUN47718,,Intervention Service Support,,CHILDREN,,,Intervention Service Support,SCHOOLS-PROFESSIONAL,,,,,01/05/2015,01/05/2017,,01/05/2017,40000,Estimated,,A2E2 EDUCATION LTD,,,1842759,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BON41213A,,Multi Provider Framework For The Provision Of Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework For The Provision Of Learning & Organisational Activities,HR-TRAINING,,,,,01/01/2013,31/12/2016,,31/12/2016,500000,Estimated,,ABA CONSULTANTS LTD,,,1094774,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,SAN35010A,,"Examinations - Registration, Papers, Additional Fees",,GENERIC,,,"Examinations - Registration, Papers, Additional Fees",EXAM FEES,,,,,01/04/2010,,,,,Estimated,,ABC AWARDS,,,110276,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41345X,,External Training,,GENERIC,,,External Training,HR-TRAINING,,,,,18/06/2013,30/06/2020,,30/06/2020,50000,Estimated,,ACE EDUCATION TRAINING LLP,,,1030791,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41855B,,Subscriptions To Professional Bodies,,GENERIC,,,Subscriptions To Professional Bodies,SUBSCRIPTIONS,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,ACTSO LTD,,,1058788,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41345BX,,External Training,,GENERIC,,,External Training,HR-TRAINING,,,,,21/05/2012,30/06/2020,,30/06/2020,50000,Estimated,,ADASS (ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES),,,145312,,YES,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10537,,Care Home And Care Homes With Nursing For Adults April 2012,,COMMUNITY SERVICES,,,Care Home And Care Homes With Nursing For Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,A D R CARE HOMES LIMITED,4577994,,141326,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,APN49527,,Drainage Engineer Consultancy,,ETD,,,Drainage Engineer Consultancy,MANAGEMENT CONSULTANTS,,,,,12/08/2016,31/10/2016,,31/10/2016,20000,Estimated,,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,,,1937844,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,APN47953,,Surface Water Management Programmes,,ETD,,,Surface Water Management Programmes,RESEARCH AND EVALUATION,,,,,01/07/2015,01/07/2017,,01/07/2017,80000,Estimated,,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,,,1937844,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BQN42098,,Interim Management - Adult Education,,CHILDREN,,,Interim Management - Adult Education,HR-INTERIM & TEMPORARY STAFF,,,,,01/10/2013,01/10/2016,,01/10/2016,384000,Estimated,,AMF (UK) LTD,,,1177833,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AON45332G,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,01/02/2015,31/01/2017,,31/01/2019,,Estimated,,AMR ELECTRICAL SERVICES LTD,,,924777,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN47294,,Public Health - Drug And Alcohol Inpatient Detoxification And Residential Rehabilitation: Select List 2015,,PUBLIC HEALTH,,,Public Health - Drug And Alcohol Inpatient Detoxification And Residential Rehabilitation: Select List 2015,DRUG AND ALCOHOL RECOVERY SERVICES,,,,,01/04/2015,31/03/2017,,31/03/2018,,Estimated,,ANA TREATMENT CENTRES LTD,,,1788792,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,SAN40565B,,"Examinations-Registration, Papers, Additional Fees",,COMMUNITY SERVICES,,,"Examinations-Registration, Papers, Additional Fees",EXAM FEES,,,,,18/02/2013,17/02/2018,,17/02/2018,7500,Estimated,,ANN ARBOR PUBLISHERS LIMITED,2773739,,72047,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41857B,,Subscriptions To Professional Bodies.,,GENERIC,,,Subscriptions To Professional Bodies.,SUBSCRIPTIONS,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,APP USER GROUP,,,123973,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AON40087,,Plant Hire With Operator,,ETD,,,Plant Hire With Operator,VEHICLE & PLANT LEASING/RENTAL,,,,,11/05/2012,31/07/2017,,31/07/2018,500000,Estimated,,ARH GROUNDWORKS LIMITED,gb/06632647,,411135,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GXN49470,,Self Voice Learning Tool,,CHILDREN,,,Self Voice Learning Tool,ICT-SOFTWARE & SAAS,,,,,04/08/2016,31/12/2017,,31/12/2017,30000,Estimated,,ARROW TUITION LTD,,,1058787,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AQN40019,,Fire - Satellite Phone Service,,FIRE,,,Fire - Satellite Phone Service,"ICT-NETWORKS, TELEPHONY & RADIOCOMMS",,,,,01/11/2012,31/03/2018,,31/03/2018,,Estimated,,AST CONNECTIONS LTD,,,190696,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AXN49419,,Software - Saturn Modelling Software For Highways,,ETD,,,Software - Saturn Modelling Software For Highways,ICT-SOFTWARE & SAAS,,,,,22/07/2016,,,,50000,Estimated,,ATKINS LIMITED,688424,,76043,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GON42464,,Supply & Repair Of Vehicle Tyres - Terms Of Espo Contract 222 Apply,,GENERIC,,,Supply & Repair Of Vehicle Tyres - Terms Of Espo Contract 222 Apply,VEHICLE & PLANT PARTS MECH REPAIR & MTCE,,,,,20/01/2014,31/12/2017,,31/12/2017,,Estimated,,ATS EUROMASTER LIMITED,4303731,,66307,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41862AU,,Subscriptions To Professional Bodies.,,GENERIC,,,Subscriptions To Professional Bodies.,SUBSCRIPTIONS,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,AWARD SCHEME LTD,,,75421,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10351,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,MR ABDULAZIZ KACHRA T/A COUNTRY COURT CARE,,,79431,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN13021,,Spot Purchased Domiciliary Care (2008 Ppa),,COMMUNITY SERVICES,,,Spot Purchased Domiciliary Care (2008 Ppa),DOMICILIARY CARE,,,,,,,,,,Estimated,,ABACUS CARE (NORFOLK & SUFFOLK) LIMITED,gb/04790989,,65849,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AQN44472,,Fm-Removals/Storage & Records Management,,COMMUNITY SERVICES,,,Fm-Removals/Storage & Records Management,FM-REMOVALS/STORAGE & RECORDS MANAGEMENT,,,,,01/10/2014,31/03/2018,,31/03/2018,25000,Estimated,,ABACUS MARQUEE HIRE,,,80450,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10003,,Care Home And Care Homes With Nursing For Adults April 2012,,COMMUNITY SERVICES,,,Care Home And Care Homes With Nursing For Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,ABBEVILLE RCH LIMITED,5363391,,124609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GQN49417,,Supply Of Dichloromethane (Methylene Chloride) In 20L Containers,,ETD,,,Supply Of Dichloromethane (Methylene Chloride) In 20L Containers,HIGHWAYS-SUPPLIES & EQUIPMENT,,,,,21/07/2016,31/03/2019,,31/03/2019,50000,Estimated,,ABBEY CHEMICALS,,,191783,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,GFN40528,,Servicing & Supply Of Portable Fire Equipment,,GENERIC,,,Servicing & Supply Of Portable Fire Equipment,FM-SECURITY & SAFETY,,,,,29/01/2013,31/12/2016,,31/12/2016,,Estimated,,ABBEY FIRE UK LTD,,,1057780,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN42097P,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement For Care Homes Providing Residential And/Or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,,ABBEYFIELD EAST LONDON EXTRA CARE SOCIETY LTD,,,1125765,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10007,,Care Home And Care Homes With Nursing For Adults April 2012,,COMMUNITY SERVICES,,,Care Home And Care Homes With Nursing For Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,ABBOTSWOOD LODGE LIMITED,5375028,,118002,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN13022,,Spot Purchased Domiciliary Care (2008 Ppa),,COMMUNITY SERVICES,,,Spot Purchased Domiciliary Care (2008 Ppa),DOMICILIARY CARE,,,,,,,,,,Estimated,,ABLE COMMUNITY CARE,,,65878,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN43260,,Spot Purchased Day Care For Adults (About With Friends),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (About With Friends),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,0,Estimated,,ABOUT WITH FRIENDS,,,118181,,YES,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,AON27000,,Norwich Area Schools Pfi Project,,CHILDREN,,,Norwich Area Schools Pfi Project,FM-TOTAL FACILITIES MANAGEMENT,,,,,01/04/2006,31/03/2032,,31/03/2032,150000000,Estimated,,ACADEMY SERVICES (NORWICH) LIMITED,,,117456,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BAN10518,,Care Home And Care Homes With Nursing For Adults April 2012,,COMMUNITY SERVICES,,,Care Home And Care Homes With Nursing For Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,0,Estimated,,ACANTHUS HEALTHCARE LTD,,,850771,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/09/2016,BXN41345W,,External Training,,GENERIC,,,External Training,HR-TRAINING,,,,,21/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,ACAS,,,89826,,,,Procurement Sourcing Team,,
