"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"UK Statistics Authority","UK Statistics Authority","Stakeholder Management and Communication","12","AO","15631","21267","Administrative Officer","5.57","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Stakeholder Management and Communication","12","EO","20239","29147","Executive Officer","13.89","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Stakeholder Management and Communication","12","Grade 7","43333","60342","Grade 7","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Stakeholder Management and Communication","12","HEO","25460","34680","Higher Executive Officer","6.76","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Stakeholder Management and Communication","12","SEO","30995","41613","Senior Executive Officer","3.99","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Data","23","AO","15631","21267","Administrative Officer","266.63","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Data","23","EO","20239","29147","Executive Officer","56.44","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Data","23","Grade 7","43333","60342","Grade 7","5.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Data","23","HEO","25460","34680","Higher Executive Officer","22.02","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Data","23","SEO","30995","41613","Senior Executive Officer","2.84","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","AO","15631","21267","Administrative Officer","7.86","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","EO","20239","29147","Executive Officer","26.76","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","Grade 7","43333","60342","Grade 7","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","HEO","25460","34680","Higher Executive Officer","18.18","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","HEO Specialist","25460","35333","Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","SEO","30995","41613","Senior Executive Officer","13.81","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Indicators and Balance of Payments","19","SEO Specialist","32754","42445","Senior Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Outputs and Developments","25","AO","15631","21267","Administrative Officer","19.34","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Outputs and Developments","25","EO","20239","29147","Executive Officer","32.26","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Outputs and Developments","25","HEO","25460","34680","Higher Executive Officer","15.40","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Outputs and Developments","25","HEO Specialist","25460","35333","Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Business Outputs and Developments","25","SEO","30995","41613","Senior Executive Officer","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Collection and Production Operations","50","AO","15631","21267","Administrative Officer","31.74","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Collection and Production Operations","50","EO","20239","29147","Executive Officer","15.20","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Collection and Production Operations","50","Grade 7","43333","60342","Grade 7","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Collection and Production Operations","50","HEO","25460","34680","Higher Executive Officer","12.35","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Collection and Production Operations","50","SEO","30995","41613","Senior Executive Officer","3.41","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Labour Market","20","AO","15631","21267","Administrative Officer","13.17","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Labour Market","20","EO","20239","29147","Executive Officer","17.32","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Labour Market","20","Grade 7","43333","60342","Grade 7","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Labour Market","20","HEO","25460","34680","Higher Executive Officer","10.67","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Labour Market","20","SEO","30995","41613","Senior Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","AO","15631","21267","Administrative Officer","3.68","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","EO","20239","29147","Executive Officer","9.52","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","Grade 7","43333","60342","Grade 7","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","HEO","25460","34680","Higher Executive Officer","15.03","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","HEO Specialist","25460","35333","Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Coordination Division","16","SEO","30995","41613","Senior Executive Officer","5.78","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","AO","15631","21267","Administrative Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","EO","20239","29147","Executive Officer","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","Grade 7","43333","60342","Grade 6","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","HEO","25460","34680","Higher Executive Officer","8.36","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","SEO","30995","41613","Senior Executive Officer","2.49","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","HEO Specialist","25460","35333","Statistical Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","National Accounts Methods and Development","48","SEO Specialist","32754","42445","Senior Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","AO","15631","21267","Administrative Officer","34.99","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","EO","20239","29147","Executive Officer","98.49","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","Grade 7","43333","60342","Grade 7","5.52","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","HEO","25460","34680","Higher Executive Officer","33.80","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","Interviewer","14335","21087","Interviewer","515.22","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","Team Leader","17032","22828","Team Leader","39.66","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","HEO Specialist","25460","35333","Research Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","ONS Social Survey","21","SEO Specialist","32754","42445","Senior Executive Officer","11.14","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Prices","22","AO","15631","21267","Administrative Officer","10.06","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Prices","22","EO","20239","29147","Executive Officer","19.72","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Prices","22","Grade 7","43333","60342","Grade 7","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Prices","22","HEO","25460","34680","Higher Executive Officer","9.81","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Prices","22","SEO","30995","41613","Senior Executive Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","AO","15631","21267","Administrative Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","EO","20239","29147","Executive Officer","10.06","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","Grade 7","43333","60342","Grade 7","4.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","HEO","25460","34680","Higher Executive Officer","6.16","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","HEO Specialist","25460","35333","Research Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","SEO Specialist","32754","42445","Senior Statisticial Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","SEO","30995","41613","Senior Executive Officer","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Public Sector and Households","49","SEO Specialist","32754","42445","Senior Research Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","OCEA Division","15","AO","15631","21267","Administrative Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","OCEA Division","15","HEO","25460","34680","Higher Executive Officer","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Assurance","47","AO","15631","21267","Administrative Officer","0.70","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Assurance","47","EO","20239","29147","Executive Officer","1.81","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Assurance","47","Grade 7","43333","60342","Grade 7","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Assurance","47","HEO","25460","34680","Higher Executive Officer","4.49","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Assurance","47","SEO","30995","41613","Senior Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability","54","AO","15631","21267","Administrative Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability","54","EO","20239","29147","Executive Officer","4.65","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability","54","Grade 7","43333","60342","Grade 7","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability","54","HEO","25460","34680","Higher Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability","54","SEO","30995","41613","Senior Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Portfolio Delivery Unit","56","AO","15631","21267","Administrative Officer","0.81","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Portfolio Delivery Unit","56","Grade 7","43333","60342","Grade 7","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Portfolio Delivery Unit","56","HEO","25460","34680","Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","AA","13941","15164","Administrative assistant","0.50","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","AO","15631","21267","Administrative Officer","18.17","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","EO","20239","29147","Executive Officer","6.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","Grade 6","48867","67360","Grade 6","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","HEO","25460","34680","Higher Executive Officer","5.57","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Service Centre","55","SEO","30995","41613","Senior Executive Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability and Performance","43","AO","15631","21267","Administrative Officer","0.43","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability and Performance","43","EO","20239","29147","Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Organisational Capability and Performance","43","HEO","25460","34680","Higher Executive Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","AO","15631","21267","Administrative Officer","3.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","EO","20239","29147","Executive Officer","0.89","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","Grade 6","48867","67360","Grade 6","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","Grade 7","43333","60342","Grade 7","3.92","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","HEO","25460","34680","Higher Executive Officer","4.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Beyond 2011","29","SEO","30995","41613","Senior Executive Officer","1.87","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","AO","15631","21267","Administrative Officer","8.53","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","EO","20239","29147","Executive Officer","29.53","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","Grade 6","48867","67360","Grade 6","4.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","Grade 7","43333","60342","Grade 7","7.24","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","HEO","25460","34680","Higher Executive Officer","15.24","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","HEO Specialist","25460","35333","Research Officer","5.68","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","SEO","30995","41613","Senior Executive Officer","9.62","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","2011 Census","30","SEO Specialist","32754","42445","Senior Research Officer","4.81","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Life Events and Population Sources Division","28","AO","15631","21267","Administrative Officer","49.61","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Life Events and Population Sources Division","28","EO","20239","29147","Executive Officer","20.62","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Life Events and Population Sources Division","28","Grade 7","43333","60342","Grade 7","2.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Life Events and Population Sources Division","28","HEO","25460","34680","Higher Executive Officer","16.16","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Life Events and Population Sources Division","28","SEO","30995","41613","Senior Executive Officer","7.46","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Population Statistics Division","26","AO","15631","21267","Administrative Officer","1.00","Operational Delivery"
"UK Statistics Authority","UK Statistics Authority","Population Statistics Division","26","EO","20239","29147","Executive Officer","9.00","Operational Delivery"
