Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Purchase Invoice Number
Department of Health,Portsmouth Hospitals Trust,19/01/2016 17:10,FP10S,FP10S TO RECHARGE,NHS BUSINESS SERVICES AUTHORITY,17207085,78207.14,1000045022
Department of Health,Portsmouth Hospitals Trust,19/01/2016 17:10,FP10S,FP10S TO RECHARGE,NHS BUSINESS SERVICES AUTHORITY,17207108,83950.63,1000045642
Department of Health,Portsmouth Hospitals Trust,19/01/2016 17:10,FP10S,FP10S TO RECHARGE,NHS BUSINESS SERVICES AUTHORITY,17207126,83986.11,1000046571
Department of Health,Portsmouth Hospitals Trust,19/01/2016 17:10,Blood Products,BLOOD TRANSFUSION SERVICE,NHS BLOOD & TRANSPLANT,17207274,186706.83,848513
Department of Health,Portsmouth Hospitals Trust,19/01/2016 17:10,Sterile Products,HOME HAEMO SERVICE,NXSTAGE MEDICAL UK LTD,17207349,95191.32,CD970316391
Department of Health,Portsmouth Hospitals Trust,20/01/2016 17:11,Computer Software/License,GOVERNANCE,DATIX LTD,17221028,2893.8,106977
Department of Health,Portsmouth Hospitals Trust,20/01/2016 17:11,SrvcsRecd-FoundationTrust,ENT CENTRAL STATEMENT,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,17221692,840,WSH1500017320
Department of Health,Portsmouth Hospitals Trust,20/01/2016 17:11,SrvcsRecd-FoundationTrust,OCCY HEALTH WEST SUSSEX,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,17221692,529,WSH1500017320
Department of Health,Portsmouth Hospitals Trust,20/01/2016 17:11,SrvcsRecd-FoundationTrust,Onc/Haem OPD B Level,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,17221692,107876,WSH1500017320
Department of Health,Portsmouth Hospitals Trust,20/01/2016 17:11,SrvcsRecd-FoundationTrust,RENAL NON STOCK/STOCK,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,17221692,9,WSH1500017320
Department of Health,Portsmouth Hospitals Trust,21/01/2016 17:11,Laboratory Radio-Isotopes,NUCLEAR MEDICINE PHT,UNI HOSPITAL SOUTHAMPTON NHS FT,17237825,29883.58,7272768
Department of Health,Portsmouth Hospitals Trust,22/01/2016 17:10,Commercial Sector,B`STOKE DIALYSIS,FRESENIUS MEDICAL CARE RENAL SERVICES LTD,17255622,31299.36,1050395339
Department of Health,Portsmouth Hospitals Trust,22/01/2016 17:10,Commercial Sector,HAVANT DIALYSIS,RENAL SERVICES OPERATIONS LTD,17255661,16298.36,6431
Department of Health,Portsmouth Hospitals Trust,22/01/2016 17:10,Commercial Sector,MILFORD DIALYSIS,RENAL SERVICES OPERATIONS LTD,17255661,2847.83,6431
Department of Health,Portsmouth Hospitals Trust,22/01/2016 17:10,Commercial Sector,SALISBURY DIALYSIS,RENAL SERVICES OPERATIONS LTD,17255661,6878.61,6431
Department of Health,Portsmouth Hospitals Trust,23/01/2016 17:07,Laboratory Test Kits,MICROBIOLOGY,ABBOTT LABORATORIES LTD,17271446,35669.42,751063757
Department of Health,Portsmouth Hospitals Trust,25/01/2016 17:08,Med & Surg Equip General,Cardiac Cath Lab,MEDTRONIC LTD,17275515,225.6,1051346170
Department of Health,Portsmouth Hospitals Trust,25/01/2016 17:08,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,17275515,53470.8,1051346170
Department of Health,Portsmouth Hospitals Trust,26/01/2016 17:08,Limbs,LIMBS,HUGH STEEPER LTD,17290614,71173.7,SIN1512PR105006
Department of Health,Portsmouth Hospitals Trust,26/01/2016 17:08,Patients Appl: Purchase,ORTHOTICS,HUGH STEEPER LTD,17290614,63249.31,SIN1512PR105006
Department of Health,Portsmouth Hospitals Trust,27/01/2016 17:09,Personal Injury,TRUST CENTRAL EXPENSES,ONE-OFF SUPPLIER,17307206,34213.5,123955-26-JAN-2016
Department of Health,Portsmouth Hospitals Trust,27/01/2016 17:09,Other Patients Welfare,RENAL UNIT CHAR FUND,DRAEGER MEDICAL UK LTD,17309645,42000.04,918277097
Department of Health,Portsmouth Hospitals Trust,27/01/2016 17:09,Limbs,LIMBS,HUGH STEEPER LTD,17309861,132055.93,SIN1601PR008867
Department of Health,Portsmouth Hospitals Trust,29/01/2016 17:10,Med & Surg Equip General,QAH MAIN THEATRES,TBS GB TELEMATIC & BIOMEDICAL SERVICES LTD,17345814,28696.64,1630056
