Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,19-May-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018004861,3.75
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018004861,59.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,0.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018004861,293.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,31.96
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,45.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,50.3
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018004861,85.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018004861,406.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018004861,134.12
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018004861,123.01
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: DISPOSABLE,Medicine,NHS LOGISTICS,1018004861,108.69
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: DISPOSABLE,Medicine,NHS LOGISTICS,1018004861,227.28
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018004861,0.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,61.11
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,106.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Clinical Support,NHS LOGISTICS,1018004861,4.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Clinical Support,NHS LOGISTICS,1018004861,4.68
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018004861,110.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS-SUTURES,Musculo-Skeletal,NHS LOGISTICS,1018004861,26.43
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018004861,40.53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018004861,7.98
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,7.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,6.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,49.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,13.75
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,20.4
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MACHINES ACCESSORIES,Facilities,NHS LOGISTICS,1018004861,16.63
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,56.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ELECTRICAL EQUIPMENT x,Clinical Support,NHS LOGISTICS,1018004861,1.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018004861,40.5
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018004861,11.13
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018004861,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1018004861,5.53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Quality,NHS LOGISTICS,1018004861,25.17
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Quality,NHS LOGISTICS,1018004861,25.17
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018004861,7.65
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018004861,68.49
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018004861,6.21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018004861,4.69
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018004861,28.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Surgery,NHS LOGISTICS,1018004861,39.27
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Surgery,NHS LOGISTICS,1018004861,37.4
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,20.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018004861,0.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TUBES,Medicine,NHS LOGISTICS,1018004861,6.85
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018004861,4.92
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,4.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,4.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018004861,3.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,0.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Surgery,NHS LOGISTICS,1018004861,2.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,1.57
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1018004861,28.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018004861,44.44
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,0.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,4.43
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018004861,32.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018004861,21.22
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018004861,85.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENTS BEDWEAR UNISEX,Surgery,NHS LOGISTICS,1018004861,58.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENTS BEDWEAR UNISEX,Surgery,NHS LOGISTICS,1018004861,58.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,5.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018004861,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,5.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,25.93
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OPTICAL  -  OTHER,Surgery,NHS LOGISTICS,1018004861,53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,25.18
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018004861,11.38
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,10.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,10.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018004861,14.34
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018004861,1.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENTS BEDWEAR UNISEX,Surgery,NHS LOGISTICS,1018004861,40
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,17.12
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,10.56
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,102.5
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,2.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,4.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,3.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,7.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018004861,17.65
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ELECTRICAL EQUIPMENT x,Musculo-Skeletal,NHS LOGISTICS,1018004861,3.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018004861,19.57
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,2.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018004861,2.18
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,3.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,8.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,8.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,4.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018004861,7.64
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018004861,3.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018004861,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,4.65
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018004861,6.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Corporate - HR/Education,NHS LOGISTICS,1018004861,7.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018004861,6.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018004861,91.2
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018004861,29.17
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018004861,2669.58
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018004861,774.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018004861,1.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,84.84
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,84.84
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,84.84
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: DISPOSABLE,Clinical Support,NHS LOGISTICS,1018004861,3
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018004861,6.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018004861,0.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018004861,4.15
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,91.28
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018004861,21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,NON DISPOSABLE BED LINEN,Musculo-Skeletal,NHS LOGISTICS,1018004861,30.12
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018004861,11.95
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018004861,16.21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Corporate - HR/Education,NHS LOGISTICS,1018004861,0.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018004861,110.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018004861,130.21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018004861,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018004861,0.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018004861,42.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018004861,8.58
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,13.75
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018004861,26.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,17.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,106.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018004861,113.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018004861,5.53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018004861,1.47
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018004861,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018004861,62.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,13.57
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018004861,59.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1018004861,5.53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018004861,7.64
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018004861,4.52
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018004861,6.16
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,45.36
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TUBES,Clinical Support,NHS LOGISTICS,1018004861,6.85
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,21.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018004861,11.63
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,5.89
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018004861,7.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018004861,1.47
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018004861,6.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018004861,7.64
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018004861,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018004861,0.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Musculo-Skeletal,NHS LOGISTICS,1018004861,4.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,30.03
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,27.86
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,20.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,21.88
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018004861,20.25
