Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,ALKINCOATES WOODLAND & NATURE RESERVE GRP,A0057349, 02/03/2017,HED0278332,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 09/03/2017,AAS0278520,10.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 09/03/2017,AAS0278491,14.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 09/03/2017,AAS0278489,25.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 09/03/2017,AAS0278490,33.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,4422,ALLPAY LIMITED,A0084372, 09/03/2017,AAS0278492,536.7,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,ANDREW TIPPING,A0091064, 09/03/2017,REG0277152,120,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,ANTHONY COLLINS SOLICITORS LLP,A0052334, 09/03/2017,DAL0278437,1124.5,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 02/03/2017,PER0278407,449,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARNOLD CLARK VEHICLE MANAGEMENT,A0065524, 16/03/2017,PER0278658,449,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278746,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278746,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278746,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278746,144.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278745,223.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278745,224.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/03/2017,AAS0278746,144.48,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ASKEW REFRIGERATION SERVICES LTD,A0043524, 23/03/2017,EST0278850,280.84,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 16/03/2017,OPS0278592,540.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,AURORA ACCOUNTING SERVICES,A0089134, 16/03/2017,AAS0278672,840,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,AURORA ACCOUNTING SERVICES,A0089134, 16/03/2017,AAS0278671,1170,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,AVALON TOWN PLANNING,A0083619, 29/03/2017,HMR0278896,780,N,N/A,N,130
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,2104,AVIVA INSURANCE,A0091131, 29/03/2017,HED0278867,-2994,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,2104,AVIVA INSURANCE,A0091131, 29/03/2017,HED0278867,2994,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Office and computer equipment,4002,BACK CARE SOLUTIONS LIMITED,A0067155, 09/03/2017,AAS0278501,627,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,4003,BACK CARE SOLUTIONS LIMITED,A0067155, 16/03/2017,HMR0278596,954,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BALMERS GM LIMITED,A0000198, 09/03/2017,PCO4005565,-400,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BALMERS GM LIMITED,A0000198, 09/03/2017,PCO0278462,2000,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 09/03/2017,PCO4005556,-10.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 09/03/2017,PCO0278464,2.97,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 09/03/2017,PCO0278464,4.68,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 29/03/2017,PCO0278984,105.91,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD14,BALMERS GM LIMITED,A0000198, 29/03/2017,PCO4005576,-1800,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD14,BALMERS GM LIMITED,A0000198, 29/03/2017,PCO0278898,2460,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,6.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,7.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,8.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,9.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,10.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,10.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,12.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,14.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,18.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,24.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Expenditure : Materials,2,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,53.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,340,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,166.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,10.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,3.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,19.16,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,41.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,EFM : Other Equipment,4003,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278864,96.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Protective Clothing,4201,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,29.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Protective Clothing,4201,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,66.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Printing & Stationery,4301,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278864,13.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Postages,4501,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,12.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,13.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,17.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,19.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,26.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0279310,-112.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,9.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,9.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,10.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,11.7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,13.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,184,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278863,145.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,47.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,110,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,110,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,110,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,116.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,165,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,165,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,165,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,220,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,220,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,220,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,220,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,Accommodation ,6103,BARCLAYCARD COMMERCIAL,A0045954, 22/03/2017,AAS0278860,275,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 09/03/2017,PCO0278231,0.82,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279006,1.93,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279006,5.06,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279006,5.07,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 09/03/2017,PCO0278232,19.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 09/03/2017,PCO0278232,20.15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279009,27.99,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279007,450,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0278901,43.22,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARNES JB LIMITED,A0000202, 29/03/2017,PCO0279008,1070,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARNES JB LIMITED,A0000202, 09/03/2017,PCO0278463,50.07,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARNES JB LIMITED,A0000202, 02/03/2017,PCO0278297,3.28,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARNES JB LIMITED,A0000202, 02/03/2017,PCO0278297,3.64,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARNES JB LIMITED,A0000202, 02/03/2017,PCO0278297,5.01,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM : Other Equipment,4003,BARNES JB LIMITED,A0000202, 09/03/2017,REG0278448,100.83,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 02/03/2017,PCO0278295,21.27,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 29/03/2017,OPS0278871,25.16,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 29/03/2017,OPS0278871,26.57,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 09/03/2017,OPS0278479,44.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,BARNFIELD INVESTMENT PROPERTIES LTD,A0026595, 23/03/2017,AAS0278806,4140.64,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278455,5.84,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278455,19.84,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278455,29.2,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278465,8.34,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278465,23.36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278465,4.17,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 09/03/2017,PCO0278465,8.76,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK SERV LT,A0000458, 02/03/2017,EST0278383,35,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK SERV LT,A0000458, 02/03/2017,EST0278382,52.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,BCN PRIVATE HIRE LIMITED,A0086143, 16/03/2017,HED0278537,18.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Training : General,1217,BEN SHAW TRAINING LIMITED,A0055722, 29/03/2017,OPS0278920,115,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Training : General,1217,BEN SHAW TRAINING LIMITED,A0055722, 23/03/2017,OPS0278791,800,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Training : General,1217,BEN SHAW TRAINING LIMITED,A0055722, 29/03/2017,OPS0278920,1100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Training : General,1217,BEN SHAW TRAINING LIMITED,A0055722, 29/03/2017,OPS0278869,1400,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 09/03/2017,PCO0278460,115,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 29/03/2017,PCO0278891,115,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 09/03/2017,PCO0278460,1100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 29/03/2017,PCO0278891,1100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,BETTS GEO ENVIRONMENTAL LIMITED,A0090455, 02/03/2017,HED0278374,24490,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 16/03/2017,OPS0278591,339.38,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Premises Related Expense,Rents,2301,BLACKBURN DIOCESAN BOARD OF FINANCE LTD,A0049427, 16/03/2017,COR0278433,2435.4,N,N/A,N,N/A
