"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-C-038","Level E Legal (Nat)","62437","71736","Legal Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-C-038","SCP Above Break Point (Lon)","44453","56953","Duty Prosecutor","19.80","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-C-038","SCP Above Break Point (Nat)","42305","50607","Duty Prosecutor","43.88","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-C-038","Senior Crown Prosecutor (Lon)","36791","44333","Duty Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-C-038","Senior Crown Prosecutor (Nat)","35376","42730","Duty Prosecutor","11.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Level A2 (Lon)","17275","20631","Casework Assistant","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Level B1 (Lon)","21304","27132","Caseworker","8.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Level B1 (Lon)","21304","27132","Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Level E Legal (Lon)","65005","73708","Specialist Prosecutor","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Paralegal Assistant (Lon)","17816","21832","Paralegal Assistant","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","RCPO - Admin Officer (Lon)","20275","23381","Administrative Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","RCPO - Higher Exec Officer (Lon)","29905","36200","Senior Casework Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","SCP Above Break Point (Lon)","44453","56953","Senior Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Specialist Prosecutor (Lon)","54532","67840","Crown Advocate","7.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-040","Specialist Prosecutor (Lon)","54532","67840","Specialist Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level B1 Paralegal Officer (Nat)","20277","25632","Paralegal Assistant","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level A2 (Nat)","15949","19239","Casework Assistant","2.28","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level B1 (Nat)","20277","25632","Caseworker","6.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level B1 (Nat)","20277","25632","Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level B2 (Nat)","25972","30313","Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level B2 (Nat)","25972","30313","Senior Casework Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Level E Legal (Nat)","62437","71736","Specialist Prosecutor","3.92","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Paralegal Assistant (Nat)","16489","20592","Paralegal Assistant","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Senior Crown Prosecutor (Nat)","35376","42730","Senior Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Specialist Prosecutor (Lon)","54532","67840","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Specialist Prosecutor (Nat)","50560","63121","Crown Advocate","1.60","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","Specialist Prosecutor (Nat)","50560","63121","Specialist Prosecutor","3.65","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-048","RCPO - Admin Officer (Nat)","15949","19300","Casework Assistant","0.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level A1 (Lon)","15015","17662","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level A2 (Lon)","17275","20631","Administrative Assistant","5.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level B1 (Lon)","21304","27132","Caseworker","13.56","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level B2 (Lon)","26905","31864","Senior Casework Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level D Admin (Lon)","48665","63121","Policy Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Level E Legal (Lon)","65005","73708","Specialist Prosecutor","7.72","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Senior Crown Prosecutor (Lon)","36791","44333","Senior Crown Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","Specialist Prosecutor (Lon)","54532","67840","Specialist Prosecutor","9.91","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","RCPO - Higher Exec Officer (Lon)","29905","36200","Senior Casework Manager","1.80","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","RCPO - Executive Officer (Lon)","24304","30132","Caseworker","2.58","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","RCPO - Admin Officer (Lon)","20275","23381","Administrative Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","RCPO - Admin Assistant (Lon)","18015","20412","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-047","RCPO - Admin Assistant (Lon)","18015","20412","Caseworker","4.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level A1 (Lon)","15015","17662","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level A2 (Lon)","17275","20631","Administrative Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B1 (Lon)","21304","27132","Area Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B1 (Lon)","21304","27132","Fees Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B2 (Lon)","26905","31864","Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B2 (Lon)","26905","31864","HR Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B2 (Lon)","26905","31864","Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level B2 (Lon)","26905","31864","Project Implementation Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","Level D Admin (Lon)","48665","63121","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","Central Fraud Group","CPS-C-042","RCPO - Admin Officer (Lon)","20275","23381","Fees Clerk","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16524","Administrative Assistant","3.89","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16524","Receptionist","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16524","Reprographics Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19239","Administrative Officer","68.65","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19239","Casework Assistant","27.99","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19239","Fees Clerk","3.50","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19239","Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19239","Witness Care Officer","5.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Associate Prosecutor (Nat)","26881","31374","Associate Prosecutor","30.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Associate Prosecutor 2 (Nat)","31296","34374","Associate Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 Paralegal Officer (Nat)","20277","25632","Paralegal Officer","47.15","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Crown Advocate (Nat)","47605","54532","Crown Advocate","26.17","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Crown Prosecutor (Nat)","27722","31374","Crown Prosecutor","1.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 Per Sec (Nat)","17357","23356","Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Administrative Manager","2.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Area Business Support Officer","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Area Secretariat Officer","0.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Business Support Manager","1.87","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Business Support Officer","1.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Case Progression Manager","11.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Casework Administration Manager","5.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Finance Support Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Information Management Advisor","0.77","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Senior Personal Assistant","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Witness Care Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Caseworker","3.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25632","Trade Union Group President","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30313","Area Finance Manager","0.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30313","Casework Administration Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30313","District Business Manager","6.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30313","HR Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 Paralegal BM (Nat)","25972","30313","Paralegal Business Manager","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39481","Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39481","Equality, Diversity and Community Engagement Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39481","Head of Group Operations Centre","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Admin (Nat)","45191","57910","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Legal (Nat)","45191","57910","District Crown Prosecutor","8.92","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Legal (Nat)","45191","57910","Legal Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Admin (Nat)","62437","71736","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Legal (Nat)","62437","71736","Senior District Crown Prosecutor","3.97","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Paralegal Assistant (Nat)","16489","20592","Paralegal Assistant","17.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","SCP Above Break Point (Nat)","42305","50607","Senior Crown Prosecutor","60.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Advocate (Nat)","61960","66589","Senior Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Prosecutor (Nat)","35376","42730","Senior Crown Prosecutor","53.30","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Specialist Prosecutor (Nat)","50560","63121","Specialist Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Associate Prosecutor (Lon)","27847","32979","Associate Prosecutor","8.03","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Associate Prosecutor (Nat)","26881","31374","Associate Prosecutor","13.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Associate Prosecutor 2 (Lon)","32313","35979","Associate Prosecutor","1.95","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Associate Prosecutor 2 (Nat)","31296","34374","Associate Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Crown Advocate (Lon)","50660","58843","Crown Advocate","17.90","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Crown Advocate (Nat)","47605","54532","Advocacy Assessor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Crown Advocate (Nat)","47605","54532","Crown Advocate","23.36","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Crown Advocate Ctrl Div (Lon)","54532","67840","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 Paralegal Officer (Nat)","20277","25632","Paralegal Officer","23.38","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A1 (Lon)","15015","17662","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A1 (Nat)","14033","16524","Administrative Assistant","6.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A2 (Lon)","17275","20631","Administrative Officer","34.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A2 (Lon)","17275","20631","Witness Care Officer","3.49","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A2 (Nat)","15949","19239","Administrative Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A2 (Nat)","15949","19239","Administrative Officer","38.28","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level A2 (Nat)","15949","19239","Witness Care Officer","2.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Area Facilities and Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Area HR and Training Manager","0.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Case Progression Manager","3.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Casework Administration Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Fees Manager","0.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Paralegal Officer","21.20","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Lon)","21304","27132","Senior Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Administrative Manager","3.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Area Facilities Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Area Performance and Finance Officer","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Area Performance Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Case Progression Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Fees Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Paralegal Officer","0.43","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B1 (Nat)","20277","25632","Senior Personal Assistant","2.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Lon)","26905","31864","Area Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Lon)","26905","31864","Area Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Lon)","26905","31864","HR Advisor","1.00","Human Resources"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Lon)","26905","31864","Paralegal Business Manager","2.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Nat)","25972","30313","District Business Manager","1.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 (Nat)","25972","30313","Paralegal Business Manager","5.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B2 Paralegal BM (Lon)","26905","31864","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B3 (Lon)","33239","41430","Area Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B3 (Lon)","33239","41430","Equality, Diversity and Community Engagement Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B3 (Lon)","33239","41430","Head of Group Operations Centre","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level B3 (Nat)","32228","39481","Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level D Admin (Nat)","45191","57910","Business Change and Delivery Manager","1.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level D Legal (Lon)","48665","63121","Advocacy and Projects Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level D Legal (Lon)","48665","63121","District Crown Prosecutor","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level D Legal (Nat)","45191","57910","District Crown Prosecutor","7.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level D Legal (Nat)","45191","57910","Legal Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level E Admin (Lon)","65005","73708","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level E Legal (Lon)","65005","73708","Head of Complex Casework Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Level E Legal (Nat)","62437","71736","Special Casework Lawyer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Paralegal Assistant (Lon)","17816","21832","Paralegal Assistant","6.57","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Paralegal Assistant (Nat)","16489","20592","Paralegal Assistant","9.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","SCP Above Break Point (Lon)","44453","56953","Senior Crown Prosecutor","7.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","SCP Above Break Point (Nat)","42305","50607","Senior Crown Prosecutor","16.01","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Senior Crown Advocate (Lon)","64649","69304","Senior Crown Advocate","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Senior Crown Prosecutor (Lon)","36791","44333","Senior Crown Prosecutor","23.58","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EASTERN","CPS-G-007","Senior Crown Prosecutor (Nat)","35376","42730","Senior Crown Prosecutor","13.72","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","NORTH WEST","CPS-G-005","Associate Prosecutor (Nat)","26881","31374","Associate Prosecutor","41.28","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","NORTH WEST","CPS-G-005","Crown Advocate (Nat)","47605","54532","Advocacy Assessor","1.00","Operational Delivery"
