Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"29,999.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"29,999.99"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"6,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"-29,999.99"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"-6,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"-6,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"6,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"5,999.80"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,10-Mar-2017,LABORATORY EQUIPMENT,PATHOLOGY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4710089203,"-5,999.80"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,17-Mar-2017,GAS,UTILITIES,CORONA ENERGY LTD,11825229,"49,363.54"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,17-Mar-2017,GAS,UTILITIES,CORONA ENERGY LTD,11825229,"9,872.71"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,24-Mar-2017,GAS,UTILITIES,CORONA ENERGY LTD,11901967,"41,880.27"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,24-Mar-2017,GAS,UTILITIES,CORONA ENERGY LTD,11901967,"8,376.05"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DAAX LTD,4464,"63,500.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DAAX LTD,4464,"12,700.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,10-Mar-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,FRONTIS HOMES LTD,ARINV/00003055,"25,911.67"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,24-Mar-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST2022,"26,139.38"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,24-Mar-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST2041,"29,815.67"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,17-Mar-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6061932,"25,354.08"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,24-Mar-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6127364,"31,692.60"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,24-Mar-2017,COMPUTER MAINTENANCE,INFORMATION MANAGEMENT & TECHNOLOGY,HEALTHCARE SOFTWARE SOLUTIONS LTD,1493,"41,786.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,24-Mar-2017,COMPUTER MAINTENANCE,INFORMATION MANAGEMENT & TECHNOLOGY,HEALTHCARE SOFTWARE SOLUTIONS LTD,1493,"8,357.20"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,24-Mar-2017,COMPUTER MAINTENANCE,INFORMATION MANAGEMENT & TECHNOLOGY,HEALTHCARE SOFTWARE SOLUTIONS LTD,1493,"-8,357.20"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,24-Mar-2017,COMPUTER MAINTENANCE,INFORMATION MANAGEMENT & TECHNOLOGY,HEALTHCARE SOFTWARE SOLUTIONS LTD,1493,"8,357.20"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,31-Mar-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,ESTATES,HEALTHCARE VALIDATION SERVICES LTD,918,"29,742.60"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,31-Mar-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,ESTATES,HEALTHCARE VALIDATION SERVICES LTD,918,"5,948.52"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,31-Mar-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,ESTATES,HEALTHCARE VALIDATION SERVICES LTD,918,"-5,948.52"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00530,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00530,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00530,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00541,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00541,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00541,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00550,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00550,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00550,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00558,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00558,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00558,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,31-Mar-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00569,"27,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/8,"243,149.34"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/8,"202,624.45"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/8,"-243,149.34"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/8,"40,524.89"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,03-Mar-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017229361,"-1,957.10"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,03-Mar-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017229361,"212,728.18"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,10-Mar-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017234080,-841.22
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,10-Mar-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017234080,"91,436.84"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,17-Mar-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017238059,-705.72
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Mar-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017238059,"76,708.20"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,24-Mar-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017243001,-766.45
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,24-Mar-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017243001,"83,309.90"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,24-Mar-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051022102,"103,758.88"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,17-Mar-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051023917,"94,190.28"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,24-Mar-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,SUNQUEST INFORMATION SYSTEMS (EUROPE) LTD,23591,"35,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,24-Mar-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,SUNQUEST INFORMATION SYSTEMS (EUROPE) LTD,23591,"7,000.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,17-Mar-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002326,"38,649.90"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,17-Mar-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002326,"7,729.98"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,17-Mar-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002326,"-7,729.98"
