Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,48,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,01/11/2014,31/10/2018,01/07/2018,,"�400,000.00",,,,,,Glendale Countryside Ltd,,,,,,,,Alastair.Cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,47,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,01/11/2014,31/10/2018,01/07/2018,,"�400,000.00",,,,,,Advance Tree Services Ltd,,,,,,,,Alastair.Cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,51,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,01/11/2014,31/10/2018,01/07/2018,,"�400,000.00",,,,,,J W Salmon - Aboricultural Ltd,,,,,,,,Alastair.Cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,16,,Automatic door maintenance,,"HR, ICT/CSC & SSS",,,Automatic door maintenance,,,01/04/2017,31/03/2018,28/02/2018,,�930.00,,,,,,Dormer UK ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,14,,Banking contract,,Finance & Commercial,,,Banking contract,,,01/04/2017,31/03/2020,01/09/2018,,"�90,000.00",,,,,,Nat West,,,,,,,,Brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,19,,Bill payment system,,"HR, ICT/CSC & SSS",,,Bill payment system,,,01/05/2016,30/04/2018,23/02/2018,30/04/2019,"�37,000.00",,,,,,Allpay.net,,,,,,,,Harmeet.Gill@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,69,,BMS Servicing and Monitoring (Council Offices),,"HR, ICT/CSC & SSS",,,BMS Servicing and Monitoring (Council Offices),,,01/04/2015,31/03/2020,28/02/2018,,"�34,500.00",,,,,,Tesgl Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,84,,Booker  depot management contract,,Finance & Commercial,,,Booker  depot management contract,,,01/05/2013,30/04/2018,,,"�37,500.00",,,,,,Duncan Baily Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,63,,Car Park Barrier Maintenance QVR,,"HR, ICT/CSC & SSS",,,Car Park Barrier Maintenance QVR,,,04/01/2018,03/01/2019,01/12/2018,,"�1,600.00",,,,,,Frontier Pitts,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,75,,cash collection contract,,Finance & Commercial,,,cash collection contract,,,01/01/2015,31/12/2018,30/03/2018,,"�120,000.00",,,,,,Contract Security Services,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,28,,Cash Receipting System,,"HR, ICT/CSC & SSS",,,Cash Receipting System,,,31/07/2017,30/07/2022,31/10/2019,,"�44,700.00",,,,,,Civica,,,,,,,,Mark.Lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,165,,Casualty Insurance,,Finance & Commercial,,,Casualty Insurance,,,01/04/2017,31/03/2020,31/03/2019,31/03/2022,"�175,000.00",,,,,,Travellers,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,60,,CCTV Maintenance at Saunderton Lodge,,"HR, ICT/CSC & SSS",,,CCTV Maintenance at Saunderton Lodge,,,01/04/2017,31/03/2018,28/02/2018,,�140.00,,,,,,Grange Security Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,73,,Church Clock Maintenance - Town Centre,,"HR, ICT/CSC & SSS",,,Church Clock Maintenance - Town Centre,,,01/04/2017,31/03/2018,28/02/2018,,�560.00,,,,,,Gillett & Johnston,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,22,,Collection of Dog Waste,,Environment,,,Collection of Dog Waste,,,01/11/2014,03/03/2020,31/01/2018,,"�155,740.00",,,,,,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,7,,Commercial Vehicles Lease,,Finance & Commercial,,,Commercial Vehicles Lease,,,29/09/2014,28/09/2018,06/03/2018,,"�28,000.00",,,,,,Lex Autolease Ltd,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,79,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,01/06/2017,31/07/2018,31/07/2018,,"�35,000.00",,,,,,Navig8 Consultancy Ltd,,,,,,,,Julie.Openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,80,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,01/04/2017,31/03/2018,28/02/2018,,"�35,000.00",,,,,,Maislarry Ltd,,,,,,,,Julie.Openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,85,,Content management system (website and intranet),,Democratic Legal & Policy,,,Content management system (website and intranet),,,01/09/2017,01/09/2019,01/09/2019,01/09/2021,"�44,300.00",,,,,,Zengenti,,,,,,,,Vivienne.Meldrum@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,32,,Contract B Grounds and Play maintenance,,Commumity,,,Contract B Grounds and Play maintenance,,,01/01/2013,31/12/2019,31/01/2018,,"�6,300,000.00",,,,,,Quadron,,,,,,,,Andy.Sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,70,,Council Chamber Audio/Visual System Maintenance & Call out,,"HR, ICT/CSC & SSS",,,Council Chamber Audio/Visual System Maintenance & Call out,,,17/04/2017,31/03/2018,28/02/2018,,"�3,000.00",,,,,,Auditel Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,65,,Council Offices Generator Annual Service,,"HR, ICT/CSC & SSS",,,Council Offices Generator Annual Service,,,01/04/2017,31/03/2018,28/02/2018,,�700.00,,,,,,TW Generators,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,38,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,01/04/2013,31/03/2018,31/03/2018,,"�93,200.00",,,,,,Smith & Ouzman,,,,,,,,Jennie.Rahman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,1,,Data Room for Waste CD,,Finance & Commercial,,,Data Room for Waste CD,,,17/06/2011,30/09/2018,01/05/2018,,,,,,,,EU supplies,,,,,,,,Steve.Middleton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,6,,Death in Service Insurance service,,"HR, ICT/CSC & SSS",,,Death in Service Insurance service,,,01/04/2017,31/03/2018,01/01/2018,,"�26,000.00",,,,,,Canada Life,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,114,,Desborough Square - professional sevices,,Major projects & Estates,,,Desborough Square - professional sevices,,,29/09/2016,30/06/2018,30/06/2018,,"�215,000.00",,,,,,Faithful and Gould,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,131,,"Design and build Commumity room, QEII playing fields",,Commumity,,,"Design and build Commumity room, QEII playing fields",,,21/04/2017,01/05/2018,02/06/2018,,"�150,000.00",,,,,,Integra building ltd,,,,,,,,Alison.Clark@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,130,,Design Consultants -  Aldi Supermarket,,Finance & Commercial,,,Design Consultants -  Aldi Supermarket,,,31/01/2017,28/02/2018,28/02/2018,,"�11,500.00",,,,,,Kendall King Scott,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,46,,Document storage and related services,,Democratic Legal & Policy,,,Document storage and related services,,,01/01/2014,31/12/2017,28/02/2018,,"�28,000.00",,,,,,Iron Mountain (UK) Ltd,,,,,,,,Jennifer.Griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,21,,Dog Warden Service,,Environment,,,Dog Warden Service,,,01/11/2014,31/10/2018,31/03/2018,,"�229,560.00",,,,,,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,58,,Door Access Systems Maintenance,,"HR, ICT/CSC & SSS",,,Door Access Systems Maintenance,,,01/04/2017,31/03/2018,28/02/2018,,"�4,000.00",,,,,,i2 Security,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,113,,Duke Street - Management Contract,,Major Projects & Estates,,,Duke Street - Management Contract,,,01/06/2016,30/05/2018,30/05/2018,,"�20,000.00",,,,,,Watersmeet Surveyors,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,31,,eFinancials,,Finance & Commercial,,,eFinancials,,,29/11/2011,31/03/2018,31/03/2018,31/03/2020,"�87,000.00",,,,,,Advanced Business Solutions,,,,,,,,Brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,3,,Environment Removals Contract,,Environment,,,Environment Removals Contract,,,01/10/2014,30/09/2018,31/03/2018,,"�40,000.00",,,,,,Doree Bonner,,,,,,,,Nick.Lamport@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,83,,Equifax credit reference,,Environment,,,Equifax credit reference,,,17/07/2015,17/08/2018,,,"�4,000.00",,,,,,Equifax Services,,,,,,,,Brian.Daly@Wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,78,,estate management - Rayners Lane mobile home site,,Environment,,,estate management - Rayners Lane mobile home site,,,01/08/2012,31/07/2018,30/06/2018,,�0.00,,,,,,Thompson Wilson lettings,,,,,,,,Amy.Starsmore@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,39,,External audit,,Finance & Commercial,,,External audit,,,01/09/2012,31/08/2018,03/04/2018,,"�600,000.00",,,,,,Ernest & Young,,,,,,,,Brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,172,,Fieldhouse lane access Road,,Major Projects & Estates,,,Fieldhouse lane access Road,,,01/10/2017,01/04/2018,28/02/2018,,"�44,500.00",,,,,,John Lee Construction,,,,,,,,Jaswinder.Boom@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,134,,FIO and complaints handling software,,Democratic Legal & Policy,,,FIO and complaints handling software,,,03/05/2017,02/05/2020,01/05/2018,,"�16,000.00",,,,,,Covalent ltd,,,,,,,,Jennifer.Griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,17,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,"HR, ICT/CSC & SSS",,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,01/04/2014,31/03/2019,31/01/2018,31/03/2020,"�80,000.00",,,,,,Lightside Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,155,,Food Hygine inspections,,Environment,,,Food Hygine inspections,,,01/01/2018,31/03/2021,01/04/2018,,"�44,800.00",,,,,,Osborne Richardson,,,,,,,,Andrew.Collinson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,24,,Forcepoint cloud security (web and email),,"HR, ICT/CSC & SSS",,,Forcepoint cloud security (web and email),,,01/04/2017,31/03/2019,01/02/2019,,"�51,000.00",,,,,,Triton Forcepoint (formally Websense) (Via Civica),,,,,,,,Mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,67,,Foul Water Pump (Swan MSCP),,"HR, ICT/CSC & SSS",,,Foul Water Pump (Swan MSCP),,,01/06/2017,31/05/2018,01/05/2018,,"�1,200.00",,,,,,SPP Pumps,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,66,,Generator Maintenance Saunderton Lodge,,"HR, ICT/CSC & SSS",,,Generator Maintenance Saunderton Lodge,,,01/04/2017,31/03/2018,28/02/2018,,�370.00,,,,,,Hopkin & Insall,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,99,,Green infra structure suport,,Planning & Sustainability,,,Green infra structure suport,,,01/12/2015,30/11/2018,01/01/2018,,�30.00,,,,,,Bell fischer landscape Architects,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,157,,Grounds Maintenace Handy Cross Hub,,Major Project & Estates,,,Grounds Maintenace Handy Cross Hub,,,01/10/2017,30/09/2018,31/07/2018,,"�11,720.00",,,,,,John O'conner ltd,,,,,,,,Richard.Holman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,55,,Gutter Cleaning,,"HR, ICT/CSC & SSS",,,Gutter Cleaning,,,01/11/2015,30/10/2018,01/06/2018,,"�50,000.00",,,,,,Murrell Estates Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,93,,Handy Cross phase 3 & 4 Agents,,Finance & Commercial,,,Handy Cross phase 3 & 4 Agents,,,01/09/2015,,30/09/2016,,"�500,000.00",,,,,,Savills,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,158,,Heavy rail link,,Planning,,,Heavy rail link,,,11/11/2017,23/04/2018,23/04/2018,,"�51,587.00",,,,,,Atkins ltd,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,56,,HVAC Planned Preventative Maintenance,,"HR, ICT/CSC & SSS",,,HVAC Planned Preventative Maintenance,,,01/04/2014,31/03/2019,30/04/2018,,"�200,000.00",,,,,,Tencer Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,106,,ICES - BPU services provision,,Environment,,,ICES - BPU services provision,,,02/12/2016,01/12/2018,01/06/2018,,"�90,000.00",,,,,,ICES - Imperial Civil enforcement Solutions,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,23,,ICT and CSC Managed Services,,"HR, ICT/CSC & SSS",,,ICT and CSC Managed Services,,,01/02/2015,01/02/2020,01/01/2019,01/02/2024,"�6,906,000.00",,,,,,Capita,,,,,,,,Mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,104,,In Life care plans MSCP's,,"HR, ICT/CSC & SSS",,,In Life care plans MSCP's,,,25/04/2016,24/04/2020,24/04/2018,,"�71,500.00",,,,,,Stripe Consulting,,,,,,,,Marcus.Allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,102,,Inspections required by WDC Asbestos Management Plans,,"HR, ICT/CSC & SSS",,,Inspections required by WDC Asbestos Management Plans,,,01/08/2017,31/07/2018,30/06/2018,,"�3,250.00",,,,,,Bardon Environmental,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,86,,Installation of Festive Lights,,"HR, ICT/CSC & SSS",,,Installation of Festive Lights,,,01/09/2015,31/01/2019,31/01/2018,,"�163,000.00",,,,,,Lamps & Tube Illuminations Ltd.,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,140,,Insurance - casualty,,Finance & Commercial,,,Insurance - casualty,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�175,000.00",,,,,,Travelers,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,136,,Insurance - Engineering inspection,,Finance & Commercial,,,Insurance - Engineering inspection,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�28,000.00",,,,,,Zurich Municipal,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,137,,Insurance - Engineering Insurance,,Finance & Commercial,,,Insurance - Engineering Insurance,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�19,000.00",,,,,,Zurich municipal,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,141,,Insurance - Fidelity (financial),,Finance & Commercial,,,Insurance - Fidelity (financial),,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�14,000.00",,,,,,Zurich Municipal,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,139,,Insurance - Major Projects & Estates,,Finance & Commercial,,,Insurance - Major Projects & Estates,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�370,000.00",,,,,,Protector,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,142,,Insurance - Motor,,Finance & Commercial,,,Insurance - Motor,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�9,500.00",,,,,,Protector,,,,,,,,Ryan.Savage@wycombe.gov.uk,
