"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","Designer","4.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","Developer","20.80","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","IS Operational Lead","8.69","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","Support Engineer","12.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","Requirements Analyst","6.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","Test Analyst","7.61","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3A","26247","32231","Graphic Designer","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2A","18626","22874","IS Administrator","4.84","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2B","21569","26487","Business Systems Support","1.51","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","IS Technology Services Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","IS Business Planning Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","IS Chief Architect","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","IS Principal Bus Consultant","2.81","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","IS Principal Architect","3.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","IS Business Analyst","4.76","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4A","38099","46786","Solution Architect","6.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2B","21569","26487","Service Desk Analyst","6.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","IS Config Analyst & Design Engineer","0.95","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","IS Data Centre Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","GDMS Operations Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2C","23284","28592","GDMS Support Analyst","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2C","23284","28592","IS Contract Coordinator","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","3rd Party Technical Service Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4B","42333","51984","Agile Delivery Manager","3.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3C","32173","39509","Scrum Master","15.45","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","Release Engineer","2.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","IT Test Analyst","4.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","IT Software Engineer","10.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","4A","38099","46786","Agile Integration Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","3B","28787","35350","IT Trainee","18.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2A","18626","22874","IT Environment Management Support","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","2A","18626","22874","IT Placement Student","2.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","2B","21569","26487","Product Business Support","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Business Planning Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2B","21569","26487","Cartographer","49.92","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","Carto Design Consultant","3.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2C","23284","28592","Carto Developer","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","3A","26247","32231","Dig Supply Production Manager","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2B","21569","26487","Dig Supply Business Information Analyst","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","Data Supply Technician/Tester1","3.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","1C","15663","19235","Data Supply Officer","2.81","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2B","21569","26487","Digital Supply Fulfilment Specialist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2B","21569","26487","Digital Supply Quality Assurance Specialist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","2B","21569","26487","Data Supply Specialist","3.32","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","1C","15663","19235","Data Supply Officer Contract Administration","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","3C","32173","39509","Project Manager","11.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","2B","21569","26487","Portfolio Office Co-ordinator","2.81","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","3C","32173","39509","Portfolio Office Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","4B","42333","51984","Programme Manager","2.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Senior Information Architect","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","OS International","1","4C","46566","57183","Head of Product Data & Engineering","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3B","28787","35350","Geographic Information Architect","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Senior Geographic Information Architect","3.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","Innovation Community & Event Co-ordinator","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Developer Programme Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Licencing Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Licence Developer","4.86","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","Licensing Specialist","2.74","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Propositions Analyst","0.81","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Product Strategy & Proposition Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","NGD and Quality Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Inspire & UKLP Delivery Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Product Manager 2","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","PM Technical Manager","6.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3A","26247","32231","Prod Ass Test Analyst","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","2B","21569","26487","Product Manager","1.81","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Product Development & Engineering Manager","0.54","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Product Portfolio Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Prototyping Manager","1.67","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4C","46566","57183","Head of Product Management","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3B","28787","35350","Senior Product Developer","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Senior Product Manager","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Product Manager","8.80","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","PM Senior Tech Manager","4.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Proposition Portfolio Manager","5.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Online Operations Manager BSS","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4B","42333","51984","Data Lab Research Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3C","32173","39509","Research Consultancy Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","2B","21569","26487","Research Project Coordinator","0.81","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Operations","2","3C","32173","39509","Senior Research & Development Scientist","4.65","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3B","28787","35350","Research & Development Scientist","10.81","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","4A","38099","46786","Principal Scientist","2.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","Business Info Specialist","3.57","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","CSC Service Delivery Manager","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","CSC Service Advisor","18.92","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Head of Marketing Communications","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","Marketing Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","Marketing Communications Manager - Partner","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","Marketing Communications Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Corporate Office","1","2B","21569","26487","Events Coordinator","2.00","Communications"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3B","28787","35350","Market Intelligence Analyst","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","Marketing Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","Web Editor","1.81","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","Web Analyst","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3B","28787","35350","Vertical Marketing Manager","3.65","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","Digital Marketing Executive","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","B2C Marketing Specialist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3B","28787","35350","S&MD Operations Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","S&MD Business Consultant","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4A","38099","46786","Customer Experience Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4C","46566","57183","Operations & Customer Services Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","S&MD Business Information & Process Specialist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","S&MD Business Information Analyst","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","PPSS Supply Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","P&PSS Principal Consultant","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","3B","28787","35350","P&PSS Senior GI Developer","3.81","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","P&PSS GI Consultant","12.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","PPSS GI Developer/Consultant","9.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Head of Partners and Alliance Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Sector Manager","9.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","Account Manager","19.61","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","Account Executive","7.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4A","38099","46786","Retail Sales Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Principal","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","B2C Commercial Channel Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","B2C Digital Channel Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Sales Development Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3C","32173","39509","Relationship Manager","9.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","2B","21569","26487","L&P Market Development Executive","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Head of Consumer Sales","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","4B","42333","51984","Collaborations Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Sales and Market Development","4","3A","26247","32231","S&MD Contract Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Corporate Office","1","SMH","60000","95000","Head of Corporate Affairs","0.60","Communications"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","SMH","60000","95000","Head of IS Service Delivery","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","Products","5","SMH","60000","95000","Head of Product Management","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","SMH","60000","95000","Head of Legal Services","1.00","Law"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","SMH","60000","95000","Head of Internal Audit","1.00","Internal Audit"
"Department for Business Innovation and Skills","Ordnance Survey","Corporate Office","1","SMH","60000","95000","Head of Stakeholder Engagement","1.00","Communications"
"Department for Business Innovation and Skills","Ordnance Survey","OS International","1","SMH","60000","95000","Head of International","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Information Services","6","SMH","60000","95000","Head of IS Development","1.00","Information Technology"
"Department for Business Innovation and Skills","Ordnance Survey","OS International","1","SMH","60000","95000","Director of Strategic Business Development","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","OS International","1","SMH","60000","95000","Managing Director OSL","1.00","Operational Delivery"
