Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,11/01/2017,23216630,1,697.5,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,19/01/2017,23216632,1,630,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,11/01/2017,23225341,1,1955,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,10/03/2017,23264267,1,600,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,10/03/2017,23264271,1,925,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,31/03/2017,23275509,1,2090,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,31/03/2017,23285025,1,2115,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,20/03/2017,23272249,1,1015,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,02/02/2017,23235815,1,2475,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,26/01/2017,23225372,1,1065,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,21/03/2017,23272217,1,890,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,23/01/2017,23232927,1,950,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,13/01/2017,23216628,1,2945,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,,Not yet available,Not yet available,02/02/2017,23232933,1,1110,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,,Not yet available,Not yet available,08/03/2017,23265084,1,1699.2,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,,Not yet available,Not yet available,25/01/2017,23233719,1,6780.9,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,17/01/2017,23224914,1,920,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,22/03/2017,23272557,1,700,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,21/03/2017,23272331,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,20/03/2017,23272328,1,990,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,10/03/2017,23263881,1,730,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,,Not yet available,Not yet available,07/03/2017,23263883,1,895,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,PLUMBCARE YORKSHIRE LTD,Redacted,,Not yet available,Not yet available,17/01/2017,23229802,1,786.58,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Plumbers� Merchants,59860,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,21/02/2017,23249873,1,2598,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,23/01/2017,23232889,1,625,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,10/03/2017,23268630,1,776.25,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,26/01/2017,23235245,1,500,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,21/03/2017,23271674,1,850,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,21/03/2017,23271677,1,950,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,21/03/2017,23271678,1,950,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,21/03/2017,23271680,1,625,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,22/03/2017,23272827,1,2185,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,,Not yet available,Not yet available,13/03/2017,23268986,1,900,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,THYSSENKRUPP ENCASA,Redacted,,Not yet available,Not yet available,09/03/2017,23256730,1,3525,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,15/03/2017,23268599,1,749.4,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,30/01/2017,23234502,1,652.8,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,10/02/2017,23247419,1,1090,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,23/01/2017,23231230,1,900,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,23/01/2017,23231231,1,3720.6,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,06/02/2017,23244677,1,2560,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,,Not yet available,Not yet available,08/03/2017,23265089,1,2550,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/03/2017,23268918,1,1504.5,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/03/2017,23268920,1,2954.24,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/02/2017,23252660,1,2757.83,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/02/2017,23252661,1,3186.44,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,16/01/2017,23229575,1,3273.18,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,16/01/2017,23229607,1,2147.27,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,15/02/2017,23250979,1,1796.37,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,15/02/2017,23250980,1,3452.04,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,,Not yet available,Not yet available,22/02/2017,23253411,1,3360,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Life Coaching,47809,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,,Not yet available,Not yet available,16/01/2017,23229394,1,4000,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,,Not yet available,Not yet available,13/02/2017,23249227,1,2000,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,,Not yet available,Not yet available,13/02/2017,23249491,1,2000,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,07/03/2017,23265854,1,700,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,30/03/2017,23284964,1,500,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,30/03/2017,23284966,1,1980,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,07/03/2017,23266028,1,600,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,07/03/2017,23266030,1,1200,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,03/02/2017,23244714,1,850,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,03/02/2017,23244723,1,850,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INTEGRATE FAMILIES,Redacted,,Not yet available,Not yet available,03/02/2017,23244785,1,600,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PAC UK LTD,Redacted,,Not yet available,Not yet available,03/02/2017,23244708,1,1453.35,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Training Services,79980,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PAC UK LTD,Redacted,,Not yet available,Not yet available,23/01/2017,23233833,1,1123.1,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Training Services,79980,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PAC UK LTD,Redacted,,Not yet available,Not yet available,23/01/2017,23233830,1,1105.77,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Training Services,79980,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PLAY THERAPY CENTRAL,Redacted,,Not yet available,Not yet available,10/01/2017,23227486,1,750,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Educational Services,29360,Not yet available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,REFLECTIVE MINDS LTD,Redacted,9776633,Not yet available,Not yet available,08/02/2017,23247348,1,556.5,Nil,Adoption Support Fund Expenditure,Revenue,Professional Services,CAT08,Psychologists,62100,Not yet available
