OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,AC138142229133171,"Summer events series, Mill sq.",CITY DEVELOPMENT,265-Other Hired And Contracted Services,,13/08/2015,,,,,"£8,000.00",,"ACORN SCAFFOLDING (YORKSHIRE) LTD, Moor Lane Trading Estate, Moxon Way Sherburn In Elmet, LEEDS, LS25 6ES",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,AR021342244INV26124,Cresent Grange Fire Sprinkler,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,28/08/2015,,,,,"£24,800.00",,"ARMSTRONG PRIESTLEY LTD, 77 Holbeck Lane, Holbeck, LEEDS, LS11 9UL",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,BA299042226141000986,Families first Support,CHILDRENS SERVICES,551-Section 17,,10/08/2015,,,,,£364.37,,"BARNARDOS, Head Office, Barnardos Tanners Lane, BARKINGSIDE ILFORD ESSEX, IG6 1QG",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,BU117142221745/15GB,Mint Subscription,CITY DEVELOPMENT,206-Books & Audio-Visual Materials,,05/08/2015,,,,,"£6,300.00",,"BUREAU VAN DIJK ELECTRONIC PUBLISHING, Northburgh House 10 Northburgh Street, NULL, LONDON, EC1V 0PP",,e) Large,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,BU54554222398688,Annual Support,CENTRAL & CORPORATE,214-Computer Software & Equipment,,07/08/2015,,,,,"£6,270.00",,"BUSINESS SYSTEMS LIMITED, 12 Smith'S Yard, Summerley Street, LONDON, SW18 4HR",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CA0908422336564,Visit  to Camp Hill by 30 Young People,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,17/08/2015,,,,,"£6,000.00",,"CAMP HILL LTD, Kirklington, Bedale, NORTH YORKSHIRE, DL8 2LS",,Other/Not known,,,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CO0375422371150609,Leeds Art Gallery Share of Costs - Terry Frost Project.,CITY DEVELOPMENT,277-Bought In Professional Services,,21/08/2015,,,,,"£16,066.00",,"Constantine, Constantine House, 20-26 Sandgate Street, LONDON, SE15 1LE",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CO15654224491,One-off payment to community pharmacy,JCS FOR PEOPLE WITH LEARNING DISABILITIE,561-Payments To Voluntary Organisations,,28/08/2015,,,,,"£38,464.00",,"Cpwy - Services, Brooklands Court, Tunstall Road, LEEDS, LS11 5HL",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CO163342226237447,Airetime on Heart FM and BASBOF,CENTRAL & CORP FUNC ADMINIST (NON LCC),267-Publication And Promotion,,10/08/2015,,,,,"£10,094.08",,"Communicorp Uk Ltd, Laser House  Waterfront Quay, Salford Quays, MANCHESTER, M50 3XW",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CO176542244INV-782231893,Refurbishment of ground floor toilets,CENTRAL & CORPORATE,,,28/08/2015,,,,,"£21,039.35",,"Cornel Building Services Ltd., 7 Broad Cut Road, Caldergrove, WAKEFIELD, WF4 3DR",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CO4855422225434,Oakwood Clock,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,06/08/2015,,,,,"£8,508.78",,"M D CONSTRUCTION (BFD) LTD, Westfield Farm Westgate Hill Street, Tong, BRADFORD, BD4 0SL",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,CU0634422292854,Residential care,CHILDRENS SERVICES,507-General External Residential Placements,,13/08/2015,,,,,"£52,257.00",,"CUMBERLAND & WESTMORLAND SCHOOLS LTD, Cumberland School, Church Road  Bamber Bridge, PRESTON, PR5 6EP",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,DA148042229LEEDSC&FNO6,Reasearch costs,CHILDRENS SERVICES,277-Bought In Professional Services,,13/08/2015,,,,,"£8,800.00",,"Thorpe Research Ltd, 78 Greenside, NULL, KENDAL, LA9 5DT",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,DE1106422213758259,Work at Yeadon Library,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,05/08/2015,,,,,"£21,244.98",,"Demco Europe Limited, Grange House, 2 Geddings Road, HODDESDON, EN11 0NT",,d) Medium,,,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,DO0349422449100731026,Fire Shutter at Kirkgate Market,CITY DEVELOPMENT,,,28/08/2015,,,,,"£6,189.79",,"DORMA UK LIMITED, Wilbury Way, Hitchin, HERTS, SG4 0AB",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,DO146442237108109,LCC repair receipts,CENTRAL & CORPORATE,205-Operational Materials,,21/08/2015,,,,,"£5,768.30",,"DOCUMENT MANAGEMENT SOLUTIONS LTD, Mulberry House, Chelmsford Road, HIGH ONGAR  ESSEX, CM5 9NL",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,DU024942237349,design and production of exhibition,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,21/08/2015,,,,,"£5,215.00",,"Designed By Duo Ltd, Studio 2, 30-38 Dock Street, LEEDS, LS10 1JF",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,FA9998422281236251,Filter & Belts,CENTRAL & CORPORATE,205-Operational Materials,,12/08/2015,,,,,"£8,180.00",,"Systemair Fans & Spares, 72 Cheston Road, NULL, BIRMINGHAM, B7 5EJ",,d) Medium,,,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,FI9681422212997,Election Count Recharges,CENTRAL & CORPORATE,253-Conference Meetings,,05/08/2015,,,,,"£33,535.00",,"SMG (UK) LTD, First Direct Arena, Arena Way, LEEDS, LS2 8BY",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,GC003842243102154,ICT Agency Staff,CENTRAL & CORPORATE,,,27/08/2015,,,,,"£5,600.00",,"GCS Recruitment Specialists Ltd, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,GE983542237GEN29083,ICT Agency Staff,CENTRAL & CORPORATE,8-Agency Staff,,21/08/2015,,,,,"£9,000.00",,"Triad Resourcing, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LF",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,GL016942221682456,Best Summer Campaign,CENTRAL & CORPORATE,267-Publication And Promotion,,05/08/2015,,,,,"£6,500.00",,"Global Radio Services Ltd, Po Box 2020, NULL, READING, RG31 7FG",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,GR372742227S7549,Project Support Fund 2015-16 for Woodhouse Hill Road,ENVIRONMENT & HOUSING,,,11/08/2015,,,,,"£11,000.00",,"GROUNDWORK LEEDS, Environmental & Business Services, Merlyn-Rees Avenue, MORLEY  LEEDS, LS27 9SL",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,HI052442244LETENCO/5AC,Young persons Housing,CHILDRENS SERVICES,552-Rents (non supported),,28/08/2015,,,,,"£13,000.00",,"Hinton & Downes Ltd, 399 High Road, NULL, HARROW WEALD, HA3 6EL",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,HU999942241INV216006,Annual Maintenance,STRATEGIC LANDLORD,214-Computer Software & Equipment,,25/08/2015,,,,,"£5,633.25",,"Hub Solutions, 94 Foxearth Road, NULL, SOUTH CROYDON, CR2 8EF",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,IL2222422195172,Case management system,ENVIRONMENT & HOUSING,214-Computer Software & Equipment,,03/08/2015,,,,,"£8,560.00",,"ILLY COMPUTER SYSTEMS LTD, 11 Hoxton Square, NULL, LONDON, N1 6NU",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,IN075442223VYO66804,Design fees from interserve,CHILDRENS SERVICES,,,07/08/2015,,,,,"£126,559.00",,"Interserve Construction Ltd, 1 Thunderhead Ridge, Glasshoughton, CASTLEFORD, WF10 4UA",,e) Large,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,MA637342244ZJB0033959,Plastic Cycle lockers,CENTRAL & CORPORATE,205-Operational Materials,,28/08/2015,,,,,"£9,705.20",,"Marshalls Mono Ltd, Landscape House, Premier Way Lowfields Business Park, ELLAND WEST YORKSHIRE, HX5 9HT",,e) Large,,,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,MC0114422345968,Estimated Penalty Charge Notices,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,18/08/2015,,,,,"£13,611.90",,"Patrol (Parking), 2nd Floor Springfield House, Water Lane, WILMSLOW, SK9 5BG",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PA1273422221189,Estimated Bus Lane Penalty Charge,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,06/08/2015,,,,,"£9,019.20",,"Patrol Bus Lanes, Springfield House, Water Lane, MANCHESTER, SK9 5BG",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PA1893422433856,Fencing,CHILDRENS SERVICES,NUL-,,27/08/2015,,,,,"£21,789.90",,"Parkers Landscapes & Construction Ltd, 20 Burley Road, Menston, ILKLEY  WEST YORKSHI, LS29 6PG",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PA403B4222956547,Steel Fencing,ENVIRONMENT & HOUSING,205-Operational Materials,,13/08/2015,,,,,"£11,233.50",,"PARAMOUNT STEEL FENCE, Florida Close, Hot Lane Industrial Estate, BURSLEM  STOKE ON TRENT, ST6 2DJ",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PE26284223715/1625,Sound and Lighting,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,21/08/2015,,,,,"£20,384.20",,"PETE DEACON PRODUCTIONS LTD, 12 Green Lane, Yeadon, LEEDS, LS19 6AW",,b) Micro,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PI3670422266188294,Legal Fees,CHILDRENS SERVICES,411-Legal Disbursements,,10/08/2015,,,,,"£7,582.42",,"PINSENT MASONS, 1 Park Row, NULL, LEEDS, LS1 5AB",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PO04004223542323,World Triathlon,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,19/08/2015,,,,,"£5,750.00",,"Podium Projects UK Ltd, Glenavon  Worksop Road, Aston, SHEFFIELD, S26 2EB",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,PR1978422264635,Modular Unit,ENVIRONMENT & HOUSING,,,10/08/2015,,,,,"£13,167.98",,"C 3 S PROJECTS, Canal Mills, Elland Bridge, ELLAND, HX5 0SQ",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,SA047242228LEE6220,Legal Fees,CITY DEVELOPMENT,259-Consultancy Services,,12/08/2015,,,,,"£10,000.00",,"Sanderson Weatherall LLP, C/O W Mulvany, 25 Wellington Street, LEEDS, LS1 4WG",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,SC026142237C436/645,Westdale Drive Garages,ENVIRONMENT & HOUSING,205-Operational Materials,,21/08/2015,,,,,"£20,480.00",,"Scientific Roads, 2 Nook Green, Tingley, WAKEFIELD, WF3 1ER",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,SE1683422221014A,Paint,ENVIRONMENT & HOUSING,234-Recycling & Reuse Charges,,06/08/2015,,,,,"£8,408.00",,"SEAGULLS RE-USE LTD, Units 3-4 Aire Place Mills, Kirrkstall Road, LEEDS, LS3 1JL",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,SI13914224313971,Supply of CCTV Operators,CHILDRENS SERVICES,252-CCTV,,27/08/2015,,,,,"£5,121.92",,"4 SITE SECURITY SERVICES LTD, Bank House, Parkfield Street, LEEDS, LS11 5PH",,c) Small,,,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,SK1271422304405,Disposal of mixed municipal waste,ENVIRONMENT & HOUSING,126-Removal Of Workplace Waste,,14/08/2015,,,,,"£5,521.64",,"Skelton Skip Hire And Waste, Site 46 Knowsthorpe Way, Cross Green Industrial Estate, LEEDS, LS9 0SW",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,ST38824222315/023,Stop hate campaign,ENVIRONMENT & HOUSING,290-Grant Related Expenditure,,07/08/2015,,,,,"£8,750.00",,"STOP HATE UK, P O Box 484, NULL, LEEDS, LS7 9BZ",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,WA04234222615515,Extension to foster home,CHILDRENS SERVICES,550-Placement Support,,10/08/2015,,,,,"£42,844.25",,"WALTER WEST BUILDERS LTD, Bank Street, Highgate, DEWSBURY, WF12 7DH",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,WA21894222891309380926,SWYRC Secondment costs,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,12/08/2015,,,,,"£11,143.20",,"WAKEFIELD METROPOLITAN DISTRICT, Income Team  Wakefield One, Po Box 700  Burton Street, WAKEFIELD, WF1 2EB",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,WE068942230W0000190,DIP Qtr 1 Apr - June 15,ENVIRONMENT & HOUSING,521-Services Provided By Other Public Bodies,,14/08/2015,,,,,"£14,483.72",,"The West Yorkshire CRC Ltd, Finance Dept Cliff Hill House, Sandy Walk, WAKEFIELD, WF1 2DJ",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,WE665942240SI01-29793,Programme Management of RGF3,CENTRAL & CORP FUNC ADMINIST (NON LCC),265-Other Hired And Contracted Services,,24/08/2015,,,,,"£12,149.54",,"West Yorkshire Combined Authority, Wellington House, 40/50 Wellington Street, LEEDS, LS1 2DE",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31-Aug,WI003742242725925,Playground equipment and work,ENVIRONMENT & HOUSING,205-Operational Materials,,26/08/2015,,,,,"£14,335.00",,"WICKSTEED LEISURE LTD, Digby Street, Kettering, NORTHAMPTONSHIRE, NN16 8YJ",,d) Medium,,,Quotes
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
