Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2201/11002,Energy-Electricy,11002,02/03/2017,crn0000567,-836.95,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Environment,Supplies and Services,2020/35104,Software Charges,35104,02/03/2017,inv0037687,3000.00,Control Holding and SU Accnts,Idox Software Limited,18011
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Environment,Premises,1617/11002,Energy-Electricy,11002,02/03/2017,inv0037621,141.95,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Supplies and Services,1610/34107,Hired Services - General,34107,02/03/2017,inv0037701,115.00,General Fund,Yorkshire Housing,19689
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Premises,1617/12001,Rents (Premises Only),12001,02/03/2017,inv0037599,1399.95,General Fund,Yorkshire Housing,19689
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Premises,1617/12001,Rents (Premises Only),12001,02/03/2017,inv0037601,1311.34,General Fund,Yorkshire Housing,19689
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Corporate Services,Supplies and Services,1631/35104,Software Charges,35104,02/03/2017,inv0037693,900.00,General Fund,Northgate Public Services (UK) Ltd,18250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38040,Miscellaneous-Contributions-General,38040,02/03/2017,inv0037691,5000.00,General Fund,Crossco (1377) Ltd,30937
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38050,Misc. - General Provision,38050,02/03/2017,inv0037596,24.20,General Fund,Newsquest Media Group,17679
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38050,Misc. - General Provision,38050,02/03/2017,inv0037596,145.20,General Fund,Newsquest Media Group,17679
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38040,Miscellaneous-Contributions-General,38040,02/03/2017,inv0037695,975.00,General Fund,NYBEP Ltd,17560
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Corporate Services,Employees,1031/09002,External Training Inc.Seminr,09002,09/03/2017,inv0037790,463.00,General Fund,Association of Electoral Administrators,20713
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Grants Bequests and Donations,1101,Corporate Services,Supplies and Services,1001/37313,Grant - Community Grants,37313,09/03/2017,inv0037775,2000.00,General Fund,Ryedale Special Families,17566
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,09/03/2017,inv0037196,750.00,General Fund,Datatank Limited,25568
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Economy and Infrastructure,Supplies and Services,1121/37313,Grant - Community Grants,37313,09/03/2017,inv0037703,500.00,General Fund,Welburn Village Hall,17618
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Tourism,1204,Economy and Infrastructure,Supplies and Services,1131/38031,Adverts-Not Staff Recruiting,38031,09/03/2017,inv0037711,1700.00,General Fund,Pyper York Ltd,27585
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Tourism,1204,Economy and Infrastructure,Supplies and Services,1131/38033,Publicity & Mark'g Hosp'lity,38033,09/03/2017,inv0037712,1500.00,General Fund,Pyper York Ltd,27585
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Liabilities,6A3,Short Term Creditors,6321,Corporate Management,Balance Sheet Detail Codes,6453/A9001,Balance Sheet Debit,A9001,09/03/2017,inv0037678,42592.00,Balance Sheet,North Yorkshire Pension Fund,17411
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Recycling,1305,Environment,Supplies and Services,1325/33002,Printing & Stationery,33002,09/03/2017,inv0037725,205.00,General Fund,In-Print,17355
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Supplies and Services,1336/38030,Paupers Funerals,38030,09/03/2017,inv0037724,1450.00,General Fund,Fergus Court Funeral Services,26713
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20202/VR107,Transport Parts & Materials,20202,09/03/2017,inv0037714,61.25,Control Holding and SU Accnts,North Side Truck & Van,18651
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20202/VR109,Transport Parts & Materials,20202,09/03/2017,inv0037706,821.40,Control Holding and SU Accnts,North Side Truck & Van,18651
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20202/VR109,Transport Parts & Materials,20202,09/03/2017,inv0037706,16.00,Control Holding and SU Accnts,North Side Truck & Van,18651
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2461/20202/VY203,Transport Parts & Materials,20202,09/03/2017,inv0037714,61.25,Control Holding and SU Accnts,North Side Truck & Van,18651
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35201,Telephone Rental & Calls,35201,09/03/2017,inv0037789,332.59,Partnerships and Agencies,EE Limited,24794
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35201,Telephone Rental & Calls,35201,09/03/2017,inv0037789,110.87,Partnerships and Agencies,EE Limited,24794
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Income,3002/94103,Build Control Planning Fee,94103,09/03/2017,inv0037787,-5507.92,Partnerships and Agencies,Harrogate Borough Council,17331
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Income,3002/94103,Build Control Planning Fee,94103,09/03/2017,inv0037787,5507.92,Partnerships and Agencies,Harrogate Borough Council,17331
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35302,Postage Imprest,35302,09/03/2017,inv0037782,525.00,Partnerships and Agencies,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35302,Postage Imprest,35302,09/03/2017,inv0037782,175.00,Partnerships and Agencies,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Environment,Supplies and Services,1610/33002,Printing & Stationery,33002,09/03/2017,inv0037725,205.00,General Fund,In-Print,17355
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Supplies and Services,1614/34110,Security Services,34110,09/03/2017,inv0037721,966.84,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38040,Miscellaneous-Contributions-General,38040,09/03/2017,inv0037709,2141.00,General Fund,AECOM Limited,26231
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Planning,Supplies and Services,2854/33002,Printing & Stationery,33002,09/03/2017,inv0037729,410.00,Control Holding and SU Accnts,In-Print,17355
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Supplies and Services,2851/34107,Hired Services - General,34107,09/03/2017,inv0037707,2070.32,Control Holding and SU Accnts,Penrose Associates,26868
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Corporate Services,Employees,2855/09002,External Training Inc.Seminr,09002,09/03/2017,inv0037692,950.00,Control Holding and SU Accnts,RTPI Yorkshire Conference Series,17996
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Support Service Service Unit,2301,Corporate Management,Supplies and Services,2802/34001,Legal Fees,34001,09/03/2017,inv0037785,3000.00,Control Holding and SU Accnts,Littleton,31065
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Environment,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,14/03/2017,inv0028787,-1000.00,Control Holding and SU Accnts,Tees Esk and Wear Valley NHS Foundation,27845
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Recycling,1305,Environment,Supplies and Services,1325/33002,Printing & Stationery,33002,14/03/2017,inv0037696,-1542.82,General Fund,Secure & Confidential Documents Ltd,23575
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Corporate Services,Supplies and Services,2271/30202,Furn/Off. Equip-Repairs & Maintenance,30202,14/03/2017,inv0036742,-590.00,Control Holding and SU Accnts,Neopost Ltd,17758
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1923/10004,Rechargeable Repairs & Maintenance,10004,16/03/2017,inv0037797,420.87,General Fund,H Pickup Mechanical & Electrical Service,17430
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Corporate Services,Supplies and Services,1032/33002,Printing & Stationery,33002,16/03/2017,inv0037836,535.00,General Fund,Adare Limited,17824
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Grants Bequests and Donations,1101,Economy and Infrastructure,Supplies and Services,1001/37313,Grant - Community Grants,37313,16/03/2017,inv0037921,2000.00,General Fund,Next Steps,20767
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34102,Contract Pay-Sub-Contractors,34102,16/03/2017,inv0037811,828.82,General Fund,allpay Limited,20775
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037809,-1038.78,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037809,75.00,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037809,1038.78,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037805,-1133.49,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037805,168.51,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037805,1133.49,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037808,-1239.80,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037808,1239.80,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037803,-1665.04,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037803,1665.04,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037800,-385.71,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037800,385.71,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037807,-50.00,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34107,Hired Services - General,34107,16/03/2017,inv0037807,50.00,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037804,-20.70,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037804,20.70,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037806,-41.39,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037806,41.39,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037801,-75.00,General Fund,Bristow & Sutor,19692
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1024/34107,Hired Services - General,34107,16/03/2017,inv0037801,75.00,General Fund,Bristow & Sutor,19692
