Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,22/08/2016,23119461,1,500,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,01/09/2016,23126780,1,550,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/07/2016,23090601,1,635,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,04/08/2016,23108254,1,720,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,10/08/2016,23113604,1,765,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,12/08/2016,23113602,1,783.2,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/07/2016,23073078,1,864,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,04/08/2016,23108355,1,885,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/07/2016,23087038,1,1030,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,08/07/2016,23087029,1,1165,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,25/07/2016,23096752,1,1189,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,05/09/2016,23130405,1,1385,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,15/09/2016,23134225,1,1935,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/07/2016,23073079,1,1995,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,12/07/2016,23090626,1,2290,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,14/07/2016,23090598,1,2500,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2016,23087033,1,2505,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23097622,1,640,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,19/08/2016,23111880,1,640,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,26/09/2016,23135025,1,640,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,31/08/2016,23118354,1,1040,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,21/09/2016,23146139,1,1025,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,22/09/2016,23147094,1,1235,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,22/09/2016,23146974,1,3691,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,22/09/2016,23146980,1,5777.55,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,LIVE-LINK (CALL SYSTEMS) LTD,Redacted,Not yet available,Not yet available,Not yet available,19/08/2016,23119340,1,740,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Intercom Systems,45560,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NETWORK COMMUNICATION SYSTEMS LTD,Redacted,Not yet available,Not yet available,Not yet available,25/07/2016,23107632,1,1928.61,Nil,Adaptations,Revenue,ICT,CAT11,Telecommunication Services,76510,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,04/08/2016,23100821,1,620,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,26/08/2016,23129475,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,30/08/2016,23129492,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/09/2016,23132328,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,04/08/2016,23100824,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,13/09/2016,23136588,1,700,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,14/07/2016,23092668,1,700,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2016,23109606,1,700,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23114320,1,765,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/07/2016,23076023,1,810,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,01/09/2016,23129489,1,860,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,26/09/2016,23149133,1,1810,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,15/09/2016,23136188,1,535,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23110870,1,550,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,27/09/2016,23136120,1,550,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,15/09/2016,23135763,1,565,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,29/09/2016,23152293,1,625,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,20/07/2016,23098312,1,694.75,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,17/08/2016,23118156,1,995,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,13/09/2016,23135616,1,1640,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,20/07/2016,23094798,1,2669,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,21/09/2016,23145647,1,1143.6,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,09/08/2016,23115853,1,2903.99,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,09/08/2016,23115854,1,3039.63,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,19/09/2016,23144733,1,3305.23,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,19/09/2016,23144025,1,3461.85,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/07/2016,23094359,1,3535.17,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23114506,1,1000,Nil,Administration Charge,Revenue,Adult Services,CAT04,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23114504,1,2000,Nil,Administration Charge,Revenue,Adult Services,CAT04,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/09/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,09/08/2016,23114503,1,3000,Nil,Administration Charge,Revenue,Adult Services,CAT04,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,01/07/2016,23090393,1,594.1,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,19/08/2016,23126523,1,609.7,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,21/07/2016,23107519,1,761.5,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,21/07/2016,23107518,1,799.25,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,ADOPTION MATTERS,Redacted,Not yet available,Not yet available,Not yet available,27/09/2016,23150980,1,2865,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2016,23116912,1,2000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2016,23116952,1,3000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,21/09/2016,23148199,1,3000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/07/2016,23094784,1,3000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/07/2016,23094785,1,4000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,CHRYSALIS ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,20/09/2016,23147055,1,4000,Nil,Adoption Support Fund Expenditure,Revenue,Business Services,CAT02,Counselling & Advice Services,22570,Not yet available
Wakefield MDC,E08000036,30/09/2016,CHILDYOU,4,Children's and Education Services,DFW ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,11/07/2016,23094635,1,1724.3,Nil,Adoption Support Fund Expenditure,Revenue,Children and Young People,CAT05,Adoption & Fostering,1880,Not yet available
