OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,DL010X4276654825601,Legal Fees,CITY DEVELOPMENT,,,31/01/2017,,,,,"£6,237.00",,"DLA PIPER UK LLP, Princes Exchange Princes Square, NULL, LEEDS, LS1 4BY",,e) Large,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,DU016842748700998065,Secure Transport Fees,CHILDRENS SERVICES,,,13/01/2017,,,,,"£25,650.00",,"DURHAM COUNTY COUNCIL, Revenues & Benefits, Po Box 238, STANLEY, DH8 1FP",,e) Large,,Clare Lynam,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,EN32444274122842,Service and Maintenance of Air Quality Monitoring Equipment ,ENVIRONMENT & HOUSING,,,06/01/2017,,,,,"£6,317.50",,"ENVIRO TECHNOLOGY SERVICES PLC, Bi Kingfisher Business Park, London Road  Thrupp, STROUD, GL5 2BY",,c) Small,,Paul Spandler,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,FA0679427593641,Leeds Grand Theatre Works,CITY DEVELOPMENT,,,24/01/2017,,,,,"£310,979.00",,"FABRITE ENGINEERING LTD, 4c Hallstown Road, Upper Ballinderry, LISBURN, BT28 2NE",,Other/Not Known,,Phil Rigby,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,FL003242745IN665486,Marketing of USB Memory Sticks,CITY DEVELOPMENT,,,10/01/2017,,,,,"£6,455.00",,"FLASHBAY LIMITED, 6 The Fountain Centre, Imperial Wharfe, FULHAM, SW6 2TW",,c) Small,,Jennifer Young,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,FR0501427471002708/7/25495,MSF Panel Repairs,ENVIRONMENT & HOUSING,,,12/01/2017,,,,,"£5,471.83",,"FRESCRETE LTD, Unit 2 Springwell Court, Holbeck Lane, LEEDS, LS12 1AL",,Other/Not known,,Phil Rigby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,BR00684275972912,Washer and Dryer,ENVIRONMENT & HOUSING,,,24/01/2017,,,,,"£14,428.00",,"G BRADBURY LTD, 1 Haines Park, Grant Avenue, LEEDS, LS7 1QQ",,b) Micro,,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,PU009542741501,Millenium Square Fountain,ENVIRONMENT & HOUSING,,,06/01/2017,,,,,"£5,282.00",,"G W PUMPING SERVICES LTD, Unit 1 West Leeds Industrial Park, 573 Stanningley Road, LEEDS, LS13 4EL",,b) Micro,,Bob Bradley,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,GL135442753718190,Various Signs and Bollards,CITY DEVELOPMENT,,,18/01/2017,,,,,"£9,526.80",,"GLASDON UK LIMITED, Industrial & Municipal Sales D, Preston New Road, BLACKPOOL  LANCS, FY4 4UL",,d) Medium,,Russell Martin,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HA251642746HSDINV-0070,Design and Construction of Arch,ENVIRONMENT & HOUSING,,,11/01/2017,,,,,"£6,500.00",,"HANDSPRING DESIGN LTD, ",,Other/Not Known,,Paul Ackroyd,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,GA008042754197503,Baliff Fees,ENVIRONMENT & HOUSING,,,19/01/2017,,,,,"£8,400.00",,"HIGH COURT ENFORCEMENT GROUP LIMITED, Marine House  2 Marine Road, NULL, COLWYN BAY, LL29 8PH",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HI076542744546583A,Conference Fees,CHILDRENS SERVICES,,,09/01/2017,,,,,"£19,709.97",,"HILTON LEEDS CITY, Neville Street, NULL, LEEDS, LS1 4BX",,a) Individual,,Rebecca Suaznabar,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HL00174276573166,Tropical World,ENVIRONMENT & HOUSING,,,30/01/2017,,,,,"£7,574.00",,"HLN SUPPLIES, Phoenix Works, 67 Upper Accommodation Road, LEEDS, LS9 8JP",,Other/Not Known,,David Morgan,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HO090X42758A06/0100418,Various Kitchen Items,ENVIRONMENT & HOUSING,,,23/01/2017,,,,,"£6,306.02",,"HOWDENS JOINERY LTD, Caswell House  Gowerton Road, Brackmills, NORTHAMPTON, NN4 7BW",,e) Large,,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HO081742741I2134,Clearing Work at Armley Mills,CITY DEVELOPMENT,,,06/01/2017,,,,,"£5,246.00",,"I D HOWITT LTD, Springhill Farm, Doncaster Road Crofton, WAKEFIELD, WF4  1PR",,b) Micro,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,NE052442753102020,IC Net Infection Control Managed Service,PUBLIC HEALTH,,,18/01/2017,,,,,"£5,062.44",,"ICNET INTERNATIONAL LTD, Dell Centre, Painswick, STROUD, GL6 6SQ",,Other/Not known,,Lynne Hellewell,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,JI179042751OP/I053718,LCC's contribution to the YHPSN (Yorkshire and Humber Public Services Network),CENTRAL & CORPORATE,,,16/01/2017,,,,,"£32,000.00",,"JISC SERVICES LTD, ",,Other/Not Known,,David Maidment,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,KA0730427591,SAR supplier to the LSAB,ADULT SOCIAL CARE,,,24/01/2017,,,,,"£6,000.00",,"KATHRYN SHAW, 5 Barkers Well Gate, New Farnley, LEEDS, LS12 5TZ",,a) Individual,,Kieron Smith,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,KI6395427408602637475,Leeds contribution towards the Children 's Social Work Matters Campaign for 2016/17,CHILDRENS SERVICES,,,05/01/2017,,,,,"£6,500.00",,"KIRKLEES COUNCIL, Lic Finance Business Support Unit, P O Box A4  Civic Centre One, HUDDERSFIELD, HD1 2NF",,e) Large,,Sue Rumbold,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,LE060642747419,Preview Invite Print & Additional Signage for TCE,CITY DEVELOPMENT,,,12/01/2017,,,,,"£7,920.00",,"LEE GOATER, 7 Hall Royd, NULL, SHIPLEY, BD18 3ED",,a) Individual,,Sally Coe,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,LE696942765F01103616 33033061,Civil Engineering BSc University Fees,CITY DEVELOPMENT,,,30/01/2017,,,,,"£6,000.00",,"LEEDS BECKETT UNIVERSITY, Cashiers Office  Room 202, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,Other/Not known,,Wynne Floyd,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,LE08304273924878381, Therapeutic Social Work,CHILDRENS SERVICES,,,04/01/2017,,,,,"£22,500.00",,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Sarah Johal,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,LE6651427471410054373,Mortuary Services,ENVIRONMENT & HOUSING,,,12/01/2017,,,,,"£106,830.50",,"LEEDS TEACHING HOSPITALS NHS TRUST, Credit Income, St James'S University Hospital, BECKETT STREET    LEEDS, LS9 7TF",,e) Large,,Christopher Simpson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,CA2495427486701/00008UD,Home Care,ADULT SOCIAL CARE,,,13/01/2017,,,,,"£61,759.63",,"MEARS HOMECARE LTD, Crown House  Stephenson Road, NULL, COLCHESTER, CO4 9QR",,e) Large,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,ME089742746MEA147844,Crimbles Landslip Scheme,ENVIRONMENT & HOUSING,,,11/01/2017,,,,,"£16,603.09",,"MEARS LIMITED, 1390 Montpellier Court, Gloucester Business Park, BROCKWORTH    GLOUCESTER, GL3 4AH",,e) Large,,Phil Rigby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,NI102842755432000683,ICT Agency Fees,CENTRAL & CORPORATE,,,20/01/2017,,,,,"£17,250.00",,"NIGEL FRANK INTERNATIONAL LTD, ",,Other/Not Known,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,NO030842758I2498300,CCTV,ENVIRONMENT & HOUSING,,,23/01/2017,,,,,"£12,119.83",,"NORBAIN SD LTD, Credit Office  Votec House, Hambridge Lane, NEWBURY, RG14 5TN",,e) Large,,Phil Rigby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,ZZ33004274609JAN-05FEB,Residential Care,ADULT SOCIAL CARE,,,11/01/2017,,,,,"£7,402.23",,"OAK PARK CARE HOME, Walnut Lane, NULL, DEWSBURY, WF12 8NJ",,Other/Not Known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,WE6667427487MSI4022347,Police and Crime Commissioner,ENVIRONMENT & HOUSING,,,13/01/2017,,,,,"£446,448.00",,"P & CC FOR WEST YORKSHIRE, Finance Dept  P O Box 9, Laburnum Road, WAKEFIELD, WF1 3QP",,Other/Not known,,Louise Hackett,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,PE954742748I6899,Sports Hall Floor Refurbishment,CIVIC ENTERPRISE LEEDS,,,13/01/2017,,,,,"£7,060.00",,"PETER DORRELL & COMPANY, Bibby Factors Slough Limited, 7 Bath Road, SLOUGH, SL1 3UA",,Other/Not Known,,Andrew McCulloch,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,PI033442755SI/47838,Bespoke Bedroom Chairs,CHILDRENS SERVICES,,,20/01/2017,,,,,"£6,593.86",,"PINEAPPLE CONTRACTS, 12 Westmead, New Hythe Lane, AYLESFORD  MAIDSTONE, ME20 6XJ",,Other/Not Known,,Nabila Morris,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,PO472X42747900753484,Removal of Modular Unit,CHILDRENS SERVICES,,,12/01/2017,,,,,"£31,305.50",,"PORTAKABIN LTD, New Lane, Huntington, YORK, YO32 9PT",,e) Large,,Darren Dobson,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,RE07464275923461,Housing Leeds Newsletter,CIVIC ENTERPRISE LEEDS,,,24/01/2017,,,,,"£5,071.00",,"RESOURCE, 78 Armley Road, NULL, LEEDS, LS12 2EJ",,d) Medium,,Diane Smith (Systems Administrator),Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,RT023742755992044,RTC Safety Spaces,ENVIRONMENT & HOUSING,,,20/01/2017,,,,,"£13,111.00",,"RTC SAFETY SURFACES LIMITED, Woodland House, Chestnut Business Park, SMALLSHAW LANE  BURNLEY, BB11 5SQ",,c) Small,,Guy Smithson,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,SP041542762B01083/21B,Lotherton Hall Phase 2 Works,CITY DEVELOPMENT,,,27/01/2017,,,,,"£5,973.00",,"SPIE LTD, 2nd Floor 33 Gracechurch Street, NULL, LONDON, EC3V 0BT",,e) Large,,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,SQ0662427602590190,Legal Fees,CITY DEVELOPMENT,,,25/01/2017,,,,,"£14,698.00",,"SQUIRE PATTON BOGGS (UK) LLP, Po Box 574, NULL, LEEDS, LS3 1ZH",,e) Large,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,SQ05474275318076,Leeds Innovation District,CITY DEVELOPMENT,,,18/01/2017,,,,,"£6,230.00",,"SQW LIMITED, Enterprise House, Vision Park Histon, CAMBRIDGE, CB4 9ZR",,Other/Not Known,,Phil Cole,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,CU0295427401171186,Residential Care,CHILDRENS SERVICES,,,05/01/2017,,,,,"£11,550.00",,"ST CUTHBERTS CARE, St Cuthberts House, West Road, NEWCASTLE UPON TYNE, NE15 7PY",,Other/Not Known,,Clare Lynam,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,ST1631427412416,Metal Bins,ENVIRONMENT & HOUSING,,,06/01/2017,,,,,"£6,585.00",,"STORM ENVIRONMENTAL LTD, P.O. Box 5616, NULL, KIDDERMINSTER, DY10 9BH",,b) Micro,,Elizabeth Behrens,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,SU101442762610274,Theming work for Tropical World,ENVIRONMENT & HOUSING,,,27/01/2017,,,,,"£12,500.00",,"SUSTAINABLE SOURCES LIMITED, Windy Harbour Green Lane, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,Other/Not known,,David Morgan,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,SW01804274756374,Legal Fees,STRATEGIC LANDLORD,,,12/01/2017,,,,,"£13,880.00",,"SWINBURNE MADDISON LLP, Venture House, Aykley Heads Business Centre, DURHAM, DH1 5TS",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,FA999842758001293093,"Main Filter, Bag and Panels",ENVIRONMENT & HOUSING,,,23/01/2017,,,,,"£9,100.00",,"SYSTEMAIR FANS & SPARES, 72 Cheston Road, NULL, BIRMINGHAM, B7 5EJ",,d) Medium,,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,GE983542765GEN32899,ICT Agency Fees,CENTRAL & CORPORATE,,,30/01/2017,,,,,"£14,850.00",,"TRIAD RESOURCING, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LF",,d) Medium,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,VA76184274753774,Painting at Leeds Market,CITY DEVELOPMENT,,,12/01/2017,,,,,"£21,610.60",,"VADOR SECURITY SYSTEMS LIMITED, 113a Lowtown, Pudsey, LEEDS, LS28 9AZ",,b) Micro,,Susan Burgess,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,VI0206427403011138,Victim Support Outreach,ENVIRONMENT & HOUSING,,,05/01/2017,,,,,"£23,750.00",,"VICTIM SUPPORT, 56 Hallam Street, NULL, LONDON, W1W 6JL",,e) Large,,Louise Hackett,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,HO122442753181162,Zinio for Libraries Renewal,CITIZENS AND COMMUNITIES,,,18/01/2017,,,,,"£11,630.81",,"W F HOWES LTD, Unit 5 St Georges House, Rearsby Ind Park,  Rearsby, LEICESTER, LE7 4YH",,c) Small,,Philippa Elliott,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,WE665942752SI01-32388,Home to School Transport,CHILDRENS SERVICES,,,17/01/2017,,,,,"£24,903.98",,"WEST YORKSHIRE COMBINED AUTHORITY, Wellington House, 40/50 Wellington Street, LEEDS, LS1 2DE",,e) Large,,John Bradshaw,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,WI003742755732819,Steel Cableway,ENVIRONMENT & HOUSING,,,20/01/2017,,,,,"£5,250.00",,"WICKSTEED LEISURE LTD, Digby Street, Kettering, NORTHAMPTONSHIRE, NN16 8YJ",,d) Medium,,Guy Smithson,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,ZZ33134274609JAN-05FEB,Residential Care,ADULT SOCIAL CARE,,,11/01/2017,,,,,"£9,855.55",,"WOODLANDS CARE HOME, ",,Other/Not Known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,YO722442765800519795 DEC16,Yorkshire Water Utilities,STRATEGIC ACCOUNTS,,,30/01/2017,,,,,"£163,368.81",,"YORKSHIRE WATER, Po Box 52, Bradford, WEST YORKSHIRE, BD3 7YD",,e) Large,,Derek Prest,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,YO052342765SI-169,Signage and painting work,CITY DEVELOPMENT,,,30/01/2017,,,,,"£9,295.00",,"YOU & ME MEDIA LTD, Delph End, Delph House, Pudsey, LEEDS, LS28 8LJ",,Other/Not Known,,Susan Burgess,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28-Feb,ZZ33024274609JAN-05FEB,Residential Care,JCS FOR PEOPLE WITH LEARNING DISABILITIE,,,11/01/2017,,,,,"£6,998.16",,"ZZSUNNYWELL CARE HOME, St Johns Road, Cudworth, BARNSLEY, S72 8DE",,Other/Not Known,,Tony Bailey,Non-influenceable
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
