Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�13.18
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�13.18
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017168380,�0.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1017168380,�3.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Clinical Support,NHS LOGISTICS,1017168380,�5.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Clinical Support,NHS LOGISTICS,1017168380,�4.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Medicine,NHS LOGISTICS,1017168380,�51.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�22.61
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�52.10
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,COOKING & KITCHEN UTENSILS,Corporate - HR/Education,NHS LOGISTICS,1017168380,�12.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Corporate - HR/Education,NHS LOGISTICS,1017168380,�33.50
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,HEALTHCARE - WEAR,Clinical Support,NHS LOGISTICS,1017168380,�101.67
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1017168380,�975.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1017168380,�143.62
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Corporate - Operations,NHS LOGISTICS,1017168380,�1.67
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017168380,�129.50
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Surgery,NHS LOGISTICS,1017168380,�63.97
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENTS BEDWEAR UNISEX,Clinical Support,NHS LOGISTICS,1017168380,�4.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Clinical Support,NHS LOGISTICS,1017168380,�25.62
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1017168380,�0.35
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Clinical Support,NHS LOGISTICS,1017168380,�5.96
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Clinical Support,NHS LOGISTICS,1017168380,�3.94
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1017168380,�49.98
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Clinical Support,NHS LOGISTICS,1017168380,�25.62
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�10.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1017168380,�0.35
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�3.78
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1017168380,�61.04
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENTS BEDWEAR UNISEX,Clinical Support,NHS LOGISTICS,1017168380,�4.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�1.85
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1017168380,�14.28
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1017168380,�0.35
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1017168380,�10.97
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,SERVICES FROM NHS BODIES,Clinical Support,NHS LOGISTICS,1017168380,�156.90
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1017168380,�6.48
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�7.64
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1017168380,�3.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Corporate - Informatics,NHS LOGISTICS,1017168380,�12.50
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�118.77
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�10.95
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�10.95
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�10.95
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017168380,�7.40
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRUGS,Surgery,NHS LOGISTICS,1017168380,�39.27
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRUGS,Surgery,NHS LOGISTICS,1017168380,�23.38
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1017168380,�114.58
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�32.38
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Clinical Support,NHS LOGISTICS,1017168380,�5.53
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1017168380,�46.23
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Musculo-Skeletal,NHS LOGISTICS,1017168380,�5.96
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Musculo-Skeletal,NHS LOGISTICS,1017168380,�6.89
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�0.76
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Corporate - Finance & Procurement,NHS LOGISTICS,1017168380,�77.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�13.73
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BAGS SACKS - OTHER,Surgery,NHS LOGISTICS,1017168380,�2.59
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�28.40
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�237.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1017168380,�25.40
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�561.50
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�32.08
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�62.08
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS  -  PROCEDURE PACKS,Clinical Support,NHS LOGISTICS,1017168380,�42.56
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�10.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�9.45
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�73.20
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1017168380,�455.00
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1017168380,�12.45
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1017168380,�43.93
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1017168380,�40.53
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1017168380,�3.91
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�6.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�49.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�13.75
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1017168380,�266.80
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�30.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�14.42
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�113.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017168380,�10.50
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�9.75
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1017168380,�22.80
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017168380,�1.85
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1017168380,�9.52
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017168380,�4.39
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017168380,�1.40
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,SURGICAL INSTRUMENTS - DISPOSABLE,Surgery,NHS LOGISTICS,1017168380,�136.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�3.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1017168380,�60.88
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1017168380,�0.35
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1017168380,�3.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1017168380,�693.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Corporate - Corporate Development,NHS LOGISTICS,1017168380,�3.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1017168380,�1.90
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1017168380,�0.95
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1017168380,�222.68
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1017168380,�148.45
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1017168380,�3.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1017168380,�21.37
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1017168380,�0.78
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1017168380,�3.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Corporate - HR/Education,NHS LOGISTICS,1017168380,�3.92
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1017168380,�4.28
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�9.25
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�0.78
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,COMPUTER MAINTENANCE,Corporate - Finance & Procurement,NHS LOGISTICS,1017168380,�49.01
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017168380,�3.83
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017168380,�10.60
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017168380,�5.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017168380,�11.77
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1017168380,�104.17
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1017168380,�41.67
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017168380,�1.85
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1017168380,�10.81
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1017168380,�5.53
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017168380,�14.28
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1017168380,�14.34
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRUGS,Surgery,NHS LOGISTICS,1017168380,�9.35
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�7.64
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1017168380,�5.92
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1017168380,�4.76
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1017168380,�3.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1017168380,�61.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Medicine,NHS LOGISTICS,1017168380,�3.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017168380,�6.48
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017168380,�3.13
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017168380,�0.70
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,HEARING AIDS SPARES,Surgery,NHS LOGISTICS,1017168380,�39.08
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,HEARING AIDS SPARES,Surgery,NHS LOGISTICS,1017168380,�39.08
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,HEARING AIDS SPARES,Surgery,NHS LOGISTICS,1017168380,�39.08
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,ELECTRICAL EQUIPMENT,Surgery,NHS LOGISTICS,1017168380,�3.33
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017168380,�61.11
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1017168380,�17.01
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRUGS,Surgery,NHS LOGISTICS,1017168380,�34.36
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,SURGICAL INSTRUMENTS - GENERAL,Surgery,NHS LOGISTICS,1017168380,�14.58
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Surgery,NHS LOGISTICS,1017168380,�10.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,MEDSURGCONS-OTHER,Surgery,NHS LOGISTICS,1017168380,�10.24
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017168380,�505.72
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1017168380,�28.68
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,DRUGS,Surgery,NHS LOGISTICS,1017168380,�14.03
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1017168380,�1.15
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1017168380,�1.85
Department of Health,Salisbury NHS Foundation Trust,13-Jan-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1017168380,�4.76
