Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,P-Card Tran,Contract
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22614115,1,1052.24,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,22/10/2014,22624963,1,1528.86,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22630887,1,5581.1,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22630888,1,1745.24,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,12/11/2014,22635293,1,2926.2,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,20/11/2014,22646998,1,2551.36,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,26/11/2014,22649763,1,7813.54,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,04/12/2014,22654405,1,949.9,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,23/12/2014,22673796,1,1810.1,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,EDMUNDSON ELECTRICAL LTD,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22652803,1,750.8,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,EDMUNDSON ELECTRICAL LTD,Redacted,Not yet available,Not yet available,Not yet available,16/12/2014,22667252,1,550,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,07/10/2014,22607868,1,957.94,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,22/10/2014,22624933,1,565.8,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,23/10/2014,22624864,1,526.73,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,28/10/2014,22627550,1,835.1,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,07/11/2014,22632767,1,877.31,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BILBECK (MERCHANTS) LTD,Redacted,Not yet available,Not yet available,Not yet available,26/11/2014,22649839,1,948.76,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ELECTRIC WATER HEATING CO,Redacted,Not yet available,Not yet available,Not yet available,28/10/2014,22627349,1,670,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,42920,Heating Equipment - Sales & Service,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ICOPAL LTD,Redacted,Not yet available,Not yet available,Not yet available,23/10/2014,22625569,1,2734.2,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,65470,Roofing Services,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ICOPAL LTD,Redacted,Not yet available,Not yet available,Not yet available,08/12/2014,22655776,1,4101.3,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,65470,Roofing Services,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ALVIN MORRIS,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22613971,1,571.84,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,36620,Flooring Materials - Building,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ALVIN MORRIS,Redacted,Not yet available,Not yet available,Not yet available,19/11/2014,22646153,1,992.88,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,36620,Flooring Materials - Building,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,DULUX DECORATOR CENTRES/ICI CONTRACT DIRECT,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22630753,1,574.48,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,55630,Painting & Decorating Supplies,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,DULUX DECORATOR CENTRES/ICI CONTRACT DIRECT,Redacted,Not yet available,Not yet available,Not yet available,19/11/2014,22645779,1,553.06,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,55630,Painting & Decorating Supplies,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,06/10/2014,22608368,1,714.51,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,06/10/2014,22608372,1,573.54,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,14/10/2014,22613645,1,571.55,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,17/10/2014,22621868,1,1183.08,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,21/10/2014,22623926,1,2176.79,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22629903,1,1088.39,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22630826,1,835.79,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,17/12/2014,22668535,1,1948.46,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BSS GROUP,Redacted,Not yet available,Not yet available,Not yet available,23/12/2014,22673799,1,1744.07,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,58755,Pipes & Fittings,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ELECTRICAL WHOLESALE (HUDDERSFIELD),Redacted,Not yet available,Not yet available,Not yet available,16/12/2014,22667056,1,620,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,COLTON BATHROOM SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,06/10/2014,22607908,1,852.79,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,6830,Bathroom Fixtures - Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ASD METAL SERVICES,Redacted,Not yet available,Not yet available,Not yet available,07/10/2014,22609229,1,700,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,73580,Steel Stockholders,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ASD METAL SERVICES,Redacted,Not yet available,Not yet available,Not yet available,22/12/2014,22671788,1,542,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,73580,Steel Stockholders,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,HOWARTH TIMBER & BUILDING SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,07/11/2014,22632475,1,1097.09,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,MEYER TIMBER.COM,Redacted,Not yet available,Not yet available,Not yet available,30/10/2014,22628908,1,913.5,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,MEYER TIMBER.COM,Redacted,Not yet available,Not yet available,Not yet available,12/11/2014,22635302,1,670,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,MEYER TIMBER.COM,Redacted,Not yet available,Not yet available,Not yet available,09/12/2014,22656789,1,502.5,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,FIRST FIX INDUSTRIAL SUPPLIES LTD,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630666,1,961.93,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,34360,Fasteners & Fixing Devices,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,FIRST FIX INDUSTRIAL SUPPLIES LTD,Redacted,Not yet available,Not yet available,Not yet available,23/12/2014,22673321,1,880.7,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,34360,Fasteners & Fixing Devices,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,R S COMPONENTS LTD,Redacted,Not yet available,Not yet available,Not yet available,08/10/2014,22610362,1,619.74,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30710,Electronic Component Mnfrs & Distributors,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SMITH BROS (CAERCONAN) WHOLESALE LTD,Redacted,Not yet available,Not yet available,Not yet available,14/10/2014,22612971,1,841.26,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SMITH BROS (CAERCONAN) WHOLESALE LTD,Redacted,Not yet available,Not yet available,Not yet available,21/10/2014,22623632,1,652.59,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SMITH BROS (CAERCONAN) WHOLESALE LTD,Redacted,Not yet available,Not yet available,Not yet available,27/10/2014,22623647,1,768.34,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SMITH BROS (CAERCONAN) WHOLESALE LTD,Redacted,Not yet available,Not yet available,Not yet available,17/12/2014,22668977,1,659.92,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SMITH BROS (CAERCONAN) WHOLESALE LTD,Redacted,Not yet available,Not yet available,Not yet available,23/12/2014,22673029,1,993.79,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,30570,Electrical Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,POINTER LIMITED (POINTER FIRE),Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22631145,1,1725.23,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,11700,Burglar & Intruder Alarm Systems,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,POINTER LIMITED (POINTER FIRE),Redacted,Not yet available,Not yet available,Not yet available,10/12/2014,22657188,1,812.6,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,11700,Burglar & Intruder Alarm Systems,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,JOHN MONAGHAN LTD,Redacted,Not yet available,Not yet available,Not yet available,16/12/2014,22667353,1,1057.6,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,42010,Hardware Merchants & Ironmongers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,H-TE WESTERN AUTOMATION,Redacted,Not yet available,Not yet available,Not yet available,14/10/2014,22612938,1,509.86,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,94521,Control Panels and Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SIROFLEX LTD,Redacted,Not yet available,Not yet available,Not yet available,06/10/2014,22608446,1,799.72,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,1851,Adhesives; Glues & Sealants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SIROFLEX LTD,Redacted,Not yet available,Not yet available,Not yet available,26/11/2014,22649700,1,925.72,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,1851,Adhesives; Glues & Sealants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,PTS PLUMBING TRADE SUPPLIES (WAKEFIELD),Redacted,Not yet available,Not yet available,Not yet available,18/12/2014,22669842,1,516.7,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59860,Plumbers� Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BUNZL UK T/A NATIONAL SAFETY SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,16/10/2014,22613001,1,1051.77,Nil,Building Materials,Revenue,Business Services,CAT02,86070,Workwear & Protective Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,BUNZL UK T/A NATIONAL SAFETY SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22652873,1,582.9,Nil,Building Materials,Revenue,Business Services,CAT02,86070,Workwear & Protective Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,ASD METAL SERVICES,Redacted,Not yet available,Not yet available,Not yet available,13/11/2014,22642174,1,757.1,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,73580,Steel Stockholders,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WM SMITH & SONS (BARNARD CASTLE) LTD,Redacted,Not yet available,Not yet available,Not yet available,07/10/2014,22609237,1,1017.36,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,70800,Sign Makers� Equipment & Materials,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WM SMITH & SONS (BARNARD CASTLE) LTD,Redacted,Not yet available,Not yet available,Not yet available,18/11/2014,22645174,1,688.66,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,70800,Sign Makers� Equipment & Materials,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WM SMITH & SONS (BARNARD CASTLE) LTD,Redacted,Not yet available,Not yet available,Not yet available,19/12/2014,22667484,1,1017.36,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,70800,Sign Makers� Equipment & Materials,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607298,1,6035.31,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22599155,1,2781.96,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,07/10/2014,22609223,1,607.05,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,10/10/2014,22610934,1,3871.58,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,23/10/2014,22624910,1,4484.54,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,12/11/2014,22632776,1,1352.04,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,L B PLASTICS LTD,Redacted,Not yet available,Not yet available,Not yet available,17/11/2014,22643969,1,1382.4,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,TIMOTHY WOOD LTD,Redacted,Not yet available,Not yet available,Not yet available,22/10/2014,22624922,1,885.5,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,43195,Hinges,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,TIMOTHY WOOD LTD,Redacted,Not yet available,Not yet available,Not yet available,24/10/2014,22625999,1,593,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,43195,Hinges,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,MACO DOOR & WINDOW HARDWARE UK LTD,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22605958,1,1040.7,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,27247,Door & Window Furniture,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,SHEERFRAME LIMITED,Redacted,Not yet available,Not yet available,Not yet available,24/12/2014,22673722,1,2079.05,Nil,Building Materials,Revenue,Property & Asset Management,CAT01,59330,Plastics - Extrusion,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,CHEVIN HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22604409,1,45000,Nil,Property Acquisition,Capital,Adult Services,CAT04,44166,"Housing Associations, Societies, Trusts & Co-Opera",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,WALKER MORRIS SOLICITORS,Redacted,Not yet available,Not yet available,Not yet available,24/11/2014,22647460,1,1555.5,Nil,Property Acquisition,Capital,Professional Services,CAT08,72460,Solicitors,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,CA TRAFFIC LTD,Redacted,Not yet available,Not yet available,Not yet available,16/12/2014,22667006,1,1837,Nil,Legal Fees,Capital,Highways,CAT07,79650,Traffic Management Systems,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,JET AIRE DC LTD,Redacted,Not yet available,Not yet available,Not yet available,30/10/2014,22609172,1,1800,Nil,Surveyors Fees,Capital,Highways,CAT07,27660,Drain & Sewer Clearance,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,YORKSHIRE PURCHASING,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22600918,1,1260.05,Nil,Construction - New,Capital,YPO,CAT12,62710,Purchasing Services,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,JOB EARNSHAW & BROS LTD,Redacted,Not yet available,Not yet available,Not yet available,29/10/2014,22609716,1,19084,Nil,Construction - Remodelling,Capital,Property & Asset Management,CAT01,34590,"Fence, Gate & Barrier Suppliers",,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Finance,J,S & W DEVELOPMENTS LTD,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22613871,1,7126.5,Nil,Construction - Remodelling,Capital,Property & Asset Management,CAT01,11040,Builders,,Not yet available
