"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Soft Facilities Management","3.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","OR6","33159","41030","Military","74.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR4","29474","35028","Military","5187.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","3","2","100000","120000","Head of Compliance","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000264","8","56529","71370","Technical Strategy Leader","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37325","47421","Army","151.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","24362","29383","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","ICT Systems Manager","31646","36696","ICT Systems Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","OR7","37325","47421","Enlisted Soldier","5226.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Instrumental Prof of Music (Eng) - 2821","45334","45334","Training Support","6.91","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Estate Planning","3.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","OR7","37325","47421","Military","282.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR6","33159","41030","Military","3910.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000264","9","67806","119821","Account Manager","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33159","41030","Army","210.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","5","30889","42192","Executive Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Exhibitions and Interpretation Manager","31646","36969","Exhibitions and Interpretation Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","24362","29383","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","OR6","33159","41030","Enlisted Soldier","7953.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Instrumental Prof of Music (Eng) - 2821","45334","45334","Teaching","1.04","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Housing Service Delivery","2.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","OR8","40596","47421","Military","48.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR7","37325","47421","Military","2051.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29474","35028","Army","286.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","5","30889","42192","Finance Manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Marketing and Communications Officer","31646","36696","Marketing and Communications Officer","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","19109","22345","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","OR4","29474","35028","Enlisted Soldier","11454.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","JNC Level 2 (Youth Worker) 2-10","21525","28461","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Secretariat & Private Office","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","3","18648","26498","Team Member","7.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","OR9","47018","50183","Military","133.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR8","40596","47421","Military","82.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25272","29603","Army","163.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","5","30889","42192","IT Suport Analyst","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","19109","22345","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Photographic Officer","31646","36696","Photographic Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","OR3","25272","29603","Enlisted Soldier","14684.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","MSO 1 (In Port)","49906","55837","Port Operations","2.64","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","4","20837","34168","Team Member","26.42","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilian (LEC)","105.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR9","47018","50183","Military","787.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18306","29603","Army","125.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","4","20837","34168","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","19109","22345","Admin Support Officer","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","OR2","18306","29603","Enlisted Soldier","20776.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPENAVYNEWS01/01/2010","21000","37000","Administrative Support","4.38","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Senior Documentation Officer","31646","36696","Senior Documentation Officer","0.55","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Estate Surveying","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","5","30889","42192","Team Leader","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","B1","58674","72907","DE&S Safety Mngmt","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 1","39301","44711","Training Support","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","84878","93304","RAF","9.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","4","20837","34168","Deputy Head of Governance","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Education Officer","31646","36696","Education Officer","2.68","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E2","16253","19003","Admin Support Officer","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Director of Studies RMAS/BRNC","70397","73213","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPEBDO 37 NET","16000","45000","IT App Dev","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Audit and Assurance","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","5","30889","42192","Team Member","22.73","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Retired Officer 1","39337","44711","DE&S WOME Safety","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35433","36850","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70059","81123","RAF","17.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","4","20837","34168","Publications Officer","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","30424","36696","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Visitor Services Supervisor","31646","36696","Visitor Services Supervisor","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","B1","58674","72907","Teaching","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPEBDO 37 NET","16000","45000","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Commercial Operations","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","6","38357","51595","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Apprentice","14432","18484","DE&S Engineering Civ Apprtc","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35433","36850","Operational Analysis","1.50","Operational Research"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","49918","59783","RAF","75.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","4","20837","34168","HR Manager","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","24362","29383","Admin Support Officer","1.91","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Senior Lecturer RMAS/BRNC","37098","44711","Teaching","21.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Business Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Sustainable Development","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","6","38357","51595","Project Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20376","HR Officer","31646","36696","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","SALMO","44438","63176","DE&S Salvage & Marine Ops","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35433","36850","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","39629","47127","RAF","53.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","4","20837","34168","Financial Statements and Reporting Manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","19109","22345","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Finance Officer","31646","36696","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Senior Lecturer RMAS/BRNC","37098","44711","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Decision Support","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","6","38357","51595","Team Leader","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Skill Zone 3","18742","22372","DE&S Postal & Courier","28.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35433","36850","Transport & Movement","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25727","34180","RAF","9.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","2","100000","120000","Head of IT and IM","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C1","37071","44711","Admin Support Officer","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Stores Officer","31646","36696","Stores Officer","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Senior Lecturer RMAS/BRNC (SR)","37147","48149","Teaching","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Programme Management","2.80","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","6","38357","51595","Team Member","33.37","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Fast Stream Grade Band C2","30427","36696","DE&S Security Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47018","50183","RAF","29.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","2","100000","120000","Head of Legal Services","1.00","Law"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Web Manager","31646","36696","Web Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","30424","36696","Admin Support Officer","0.85","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Academic Prof of Music (Eng) - 2018","53112","53112","Specialist Instruction","2.56","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Estate Planning","2.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B1","58674","72907","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","7","47947","61439","Chief","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Fast Stream Grade Band C1","37043","44711","DE&S Project Mngmt","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37325","47421","RAF","62.00","Military"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","2","2","100000","120000","Head of Governance and Chief Executive's Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","30424","36696","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Records Officer","31646","36696","Records Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Academic Prof of Music (Eng) - 2018","53112","53112","Training Support","1.62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Estates Management","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B2","49835","60130","Project Management","49.41","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","7","47947","61439","Group Leader","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Assistant Economist C2","30427","36696","DE&S Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Decision Support","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33159","41030","RAF","165.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","24362","29383","Admin Support Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","ICT Systems Support","31646","36696","ICT Systems Support","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Soulbury Tier 4","58566","64902","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Nuclear Weapons","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","5","5","30889","42192","Graduate Researcher","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B2","49835","60130","Estates Management","29.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","7","47947","61439","Project Manager","3.76","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","Graduate Engineer","25077","25856","DE&S Engineering Civ Apprtc","197.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Medical Assessment","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29474","35028","RAF","208.00","Military"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Public Programmes Manager","31646","36696","Public Programmes Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","24362","29383","Admin Support Officer","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Soulbury Tier 4","58566","64902","Teaching Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Health & Safety Practitioners","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","5","4","20837","34168","Policy Manager","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B2","49835","60130","Programme Management","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","7","47947","61439","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","B1","58674","72907","DE&S Programme Mngmt","88.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Programme Management","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18306","29603","RAF","231.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","19109","22345","Admin Support Officer","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1167535","Retired Officer 1","39337","44711","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","58674","72907","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Single Source Regulations Office","5","3","18648","26498","Senior Regulatory Policy Manager","2.00","Policy"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Curatorial Officer","25346","29383","Curatorial Officer","5.66","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00206170","B2","49835","60130","Business Management","13.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","7","47947","61439","Team Member","9.49","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00212421","B1","58674","72907","DE&S Decision Support","27.00","Finance"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","58674","72907","Secretariat & Private Office","2.00","Operational Delivery"
