"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","9","67806","118634","Specialist Advisors","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","183178","B2","47942","59535","Other","6.00","Other"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","B2 MSF","47942","59535","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Claims","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF2","37916","45090","Senior Staff Outer Office","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","B2","47942","59535","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Advice","1.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Information Development","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","9","67806","118634","Specialist Advisors","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","B2","47942","59535","Other","18.00","Other"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1","35648","44268","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Commercial","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF3","47760","57200","HMS Victory Guide","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002729","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Management","5.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Commercial Operations","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","9","67806","118634","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","5","29387","41774","Team Member","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1","35648","44268","Design & Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Finance Officer","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF4","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058711","C1","35648","44268","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Surveying","1.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Reporting and Controls","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","B1","56436","72185","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","6","37977","51084","Programme Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","182746","C1","35648","44268","Other","23.00","Other"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1","35648","44268","Information Strat & Planning","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","HR Officer","1.00","Human resources"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR1-3","17265","28940","HMS Victory Guide","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B1","56436","72185","Legal","2.00","Law"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Secretariat & Private Office","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","C1","35648","44268","Secretariat & Private Office","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","105516","C1","35648","44268","Other","37.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47472","60830","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1","35648","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Internal Auditor","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR4","26405","33182","HMS Victory Guide","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B1","56436","72185","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Employee Representative","1.00","Human resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","C2","29258","36333","Secretariat & Private Office","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","8","56529","70663","Head of Function","1.61","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1","35648","44268","Strategic Communications","6.00","Communications"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Policy Adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR4","26405","33182","Driver","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","105517","C1","35648","44268","Other","33.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Building Surveying","1.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretarial","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","D","23427","29092","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","4","20837","33829","Team Member","9.61","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1 MSF","35648","44268","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","C2","29258","36333","Tax Officer","1.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR5-6","30013","36929","HMS Victory Guide","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Business Management and Improvement","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","183178","C1","35648","44268","Other","29.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","5","29387","41774","Domain Co-ordinator","11.61","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1 MSF","35648","44268","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","Business Manager","2.00","Human resources"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR7-8","33223","43252","HMS Victory Guide","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","C1","35648","44268","Other","9.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Team Leader","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C1 MSF","35648","44268","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","Commercial","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR7-8","33223","43252","House Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","E1","18370","22124","Customer Services","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","C1","35648","44268","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","EnvironmentalManagementAssessm","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Portfolio Manager","15.74","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","C1","35648","44268","Other","92.00","Other"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","Finance Officer","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR9","38600","46753","HMS Victory Guide","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Advice","8.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","OR9","38600","46753","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004210","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Operational Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Business Management and Improvement","10.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","E1","18370","22124","Personal Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Management","22.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Programme Leader","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Communication Training","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","OF2","37916","45090","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","HR Officer","4.00","Human resources"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","105517","C1","35648","44268","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Surveying","8.00","Property and Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","C2","29258","36333","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B2","47942","59535","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","19.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","19.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","6","37977","51084","Principal","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Design & Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","OF4","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","D","23427","29092","Tax Support Officer","5.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","D","23427","29092","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E2","15623","18815","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","D","23427","29092","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Group Leader","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF2","37916","45090","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","182746","C2","29258","36333","Other","7.00","Other"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Digital and Social Media","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","OF2","37916","45090","Release to Service Authority","2.00","Military"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","E1","18370","22124","Finance Support Officer","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Programme Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","105516","C2","29258","36333","Other","64.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Programme Leader","25.25","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF4","67032","77617","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Information Strat & Planning","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","OF4","67032","77617","Release to Service Authority","1.00","Military"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00094113","Locally Employed Civilian (LEC)","15000","77000","Locally Employed Civilians","384.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B1","56436","72185","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","7","47472","60830","Programme Leader","1.81","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR4","26405","33182","Military","11.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1167535","C2","29258","36333","Media and Press","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105390","OF5","81310","89408","Release to Service Authority","1.00","Military"
"Ministry of Defence","Ministry of Defence","Permanent Joint Headquarters","00139151","B1","56436","72185","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00136627","B2","47942","59535","Safety,Health,Environment&Fire","4.00","Operational delivery"
