Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00017,500.00,R,Abaris International Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,13-Mar-2013,1303-00018,1151.92,R,Abbey Lea Residential Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Supported Lodgings,555,01-Mar-2013,1303-00019,440.00,R,Abbey Taxis (Boston) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Supported Lodgings,555,28-Mar-2013,1303-00020,440.00,R,Abbey Taxis (Boston) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,13-Mar-2013,1303-00021,1197.32,R,Abbeydale Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,13-Mar-2013,1303-00022,1059.56,R,Abbeydale Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Mar-2013,1303-00023,683.76,R,Abc Nursery At Lufc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Publication And Promotion,267,19-Mar-2013,1303-00024,975.00,R,Aberfield Communications Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,13-Mar-2013,1303-00025,15849.73,R,Aberford Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,13-Mar-2013,1303-00026,2116.84,R,Aberford Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,Other Hired And Contracted Services,265,21-Mar-2013,1303-00027,1125.00,R,Abhay Adhikari/Dhyaan Design
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,13-Mar-2013,1303-00028,2241.83,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,01-Mar-2013,1303-00029,3564.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04-Mar-2013,1303-00030,565.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00031,1500.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,01-Mar-2013,1303-00032,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08-Mar-2013,1303-00033,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04-Mar-2013,1303-00034,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,18-Mar-2013,1303-00035,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00036,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00037,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,01-Mar-2013,1303-00038,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08-Mar-2013,1303-00039,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00040,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00041,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08-Mar-2013,1303-00042,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,08-Mar-2013,1303-00043,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00044,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,01-Mar-2013,1303-00045,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04-Mar-2013,1303-00046,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,18-Mar-2013,1303-00047,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,25-Mar-2013,1303-00048,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,11-Mar-2013,1303-00049,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,01-Mar-2013,1303-00050,4420.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,20-Mar-2013,1303-00051,12500.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,20-Mar-2013,1303-00052,13333.33,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,04-Mar-2013,1303-00053,8263.86,R,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,26-Mar-2013,1303-00054,626.78,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,15-Mar-2013,1303-00055,626.78,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,08-Mar-2013,1303-00056,745.36,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,26-Mar-2013,1303-00057,815.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Mar-2013,1303-00058,815.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,07-Mar-2013,1303-00059,815.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,07-Mar-2013,1303-00060,929.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,26-Mar-2013,1303-00061,1199.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Mar-2013,1303-00062,1199.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,19-Mar-2013,1303-00063,1199.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,06-Mar-2013,1303-00064,1199.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07-Mar-2013,1303-00065,7315.82,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Agency Staff,008,22-Mar-2013,1303-00066,4020.96,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Agency Staff,008,15-Mar-2013,1303-00067,4180.70,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Agency Staff,008,08-Mar-2013,1303-00068,6515.80,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Agency Staff,008,11-Mar-2013,1303-00069,6849.60,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,07-Mar-2013,1303-00070,2241.00,C,Accent Homes Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,21-Mar-2013,1303-00071,610.00,R,Access Maintenance Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Technical Services,Premises,General Maintenance,104,08-Mar-2013,1303-00072,520.00,R,Access Maintenance Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,28-Mar-2013,1303-00073,720.00,R,Ace Taxis Wakefield Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,08-Mar-2013,1303-00074,792.00,R,Ace Taxis Wakefield Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Residential - Drugs & Alcohol,583,14-Mar-2013,1303-00075,8932.14,R,Acorn Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Mar-2013,1303-00076,2147.67,R,Acorns Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,13-Mar-2013,1303-00077,1718.12,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,13-Mar-2013,1303-00078,10218.08,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,13-Mar-2013,1303-00079,1824.68,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,13-Mar-2013,1303-00080,11246.69,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,18-Mar-2013,1303-00081,14851.43,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,13-Mar-2013,1303-00082,1634.68,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,13-Mar-2013,1303-00083,1241.32,R,Acre Green
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Memberships,226,28-Mar-2013,1303-00084,495.00,R,Act Travelwise
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,20-Mar-2013,1303-00085,4250.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,20-Mar-2013,1303-00086,4312.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,20-Mar-2013,1303-00087,4539.92,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Mar-2013,1303-00088,460.44,R,Active Kids Day Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Parks & Countryside,Supplies and Services,Bought In Professional Services,277,07-Mar-2013,1303-00089,3398.84,R,REDACTED COMMERCIAL CONFIDENTIALITY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Support And Facilities General Fund,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00090,458.76,R,Ad3 Envelope Printers Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,13-Mar-2013,1303-00091,718.72,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,13-Mar-2013,1303-00092,1570.68,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,13-Mar-2013,1303-00093,444.40,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,13-Mar-2013,1303-00094,877.20,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,13-Mar-2013,1303-00095,859.60,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Service Strategy,Supplies and Services,Conference Meetings,253,07-Mar-2013,1303-00096,495.00,R,Adass
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Miscellaneous,Supplies and Services,Other Hired And Contracted Services,265,05-Mar-2013,1303-00097,8400.08,R,Addleshaw Goddard
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,11-Mar-2013,1303-00098,516.68,R,Adel Pre School
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,07-Mar-2013,1303-00099,500.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Premises,Maintenance Of Buildings,101,06-Mar-2013,1303-00100,791.00,R,Admas Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Memberships,226,08-Mar-2013,1303-00101,1150.00,R,Adoption Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Payments To Voluntary Organisations,561,08-Mar-2013,1303-00102,3997.50,R,Adoption Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,14-Mar-2013,1303-00103,11961.71,R,Adrian House
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Premises,Buildings,101,01-Mar-2013,1303-00104,480.98,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00105,427.50,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00106,570.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00107,570.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,20-Mar-2013,1303-00108,703.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Mar-2013,1303-00109,712.50,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00110,760.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00111,950.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00112,950.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00113,1064.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00114,1520.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,13-Mar-2013,1303-00115,1520.00,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,28-Mar-2013,1303-00116,573.32,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,20-Mar-2013,1303-00117,1332.20,R,Adult Placement Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,13-Mar-2013,1303-00118,1554.60,R,Adult Supported Living Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,15-Mar-2013,1303-00119,-4750.00,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,15-Mar-2013,1303-00120,9600.08,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,20-Mar-2013,1303-00121,15800.12,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,25-Mar-2013,1303-00122,16264.22,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,15-Mar-2013,1303-00123,18000.08,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,15-Mar-2013,1303-00124,-2785.64,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01-Mar-2013,1303-00125,2780.12,R,Advanced Childcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08-Mar-2013,1303-00126,1766.08,R,Advantage Healthcare Nursing &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08-Mar-2013,1303-00127,2994.49,R,Advantage Healthcare Nursing &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,27-Mar-2013,1303-00128,3263.26,R,Advantage Healthcare Nursing &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,27-Mar-2013,1303-00129,845.84,R,Advantage Healthcare Nursing &
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,08-Mar-2013,1303-00130,1584.45,R,Advantage Healthcare Nursing &
