OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,841277369,"Consultation work for Care Act + Milage",ADULT SOCIAL CARE,,,16/04/2015,,,,,"£5,591.12",,"Caroline Tomlinson Limited, 1 The Vale, Appley Bridge, WIGAN, WN6 9HD",,,,Debbie Lendhill,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,6003041859,SUPPLY OF ALCOHOLIC BEVERAGES,CITY DEVELOPMENT,,,17/04/2015,,,,,"£8,552.41",,"CARLSBERG UK LIMITED, Free Trade Customer Accounts Dept, Hunslet Road, LEEDS, LS10 1JQ",,e) Large,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,59717,Benefits Changes Actioned - B,CENTRAL & CORPORATE,,,07/04/2015,,,,,"£38,080.00",,"CAPITA BUSINESS SERVICES LTD, 71 Victoria Street, Westminster, LONDON, SW1H 0XA",,e) Large,,Andrew Cameron,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,1002330/8/18710,Work to quote,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,,,15/04/2015,,,,,"£6,495.00",,"CAREBASE, Lloyds Tsb, P O Box 10484, HARLOW, CM20 9GY",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,IMM3,Various works,ENVIRONMENT & HOUSING,,,07/04/2015,,,,,"£6,273.55",,"Care & Repair Leeds, 323 Roundhay Road, NULL, LEEDS, LS8 4HT",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,INV-5082,Immigration Advice and Admin Support,CENTRAL & CORPORATE,,,24/04/2015,,,,,"£40,044.00",,"CHAPELTOWN CAB, Willow House  New Roscoe Building, Cross Francis Street, LEEDS, LS7 4BZ",,b) Micro,,Andrew Cameron,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,IN000913,Raise Awareness,CITY DEVELOPMENT,,,29/04/2015,,,,,"£9,750.00",,"Clearsilver Brand Marketing Limited, 3 Church Walk, NULL, LEEDS, LS2 7EG",,Other/Not known,,Joanna Lepelley / Hilary Farmery ,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,122,Supply and Fit of Cubicles ,CENTRAL & CORPORATE,,,07/04/2015,,,,,"£5,160.00",,"Db Contracting Services Ltd, Unit B3 Burley Road, Burley Hill Trading Estate, LEEDS, LS4 2PU",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,19281,Single Storey Side Extension,CHILDRENS SERVICES,,,10/04/2015,,,,,"£6,000.00",,"Coleman Constructions (Southern) Ltd, 12 Briar Close, Horndean, WATERLOOVILLE, PO8 9ED",,Other/Not known,,Iain Dunn,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,1684668-01,Business Model Study for Science ,CITY DEVELOPMENT,,,23/04/2015,,,,,"£17,059.00",,"Creative Space Management Ltd, Round Foundry Media Centre, Foundry Street, LEEDS, LS11 5QP",,c) Small,,Simon Brereton,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,HO640707,12 on-site consultant days,CHILDRENS SERVICES,,,02/04/2015,,,,,"£9,600.00",,"Thorpe Research Ltd, 78 Greenside, NULL, KENDAL, LA9 5DT",,,,Amanda Collins,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,EDU13460,Vehicle repairs,CENTRAL & CORPORATE,,,17/04/2015,,,,,"£9,119.60",,"DAVID PEEL AUTO ELECTRICIANS LTD, Unit 3h Acre Park, Dalton Lane, KEIGHLEY, BD21 4JH",,c) Small,,Graham Hincliffe,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,EBPRO775,Management System,CENTRAL & CORPORATE,,,15/04/2015,,,,,"£5,478.15",,"Edufocus Ltd, 18 Deben Mill Business Centre, Old Maltings Approach, WOODBRIDGE, IP12 1BL",,b) Micro,,Bobby Gill,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,109.02.15,Roof Lights,CENTRAL & CORPORATE,,,01/04/2015,,,,,"£12,669.34",,"EVERLAST WATERPROOFING LTD, The School House, Parkfield Terrace, PUDSEY LEEDS, LS28 6BS",,d) Medium,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,414441,Carry out concrete repairs,ENVIRONMENT & HOUSING,,,24/04/2015,,,,,"£6,000.00",,"Frescrete Ltd, Unit 2 Springwell Court, Holbeck Lane, LEEDS, LS12 1AL",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,IN-66364-1,REPOSE MATTRESS & PUMP,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,,,29/04/2015,,,,,"£14,162.86",,"FRONTIER THERAPEUTICS LIMITED, Newbridge Road Industrial Estate, Blackwood, SOUTH WALES, NP12 2YN",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,8936,ICT Agency Fees,CENTRAL & CORPORATE,,,02/04/2015,,,,,"£9,700.00",,"GCS Recruitment Specialists Ltd, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,S-016022,ANNUAL SUPPORT & MAINTENANCe,CENTRAL & CORPORATE,,,02/04/2015,,,,,"£21,521.95",,"HALAROSE LIMITED, Goring House Beechwood Court, Long Toll, WOODCOTE, OXFORDSHIRE, RG8 0RR",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,15437,Educational Charges,CHILDRENS SERVICES,,,29/04/2015,,,,,"£18,321.00",,"Hurst Farm Cc Priory, Priory Group Northern Office Park Hall, Middleton St George, DARLINGTON, DL2 1TS",,,,Iain Dunn,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,5112,Wall cladding to lobby walls at Rycroft High Rise,CENTRAL & CORPORATE,,,17/04/2015,,,,,"£14,670.00",,"HYGIENIK SYSTEMS LTD, Unit 3a A-One Business Park, 370 Bradford Road, BALIFF BRIDGE, HD6 4DJ",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,54198,Web hosting,ENVIRONMENT & HOUSING,,,27/04/2015,,,,,"£6,287.00",,"ILLY COMPUTER SYSTEMS LTD, 11 Hoxton Square, NULL, LONDON, N1 6NU",,c) Small,,Jackie Calvert-Wiley,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,1338,Signs,CITY DEVELOPMENT,,,24/04/2015,,,,,"£8,361.60",,"Imageco Ltd, Britannia House  Beza Road, Hunslet, LEEDS, LS10 2BR",,Other/Not known,,Hannah Kemp / Sarah Barton,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,387,Work 23 Dec - 2 Feb 2015,CHILDRENS SERVICES,,,01/04/2015,,,,,"£5,500.00",,"Infojam Limited, 53 St Pauls Terrace, NULL, YORK, YO24 4BJ",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,313,Review of targeted Sercices,CHILDRENS SERVICES,,,28/04/2015,,,,,"£10,207.76",,"Isos Partnership LLP, 2nd Floor Cardiff House, Tilling Road, LONDON, NW2 1LJ",,,,Chris Sutton,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,I0291591,Consultancy for February,CHILDRENS SERVICES,,,16/04/2015,,,,,"£5,422.00",,"Jane Held Consulting Ltd, Oak Cottage, The Street, RUMBURGH, IP19 0JX",,b) Micro,,Bryan Gocke,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,86136,Various materials,ENVIRONMENT & HOUSING,,,22/04/2015,,,,,"£5,188.80",,"JOB EARNSHAW & BROS LIMITED, Stocksmoor Road, Midgley, WAKEFIELD    WEST YORKSHIRE, WF4 4JG",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,86136,Legal Fees,CENTRAL & CORPORATE,,,24/04/2015,,,,,"£7,500.00",,"Jonathan Bremner, Pump Court Tax Chambers, 16 Bedford Row, LONDON, WC1R 4EF",,,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,2015/LCC/01,Legal Fees,CENTRAL & CORPORATE,,,24/04/2015,,,,,"£15,000.00",,"Julian Ghosh, Pump Court Tax Chambers, 16 Bedford Row, LONDON, WC1R 4EF",,,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,SINV,IT Consultancy - Application Portfolio Evaluation,CENTRAL & CORPORATE,,,27/04/2015,,,,,"£5,250.00",,"Judi Taylor, 21 Robin Hood Way, Clifton, BRIGHOUSE, HD6 4LA",,,,Karen Brocklesby,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,40140981,Training,CHILDRENS SERVICES,,,01/04/2015,,,,,"£87,000.00",,"KING'S COLLEGE LONDON, James Clerk Maxwell Building, 57 Waterloo Road, LONDON, SE1 8WA",,Other/Not known,,Michelle Hallett,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,20009365,LGA Subscription 2015/16,STRATEGIC ACCOUNTS,,,30/04/2015,,,,,"£97,047.24",,"LOCAL GOVERNMENT ASSOCIATION, Local Government House, Smith Square, LONDON, SW1P 3HZ",,c) Small,,Juliana Ernecova,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,8500433201,Contribution to parks coach,CITY DEVELOPMENT,,,30/04/2015,,,,,"£20,000.00",,"LTA Operations Limited, The National Tennis Centre, 100 Priory Lane, ROEHAMPTON, SW15 5JQ",,,,Laura Fitzgerald,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,153725,Core Cities Additional Contribution - Skills,CITY DEVELOPMENT,,,22/04/2015,,,,,"£5,000.00",,"MANCHESTER CITY COUNCIL, Finance Serv Divi Corp Shared Serv Ctr, Manchester Cc Wenlock Way, MANCHESTER, M12 5DH",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,MA15/01,"Elk with Airflow Plus, Camel with Airflow Plus and Delivery.",ADULT SOCIAL CARE,,,17/04/2015,,,,,"£7,938.00",,"MANGAR INTERNATIONAL LTD, Presteigne, Powys, WALES, LD8 2UF",,d) Medium,,Hilary Sedgewick,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,M16939Y2,Empty Property Buy Back,ENVIRONMENT & HOUSING,,,30/04/2015,,,,,"£38,169.19",,"Milners Solicitors, Crown House, 85 - 89 Great George Street, LEEDS, LS1 3BR",,,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,5054723,ICT Agency Fees,CENTRAL & CORPORATE,,,10/04/2015,,,,,"£9,000.00",,"MODIS INTERNATIONAL LTD, Unit 3010 The Pavillions, The Crescent  Solihull Park Way, BIRMINGHAM, B37 7YE",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,17560,Legal Fees,CENTRAL & CORPORATE,,,23/04/2015,,,,,"£5,000.00",,"Mishcon de Reya, Summit House, 12 Red Lion Square, LONDON, WCIR4QD",,,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,8764-3/8156,Electoral Services (Booths and Pallets),CENTRAL & CORPORATE,,,17/04/2015,,,,,"£37,870.00",,"PAKFLATT (UK) LTD, 22 Springtown Park, Springtown Industrial Estate, LONDONDERRY, BT48 0LY",,,,Nabbeal Hussain,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,7132,To carry out work as per estimate,ENVIRONMENT & HOUSING,,,10/04/2015,,,,,"£10,563.92",,"B & K PASSMORE, Partnership House  6 Hales Road, Wortley, LEEDS, LS12 4PL",,c) Small,,Mark Ireland,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,4193445,Fencing to sports pitch at Roundhay Primary School,ENVIRONMENT & HOUSING,,,09/04/2015,,,,,"£12,235.00",,"PC PEST CONTROL LTD, Unit 2 Eagle Point, Telford Way, WAKEFIELD, WF2 0XW",,b) Micro,,Karen White,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,42742,Legal Fees,INSURANCE,,,01/04/2015,,,,,"£12,882.10",,"Plexus Law, Parabis Management, Josephs Well    Hanover Walk, LEEDS, LS3 1AB",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,SIN233832,Card Plant - New style card 5 versions,CITY DEVELOPMENT,,,01/04/2015,,,,,"£21,858.98",,"PLASTIC CARD SERVICES, 234 Humberstone Lane, Thurmaston, LEICESTER, LE4 9JN",,c) Small,,Nigel Webber,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,1.01E+12,SMU Striker 9 Impel Colour,CITY DEVELOPMENT,,,09/04/2015,,,,,"£5,616.00",,"Prostar Sports Ltd, Global Star House Kenmone Road, Wakefield 41 Industrial Estate, WAKEFIELD, WF2 0XE",,,,Phil Riley,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,70308448,ICT Agency Staff ,CENTRAL & CORPORATE,,,01/04/2015,,,,,"£14,976.07",,"SThree Partnership LLP, Central Accounts, 75 King William Street, LONDON, EC4N 7BE",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,2042,Swarcliffe Parade Works,CENTRAL & CORPORATE,,,07/04/2015,,,,,"£8,498.00",,"C D ROBINSON BUILDING & PLASTERING, Unit 8 Ashton Road Ind Estate, Ashton Road, LEEDS, LS8 5BZ",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,LEE5516,Consultancy Agreement for City Education,CHILDRENS SERVICES,,,10/04/2015,,,,,"£15,000.00",,"Rsa Shipley Enterprises Ltd, 8 John Adams Street, NULL, LONDON, WC2N 6EZ",,,,Clare Walker,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,136165,Proposed Residential Development,CITY DEVELOPMENT,,,30/04/2015,,,,,"£31,199.15",,"SANDERSON WEATHERALL, 22-24 Grey Street, NULL, NEWCASTLE UPON TYNE, NE1 6AD",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,2796,Legal Fees,CENTRAL & CORPORATE,,,10/04/2015,,,,,"£5,187.50",,"Simon Whitfield, Exchange Chambers, 201 Deansgate, MANCHESTER, M3 3NW",,a) Individual,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,SINV003340,Solus Surface Table,CITY DEVELOPMENT,,,24/04/2015,,,,,"£6,500.00",,"Solus Uk Ltd, James Watt Building James Watt Av, Scottish Enterprise Technology Park, EAST KILBRIDE, G75 0QD",,b) Micro,,Maxine Sutcliffe,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,NE1709,Stop Hate Line 1st January 2015 - 31 March 2015,ENVIRONMENT & HOUSING,,,24/04/2015,,,,,"£8,750.00",,"STOP HATE UK, P O Box 484, NULL, LEEDS, LS7 9BZ",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,9032410432,Works at Kernel House,CENTRAL & CORPORATE,,,30/04/2015,,,,,"£10,174.00",,"K D Systems North East Ltd, 3370 Century Way, Thorpe Park, LEEDS, LS23 6ER",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,CT5322,plinth of the monument to General Gordon.,CITY DEVELOPMENT,,,24/04/2015,,,,,"£11,250.00",,"Ted Few, 3 Playfield Crescent, Dulwich, LONDON, SE22 8QR",,,,Gemma Pollard,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,128153,Roof Repairs - Leeds Media Centre,CENTRAL & CORPORATE,,,24/04/2015,,,,,"£6,000.00",,"C P THORNTON ROOFING, Elmtree Cottage, Wynn Park  Arthington, LEEDS, LS21 1QB",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,IN18PR15001978,Various Specialist furniture,JCS FOR PEOPLE WITH LEARNING DISABILITIE,,,27/04/2015,,,,,"£5,850.00",,"THERAPOSTURE LIMITED, Kingdom Avenue Northacre Industrial Park, Westbury, WILTSHIRE, BA13 4WE",,c) Small,,Hilary Sedgewick,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,2.50E+13,Premier Delivery Service,CENTRAL & CORPORATE,,,10/04/2015,,,,,"£6,614.49",,"Whistl North Limited, 1 Globeside Business Park, Fieldhouse Lane, MARLOW, SL7 1HY",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,15443A,Valuation Report,CITY DEVELOPMENT,,,30/04/2015,,,,,"£13,087.15",,"THE VALUATION OFFICE AGENCY, Fin Operations  4th Floor Wingate House, 93-107 Shaftsbury Avenue, LONDON, W1D 5BU",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30-Apr,2015/122-030,Various Works at Parklands Primary School,CENTRAL & CORPORATE,,,24/04/2015,,,,,"£35,927.68",,"WALTER WEST BUILDERS LTD, Bank Street, Highgate, DEWSBURY, WF12 7DH",,c) Small,,,Other
