Property Address,RATEPAYER,RV,LIABILITY_START
"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",,2050,01/02/2016
"Unit 5C, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,940,01/10/2016
"18A Town Hall Street, Sowerby Bridge, HX6 2EA",Happydays Ministries Uk,5600,01/01/2016
"Unit 10, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Louise Woollard Llp,3700,01/10/2016
"1st Floor Over Unit 1, Woodman Works, South Lane, Elland              HX5 0HQ",Elland Community Link,1300,28/12/2015
"Unit 2A, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",,4050,10/09/2012
"10 Martin House, 2 Martin Street, Brighouse, HD6 1DA",,1750,01/08/2016
"The Village Garden Hut, 1 Caldene Avenue, Mytholmroyd, Hebden Bridge        HX7 5AF",Environment Agency,3550,13/12/2016
"Unit 12B & 12C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Nobilia [G.B] Ltd,18750,01/11/2016
"Part Ground Floor, Royds House, Birds Royd Lane, Brighouse           HD6 1LQ",,2225,01/03/2013
"Suite H M 2.17, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",As-Computers Ltd,1000,01/04/2016
"Unit 1.02/1.03, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1800,01/03/2016
"Office H M 2.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Rapid Ecommerce Ltd,1075,01/07/2016
"25 Square Road, Halifax, HX1 1QG",,16000,10/01/2017
"8 Carlton Place, Halifax, HX1 2SB",,34500,21/12/2016
"32 Bull Green, Halifax, HX1 5AB",,9700,02/12/2016
"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Threadneedle Uk Property Authorsied Investment Fund,477500,09/07/2016
"Unit 70 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Shaw Lodge Mills Ltd,3750,30/09/2016
"Units 2/3, Royal Industrial Park, New Bond Street, Halifax             HX1 5HA",Andrew Page 1917 Ltd,12000,04/10/2016
"Unit 1E Lwr Grd Flr Sth Mill, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN",A4 Barcodes Ltd,900,01/09/2016
"Bankfield Works, Haley Hill, Halifax, HX3 6ED",Liberty Trustees Ltd,31500,01/10/2016
"Unit B3, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",,1725,18/11/2016
"Ground Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",Jnp Group Consulting Engineers Ltd,33000,01/01/2017
"Shed 2, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",,1975,01/02/2016
"Office 33 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,2050,01/11/2016
"Unit 26 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Neutron Software Limited,2650,17/01/2017
"Apartment 1, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,2550,01/01/2017
"Apartment 11, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 12, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 13, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 16, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 17, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 18, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,2550,01/01/2017
"Apartment 2, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,2550,01/01/2017
"Apartment 3, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 6, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 7, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Apartment 8, Croft Mill Apartments, Croft Mill Yard, Hebden Bridge        HX7 8AB",Croft Mill Serviced Apartments Ltd,3200,01/01/2017
"Unit 5 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Bagshaw Ecology Limited,1650,17/01/2017
"Unit 4 Victoria Terminal, Albert Road, Halifax, HX2 0BY",R Collett & Sons (Transport) Ltd,4750,01/01/2017
"Calder Mill, Stubbing Holme, Hebden Bridge, HX7 6LQ",,8500,26/10/2016
"Top Floor Glass Roof, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1825,01/06/2016
"22 Rochdale Road, Todmorden, OL14 7LD",,4850,18/11/2016
"Unit 14, Ripponden Business Park, Oldham Road, Ripponden            HX6 4FF",Fab Holdings Ltd,8800,03/01/2017
"Hillcrest House, Brow Mills Industrial Estate, Brighouse Road, Hipperholme",Quantum Exhibitions & Displays Ltd (In Liquidation),26500,26/11/2016
"4 Tower Hill, Sowerby Bridge, HX6 2EQ",Mr Scruff's Limited,14250,07/12/2015
"Unit 1, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",The Travelling Pig Handmade Sausage Company Ltd,3400,21/12/2015
"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",,11500,18/01/2017
"Unit 9 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",K.B. Industries (Europe) Ltd,2750,01/09/2016
"Unit 3, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",N D A Electrical Ltd,1975,02/11/2016
"Unit 3D, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",Vintage Sign Boutique Ltd,1975,01/04/2016
"Dirty Dicks Ale House, 1 Clare Road, Halifax, HX1 2HX",Rodgers Leisure Limited,23250,14/11/2016
"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE",Telefonica Uk Ltd,12250,10/01/2017
"1 The Mill, Brunswick Street, Hebden Bridge, HX7 6AF",,2000,27/09/2016
"19 Alexandra Street, Halifax, HX1 1BS",Selmar Properties Ltd,6400,13/12/2016
"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS",Cardtronics Uk Ltd,5900,14/10/2016
"Junction Hotel, 192 King Cross Road, Halifax, HX1 3JP",,11500,11/01/2017
"Unit G9 Lock View, Lowfields Business Park, Elland, HX5 9DF",B C A Group Ltd,94000,01/01/2017
"Car Parking Space No 15, John Street, Halifax, HX1 1YA",Trustees Of B Holmes Discretionary Settlement,600,15/07/2015
"54 Illingworth Road, Illingworth, Halifax, HX2 9EN",Calderdale Mbc Land & Property Services,2475,17/06/2016
"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH",Maramar Holdings Ltd,2650,14/12/2016
"The Maltings, Halifax Road, Elland, HX5 0SH",Maramar Holdings Ltd,45500,14/12/2016
"Unit 1 The Maltings, Halifax Road, Elland, HX5 0SH",Maramar Holdings Ltd,2900,14/12/2016
"Office Suite D108, Dean Clough Office Park, Halifax, HX3 5AX",Dean Clough Ltd,1725,01/01/2017
"Office Suite D106, Dean Clough Office Park, Halifax, HX3 5AX",Dean Clough Ltd,8000,01/01/2017
"Office Suite D123, Dean Clough Industrial Park, Halifax, HX3 5AX",Dean Clough Ltd,2125,01/01/2017
"Office Suite D32, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,3100,01/01/2017
"Office Suite L G 37, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,4550,01/01/2017
"Office Suite D40, Dean Clough, Halifax, HX3 5AX",Dean Clough Ltd,1925,01/01/2017
"Unit S1-S8 & B R 1, Dean Clough, Halifax, HX3 5AX",Dean Clough Ltd,11000,01/01/2017
"Office Suite L G 38, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1275,01/01/2017
"Unit GY/8, G Mill Yard, Dean Clough Office Park, Halifax              HX3 5AX",Dean Clough Ltd,790,01/01/2017
"School House, 56 Hopwood Lane, Halifax, HX1 5ER",The Halifax Building Consultancy Limited,44750,24/12/2016
"Units 1 & 2 The Mill, Laura Street, Brighouse, HD6 1JD",Jmv Contracts Ltd,2700,01/02/2017
"Unit 1 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Wattlid Ltd,19500,01/02/2017
"Warehouse, Clifton Mills, Bradford Road, Bailiff Bridge       HD6 4EJ",Blackshaw Holdings Ltd,65500,01/02/2017
"14 Square, Halifax, HX1 1RJ",Vape Saloon Ltd,7100,03/01/2017
"Unit 28, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",S D H Holdings,8000,01/02/2017
"Units 4-5 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",R E Thornber Ltd,14500,01/02/2017
"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,1950,01/02/2017
"7 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",Calder Community Kitchen Ltd,2275,01/02/2017
"The Barge, 37 Mill Lane, Brighouse, HD6 1PA",Whitetops Limited,27750,11/04/2016
"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",Adhan Property Consultants Ltd,3400,01/02/2017
"Suite 9 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Harley House Ripponden Ltd,2050,24/12/2016
"3/4 Martin House, Martin Street, Brighouse, HD6 1DA",,2950,01/10/2016
"Pt Grd Flr & 1ST Flr, Hastings House, Birds Royd Lane, Brighouse            HD6 1LQ",Manrochem Ltd,28750,01/01/2016
"Part Ground Floor, Hastings House, Birds Royd Lane, Brighouse            HD6 1LQ",Hastings O'Loughlin Financial Servuces Ltd,14750,01/01/2016
"Unit 9, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",,6500,01/01/2017
"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,8400,24/01/2017
"18 Water Street, Todmorden, OL14 5AB",,2600,01/02/2017
"Pt Gf & 1-3 Flrs F'Ley Mill, Dean Clough Mills, Halifax, HX3 5AX",Regus Management (Uk) Ltd,134000,19/02/2016
"Gf Right Fearnley Mill, Dean Clough Mills, Halifax, HX3 5AX",Handelsbanken,36750,18/03/2016
"Lgnd Flr Fearnley Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,30000,19/02/2016
"C Park Front Fearnley Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,15000,19/02/2016
"Office Hm 3.7 - 3.8, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,2350,31/03/2016
"Unit 1, 2 Wistons Lane, Elland, HX5 9DT",Northern Motor Home Hire Ltd,10750,17/08/2016
"Todmorden Sports Centre, Ewood Lane, Todmorden, OL14 7DF",Calderdale Mbc,166000,18/09/2015
"Unit E, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Weir Valves & Controls Uk Ltd,17750,23/03/2016
"(Unoff Add) Unit J Factory, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,15250,23/03/2016
"Office 3.2 To 3.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",Scale Model Shop Ltd,3000,01/07/2016
"Office 3.4 To 3.5, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",,2100,01/07/2016
"257 King Cross Road, Halifax, HX1 3JL",All Canvas Uk Ltd,6500,01/02/2017
"Unit F G H, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Stair World Ltd,38750,18/04/2016
"The Moorings, Canal Wharf, Sowerby Bridge, HX6 2AG",Love Your Local Ltd,60000,26/01/2017
"Unit 2 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",The Piece Hall Trust,5400,01/02/2016
"4 Carlton Place, Halifax, HX1 2SB",,7400,18/01/2017
"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",Amica Aesthetics Limited,5300,28/01/2017
"7/8/9/10 Town Hall Buildings, Elland, HX5 0EU",Indigo Restaurant (Hx) Ltd,25000,10/08/2016
"Bartre Works, Rastrick Common, Brighouse, HD6 3DR",Pennine Pneumatic Services Ltd,25500,27/01/2017
"Gf Office A10 & Office 3, Croft Myl, West Parade, Halifax              HX1 2EQ",Cns Northern Ltd,6500,23/11/2016
"Unit 6, Grantham Works, Grantham Road, Halifax              HX3 6PL",James Garside & Son Ltd,17750,30/01/2017
"Unit 8 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",,2750,02/06/2016
"Castlefields Infants School, Field Top Road, Rastrick, Brighouse           HD6 3XB",Longroyde Primary School,32000,01/09/2016
"The Courtyard, Bridge Gate, Hebden Bridge, HX7 8EX",,9400,01/02/2017
"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",,3600,10/02/2017
"Office 2, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",,2225,10/02/2017
"Office 1, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",,1225,10/02/2017
"Office 4, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",,1425,10/02/2017
"Springs Garage, Halifax Road, Todmorden, OL14 5RS",Spring Petroleum Company Ltd,47250,01/09/2015
"196 Savile Park Road, Halifax, HX1 2XP",,4050,26/01/2017
"Gnd Flr (Rhs Front), Old Town Hall, Thornton Square, Brighouse            HD6 1EA",Town Hall Dental Ltd,3500,01/04/2015
"Gnd Flr (Rhs Rear), Old Town Hall, Thornton Square, Brighouse            HD6 1EA",Town Hall Dental Ltd,1850,01/04/2015
"Basement (Rhs Front), Old Town Hall, Thornton Square, Brighouse            HD6 1EA",Town Hall Dental Ltd,1425,01/04/2015
"Haley Hill Service Station, Haley Hill, Halifax, HX3 6ED",Spring Petroleum Company Ltd,14500,01/09/2015
"10 Albion Street, Halifax, HX1 1DU",Overgate Hospice,13000,27/01/2017
"Unit 3 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",The Halifax Minister,1500,20/08/2015
"Level 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",The Mill Playcafe Ltd,8700,01/02/2017
"Unit G8 Navigation Close, Lowfields Business Park, Elland, HX5 9HD",Smith Brothers (Contracting) Limited,54500,20/12/2016
"73 Stainland Road, Greetland, Halifax, HX4 8BD",,2550,01/01/2017
"259 King Cross Road, Halifax, HX1 3JL",,7800,01/02/2017
"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,3500,01/10/2016
"Unit 2, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",,3950,01/08/2016
"32 Halifax Road, Todmorden, OL14 5QG",,6000,27/01/2017
"Unit 7, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",Setbray Properties Ltd,8100,11/02/2017
"Unit 5 Park Road Mills, Park Road, Elland, HX5 9HX",Benjamin Whiteley & Sons Ltd,23250,25/01/2017
"Unit 1 Park Road Mills, Park Road, Halifax, HX5 9HX",V-Seal Ltd,32000,25/01/2017
"22 Water Street, Todmorden, OL14 5AB",,2100,14/11/2016
"A & B Mills, Dean Clough, Halifax, HX1 1XG",Covea Insurance Plc,790000,25/05/2016
"Halifax Magistrates Court, Harrison Road, Halifax, HX1 2AF",Homes And Communites Agency,168000,31/10/2016
"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",A V T G Ltd,12250,17/01/2017
"23A Bull Close Lane, Halifax, HX1 2EF",,3750,01/02/2017
"23 Bull Green, Halifax, HX1 2RZ",,5300,23/07/2015
"24 Bethel Street, Brighouse, HD6 1JN",,13750,27/12/2016
"Unit A3 Elant House, Old Power Way, Lowfields Business Park, Elland               HX5 9DE",Reactiv Life Media Ltd,111000,12/12/2016
"20 Bond Street, Hebden Bridge, HX7 7DE",,3750,14/01/2017
"Unit A, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",Recon Commercials Ltd,10750,17/01/2017
"26 Burnley Road, Todmorden, OL14 5EZ",Saker Vegetarian Foods Ltd,3450,01/09/2016
"14 Bank Edge Road, Halifax, HX2 8JU",Pennine Housing 2000,2800,01/02/2017
"Huddersfield Road, Elland, HX5 0EE",Tru Property Investments Ltd,4300,13/12/2016
"Unit 6, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS",Halifax Sheet Metal & Ventilation Ltd,35750,06/04/2016
"Unit 6A Ground Floor, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS",,7500,06/04/2016
"Unit 6B 1ST Floor, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS",,10500,06/04/2016
"5 Friendly, Burnley Road, Sowerby Bridge, HX6 2UG",,11250,16/01/2017
"Land At, Hipperholme Works, Halifax Road, Hipperholme          HX3 8BS",Decopak Ltd,11500,01/04/2016
"Rawson J & I School, Rawson Street North, Halifax, HX3 6PU",Akroydon Primary Academy,55500,01/02/2017
"1ST Floor Crown House, 60 Crown Street, Halifax, HX1 1HY",Valuation Office Agency,23750,01/04/2015
"2ND Floor Crown House, 60 Crown Street, Halifax, HX1 1HY",Valuation Office Agency,18250,01/04/2015
"3RD Floor Crown House, 60 Crown Street, Halifax, HX1 1HY",Valuation Office Agency,18000,01/04/2015
"4TH Floor Crown House, 60 Crown Street, Halifax, HX1 1HY",Valuation Office Agency,16000,01/04/2015
"633c Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,11750,26/01/2017
"Unit HM15 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,2700,01/05/2016
"Suite 8 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",Flex Partners Ltd,2750,01/04/2016
"Unit 8 Victoria Park, Lightowler Road, Halifax, HX1 5ND",Ys Parcels Ltd,8200,02/11/2015
"Unit 9 Victoria Park, Lightowler Road, Halifax, HX1 5ND",C2 (General Partner Two) Lp,8300,17/10/2015
"The Court Yard, 5/6 Wards End, Halifax, HX1 1BX",,17750,31/01/2017
"327 Queens Road, Halifax, HX1 4PY",Duftons Plumbing & Heating Supplies Ltd,26750,01/07/2015
"8 Carlton Street, Halifax, HX1 2AL",Translate Uk Ltd,10500,01/06/2016
"8 Westgate, Halifax, HX1 1DJ",Ocean Rain Ltd,11750,12/12/2016
"Dews Garages Ltd, Northgate, Halifax, HX1 1XJ",Dews Motor Group Ltd - In Liquidation,107000,01/10/2016
"Office Suite E130, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1625,13/01/2017
"Unit 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",The Mill Ale & Pizza Ltd,6000,03/12/2016
"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",The Mill Ale & Pizza Ltd,14750,03/12/2016
"18 Town Hall Street, Sowerby Bridge, HX6 2EA",River Lounge Sowerby Ltd,11500,30/01/2017
"Room 1 & 2 Part Grd Floor, Machpelah Works, Hebden Bridge, HX7 8AU",The Anthroposophical Society,3150,01/10/2015
"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,4650,01/07/2016
"Bst & Grd Floors, 42/44 Wharf Street, Sowerby Bridge, HX6 2AE",,11250,01/08/2016
"14 Horton Street, Halifax, HX1 1PU",,6100,01/12/2016
"New Bond Works, New Bond Street, Halifax, HX1 2NB",,7500,01/11/2016
"Unit 9 Church View Offices, Elland Road, Ripponden, HX6 4DB",Cosmo Uk Ltd,4650,01/02/2017
"Advertising Right, 195 King Cross Road, Halifax, HX1 3LN",,740,13/12/2016
"Office Suite G 419 & G 423, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,17500,02/12/2016
"Office Suite D 258, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,3650,02/12/2016
"Office B23 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",True9 Ltd,3450,03/02/2017
"613 Bradford Road, Brighouse, HD6 4DN",,7200,11/09/2016
"7 Jowler, Bank House Lane, Luddenden, Halifax              HX2 6TB",,2275,14/08/2016
"Owenshaw Mills, Old Cawsey, Sowerby Bridge, HX6 2AJ",,4700,01/10/2016
"Unit R2, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",,6300,09/01/2017
"Ind Dist Network Operator, Signal View, Halifax, HX2 0WB",The Electricity Network Company Ltd,144,01/04/2016
"Unit 56 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",,3600,01/04/2016
"Off 4, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",The Asbestos Law Partnership Llp,2750,01/02/2017
"1ST & 2ND Floors, Long Lea Works, Halifax Road, Elland               HX5 0SH",Crossley Webb Contracts Ltd,6700,01/04/2015
"Car Park Rear Of M & Co, Lawson Road, Brighouse, HD6 1NY",Hx Car Park Management Ltd,12500,01/07/2016
"67 Commercial Street, Brighouse, HD6 1AF",Tosca North East Ltd,15500,14/02/2017
"3/5/7 Wellington Arcade, Briggate, Brighouse, HD6 1DN",Tosca North East Ltd,28000,18/01/2017
"The Brick Shack, Midgehole Road, Hebden Bridge, HX7 7AN",,1875,17/01/2017
"Unit 54 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",,3350,01/08/2016
"Unit 55 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",,3450,01/04/2016
"Unit 9F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,3350,06/02/2017
"Rock Inn, Holywell Green, Halifax, HX4 9BS",,38000,22/12/2016
"Unit 3A Park Works, Arnold Street, Halifax, HX1 5JH",Northern Lights Projects,6600,01/02/2017
"Owler Mill, Bacup Road, Todmorden, OL14 7HL",,5900,28/06/2016
"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS",B J S H Ltd,8700,01/08/2016
