"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF3","49424","59191","Army","93.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47947","61439","Department Portfolio Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Administrative support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","8","56529","70663","Group Leader","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","OR1-3","18125","29947","Policy Support Officer","0.01","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Aviation Offr 2","35285","36696","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","OR9","39944","48381","Military","135.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF4","69366","80320","Army","33.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47947","61439","Group Leader","9.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","AeroEng(Aero/Struct/Mech)","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","8","56529","70663","Head of Function","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","C1","36562","44711","Policy Support Officer","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Aviation Offr 2","35285","36696","Operational Analysis","1.50","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","57877","72907","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF5","83205","91466","Army","12.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47947","61439","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Business Management","5.89","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","8","56529","70663","Programme Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","D","24028","29383","Executive Assistant","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Aviation Offr 2","35285","36696","Training Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Retired Offr 1","38793","44711","WOME Safety","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR2","18125","29947","Army","70.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47947","61439","Team Member","25.49","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Civilian HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","8","56529","70663","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","E1","18845","22345","Policy Support Officer","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Aviation Offr 2","35285","36696","Transport & Movement","17.30","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Apprentice","14303","18318","Engineering Civ Apprentices","31.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR3","18125","29947","Army","125.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Specialist Instruction","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Chief","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000404","8","56529","70663","Team Member","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","B2","49161","60130","Programme Manager","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30916","36696","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","SALMO","43727","63176","Salvage and Marine Operations","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR4","27324","34338","Army","229.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Group Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Human Resources","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000609","6","38357","51595","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","OF4","69366","80320","Programme Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30916","36696","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Skill Zone 3","18480","22372","Postal & Courier","29.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR6","31058","38215","Army","175.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Teaching","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Head of Function","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Estate Surveying","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000609","6","38357","51595","Team Member","4.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","B1","57877","72907","Programme Support Officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30916","36696","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Fast Stream Grade Band C2","30022","36696","Security Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR7","34039","44315","Army","133.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Business Management","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Estates Management","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000609","7","47947","61439","Team Leader","0.61","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","C1","36562","44711","Programme Support Officer","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 3","26258","29383","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Fast Stream Grade Band C1","36549","44711","Business Continuity","0.66","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR8","34039","44315","Army","91.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Commercial Operations","0.93","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","External Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00000609","8","56529","70663","Team Member","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","5","30889","42192","Team Member","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","C2","30008","36696","Programme Support Officer","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr (Prinl)","49193","60130","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Fast Stream Grade Band C1","36549","44711","Consultancy","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR9","39944","48381","Army","29.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Decision Support","9.89","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Member","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Historical","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","6","38357","51595","Team Member","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","D","24028","29383","Programme Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Medical Officer","75541","84551","Defence Export Services","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Fast Stream Grade Band C1","36549","44711","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","1","14394","16119","Team Member","25.20","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF1","16468","33507","RAF","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Inventory Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","7","47947","61439","Deputy Account Manager","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","OF5","83205","91466","Programme Manager","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Medical Officer","75541","84551","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Graduate Engineer","24371","25856","Engineering Civ Apprentices","167.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","2","14428","20628","Team Member","50.42","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF2","38848","46199","RAF","61.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Naval Architecture","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","7","47947","61439","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","OF3","49424","59191","Programme Officer Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Medical Officer - 2185","57924","72907","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","57877","72907","AeroEng(Aero/Struct/Mech)","6.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","3","18648","26498","Team Member","94.93","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF3","49424","59191","RAF","69.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Nuclear Propulsion","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","8","56529","70663","Account Manager","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","B1","57877","72907","Policy Adviser","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Civilian Medical Practitioner","65722","78076","Gen Practice Medical","1.40","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","57877","72907","AeroEng(Electronics/Avionics)","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","4","20837","33829","Scientist/Analyst/Engineer","666.99","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF4","69366","80320","RAF","21.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","49161","60130","Nuclear Weapons","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","00001495","8","56529","70663","Deputy Account Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","B2","49161","60130","Policy Adviser","3.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Burnham Lecturer 2 (C2 Equiv) - 2606/2606001","30949","43620","Teaching","9.30","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","57877","72907","Business Management","15.94","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02004","5","30889","42192","Team Leader","6.61","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF5","83205","91466","RAF","7.00","Military"
