ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,09/02/2018,PHYSICAL DIS & OLDER PEOPLE,TUNSTALL HEALTHCARE (UK) LTD,09/02/2018,"£1,200.00",EQUIPMENT - GENERAL,V001208431
ROCHDALE BOROUGH COUNCIL,16/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GTM ELECTRICAL SERVICES LIMITED,16/02/2018,£858.40,ELECTRICAL,V001208719
ROCHDALE BOROUGH COUNCIL,08/02/2018,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,08/02/2018,"£1,355.65",MAINTENANCE,V001209566
ROCHDALE BOROUGH COUNCIL,23/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,23/02/2018,£704.05,VEHICLE MAINTENANCE,V001211200
ROCHDALE BOROUGH COUNCIL,15/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,IMPERIAL POLYTHENE PRODUCTS LTD,15/02/2018,"£1,894.30",EQUIPMENT - GENERAL,V001211239
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,BELLYFLOP TV LTD,01/02/2018,"£1,600.00",PUBLICITY,V001211272
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,BELLYFLOP TV LTD,01/02/2018,£570.00,PUBLICITY,V001211273
ROCHDALE BOROUGH COUNCIL,06/02/2018,RESOURCES,CRITIQOM LIMITED,06/02/2018,"£1,164.28",PRINTING & STATIONERY,V001211421
ROCHDALE BOROUGH COUNCIL,06/02/2018,RESOURCES,CRITIQOM LIMITED,06/02/2018,£750.18,PRINTING & STATIONERY,V001211425
ROCHDALE BOROUGH COUNCIL,06/02/2018,RESOURCES,CRITIQOM LIMITED,06/02/2018,£850.16,PRINTING & STATIONERY,V001211428
ROCHDALE BOROUGH COUNCIL,06/02/2018,RESOURCES,CRITIQOM LIMITED,06/02/2018,£548.03,PRINTING & STATIONERY,V001211429
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,02/02/2018,"£9,368.39",ROADWORKS,V001211487
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,02/02/2018,"£4,690.40",CONSULTANT FEES,V001211561
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,02/02/2018,"£6,978.60",CONSULTANT FEES,V001211562
ROCHDALE BOROUGH COUNCIL,02/02/2018,PUBLIC HEALTH,PENNINE CARE NHS,02/02/2018,"£327,779.00",PH PENNINE CARE CONTRACT,V001211819
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,02/02/2018,£540.00,EQUIPMENT - GENERAL,V001211841
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,NPOWER LIMITED,02/02/2018,"£182,825.97",ENERGY COSTS,V001212171
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRENTWOOD,02/02/2018,"£16,425.00",GRANTS TO THE VOLUNTARY SECTOR,V001212623
ROCHDALE BOROUGH COUNCIL,02/02/2018,CHILDREN’S SOCIAL CARE,BUILDING BLOCKS DAY NURSERY NW LTD,02/02/2018,£544.30,DAY CARE,V001212690
ROCHDALE BOROUGH COUNCIL,09/02/2018,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,"-£2,226.95",PERSONAL BUDGETS - MANAGED,V001213557
ROCHDALE BOROUGH COUNCIL,09/02/2018,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,"-£2,226.95",PERSONAL BUDGETS - MANAGED,V001213558
ROCHDALE BOROUGH COUNCIL,09/02/2018,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,"-£2,226.95",PERSONAL BUDGETS - MANAGED,V001213559
ROCHDALE BOROUGH COUNCIL,09/02/2018,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,"£2,226.95",PERSONAL BUDGETS - MANAGED,V001213680
ROCHDALE BOROUGH COUNCIL,12/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,12/02/2018,"-£1,224.90",PROJECTS,V001213804
ROCHDALE BOROUGH COUNCIL,16/02/2018,ECONOMY DIRECTORATE,ROTA ROD LIMITED,16/02/2018,"£1,120.00",REPAIRS & ALTS OF BUILDINGS,V001213812
ROCHDALE BOROUGH COUNCIL,16/02/2018,ECONOMY DIRECTORATE,ROTA ROD LIMITED,16/02/2018,"£1,830.00",REPAIRS & ALTS OF BUILDINGS,V001213812
ROCHDALE BOROUGH COUNCIL,01/02/2018,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£511.26,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£541.53,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£597.07,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£603.99,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,CHILDREN’S SOCIAL CARE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£618.06,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£643.70,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£710.05,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£720.16,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,PHYSICAL DIS & OLDER PEOPLE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,£805.33,GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£1,137.10",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£1,761.13",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£2,361.11",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£2,730.92",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£3,735.68",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GAZPROM MARKETING AND TRADING RETAIL LTD,01/02/2018,"£3,771.16",GAS,V001213898
ROCHDALE BOROUGH COUNCIL,09/02/2018,PROPERTY AND HIGHWAYS,LINK4LIFE CHARITY,09/02/2018,"£2,500.00",MINOR BUILDING WORKS,V001213989
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,CUSHMAN AND WAKEFIELD,02/02/2018,"£103,310.00",CONSULTANTS FEES,V001214000
ROCHDALE BOROUGH COUNCIL,08/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,08/02/2018,£920.00,CONSULTANT FEES,V001214005
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND DISTRICT CITIZENS ADVICE BUREAU,01/02/2018,"£28,333.33",CITIZENS ADVICE BUREAU,V001214233
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,THE PENNINE ACUTE HOSPITALS NHS TRUST,01/02/2018,"£10,288.91",PH PENNINE ACUTE CONTRACT,V001214234
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,SAFEGARD SECURITY SOLUTIONS,01/02/2018,"£14,250.00",SECURITY,V001214235
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,LINK4LIFE CHARITY,01/02/2018,"£225,708.00",LINK 4 LIFE CONTRACT,V001214237
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,PENNINE CARE NHS,01/02/2018,"£150,000.00",CONTRACTED SERVICES,V001214238
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,PENNINE CARE NHS,01/02/2018,"£89,842.00",PH PENNINE CARE CONTRACT,V001214239
ROCHDALE BOROUGH COUNCIL,01/02/2018,PROPERTY AND HIGHWAYS,ENVIRONMENT AGENCY,01/02/2018,"£24,636.50",ENVIRONMENTAL AGENCY FLOOD DEFENCE LEVY,V001214240
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOODBANK,01/02/2018,£750.00,SUPPLIES AND SERVICES PROVISION,V001214241
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,01/02/2018,"£50,651.67",CONTRACTS,V001214242
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,01/02/2018,"£1,250.00",ACTIVITIES,V001214244
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,01/02/2018,"£3,320.83",ACTIVITIES,V001214245
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,LINK4LIFE TRADING,01/02/2018,"£6,383.00",LINK 4 LIFE CONTRACT,V001214248
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,VIRGIN CARE SERVICES LIMITED,01/02/2018,"£262,878.00",VIRGIN CARE,V001214249
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,BIG LIFE CENTRES,01/02/2018,"£120,990.00",PH BIG LIFE CONTRACT,V001214250
ROCHDALE BOROUGH COUNCIL,15/02/2018,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,15/02/2018,"£4,768.00",ROADWORKS,V001214253
ROCHDALE BOROUGH COUNCIL,09/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND DISTRICT DISABLED ACTION GRP,09/02/2018,"£5,500.00",GRANTS TO THE NON VOLUNTARY SECTOR,V001214398
ROCHDALE BOROUGH COUNCIL,14/02/2018,PROPERTY AND HIGHWAYS,E ON SUSTAINABLE ENERGY,14/02/2018,"£2,023.31",REPAIRS & ALTS OF BUILDINGS,V001215616
ROCHDALE BOROUGH COUNCIL,15/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,15/02/2018,"£97,723.80",AGILISYS CONTRACT,V001217280
ROCHDALE BOROUGH COUNCIL,15/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,15/02/2018,"£3,946.07",AGILISYS CONTRACT,V001217281
ROCHDALE BOROUGH COUNCIL,09/02/2018,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,£885.00,SATS EXPENDITURE,V001217325
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,£522.26,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,PHYSICAL DIS & OLDER PEOPLE,TOTAL GAS AND POWER LIMITED,02/02/2018,£534.82,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,TOTAL GAS AND POWER LIMITED,02/02/2018,£620.14,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,£686.47,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,TOTAL GAS AND POWER LIMITED,02/02/2018,£692.38,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,£714.85,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,£878.17,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,TOTAL GAS AND POWER LIMITED,02/02/2018,£911.37,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,£955.76,ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,TOTAL GAS AND POWER LIMITED,02/02/2018,"£1,152.57",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,"£1,697.53",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,TOTAL GAS AND POWER LIMITED,02/02/2018,"£1,740.64",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,TOTAL GAS AND POWER LIMITED,02/02/2018,"£1,794.19",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,TOTAL GAS AND POWER LIMITED,02/02/2018,"£2,333.22",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,"£2,841.39",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,"£2,995.36",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,"£3,658.92",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL GAS AND POWER LIMITED,02/02/2018,"£14,585.88",ELECTRICITY,V001217361
ROCHDALE BOROUGH COUNCIL,06/02/2018,RESOURCES,PLAIN ENGLISH CAMPAIGN LTD,06/02/2018,"£1,250.00",TRAINING-NON QUALIFICATION,V001217362
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,01/02/2018,"£4,275.00",PURCHASE OF ICT HARDWARE,V001217478
ROCHDALE BOROUGH COUNCIL,01/02/2018,PROPERTY AND HIGHWAYS,NSL LIMITED,01/02/2018,"£31,734.87",CAR PARKING CONTRACT,V001217494
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,PATROL,02/02/2018,"£2,373.70",AGENCY,V001217496
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,01/02/2018,"£5,578.56",EQUIPMENT - GENERAL,V001217776
ROCHDALE BOROUGH COUNCIL,16/02/2018,PUBLIC HEALTH,SALFORD CITY COUNCIL,16/02/2018,"£18,750.00",PH BUSINESS CASES,V001217794
ROCHDALE BOROUGH COUNCIL,15/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,AVANTI GAS LTD,15/02/2018,"£2,512.39",OIL,V001217795
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,PROTON SOUTHERN LIMITED,02/02/2018,"£3,225.00",EQUIPMENT - GENERAL,V001217820
ROCHDALE BOROUGH COUNCIL,02/02/2018,CHILDREN’S SOCIAL CARE,SOCIAL CARE NETWORK SOLUTIONS LTD,02/02/2018,"£4,438.80",SOFTWARE LICENSES,V001217903
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,GLENDALE HORTICULTURE LTD,01/02/2018,£980.00,"TREES, SHRUBS, PLANTS",V001217905
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,01/02/2018,"£15,200.77",GRANTS TO THE NON VOLUNTARY SECTOR,V001217914
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,02/02/2018,£962.49,ACTIVITIES,V001217934
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,LINK4LIFE CHARITY,02/02/2018,"£6,124.56",ACTIVITIES,V001217936
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,BARNARDOS,02/02/2018,"£10,513.74",ACTIVITIES,V001217937
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,RAINBOW SCENT,02/02/2018,"£1,512.39",ACTIVITIES,V001217938
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,02/02/2018,"£1,200.00",CAPITAL SALARIES,V001217939
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,02/02/2018,"£2,760.00",TRANSACTIONS-EXPENDITURE,V001217944
ROCHDALE BOROUGH COUNCIL,01/02/2018,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/02/2018,£850.00,FOSTER PARENTS BASIC ALLOWANCE,V001217998
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,01/02/2018,£660.00,HOME CARE - CHILDRENS SERVICES,V001218010
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,01/02/2018,£514.38,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001218032
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,01/02/2018,"£1,089.00",HOME CARE - CHILDRENS SERVICES,V001218037
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,01/02/2018,"£1,485.00",HOME CARE - CHILDRENS SERVICES,V001218038
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,BIKE RIGHT LTD,02/02/2018,"£5,800.00",REPAIRS & ALTS OF BUILDINGS,V001218060
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,02/02/2018,"£8,638.00",SOFTWARE,V001218064
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,02/02/2018,"£2,400.00",CAPITAL SALARIES,V001218065
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,02/02/2018,"£1,800.00",AGENCY STAFF,V001218066
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,STHREE PARTNERSHIP LLP,02/02/2018,"£1,875.00",AGENCY STAFF,V001218067
ROCHDALE BOROUGH COUNCIL,16/02/2018,RESOURCES,TRANSPORT FOR GREATER MANCHESTER,16/02/2018,"£1,621.72",TRANSACTIONS-EXPENDITURE,V001218085
ROCHDALE BOROUGH COUNCIL,02/02/2018,CHILDREN’S SOCIAL CARE,FOX AND ASSOCIATES CONSULTING LTD,02/02/2018,"£5,495.38",TRAINING,V001218092
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,BRAHM FUNDCO 1 LTD,01/02/2018,£636.62,RENTS,V001218124
ROCHDALE BOROUGH COUNCIL,01/02/2018,PUBLIC HEALTH,BRAHM FUNDCO 1 LTD,01/02/2018,£546.63,RENTS,V001218125
ROCHDALE BOROUGH COUNCIL,09/02/2018,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/02/2018,"£5,193.75",ACTIVITIES,V001218475
ROCHDALE BOROUGH COUNCIL,02/02/2018,EARLY HELP AND SCHOOLS,APOLLO HOME HEALTHCARE,02/02/2018,"£1,307.02",HOME CARE - CHILDRENS SERVICES,V001218477
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,SCHNEIDER ELECTRIC LIMITED,02/02/2018,"£4,044.00",PROPERTY - WORKS ELEMENT,V001218502
ROCHDALE BOROUGH COUNCIL,12/02/2018,EARLY HELP AND SCHOOLS,SECURITY SURVEILLANCE SYSYTEMS LTD,12/02/2018,"£2,650.00",REPAIRS & ALTS OF BUILDINGS,V001218506
ROCHDALE BOROUGH COUNCIL,13/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,OTIS LTD,13/02/2018,"£1,726.49",PROPERTY - WORKS ELEMENT,V001218507
ROCHDALE BOROUGH COUNCIL,02/02/2018,ECONOMY DIRECTORATE,ENVIRONMENT AGENCY,02/02/2018,"£1,387.00",ONGOING DISBURSEMENTS,V001218514
ROCHDALE BOROUGH COUNCIL,06/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,PREMIER LONDON LTD,06/02/2018,"£2,500.00",AGENCY STAFF,V001218522
ROCHDALE BOROUGH COUNCIL,01/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,NATURESCAPE LTD,01/02/2018,£536.25,"TREES, SHRUBS, PLANTS",V001218530
ROCHDALE BOROUGH COUNCIL,16/02/2018,EARLY HELP AND SCHOOLS,POSITIVE STEPS,16/02/2018,"£37,100.00",EXTERNALLY MANAGED FUNDS,V001218532
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,02/02/2018,£726.00,EQUIPMENT - GENERAL,V001218537
ROCHDALE BOROUGH COUNCIL,06/02/2018,PUBLIC HEALTH,BRAHM FUNDCO 1 LTD,06/02/2018,£621.56,RENTS,V001218541
ROCHDALE BOROUGH COUNCIL,05/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/02/2018,"£1,000.00",ENVIRONMENTAL WORKS LANDSCAPE,V001218542
ROCHDALE BOROUGH COUNCIL,01/02/2018,EARLY HELP AND SCHOOLS,MCQUEENS MUSICAL INSTRUMENTS REPAIR SPEC,01/02/2018,£855.00,MAINTENANCE,V001218562
ROCHDALE BOROUGH COUNCIL,06/02/2018,EARLY HELP AND SCHOOLS,ROSS CARE,06/02/2018,"£8,910.25",EQUIPMENT - GENERAL,V001218563
ROCHDALE BOROUGH COUNCIL,07/02/2018,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,07/02/2018,£726.40,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001218567
ROCHDALE BOROUGH COUNCIL,02/02/2018,PROPERTY AND HIGHWAYS,YOTTA LIMITED,02/02/2018,"£20,131.85",ASSET MANAGEMENT PLANS & SURVEYS,V001218583
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,02/02/2018,£524.92,AGENCY STAFF,V001218598
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,02/02/2018,£524.92,AGENCY STAFF,V001218598
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,02/02/2018,£531.00,AGENCY STAFF,V001218598
ROCHDALE BOROUGH COUNCIL,02/02/2018,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,02/02/2018,£538.73,AGENCY STAFF,V001218598
