ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORPS,01/11/2017,"£7,825.54",SECURITY,V001178533
ROCHDALE BOROUGH COUNCIL,07/11/2017,CHILDREN’S SOCIAL CARE,HORIZON CARE AND EDUCATION,07/11/2017,£717.87,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001178542
ROCHDALE BOROUGH COUNCIL,29/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,BALMERS GM LTD,29/11/2017,£560.43,VEHICLE MAINTENANCE,V001178711
ROCHDALE BOROUGH COUNCIL,01/11/2017,EARLY HELP AND SCHOOLS,NISAI LEARNING,01/11/2017,"£2,750.00",OTHER EST - SEN PROVISION,V001178776
ROCHDALE BOROUGH COUNCIL,03/11/2017,RESOURCES,ROSSENDALES,03/11/2017,£708.83,INPUT VAT -  ADJUSTMENTS,V001180143
ROCHDALE BOROUGH COUNCIL,06/11/2017,CHILDREN’S SOCIAL CARE,OFSTED,06/11/2017,"£2,557.00",FEES / COMMISSION,V001180326
ROCHDALE BOROUGH COUNCIL,14/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,14/11/2017,£665.00,CONTRACTS,V001180430
ROCHDALE BOROUGH COUNCIL,03/11/2017,PROPERTY AND HIGHWAYS,NPOWER LIMITED,03/11/2017,"£89,347.13",ENERGY COSTS,V001180450
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,JONATHAN AUBURN,08/11/2017,£500.00,PROFESSIONAL FEES,V001180828
ROCHDALE BOROUGH COUNCIL,03/11/2017,PUBLIC HEALTH,ANIMAL WARDENS LIMITED,03/11/2017,£602.00,CONTRACTED SERVICES,V001180863
ROCHDALE BOROUGH COUNCIL,20/11/2017,ECONOMY DIRECTORATE,GROUNDWORK LANDSCAPES LIMITED,20/11/2017,£990.00,REPAIRS & ALTS OF BUILDINGS,V001180866
ROCHDALE BOROUGH COUNCIL,07/11/2017,ECONOMY DIRECTORATE,GROUNDWORK LANDSCAPES LIMITED,07/11/2017,£745.80,MINOR BUILDING WORKS,V001180888
ROCHDALE BOROUGH COUNCIL,13/11/2017,RESOURCES,ASTUTIS LTD,13/11/2017,"£1,650.00",TRAINING,V001181020
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,WICKSTEED LEISURE LIMITED,01/11/2017,£520.80,EQUIPMENT - GENERAL,V001181604
ROCHDALE BOROUGH COUNCIL,03/11/2017,CHILDREN’S SOCIAL CARE,DEPAUL UK,03/11/2017,"£24,685.71",YOUNG PEOPLES RENTS,V001181608
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,REDACTED - PERSONAL DATA,08/11/2017,"£5,400.00",PROFESSIONAL FEES,V001181620
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,REDACTED - PERSONAL DATA,08/11/2017,"£1,000.00",PROFESSIONAL FEES,V001181621
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,REDACTED - PERSONAL DATA,08/11/2017,"£12,400.00",PROFESSIONAL FEES,V001181622
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND DISTRICT CITIZENS ADVICE BUREAU,01/11/2017,"£28,333.33",CITIZENS ADVICE BUREAU,V001181649
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,THE PENNINE ACUTE HOSPITALS NHS TRUST,01/11/2017,"£10,288.91",PH PENNINE ACUTE CONTRACT,V001181659
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,SAFEGARD SECURITY SOLUTIONS,01/11/2017,"£14,250.00",SECURITY,V001181660
ROCHDALE BOROUGH COUNCIL,03/11/2017,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,03/11/2017,£962.49,ACTIVITIES,V001181663
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,PENNINE CARE NHS,01/11/2017,"£150,000.00",CONTRACTED SERVICES,V001181667
ROCHDALE BOROUGH COUNCIL,01/11/2017,PROPERTY AND HIGHWAYS,ENVIRONMENT AGENCY,01/11/2017,"£24,636.50",ENVIRONMENTAL AGENCY FLOOD DEFENCE LEVY,V001181670
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOODBANK,01/11/2017,£750.00,SUPPLIES AND SERVICES PROVISION,V001181674
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,01/11/2017,"£50,651.67",CONTRACTS,V001181675
ROCHDALE BOROUGH COUNCIL,01/11/2017,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,01/11/2017,"£1,250.00",ACTIVITIES,V001181676
ROCHDALE BOROUGH COUNCIL,01/11/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,01/11/2017,"£3,320.83",ACTIVITIES,V001181677
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,LINK4LIFE CHARITY,01/11/2017,"£225,708.00",LINK 4 LIFE CONTRACT,V001181678
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,PENNINE CARE NHS,01/11/2017,"£89,842.00",PH PENNINE CARE CONTRACT,V001181681
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,LINK4LIFE TRADING,01/11/2017,"£6,383.00",LINK 4 LIFE CONTRACT,V001181682
ROCHDALE BOROUGH COUNCIL,03/11/2017,EARLY HELP AND SCHOOLS,LINK4LIFE CHARITY,03/11/2017,"£6,124.56",ACTIVITIES,V001181685
ROCHDALE BOROUGH COUNCIL,03/11/2017,EARLY HELP AND SCHOOLS,BARNARDOS,03/11/2017,"£10,513.74",ACTIVITIES,V001181686
ROCHDALE BOROUGH COUNCIL,03/11/2017,EARLY HELP AND SCHOOLS,RAINBOW SCENT,03/11/2017,"£1,512.39",ACTIVITIES,V001181687
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,VIRGIN CARE SERVICES LIMITED,01/11/2017,"£262,878.00",VIRGIN CARE,V001181690
ROCHDALE BOROUGH COUNCIL,01/11/2017,PUBLIC HEALTH,BIG LIFE CENTRES,01/11/2017,"£120,990.00",PH BIG LIFE CONTRACT,V001181691
ROCHDALE BOROUGH COUNCIL,03/11/2017,RESOURCES,CRESTA WORLD TRAVEL LIMITED,03/11/2017,£635.83,ACCOMMODATION,V001183139
ROCHDALE BOROUGH COUNCIL,03/11/2017,RESOURCES,CRESTA WORLD TRAVEL LIMITED,03/11/2017,£635.83,ACCOMMODATION,V001183140
ROCHDALE BOROUGH COUNCIL,20/11/2017,EARLY HELP AND SCHOOLS,HOPWOOD HALL COLLEGE,20/11/2017,"£3,330.00",TRAINING-QUALIFICATION,V001183196
ROCHDALE BOROUGH COUNCIL,20/11/2017,EARLY HELP AND SCHOOLS,HOPWOOD HALL COLLEGE,20/11/2017,"£1,441.00",TRAINING-QUALIFICATION,V001183197
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,14/11/2017,£720.00,ACTIVITIES,V001183230
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,14/11/2017,"£5,032.50",ACTIVITIES,V001183301
ROCHDALE BOROUGH COUNCIL,03/11/2017,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,03/11/2017,"£1,008.35",GAS,V001183302
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,14/11/2017,£952.50,ACTIVITIES,V001183303
ROCHDALE BOROUGH COUNCIL,02/11/2017,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,02/11/2017,"£1,854.81",GAS,V001183304
ROCHDALE BOROUGH COUNCIL,03/11/2017,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,03/11/2017,"£2,378.82",GAS,V001183305
ROCHDALE BOROUGH COUNCIL,03/11/2017,ECONOMY DIRECTORATE,GAZPROM MARKETING AND TRADING RETAIL LTD,03/11/2017,"£1,916.91",GAS,V001183306
ROCHDALE BOROUGH COUNCIL,10/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,J COONEY LTD,10/11/2017,"£1,500.00",EQUIPMENT - GENERAL,V001183308
ROCHDALE BOROUGH COUNCIL,03/11/2017,CHILDREN’S SOCIAL CARE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,03/11/2017,"£3,758.05",AGENCY STAFF,V001183366
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,CF CORPORATE FINANCE LTD,01/11/2017,£531.18,HIRE OF EQUIPMENT,V001183507
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,CF CORPORATE FINANCE LTD,01/11/2017,£950.66,HIRE OF EQUIPMENT,V001183510
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,TFG STAGE TECHNOLOGY LTD,01/11/2017,£525.00,ENVIRONMENTAL WORKS LANDSCAPE,V001183986
ROCHDALE BOROUGH COUNCIL,07/11/2017,ECONOMY DIRECTORATE,WILDE CONSULTING ENGINEERS,07/11/2017,"£6,358.75",CONSULTANT FEES,V001183990
ROCHDALE BOROUGH COUNCIL,01/11/2017,CHILDREN’S SOCIAL CARE,YOUTH JUSTICE BOARD,01/11/2017,"£16,616.00",SERVICE LEVEL AGREEMENTS,V001184015
ROCHDALE BOROUGH COUNCIL,21/11/2017,PROPERTY AND HIGHWAYS,S T HEATINGS SERVICES LTD,21/11/2017,£820.86,TRANSACTIONS-EXPENDITURE,V001184068
ROCHDALE BOROUGH COUNCIL,10/11/2017,ECONOMY DIRECTORATE,YOUNG AND CO,10/11/2017,"£1,123.70",REPAIRS & ALTS OF BUILDINGS,V001184070
ROCHDALE BOROUGH COUNCIL,10/11/2017,ECONOMY DIRECTORATE,YOUNG AND CO,10/11/2017,£650.00,REPAIRS & ALTS OF BUILDINGS,V001184071
ROCHDALE BOROUGH COUNCIL,02/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,PK ENVIRONMENTAL MINI BUS HIRE,02/11/2017,"£2,888.82",TAXI HIRE,V001184119
ROCHDALE BOROUGH COUNCIL,02/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,02/11/2017,£534.00,TAXI HIRE,V001184120
ROCHDALE BOROUGH COUNCIL,02/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,AIRSAFE UK LIMITED,02/11/2017,£650.00,EQUIPMENT - GENERAL,V001184124
ROCHDALE BOROUGH COUNCIL,02/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,GLENDALE HORTICULTURE LTD,02/11/2017,£568.75,"TREES, SHRUBS, PLANTS",V001184126
ROCHDALE BOROUGH COUNCIL,07/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,07/11/2017,£500.40,CONSUMABLES,V001184132
ROCHDALE BOROUGH COUNCIL,02/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,02/11/2017,"£6,400.00",CAPITAL SALARIES,V001184153
ROCHDALE BOROUGH COUNCIL,17/11/2017,RESOURCES,ROSSENDALES,17/11/2017,£572.25,INPUT VAT -  ADJUSTMENTS,V001184165
ROCHDALE BOROUGH COUNCIL,01/11/2017,CHILDREN’S SOCIAL CARE,RESOLUTION FOSTERING SERVICES LTD,01/11/2017,£660.24,FOSTER PARENTS BASIC ALLOWANCE,V001184188
ROCHDALE BOROUGH COUNCIL,02/11/2017,CHILDREN’S SOCIAL CARE,J MARLAND DECORATORS,02/11/2017,£630.00,REPAIRS & ALTS OF BUILDINGS,V001184206
ROCHDALE BOROUGH COUNCIL,01/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,PETRUS,01/11/2017,"£36,180.00",GRANTS TO THE VOLUNTARY SECTOR,V001184212
ROCHDALE BOROUGH COUNCIL,20/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,OLDHAM COUNCIL,20/11/2017,"£5,895.00",SUBSCRIPTIONS,V001184264
ROCHDALE BOROUGH COUNCIL,03/11/2017,BETTER CARE FUND POOLED BUDGET,N COMPASS,03/11/2017,"£40,847.69",CONTRACTS,V001184368
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,CRITIQOM LIMITED,08/11/2017,£603.80,PRINTING & STATIONERY,V001184375
ROCHDALE BOROUGH COUNCIL,03/11/2017,EARLY HELP AND SCHOOLS,JILL WEBB,03/11/2017,£526.00,TRAINING-QUALIFICATION,V001184383
ROCHDALE BOROUGH COUNCIL,07/11/2017,PHYSICAL DIS & OLDER PEOPLE,GARY HUMPHREYS,07/11/2017,"£1,200.00",TRAINING,V001184385
ROCHDALE BOROUGH COUNCIL,03/11/2017,PROPERTY AND HIGHWAYS,VAISALA LIMITED,03/11/2017,"£12,751.00",TRAINING,V001184386
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,03/11/2017,"£7,199.00",SOFTWARE,V001184388
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,CRITIQOM LIMITED,08/11/2017,"£1,012.29",PRINTING & STATIONERY,V001184410
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,CRITIQOM LIMITED,08/11/2017,"£1,026.46",PRINTING & STATIONERY,V001184411
ROCHDALE BOROUGH COUNCIL,02/11/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,02/11/2017,"£2,250.00",AGENCY STAFF,V001184418
ROCHDALE BOROUGH COUNCIL,08/11/2017,RESOURCES,CRITIQOM LIMITED,08/11/2017,£599.80,PRINTING & STATIONERY,V001184427
ROCHDALE BOROUGH COUNCIL,10/11/2017,RESOURCES,CAPITA BUSINESS SERVICES LIMITED,10/11/2017,"£1,800.00",SOFTWARE,V001184515
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,14/11/2017,"£4,137.00",OTHER LA`S - SEN PROVISION,V001184527
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,14/11/2017,"£4,826.50",OTHER LA`S - SEN PROVISION,V001184528
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,14/11/2017,"£2,104.20",OTHER LA`S - SEN PROVISION,V001184529
ROCHDALE BOROUGH COUNCIL,14/11/2017,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,14/11/2017,"£2,454.90",OTHER LA`S - SEN PROVISION,V001184530
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,CRESTA WORLD TRAVEL LIMITED,03/11/2017,£514.66,STAFF TRAVELLING EXPENSES,V001184550
ROCHDALE BOROUGH COUNCIL,16/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE COUNTY COUNCIL,16/11/2017,"£4,300.00",OTHER LOCAL AUTHORITIES,V001184557
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,03/11/2017,£980.00,EQUIPMENT - GENERAL,V001184559
ROCHDALE BOROUGH COUNCIL,13/11/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,13/11/2017,"£4,683.66",OTHER EST - SEN PROVISION,V001184571
ROCHDALE BOROUGH COUNCIL,13/11/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,13/11/2017,"£3,333.34",SEN COSTS MET BY SCHOOLS,V001184571
ROCHDALE BOROUGH COUNCIL,01/11/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,01/11/2017,"£1,224.00",CAPITAL SALARIES,V001184584
ROCHDALE BOROUGH COUNCIL,20/11/2017,PUBLIC HEALTH,THE PENNINE ACUTE HOSPITALS NHS TRUST,20/11/2017,"£4,979.00",PH OTHER CONTRACTS,V001184587
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,03/11/2017,"£1,080.00",AGENCY STAFF,V001185693
ROCHDALE BOROUGH COUNCIL,02/11/2017,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,02/11/2017,£850.00,FOSTER PARENTS BASIC ALLOWANCE,V001185700
ROCHDALE BOROUGH COUNCIL,07/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,07/11/2017,£610.00,ENVIRONMENTAL WORKS LANDSCAPE,V001185825
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,03/11/2017,£586.99,VEHICLE MAINTENANCE,V001185827
ROCHDALE BOROUGH COUNCIL,21/11/2017,PHYSICAL DIS & OLDER PEOPLE,GARY HUMPHREYS,21/11/2017,£600.00,TRAINING,V001185830
ROCHDALE BOROUGH COUNCIL,28/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,28/11/2017,"£1,090.00",ACTIVITIES,V001185832
ROCHDALE BOROUGH COUNCIL,03/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,DOTTED EYES LTD,03/11/2017,£725.00,SOFTWARE,V001185839
ROCHDALE BOROUGH COUNCIL,10/11/2017,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,10/11/2017,£580.37,TRANSACTIONS-EXPENDITURE,V001185851
ROCHDALE BOROUGH COUNCIL,13/11/2017,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,13/11/2017,£840.00,REPAIRS & ALTS OF BUILDINGS,V001185859
ROCHDALE BOROUGH COUNCIL,10/11/2017,ECONOMY DIRECTORATE,ABC INDUSTRIAL DOORS LTD,10/11/2017,£968.00,ONGOING DISBURSEMENTS,V001185866
ROCHDALE BOROUGH COUNCIL,03/11/2017,CHILDREN’S SOCIAL CARE,STEPPING STONE PROJECT ROCHDALE LTD,03/11/2017,"£1,796.60",YOUNG PEOPLES RENTS,V001186228
ROCHDALE BOROUGH COUNCIL,03/11/2017,CHILDREN’S SOCIAL CARE,STEPPING STONE PROJECT ROCHDALE LTD,03/11/2017,"£2,131.80",YOUNG PEOPLES RENTS,V001186234
ROCHDALE BOROUGH COUNCIL,03/11/2017,CHILDREN’S SOCIAL CARE,STEPPING STONE PROJECT ROCHDALE LTD,03/11/2017,"£2,131.80",YOUNG PEOPLES RENTS,V001186235
ROCHDALE BOROUGH COUNCIL,06/11/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,06/11/2017,"-£49,250.00",CONTRACTS,V001186482
ROCHDALE BOROUGH COUNCIL,07/11/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,07/11/2017,"£1,875.00",AGENCY STAFF,V001186991
