Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038335,825.00,General Fund,Kirby Misperton P C,17369
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038336,36750.00,General Fund,Kirkbymoorside Town Council,17371
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038337,885.00,General Fund,Lastingham Parish Meeting,17374
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038338,800.00,General Fund,Leavening Parish Council,17378
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038340,1750.00,General Fund,Lockton Parish Council,17382
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038341,2100.00,General Fund,Luttons Parish Council,17387
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038342,70500.00,General Fund,Malton Town Council,17389
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038344,2696.50,General Fund,Nawton Parish Council,17401
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038345,1100.00,General Fund,Newton on Rawcliffe Parish Council,17402
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038346,900.00,General Fund,Normanby Parish Council,17405
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038347,71000.00,General Fund,Norton on Derwent Town Council,17407
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038348,750.00,General Fund,Nunnington P C,17415
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038349,1020.00,General Fund,Oswaldkirk P C,17419
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038350,90500.00,General Fund,Pickering Town Council,17425
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038351,9150.00,General Fund,Rillington Parish Councl,17437
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038352,2750.00,General Fund,Rosedale  Parish Council,17441
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038353,1050.50,General Fund,Scagglethorpe Parish Council,17462
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038354,1125.00,General Fund,Scampston with E & W Knapton P Council,17463
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038355,900.00,General Fund,Scrayingham with Leppington PC,17545
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038356,1825.00,General Fund,Settrington Parish Council,17468
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038357,11500.00,General Fund,Sherburn Parish Council,17472
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038358,8063.00,General Fund,Sheriff Hutton P C,17473
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038359,1000.00,General Fund,Sinnington Parish Councl,17476
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038360,3281.00,General Fund,Slingsby  Parish Council,17477
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038363,1834.50,General Fund,Swinton Parish Council,17485
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038364,1542.50,General Fund,Terrington Parish Council,17488
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038365,500.00,General Fund,Thixendale P C,17492
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038366,13500.00,General Fund,Thornton le Dale P C,17495
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038368,625.00,General Fund,Warthill Parish Council,17506
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038369,1750.00,General Fund,Weaverthorpe P C,17508
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038370,2000.00,General Fund,Welburn (Malton) Parish Council,17509
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038371,1150.00,General Fund,Westow Parish Council,17510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038373,4300.00,General Fund,Willerby & Staxton Parish Council,17514
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038374,1125.00,General Fund,Wintringham Parish Council,17515
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Corporate Management,Agency and Contracted Services,1901/47002,Precept,47002,11/04/2017,inv0038375,2150.00,General Fund,Wombleton Parish Council,17517
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Corporate Management,Supplies and Services,1032/35104,Software Charges,35104,11/04/2017,inv0038067,1678.00,General Fund,Halarose Ltd,18126
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Land Charges,1105,Customer Service,Supplies and Services,1041/35104,Software Charges,35104,11/04/2017,inv0038420,391.06,General Fund,Capita Business Services Ltd,18999
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1023/35102,Terminal & Network Maintenance,35102,11/04/2017,inv0038420,822.56,General Fund,Capita Business Services Ltd,18999
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1023/35104,Software Charges,35104,11/04/2017,inv0038420,10011.38,General Fund,Capita Business Services Ltd,18999
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1024/35102,Terminal & Network Maintenance,35102,11/04/2017,inv0038420,91.40,General Fund,Capita Business Services Ltd,18999
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1024/35104,Software Charges,35104,11/04/2017,inv0038420,2502.84,General Fund,Capita Business Services Ltd,18999
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1021/34003,Audit Fee,34003,11/04/2017,inv0038408,1012.50,General Fund,KPMG LLP,26988
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1021/35104,Software Charges,35104,11/04/2017,inv0038414,6219.06,General Fund,Northgate Public Services (UK) Ltd,18250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/35104,Software Charges,35104,11/04/2017,inv0038414,9950.49,General Fund,Northgate Public Services (UK) Ltd,18250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1024/35104,Software Charges,35104,11/04/2017,inv0038414,2487.62,General Fund,Northgate Public Services (UK) Ltd,18250
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1021/34107,Hired Services - General,34107,11/04/2017,inv0038401,733.33,General Fund,Shared Services Connected Ltd,31306
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Corporate Management,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,11/04/2017,inv0038244,210.51,Control Holding and SU Accnts,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Culture and Heritage,1201,Economy and Infrastructure,Supplies and Services,1102/37101,Grants General,37101,11/04/2017,inv0038246,11200.00,General Fund,Milton Rooms Management Committee,17396
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Liabilities,6A3,Short Term Creditors,6321,Customer Service,Balance Sheet Detail Codes,6510/A9001,Balance Sheet Debit,A9001,11/04/2017,inv0038405,849.00,Balance Sheet,Computershare Voucher Services Ltd,17849
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Liabilities,6A3,Short Term Creditors,6321,Resources and Enabling,Balance Sheet Detail Codes,6453/A9001,Balance Sheet Debit,A9001,11/04/2017,inv0038298,978000.00,Balance Sheet,North Yorkshire Pension Fund,17411
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Supplies and Services,1332/30203,Furniture/Office Equipment-Rentals,30203,11/04/2017,inv0038239,11.55,General Fund,Telefonica O2 UK Limited,17265
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Supplies and Services,1345/30203,Furniture/Office Equipment-Rentals,30203,11/04/2017,inv0038239,15.60,General Fund,Telefonica O2 UK Limited,17265
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Environment,Supplies and Services,1501/34107,Hired Services - General,34107,11/04/2017,inv0038078,510.00,General Fund,Parkeon Ltd,17534
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Environment,Supplies and Services,1501/35201,Telephone Rental & Calls,35201,11/04/2017,inv0038239,8.09,General Fund,Telefonica O2 UK Limited,17265
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Supplies and Services,2221/35102,Terminal & Network Maintenance,35102,11/04/2017,inv0038379,12670.00,Control Holding and SU Accnts,Elitetele.com,18205
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2201/30103,Equip-Rep&Maint.Inc Contract,30103,11/04/2017,inv0038424,302.52,Control Holding and SU Accnts,Performing Right Society Ltd t/a PRS for Music,24024
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Supplies and Services,2261/35302,Postage Imprest,35302,11/04/2017,inv0038418,7990.57,Control Holding and SU Accnts,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,11/04/2017,inv0038413,2884.00,Control Holding and SU Accnts,Powerworks Maintenance Services Limited,18001
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,11/04/2017,inv0038412,48.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Supplies and Services,2221/35102,Terminal & Network Maintenance,35102,11/04/2017,inv0038400,1305.48,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Supplies and Services,2221/35102,Terminal & Network Maintenance,35102,11/04/2017,inv0038400,514.28,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35104,Software Charges,35104,11/04/2017,inv0038399,2930.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Transport Related Expenses,2454/21001,Lease Costs,21001,11/04/2017,inv0038426,4497.94,Control Holding and SU Accnts,Ryedale District Council,17453
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Supplies and Services,2221/30203,Furniture/Office Equipment-Rentals,30203,11/04/2017,inv0038239,39.29,Control Holding and SU Accnts,Telefonica O2 UK Limited,17265
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2454/21001/VP505,Lease Costs,21001,11/04/2017,inv0038385,473.90,Control Holding and SU Accnts,Triple Point Lease Partners,18158
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Corporate Management,Supplies and Services,2020/35104,Software Charges,35104,11/04/2017,inv0038067,4781.00,Control Holding and SU Accnts,Halarose Ltd,18126
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Resources and Enabling,Supplies and Services,2431/30103,Equip-Rep&Maint.Inc Contract,30103,11/04/2017,inv0038424,329.24,Control Holding and SU Accnts,Performing Right Society Ltd t/a PRS for Music,24024
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/37801,Subscriptions - General,37801,11/04/2017,inv0038411,2358.23,Partnerships and Agencies,District Surveyors Association Ltd t/as LABC,17297
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/37801,Subscriptions - General,37801,11/04/2017,inv0038411,786.07,Partnerships and Agencies,District Surveyors Association Ltd t/as LABC,17297
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Premises,3002/13001,Ryedale DC Rates,13001,11/04/2017,inv0038417,7601.63,Partnerships and Agencies,Hambleton D C,17328
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Premises,3003/13001,Ryedale DC Rates,13001,11/04/2017,inv0038417,2533.87,Partnerships and Agencies,Hambleton D C,17328
