Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,03-Nov-17,BLDG STRUCTURES MAIN CONTR,Capital Projects,SOUTH WEST HIGHWAYS LIMITED,C20220B,35295.66
Department of Health,Salisbury NHS Foundation Trust,03-Nov-17,BLDG STRUCTURES MAIN CONTR,Capital Projects,SOUTH WEST HIGHWAYS LIMITED,C20220B,176478.28
Department of Health,Salisbury NHS Foundation Trust,03-Nov-17,BLDG STRUCTURES MAIN CONTR,Capital Projects,SOUTH WEST HIGHWAYS LIMITED,C20220B,176478.28
Department of Health,Salisbury NHS Foundation Trust,03-Nov-17,ENERGY WATER - WATER MAINS,Corporate - ETS,BWBSL,8049185150,25769.77
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DENTAL SURGERY EQUIPMENT,Musculo-Skeletal,NHS LOGISTICS,1018158099,204.37
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018158099,85.91
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ELECTRICAL EQUIPMENT x,Musculo-Skeletal,NHS LOGISTICS,1018158099,12.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,944.95
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,66.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,81.92
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SERVICES FROM NHS BODIES,Surgery,NHS LOGISTICS,1018158099,50.81
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,118.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,118.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,70.67
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,533.92
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,1494.97
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,1067.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,15.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,15.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,15.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,15.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018158099,52.1
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,244.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,244.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,27.85
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,44.53
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,89.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018158099,38.81
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,29.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,3.72
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,74.73
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,122.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,14.89
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Musculo-Skeletal,NHS LOGISTICS,1018158099,6.17
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018158099,2.48
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018158099,15.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,30.43
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS-LAPAROSCOPIC EQUIPMENT,Surgery,NHS LOGISTICS,1018158099,167.01
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Clinical Support,NHS LOGISTICS,1018158099,6.05
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018158099,5.53
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,3.35
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,3.35
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.35
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018158099,43.02
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018158099,2.61
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,3.77
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.7
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,215
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,20.27
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,7.82
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,49.6
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,27.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,25.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,29.53
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,56.8
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,150
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,3.77
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,86.95
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,2.48
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,2.49
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,3.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018158099,2.89
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,4.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018158099,31.95
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,1.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.35
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,3.06
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,37.85
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,415.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018158099,25.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018158099,61.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,25.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,48.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,655.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,22.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,51.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,32.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,62.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018158099,10.19
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018158099,3.8
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,6.3
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,85.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018158099,96.48
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018158099,172.62
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,11.21
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ELECTRICAL EQUIPMENT x,Corporate - Corporate Development,NHS LOGISTICS,1018158099,3.87
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,4.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018158099,1.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018158099,10.65
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,11.21
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,707.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,109.28
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,371.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,217.01
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018158099,1.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018158099,16.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018158099,4.43
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,3.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,NON DISPOSABLE BED LINEN,Clinical Support,NHS LOGISTICS,1018158099,11.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,1.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,12
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Surgery,NHS LOGISTICS,1018158099,3.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,1.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRUGS,Surgery,NHS LOGISTICS,1018158099,16.85
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,29.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,59.75
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018158099,110.91
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,7.52
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,41.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,16.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,2.49
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,4.03
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018158099,9.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,1.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,3.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,1.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Musculo-Skeletal,NHS LOGISTICS,1018158099,208.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRUGS,Surgery,NHS LOGISTICS,1018158099,8.85
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRUGS,Surgery,NHS LOGISTICS,1018158099,34.6
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,14.42
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,16.94
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,94.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,100.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,39.06
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,17.94
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,12.78
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,23.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,35.64
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,26.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,29.64
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,40.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,32.76
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,2.63
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,51.96
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,70.32
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,5.82
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,9.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,9.3
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,9.17
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,13.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,26.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,102
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,24.63
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,28.74
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,2.21
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,2.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,1.82
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,1.74
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,2.3
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,3.1
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,4.43
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,8.7
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,6.21
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,47.68
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,6.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018158099,129.16
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018158099,10.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,10.62
