ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,23/05/2017,PHYSICAL DIS & OLDER PEOPLE,TYNETEC LTD,23/05/2017,738.20 ,EQUIPMENT - GENERAL,V001109502
ROCHDALE BOROUGH COUNCIL,12/05/2017,ECONOMY DIRECTORATE,TIM CAULTON CONSULTING LTD,12/05/2017,900.00 ,MINOR BUILDING WORKS,V001110107
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROYTON STEELSTOCK LTD,04/05/2017,567.00 ,EQUIPMENT - GENERAL,V001111587
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,30860.25 ,COMMUNICATION AND COMPUTING - GENERAL,V001111658
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,4148.75 ,COMMUNICATION AND COMPUTING - GENERAL,V001112071
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,900.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001112072
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,1512.50 ,COMMUNICATION AND COMPUTING - GENERAL,V001112073
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,2442.50 ,COMMUNICATION AND COMPUTING - GENERAL,V001112075
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,2442.50 ,COMMUNICATION AND COMPUTING - GENERAL,V001112076
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,3348.35 ,COMMUNICATION AND COMPUTING - GENERAL,V001112077
ROCHDALE BOROUGH COUNCIL,03/05/2017,PROPERTY AND HIGHWAYS,OLDHAM COUNCIL,03/05/2017,37538.00 ,CONSULTANT FEES,V001112109
ROCHDALE BOROUGH COUNCIL,17/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,GTM ELECTRICAL SERVICES LIMITED,17/05/2017,990.00 ,REPAIRS & ALTS OF BUILDINGS,V001112113
ROCHDALE BOROUGH COUNCIL,02/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,02/05/2017,2572.16 ,BASIC SALARIES,V001112180
ROCHDALE BOROUGH COUNCIL,02/05/2017,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,02/05/2017,2400.00 ,TRANSACTIONS-EXPENDITURE,V001112323
ROCHDALE BOROUGH COUNCIL,08/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,THE PROTON GROUP LIMITED,08/05/2017,511.72 ,CLEANING MATERIALS,V001112368
ROCHDALE BOROUGH COUNCIL,03/05/2017,EARLY HELP AND SCHOOLS,BURY MBC,03/05/2017,9888.04 ,OTHER EST - SEN PROVISION,V001112386
ROCHDALE BOROUGH COUNCIL,03/05/2017,EARLY HELP AND SCHOOLS,REAL TRUST,03/05/2017,20000.00 ,ACTIVITIES,V001112392
ROCHDALE BOROUGH COUNCIL,03/05/2017,PROPERTY AND HIGHWAYS,GMCA,03/05/2017,4150.00 ,ROADWORKS,V001112414
ROCHDALE BOROUGH COUNCIL,03/05/2017,PROPERTY AND HIGHWAYS,GMCA,03/05/2017,5250.00 ,ROADWORKS,V001112415
ROCHDALE BOROUGH COUNCIL,03/05/2017,PROPERTY AND HIGHWAYS,GMCA,03/05/2017,1195.97 ,ROADWORKS,V001112416
ROCHDALE BOROUGH COUNCIL,03/05/2017,PROPERTY AND HIGHWAYS,LINK4LIFE (CHARITY),03/05/2017,1684.00 ,MINOR BUILDING WORKS,V001112417
ROCHDALE BOROUGH COUNCIL,08/05/2017,CHILDREN’S SOCIAL CARE,ORANGE GROVE FOSTERCARE LTD,08/05/2017,-1351.42 ,FOSTER PARENTS BASIC ALLOWANCE,V001112504
ROCHDALE BOROUGH COUNCIL,03/05/2017,EARLY HELP AND SCHOOLS,BURY MBC,03/05/2017,9677.21 ,OTHER EST - SEN PROVISION,V001112507
ROCHDALE BOROUGH COUNCIL,02/05/2017,PUBLIC HEALTH,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,02/05/2017,9429.21 ,CONTRACTED SERVICES,V001112509
ROCHDALE BOROUGH COUNCIL,02/05/2017,PROPERTY AND HIGHWAYS,BOLTON MBC,02/05/2017,2978.35 ,FEES / COMMISSION,V001114030
ROCHDALE BOROUGH COUNCIL,02/05/2017,PHYSICAL DIS & OLDER PEOPLE,CASTLETON WROUGHT IRON,02/05/2017,560.00 ,TRANSACTIONS-EXPENDITURE,V001114092
ROCHDALE BOROUGH COUNCIL,12/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,Microdec Plc,12/05/2017,550.00 ,SOFTWARE,V001114113
ROCHDALE BOROUGH COUNCIL,12/05/2017,EARLY HELP AND SCHOOLS,TES  GLOBAL  LIMITED,12/05/2017,1093.75 ,ADVERTISING,V001114149
ROCHDALE BOROUGH COUNCIL,02/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CITY COUNCIL,02/05/2017,6218.00 ,HUMAN RESOURCES,V001114188
ROCHDALE BOROUGH COUNCIL,05/05/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,05/05/2017,18750.00 ,PLANNING FEES,V001114198
ROCHDALE BOROUGH COUNCIL,05/05/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,05/05/2017,15000.00 ,PLANNING FEES,V001114199
ROCHDALE BOROUGH COUNCIL,23/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,IMPERIAL POLYTHENE PRODUCTS LTD,23/05/2017,909.76 ,TRANSACTIONS-EXPENDITURE,V001114353
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,RESTORE DOCUMENT MANAGEMENT,04/05/2017,3457.00 ,DATA COLLECTION,V001114363
ROCHDALE BOROUGH COUNCIL,05/05/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,05/05/2017,3274.01 ,CAPITAL SALARIES,V001114541
ROCHDALE BOROUGH COUNCIL,05/05/2017,PROPERTY AND HIGHWAYS,BOLTON MBC,05/05/2017,1653.31 ,FEES / COMMISSION,V001114542
ROCHDALE BOROUGH COUNCIL,05/05/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,05/05/2017,2382.39 ,CAPITAL SALARIES,V001114543
ROCHDALE BOROUGH COUNCIL,02/05/2017,RESOURCES,CAPITA BUSINESS SERVICES LIMITED,02/05/2017,975.00 ,SOFTWARE,V001114966
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,04/05/2017,2374.28 ,IT MAINTENANCE,V001115056
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,VODAFONE LTD,05/05/2017,1202.29 ,TELEPHONE EXPENDITURE,V001115057
ROCHDALE BOROUGH COUNCIL,12/05/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,12/05/2017,575.60 ,RESIDENTIAL LONG TERM,V001116167
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,04/05/2017,1237.21 ,SOFTWARE,V001116270
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,E ON ENERGY INSTALLATION SERVICES LTD,04/05/2017,1020.00 ,BOILER REPLACEMENTS,V001116328
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,05/05/2017,35999.00 ,SOFTWARE,V001116356
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,05/05/2017,78640.78 ,SOFTWARE,V001116356
ROCHDALE BOROUGH COUNCIL,25/05/2017,RESOURCES,HEALTH MANAGEMENT LIMITED,25/05/2017,6179.73 ,OCCUPATIONAL HEALTH,V001116414
ROCHDALE BOROUGH COUNCIL,04/05/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,04/05/2017,40468.21 ,MEALS,V001116434
ROCHDALE BOROUGH COUNCIL,12/05/2017,EARLY HELP AND SCHOOLS,HOPWOOD HALL COLLEGE,12/05/2017,15000.00 ,CURRICULUM DEVELOPMENT,V001116451
ROCHDALE BOROUGH COUNCIL,15/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,15/05/2017,8438.50 ,WINDOW CLEANING EQUIPMENT,V001116565
ROCHDALE BOROUGH COUNCIL,09/05/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/05/2017,7500.00 ,SERVICE LEVEL AGREEMENTS,V001116606
ROCHDALE BOROUGH COUNCIL,12/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,GAMMA BUSINESS COMMUNICATIONS,12/05/2017,2958.44 ,TELEPHONE EXPENDITURE,V001117469
ROCHDALE BOROUGH COUNCIL,11/05/2017,RESOURCES,CAPITA BUSINESS SERVICES LIMITED,11/05/2017,58000.00 ,SOFTWARE,V001117510
ROCHDALE BOROUGH COUNCIL,04/05/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,04/05/2017,1908.67 ,MISC CHARGES,V001117534
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,05/05/2017,12400.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001117574
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,05/05/2017,2214.29 ,FOSTER PARENTS BASIC ALLOWANCE,V001117576
ROCHDALE BOROUGH COUNCIL,04/05/2017,CHILDREN’S SOCIAL CARE,ROCHDALE BOROUGHWIDE HOUSING,04/05/2017,1600.00 ,YOUNG PEOPLES RENTS,V001117636
ROCHDALE BOROUGH COUNCIL,04/05/2017,CHILDREN’S SOCIAL CARE,ROCHDALE BOROUGHWIDE HOUSING,04/05/2017,26690.56 ,YOUNG PEOPLES RENTS,V001117636
ROCHDALE BOROUGH COUNCIL,16/05/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,16/05/2017,11605.00 ,MINOR BUILDING WORKS,V001117648
ROCHDALE BOROUGH COUNCIL,11/05/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,11/05/2017,4860.00 ,ACTIVITIES,V001117650
ROCHDALE BOROUGH COUNCIL,11/05/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,11/05/2017,922.50 ,SATS EXPENDITURE,V001117666
ROCHDALE BOROUGH COUNCIL,16/05/2017,RESOURCES,CAPITA BUSINESS SERVICES LIMITED,16/05/2017,950.00 ,SOFTWARE,V001118124
ROCHDALE BOROUGH COUNCIL,15/05/2017,CHILDREN’S SOCIAL CARE,ASPLEY HOUSE AND LITTLE ASPLEY HOUSE,15/05/2017,990.00 ,YOUNG PEOPLES RENTS,V001118152
ROCHDALE BOROUGH COUNCIL,03/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,ECO FUELS SERVICES LTD,03/05/2017,655.10 ,PROPERTY - WORKS ELEMENT,V001118597
ROCHDALE BOROUGH COUNCIL,02/05/2017,CHILDREN’S SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,02/05/2017,517.24 ,ADOPTION PAYMENTS,V001118623
ROCHDALE BOROUGH COUNCIL,02/05/2017,CHILDREN’S SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,02/05/2017,3242.33 ,ADOPTION PAYMENTS,V001118623
ROCHDALE BOROUGH COUNCIL,08/05/2017,CHILDREN’S SOCIAL CARE,OFSTED,08/05/2017,2659.00 ,FEES / COMMISSION,V001118952
ROCHDALE BOROUGH COUNCIL,08/05/2017,CHILDREN’S SOCIAL CARE,OFSTED,08/05/2017,1702.00 ,FEES / COMMISSION,V001118953
ROCHDALE BOROUGH COUNCIL,04/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,04/05/2017,3935.73 ,TELEPHONE EXPENDITURE,V001119078
ROCHDALE BOROUGH COUNCIL,02/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,02/05/2017,1175.00 ,AGENCY STAFF,V001119080
ROCHDALE BOROUGH COUNCIL,10/05/2017,RESOURCES,TRAFFORD MBC,10/05/2017,1000.00 ,AGENCY STAFF,V001119145
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,05/05/2017,696.75 ,ACTIVITIES,V001119380
ROCHDALE BOROUGH COUNCIL,05/05/2017,EARLY HELP AND SCHOOLS,ROSSENDALE SCHOOL PRIORY,05/05/2017,4353.00 ,OTHER LA`S - SEN PROVISION,V001119384
ROCHDALE BOROUGH COUNCIL,11/05/2017,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,11/05/2017,2338.56 ,PERSONAL BUDGETS - MANAGED,V001119396
ROCHDALE BOROUGH COUNCIL,05/05/2017,EARLY HELP AND SCHOOLS,ST CHRISTOPHERS C E HIGH SCHOOL,05/05/2017,4537.91 ,OTHER EST - SEN PROVISION,V001119409
ROCHDALE BOROUGH COUNCIL,11/05/2017,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,11/05/2017,1259.38 ,PERSONAL BUDGETS - MANAGED,V001119410
ROCHDALE BOROUGH COUNCIL,08/05/2017,EARLY HELP AND SCHOOLS,BIRTENSHAW HALL SCHOOL,08/05/2017,4753.66 ,OTHER LA`S - SEN PROVISION,V001119411
ROCHDALE BOROUGH COUNCIL,17/05/2017,ECONOMY DIRECTORATE,COOK HAMMOND & KELL,17/05/2017,750.00 ,SOFTWARE,V001119419
ROCHDALE BOROUGH COUNCIL,05/05/2017,EARLY HELP AND SCHOOLS,ROYAL SCHOOL FOR THE DEAF DERBY,05/05/2017,12288.34 ,OTHER LA`S - SEN PROVISION,V001119423
ROCHDALE BOROUGH COUNCIL,03/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,03/05/2017,900.00 ,SOFTWARE,V001119484
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,980.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001119485
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,2385.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001119486
ROCHDALE BOROUGH COUNCIL,31/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,31/05/2017,940.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001119488
ROCHDALE BOROUGH COUNCIL,23/05/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,23/05/2017,9704.00 ,CONSULTANT FEES,V001119500
ROCHDALE BOROUGH COUNCIL,23/05/2017,RESOURCES,LOCAL GOVERNMENT ASSOCIATION,23/05/2017,1635.00 ,TRAINING-NON QUALIFICATION,V001119553
ROCHDALE BOROUGH COUNCIL,16/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,IDL ENGINEERING SERVICES LTD,16/05/2017,675.25 ,REPAIRS & ALTS OF BUILDINGS,V001119612
ROCHDALE BOROUGH COUNCIL,08/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,SANDWICH KING,08/05/2017,682.50 ,PROVISIONS,V001119621
ROCHDALE BOROUGH COUNCIL,08/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,SANDWICH KING,08/05/2017,682.50 ,PROVISIONS,V001119622
ROCHDALE BOROUGH COUNCIL,08/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,SANDWICH KING,08/05/2017,682.50 ,PROVISIONS,V001119623
ROCHDALE BOROUGH COUNCIL,12/05/2017,PROPERTY AND HIGHWAYS,HEALTH AND SAFETY EXECUTIVE,12/05/2017,1173.90 ,HEALTH AND SAFETY,V001119644
ROCHDALE BOROUGH COUNCIL,22/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,CF CORPORATE FINANCE LTD,22/05/2017,950.66 ,HIRE OF EQUIPMENT,V001119647
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,623.45 ,LEGAL SERVICES INTERNAL,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/05/2017,-4015.99 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,502.02 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/05/2017,520.52 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,523.77 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,525.93 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,525.93 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/05/2017,534.26 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,RESOURCES,REED SPECIALIST RECRUITMENT LTD,05/05/2017,547.00 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/05/2017,548.06 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,548.76 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,548.76 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,550.90 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,551.14 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,551.42 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,562.43 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,570.39 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/05/2017,571.00 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,575.73 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,RESOURCES,REED SPECIALIST RECRUITMENT LTD,05/05/2017,582.21 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/05/2017,586.42 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,592.72 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,600.05 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,614.87 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,644.51 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,EARLY HELP AND SCHOOLS,REED SPECIALIST RECRUITMENT LTD,05/05/2017,684.63 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,688.98 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,703.79 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/05/2017,708.54 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,714.30 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,ECONOMY DIRECTORATE,REED SPECIALIST RECRUITMENT LTD,05/05/2017,719.93 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/05/2017,755.84 ,AGENCY STAFF,V001119790
ROCHDALE BOROUGH COUNCIL,05/05/2017,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/05/2017,776.44 ,AGENCY STAFF,V001119790
