Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,284,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,31/03/2014,31/08/2015,01/07/2015,0,45000,,,Gillespies,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,126,,ICT and CSC managed service,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC managed service,,,,,,01/02/2015,31/01/2020,01/01/2019,31/01/2024,6906000,,,Capita,,,,,,,,John.McMillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,334,,Internal Audit services,,Finance & Commercial,,,Internal Audit services,,,,,,01/04/2015,30/03/2018,29/09/2017,30/03/2020,90000,,,Moore Stephens LLP,,,,,,,,mike.howard@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,131,,Intranet,,Human Resources ICT/CSC & Shared Support Services,,,Intranet,,,,,,01/04/2008,03/02/2016,04/12/2015,0,35000,,,Sorce,,,,,,,,Mark.Lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,295,,Lease cost routing on main switchboard number,,Finance & Commercial,,,Lease cost routing on main switchboard number,,,,,,11/11/2014,10/11/2015,29/09/2015,0,12000,,,Adept Telecom,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,258,,Leisure centre operators - management of existing and new sports centres,,Community,,,Leisure centre operators - management of existing and new sports centres,,,,,,01/07/2014,30/06/2029,01/07/2019,0,15000000,,,People for places  (PfP),,,,,,,,Richard.Eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,24000,,,Chiltern lifts,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,268,,Lincoln Park Business Centre- Management Contract,,Finance & Commercial,,,Lincoln Park Business Centre- Management Contract,,,,,,01/04/2013,31/03/2018,31/03/2017,0,30000,,,Duncan Bailey- Kennedy,,,,,,,,Robert.Daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,222,,Lone Worker security devices,,Environment,,,Lone Worker security devices,,,,,,09/10/2012,08/10/2015,01/10/2015,08/10/2017,4800,,,Reliance,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,308,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,Human Resources ICT/CSC & Shared Support Services,,,"Maintenance contract HVAC plant, service and equipment and air hygiene",,,,,,01/04/2014,31/03/2019,01/09/2018,31/03/2020,200000,,,Tencer,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,88,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,SLN (Aylesbury),,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,107,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Clive's Drives,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,108,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Associated Asphalt,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,109,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Walker Construction,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,110,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Bellstan,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,111,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,Ringway Jacobs,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,112,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,02/01/2016,31/03/2018,0,,,C Dowdy,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,85,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,,,,08/08/2013,07/12/2015,30/09/2015,0,38000,,,Vodafone,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,30/08/2013,31/08/2018,01/07/2016,0,170000,,,Annodata Ltd,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,51,,Non Life Insurance Services:,,Human Resources ICT/CSC & Shared Support Services,,,Non Life Insurance Services:,,,,,,01/04/2012,31/03/2017,25/04/2016,0,1050000,,,Zurich,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,01/09/2013,31/08/2017,01/08/2016,31/08/2018,54000,,,People Asset Management (PAM),,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,267,,On line Veripark registration webpayments,,Environment,,,On line Veripark registration webpayments,,,,,,22/04/2013,25/04/2016,25/10/2015,0,9000,,,SIX card Solutions,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,285,,On-line veripark ANPR card webpayments,,Environment,,,On-line veripark ANPR card webpayments,,,,,,24/05/2014,24/05/2017,24/01/2017,0,9000,,,Six card Solutions,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,24/01/2013,23/01/2016,01/04/2015,23/01/2018,594000,,,Greens,,,,,,,,Catherine.Spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,01/04/2012,31/03/2016,31/03/2015,0,101000,,,Aylesbury Vale District Council,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,01/11/2014,31/10/2018,01/11/2016,0,98400,,,SDK Environmental Ltd,,,,,,,,Julian.Smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,242,,Planning applications service,,Planning & Sustainability,,,Planning applications service,,,,,,01/10/2012,01/10/2015,31/09/2015,0,30000,,,Sterling Planning,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,55,,Private Medical Insurance,,Human Resources ICT/CSC & Shared Support Services,,,Private Medical Insurance,,,,,,01/04/2015,31/03/2016,02/01/2016,0,54000,,,AXA PPP,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,332,,Project management frogmore public realm improvement,,Planning & Sustainability,,,Project management frogmore public realm improvement,,,,,,01/12/2014,05/07/2016,01/01/2016,0,10300,,,DRF,,,,,,,,john.callaghan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,54,,provision of temporary agency staff,,Human Resources ICT/CSC & Shared Support Services,,,provision of temporary agency staff,,,,,,01/05/2015,20/04/2017,09/01/2017,20/04/2019,570000,,,Adecco UK Ltd,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,45,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,05/07/2010,31/12/2015,30/11/2015,0,597090,,,Wettons,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2017,01/12/2016,28/02/2019,0,,,Bristow and Sutor ltd,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2017,01/12/2016,28/02/2019,0,,,Newlyn PLC,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,15/08/2015,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2017,01/12/2016,28/02/2019,0,,,Chandlers Ltd,,,,,,,,andy.green@wycombe.gov.uk,
