Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43094,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,28/02/2018,,28/02/2018,333488,Estimated,,Freebridge Community Housing,IP29744R,,115010,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN42998,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,4390175,Estimated,,GENESIS HOUSING ASSOCIATION,,,686703,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43000,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,03/01/2021,,03/01/2025,1259651,Estimated,,Great Yarmouth Borough Council,,,83132,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN43002,,Floating/ outreach support for Older people with support needs,,COMMUNITIES,,,Floating/ outreach support for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,,31/08/2017,,31/08/2017,543390,Estimated,,GREAT YARMOUTH BOROUGH COUNCIL,,,83132,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43004,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,156393,Estimated,,Hanover Housing Association,,,79704,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43005,,"Homeless Hostel, or other temp accommodation, supported housing & floating support for Single Homeless with Support Needs",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation, supported housing & floating support for Single Homeless with Support Needs",HOUSING-RELATED & FLOATING SUPPORT,,,,,18/01/2010,31/12/2017,,31/12/2017,1618138,Estimated,,HERRING HOUSE TRUST (GREAT YARMOUTH),3202862,,79710,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43099,,Floating/ outreach support for Generic needs,,COMMUNITIES,,,Floating/ outreach support for Generic needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2012,31/12/2017,,31/12/2017,8056281,Estimated,,HOME GROUP LIMITED,IP22981R,,80135,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43031,,Supported housing for Offenders or People at risk of Offending,,COMMUNITIES,,,Supported housing for Offenders or People at risk of Offending,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2020,,31/12/2020,92604,Estimated,,House Of Genesis,,,75457,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BPN48545,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,181662,Estimated,,Housing and Care 21,,,69927,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43007,,Supported housing for People with Mental Health Problems,,COMMUNITIES,,,Supported housing for People with Mental Health Problems,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,28/02/2018,,28/02/2018,898962,Estimated,,JULIAN SUPPORT LIMITED,3482147,1067883,1020836,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43096,,Supported housing for People with Mental Health Problems,,COMMUNITIES,,,Supported housing for People with Mental Health Problems,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,28/02/2018,,28/02/2018,821271,Estimated,,JULIAN SUPPORT LIMITED,3482147,1067883,1020836,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43010,,Women's Refuge for Women at Risk of Domestic Violence,,COMMUNITIES,,,Women's Refuge for Women at Risk of Domestic Violence,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,1338811,Estimated,,LEEWAY DOMESTIC VIOLENCE & ABUSE SERVICES,3208084,,71144,,Y,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN48936,,Women's Refuge for Women at Risk of Domestic Violence,,COMMUNITIES,,,Women's Refuge for Women at Risk of Domestic Violence,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/04/2016,31/03/2019,,31/03/2019,318803,Estimated,,LEEWAY DOMESTIC VIOLENCE & ABUSE SERVICES,3208084,,71144,,Y,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,,,Floating/ outreach support for Travellers,,COMMUNITIES,,,Floating/ outreach support for Travellers,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/01/2013,31/12/2017,,31/12/2017,289216,Estimated,,Norfolk County Council (Gypsy and Traveller Liaison Service)),,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43012,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,03/01/2021,,03/01/2025,1175411,Estimated,,Norwich City Council,,,79988,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43013,,Sheltered housing for older people with support needs at Doughtys Hospital,,COMMUNITIES,,,Sheltered housing for older people with support needs at Doughtys Hospital,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2018,,31/12/2018,246433,Estimated,,NORWICH CONSOLIDATED CHARITIES,,,72611,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43014,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,59347,Estimated,,Norwich Housing Society,IP11676R,,72625,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43015,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,144394,Estimated,,Orbit Housing Association,IP28503R,,151069,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43017,,Supported housing for Young People at Risk & Homeless families,,COMMUNITIES,,,Supported housing for Young People at Risk & Homeless families,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,1056321,Estimated,,Orwell Housing Association,IP16460R,,72795,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43016,,Women's Refuge for Women at Risk of Domestic Violence,,COMMUNITIES,,,Women's Refuge for Women at Risk of Domestic Violence,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/01/2016,31/12/2020,,31/12/2022,246624,Estimated,,Orwell Housing Association,IP16460R,,72795,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43019,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2018,,31/12/2018,457658,Estimated,,SAFFRON HOUSING TRUST,,,110396,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43021,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",HOUSING-RELATED & FLOATING SUPPORT,,,,,15/02/2010,30/11/2017,,30/11/2017,724000,Estimated,,SOLO HOUSING (EAST ANGLIA) LTD,,,80123,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN42988,,"Homeless Hostel, or other temp accommodation for Single Homeless with Support Needs",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation for Single Homeless with Support Needs",HOUSING-RELATED & FLOATING SUPPORT,,,,,05/06/2012,30/11/2017,,30/11/2017,665970,Estimated,,St Martins Housing Trust,2390375,,80132,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN48935,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation & Supported housing for Single Homeless with Support Needs",HOUSING-RELATED & FLOATING SUPPORT,,,,,01/04/2016,31/03/2019,,31/03/2021,1332552,Estimated,,St Martins Housing Trust,2390375,,80132,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43024,,Supported housing for Young People at Risk & Teenage parents,,COMMUNITIES,,,Supported housing for Young People at Risk & Teenage parents,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,835880,Estimated,,Stonham (Home Group Ltd),IP22981R,,146370,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN43026,,Women's Refuge for Women at Risk of Domestic Violence,,COMMUNITIES,,,Women's Refuge for Women at Risk of Domestic Violence,HOUSING-RELATED & FLOATING SUPPORT,,,,,14/07/2010,31/12/2017,,31/12/2017,220000,Estimated,,Stonham (Home Group Ltd),IP22981R,,80135,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN43100,,Supported housing for People with Mental Health Problems,,COMMUNITIES,,,Supported housing for People with Mental Health Problems,HOUSING-RELATED & FLOATING SUPPORT,,,,,19/06/2012,28/02/2018,,28/02/2018,271999,Estimated,,Stonham (Home Group Ltd),IP22981R,,80135,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN48933,,Supported housing for Single Homeless with Support Needs,,COMMUNITIES,,,Supported housing for Single Homeless with Support Needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/04/2016,31/03/2019,,31/03/2019,1021413,Estimated,,Stonham (Home Group Ltd),IP22981R,,80135,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43101,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,20670,Estimated,,Suffolk Housing Society,,,1203795,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43027,,Sheltered housing for Older people with support needs,,COMMUNITIES,,,Sheltered housing for Older people with support needs,HOUSING-RELATED & FLOATING SUPPORT,,,,,04/01/2016,31/12/2019,,31/12/2019,6959,Estimated,,The Abbeyfield Society,,,182270,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43028,,"Homeless Hostel, or other temp accommodation & Supported housing for Young People at Risk",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation & Supported housing for Young People at Risk",HOUSING-RELATED & FLOATING SUPPORT,,,,,21/12/2009,31/12/2017,,31/12/2017,2223634,Estimated,,THE BENJAMIN FOUNDATION,3825425,,80162,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN43030,,"Homeless Hostel, or other temp accommodation & Supported housing for Young People at Risk",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation & Supported housing for Young People at Risk",HOUSING-RELATED & FLOATING SUPPORT,,,,,29/10/2012,30/11/2017,,30/11/2017,569206,Estimated,,THE BENJAMIN FOUNDATION,3825425,,80162,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BON43105,,Supported housing for Young People at Risk,,COMMUNITIES,,,Supported housing for Young People at Risk,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/05/2014,30/11/2017,,30/11/2017,332547,Estimated,,THE BENJAMIN FOUNDATION,3825425,,80162,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BTN42405,,Floating/ outreach support for People with Mental Health Problems,,COMMUNITIES,,,Floating/ outreach support for People with Mental Health Problems,HOUSING-RELATED & FLOATING SUPPORT,,,,,,31/08/2017,,,3217135,Estimated,,TOGETHER FOR MENTAL WELLBEING,,,1202790,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43032,,"Homeless Hostel, or other temp accommodation for Young People at Risk",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation for Young People at Risk",HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,543251,Estimated,,YMCA NORFOLK (CENTRAL YMCA NORWICH),2067523,,354985,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43033,,Supported lodgings for Young People at Risk,,COMMUNITIES,,,Supported lodgings for Young People at Risk,HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,733060,Estimated,,YMCA NORFOLK (CENTRAL YMCA NORWICH),2067523,,354985,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43103,,"Homeless Hostel, or other temp accommodation for Young People at Risk",,COMMUNITIES,,,"Homeless Hostel, or other temp accommodation for Young People at Risk",HOUSING-RELATED & FLOATING SUPPORT,,,,,01/03/2010,31/12/2017,,31/12/2017,901388,Estimated,,YMCA NORFOLK (CENTRAL YMCA NORWICH),2067523,,354985,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN10145,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (365 Care Homes Ltd),,ADULT SOCIAL CARE,,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (365 Care Homes Ltd),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,01/04/2012,,,,982902,Estimated,,365 Care Homes Ltd,9266748,,496495,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43426,,"Adults - Day Care - 1995 contract (A, S & C CROPLEY T/A POINT HOUSE - Point House)",,ADULT SOCIAL CARE,,,"Adults - Day Care - 1995 contract (A, S & C CROPLEY T/A POINT HOUSE - Point House)",ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,Estimated,,"A, S & C CROPLEY T/A POINT HOUSE",,,78561,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN10003,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Abbeville Rch Limited),,ADULT SOCIAL CARE,,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Abbeville Rch Limited),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,02/05/2013,,,,3725377,Estimated,,Abbeville Rch Limited,5363391,,124609,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN42097P,,Adults - Out of County Care Homes and Care Homes with Nursing - 2008 PPA (Abbeyfield East London Extra Care Society Ltd - George Brooker House),,ADULT SOCIAL CARE,,,Adults - Out of County Care Homes and Care Homes with Nursing - 2008 PPA (Abbeyfield East London Extra Care Society Ltd - George Brooker House),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,,,,,,Estimated,,Abbeyfield East London Extra Care Society Ltd,IP25897R,,1125765,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN10580,,Adults - Out of County Care Homes and Care Homes with Nursing - 2008 PPA (Abbeyfield Loughborough Society Limited - Abbeyfield Loughborough Society (previously known as Westfield House)),,ADULT SOCIAL CARE,,,Adults - Out of County Care Homes and Care Homes with Nursing - 2008 PPA (Abbeyfield Loughborough Society Limited - Abbeyfield Loughborough Society (previously known as Westfield House)),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,,,,,,Estimated,,Abbeyfield Loughborough Society Limited,754694,,299607,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN10007,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Abbotswood Lodge Ltd),,ADULT SOCIAL CARE,,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Abbotswood Lodge Ltd),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,01/04/2012,,,,2318534,Estimated,,Abbotswood Lodge Ltd,2841385,,118002,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43260,,Adults - Day Care - 1995 contract (ABOUT WITH FRIENDS - About With Friends),,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract (ABOUT WITH FRIENDS - About With Friends),ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,1683540,Estimated,,ABOUT WITH FRIENDS,,,118181,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN10518,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Acanthus Health Care Limited),,ADULT SOCIAL CARE,,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Acanthus Health Care Limited),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,,,,,1528836,Estimated,,Acanthus Health Care Limited,7881496,,850771,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43261,,Adults - Day Care - 2012 contract (ACLE AND DISTRICT VOLUNTARY AID SCHEME - Acle and District Voluntary Aid),,ADULT SOCIAL CARE,,,Adults - Day Care - 2012 contract (ACLE AND DISTRICT VOLUNTARY AID SCHEME - Acle and District Voluntary Aid),ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,9896,Estimated,,ACLE AND DISTRICT VOLUNTARY AID SCHEME,,285333,65895,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/06/2017,BAN43506,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Acorn Norfolk Ltd),,ADULT SOCIAL CARE,,,Adults - Care Homes and Care Homes with Nursing - 2012 Contract (Acorn Norfolk Ltd),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,01/06/2013,,,,335906,Estimated,,Acorn Norfolk Ltd,7448673,,1236841,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
