Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,80,,Supply of non-metered electricity,,Finance & Commercial,,,Supply of non-metered electricity,,,,,,01/10/2015,30/09/2016,01/03/2016,0,16000,,N/A,EDF Energy,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,81,,supply Nhh Electricity,,Finance & Commercial,,,supply Nhh Electricity,,,,,,01/04/2015,31/03/2016,01/03/2016,0,53000,,N/A,British Gas via OGC,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,88,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,SLN (Aylesbury),,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,97,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,,,,01/10/2015,30/09/2016,01/03/2016,0,116000,,N/A,EDF,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,98,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,,,,01/10/2015,30/09/2016,01/03/2016,0,45000,,N/A,Corona,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,107,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,Clive's Drives,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,108,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,Associated Asphalt,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,109,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,Walker Construction,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,110,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,04/01/2016,0,0,,N/A,Bellstan,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,111,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,Ringway Jacobs,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,112,,Minor Works & Gen. Maint - SoR,,Human Resources ICT/CSC & Shared Support Services,,,Minor Works & Gen. Maint - SoR,,,,,,01/04/2012,31/03/2016,01/01/2016,0,0,,N/A,C Dowdy,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,115,,Banking contract,,Finance & Commercial,,,Banking contract,,,,,,01/04/2014,31/03/2017,30/09/2016,0,90000,,N/A,Nat West,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,116,,Water Hygiene,,Human Resources ICT/CSC & Shared Support Services,,,Water Hygiene,,,,,,01/05/2015,30/04/2018,26/02/2016,0,19000,,N/A,Eaton Environmental Ltd.,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,118,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,80000,,N/A,Lightside Ltd,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,24000,,N/A,Chiltern lifts,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,121,,Bill payment system,,Finance & Commercial,,,Bill payment system,,,,,,01/11/2012,31/10/2016,25/01/2016,0,120000,,N/A,Allpay.net,,,,,,,,paul.simmons@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,01/11/2014,31/10/2018,01/11/2016,0,98000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,123,,Dog Warden Service,,Environment,,,Dog Warden Service,,,,,,01/11/2014,31/10/2018,01/11/2016,0,230000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,124,,Collection of Dog Waste,,Environment,,,Collection of Dog Waste,,,,,,01/11/2014,03/03/2020,01/11/2016,03/03/2022,156000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,126,,ICT and CSC Managed Services,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC Managed Services,,,,,,01/02/2015,01/01/2020,01/01/2019,01/01/2024,6906000,,N/A,Capita,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,127,,Web Control and Blackspider,,Human Resources ICT/CSC & Shared Support Services,,,Web Control and Blackspider,,,,,,01/04/2015,31/03/2017,01/08/2016,0,45000,,N/A,Websense (Via Civica),,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,131,,Intranet,,Human Resources ICT/CSC & Shared Support Services,,,Intranet,,,,,,01/04/2008,03/02/2016,03/02/2016,0,35000,,N/A,Sorce,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,135,,Stationery & office consumables,,Finance & Commercial,,,Stationery & office consumables,,,,,,01/07/2013,29/07/2016,04/04/2016,0,30000,,N/A,Lyreco,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,137,,Grounds Maintenance Area A,,Community,,,Grounds Maintenance Area A,,,,,,01/04/2010,31/03/2016,31/01/2016,31/03/2018,1830000,,N/A,John O'Conner,,,,,,,,andy.sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,150,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,,,,01/10/2015,30/09/2016,30/09/2016,0,35000,,N/A,British Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,151,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,Finance & Commercial,,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,,,,,01/04/2013,31/03/2016,29/02/2016,0,40000,,N/A,Investec Asset Management,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,154,,Cash Receipting System,,Human Resources ICT/CSC & Shared Support Services,,,Cash Receipting System,,,,,,23/02/2011,23/02/2016,12/10/2016,0,35000,,N/A,Civica,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,156,,CRM System & Support,,Human Resources ICT/CSC & Shared Support Services,,,CRM System & Support,,,,,,02/02/2015,31/01/2016,25/11/2016,0,55000,,N/A,Northgate,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,01/04/2012,30/09/2016,31/03/2016,0,101000,,N/A,Aylesbury Vale District Council,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,211,,Development Management & Lead Consultant & Design Services (Master Plan),,Finance & Commercial,,,Development Management & Lead Consultant & Design Services (Master Plan),,,,,,02/05/2011,24/06/2016,24/06/2016,0,214000,,N/A,Mace Real Estate ( Mace Limited),,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,212,,Handy Cross Leisure Centre: Initial Design & Costing: lead Consultant & Design Services,,Finance & Commercial,,,Handy Cross Leisure Centre: Initial Design & Costing: lead Consultant & Design Services,,,,,,02/03/2012,29/02/2016,26/06/2015,0,973000,,N/A,Mace Limited,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,214,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,01/12/2011,31/12/2015,31/12/2015,0,90000,,N/A,Mayer Brown,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,215,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,22/08/2011,31/12/2015,31/12/2015,0,24000,,N/A,Bevan Brittan,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,217,,Hughenden Quarter Consultants,,Finance & Commercial,,,Hughenden Quarter Consultants,,,,,,12/05/2011,31/12/2015,31/12/2015,0,15000,,N/A,GVA Grimley,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,218,,eFinancials,,Finance & Commercial,,,eFinancials,,,,,,29/11/2011,31/03/2017,02/01/2017,0,87000,,N/A,Advanced Business Solutions,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,222,,Lone Worker security devices,,Environment,,,Lone Worker security devices,,,,,,30/07/2013,30/07/2016,01/04/2016,30/07/2018,5000,,N/A,Reliance,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,226,,Contract B Grounds and Play maintenance,,Community,,,Contract B Grounds and Play maintenance,,,,,,01/01/2013,31/12/2017,31/03/2016,31/12/2019,4500000,,N/A,Quadron,,,,,,,,andy.sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,228,,ANPR for car parks,,Environment,,,ANPR for car parks,,,,,,26/02/2013,26/02/2018,01/10/2017,26/02/2020,335000,,N/A,APT Control Ltd - Veri-Park,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,24/01/2013,23/01/2017,01/04/2016,23/01/2018,594000,,N/A,Greens,,,,,,,,catherine.spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,232,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,,,,04/03/2013,02/03/2020,02/03/2018,02/03/2034,49000000,,N/A,Serco,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,235,,"E forms for licensing, revenues and Benifits",,Human Resources ICT/CSC & Shared Support Services,,,"E forms for licensing, revenues and Benifits",,,,,,01/10/2012,30/09/2016,17/08/2016,0,20000,,N/A,Victoria Form,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,247,,Wycombe Sports Centre - appointment of main contractor,,Finance & Commercial,,,Wycombe Sports Centre - appointment of main contractor,,,,,,01/04/2014,30/11/2015,31/12/2015,0,36000000,,N/A,Willmott Dixon,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,251,,Strategic Housing Market Assessment,,Planning & Sustainability,,,Strategic Housing Market Assessment,,,,,,27/03/2012,18/12/2015,14/12/2015,0,29850,,N/A,ORS,,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,253,,"QS, Project Manager and CDM co-ordinator services",,Community,,,"QS, Project Manager and CDM co-ordinator services",,,,,,08/04/2015,31/12/2015,30/11/2015,0,97000,,N/A,Cragg Management Services Ltd,,,,,,,,Catherine.SilvaDonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,258,,Leisure centre operators - management of existing and new sports centres,,Community,,,Leisure centre operators - management of existing and new sports centres,,,,,,01/07/2014,30/06/2029,01/07/2019,0,15000000,,N/A,People for places  (PfP),,,,,,,,richard.eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,259,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,,,,01/04/2013,31/03/2017,01/01/2017,31/03/2018,93000,,N/A,Smith & Ouzman,,,,,,,,jennie.rahman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,264,,External audit,,Finance & Commercial,,,External audit,,,,,,01/09/2012,31/08/2017,03/04/2017,0,640000,,N/A,Ernest & Young,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,266,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,,,,22/04/2013,31/05/2016,31/03/2016,0,10000,,N/A,Wild Yeast Ltd - Xenco,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,267,,On line Veripark registration webpayments,,Environment,,,On line Veripark registration webpayments,,,,,,28/03/2013,28/03/2016,04/01/2016,0,9000,,N/A,SIX card Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,268,,Lincoln Park Business Centre- Management Contract,,Finance & Commercial,,,Lincoln Park Business Centre- Management Contract,,,,,,01/04/2013,31/03/2018,31/03/2017,0,30000,,N/A,Duncan Bailey- Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2017,01/12/2016,28/02/2019,0,,N/A,"Bristow & sutor; Chandlers, Newlyns",,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,01/09/2013,31/08/2017,01/08/2016,31/08/2018,54000,,N/A,People Asset Management (PAM),,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,30/08/2013,31/08/2018,01/07/2016,0,170000,,N/A,Annodata Ltd,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,275,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,JNP Engineering LLP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,276,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,Roughton,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,277,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,Hannah Reed (Peter Brett Associates),,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,288,,Document storage and related services,,Democratic Legal & Policy,,,Document storage and related services,,,,,,01/01/2014,31/12/2017,01/05/2017,0,28000,,N/A,Iron Mountain (UK) Ltd.,,,,,,,,jennifer.griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,289,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,0,400000,,N/A,Advance Tree Services Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,290,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,0,400000,,N/A,Glendale Countryside Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,291,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,0,400000,,N/A,Gristwood & Toms Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/02/2016,292,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,0,400000,,N/A,High Elms Tree Surgery ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
