OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,CH1452427345223,Votive Candle System,ENVIRONMENT & HOUSING,,,30/12/2016,,,,,"£6,250.00",,"F M CHURCH SUPPLIES LTD, 52 Bradford Road, NULL, DEWSBURY, WF13 2DU",,Other/Not known,,Andrew Haley,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,BA1092427067940,Security Doors,ENVIRONMENT & HOUSING,,,02/12/2016,,,,,"£37,730.00",,"F. BAMFORD (ENGINEERING) LTD, Ajax Works, Whitehill, STOCKPORT, SK4 1NT",,c) Small,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,FA0679427253615,Re-Roofing Works at Leeds Grand Theatre,CITY DEVELOPMENT,,,21/12/2016,,,,,"£159,904.00",,"FABRITE ENGINEERING LTD, 4c Hallstown Road, Upper Ballinderry, LISBURN, BT28 2NE",,Other/Not Known,,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,FA07274272002SKEPILCCOUNICL,Fostering Placement,CHILDRENS SERVICES,,,16/12/2016,,,,,"£8,591.14",,"FAMILY FIRST FOSTERING, ",,Other/Not Known,,Philip Mulhearn,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,FA556H4271017456,Provision of Fireworks,ENVIRONMENT & HOUSING,,,06/12/2016,,,,,"£34,000.00",,"FANTASTIC FIREWORKS LTD, Yarwood Health Lane, NULL, ROSTHERNE, WA14 3SD",,c) Small,,David Morgan,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,FI9862427271613,Leeds International Film Festival Town Hall Projection,CITY DEVELOPMENT,,,23/12/2016,,,,,"£8,250.00",,"FILM MOBILE, ",,Other/Not Known,,Chris Fell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,FR0501427061397E,Demolish and Re-build of Parapet,ENVIRONMENT & HOUSING,,,02/12/2016,,,,,"£7,980.00",,"FRESCRETE LTD, Unit 2 Springwell Court, Holbeck Lane, LEEDS, LS12 1AL",,Other/Not known,,Mandy Grace,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SP02524272016-1846-MR,Playground Equipment,ENVIRONMENT & HOUSING,,,16/12/2016,,,,,"£6,025.00",,"G B SPORT & LEISURE UK LTD, Unit 23 Lynx Crescent, Winterstroke Road, WESTON-SUPER-MARE, BS24 9DJ",,b) Micro,,Charles Wright,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,GL222642732SH1,Emergency Placement,JCS FOR PEOPLE WITH LEARNING DISABILITIE,,,28/12/2016,,,,,"£5,900.00",,"GLENGARTH HOTEL, 162 Woodsley Road, NULL, LEEDS, LS2 9LZ",,b) Micro,,Khalid Arian,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,GR372742726SI/0000000152,Tarnfield Park Playground Refurbishment ,CITY DEVELOPMENT,,,22/12/2016,,,,,"£17,502.50",,"GROUNDWORK LEEDS, Environmental & Business Services, Merlyn-Rees Avenue, MORLEY  LEEDS, LS27 9SL",,d) Medium,,Edwige Moutault,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,HA37704272410005,Annual Support and Maintenance for EROS Hera Webpage set up,CITIZENS AND COMMUNITIES,,,20/12/2016,,,,,"£26,805.80",,"HALAROSE LIMITED, Goring House Beechwood Court, Long Toll, WOODCOTE, OXFORDSHIRE, RG8 0RR",,c) Small,,Sue Wolfe,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,HL00244271087311,Legal Fees,CITY DEVELOPMENT,,,06/12/2016,,,,,"£23,000.00",,"HLW KEEBLE HAWSON LLP, Commercial House, 14 Comercial Street, SHEFFIELD, S1 2AT",,Other/Not Known,,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,MA373242706INV-6976,"Christmas Concepts, Photography and Design",CITY DEVELOPMENT,,,02/12/2016,,,,,"£5,722.00",,"ILK AGENCY LTD, Unit 4, Block E, Leeds Dock, NULL, LEEDS, LS10 1PZ",,Other/Not known,,Susan Burgess,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,IN0308427349726,"Installation, pull-out and storage of bin compound hoarding & including graphics and event signage for Christkindelmarkt 2016",CITY DEVELOPMENT,,,30/12/2016,,,,,"£6,092.00",,"INDEPENDENT DESIGN & DISPLAY, Chapel Works, Stocks Street, LEEDS, LS7 2AU",,b) Micro,,Paul Footitt,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,JA2519427132091,100 x LCC Rose Bowls,CIVIC ENTERPRISE LEEDS,,,09/12/2016,,,,,"£6,758.00",,"JACKSON CORPORATE TROPHIES, 17 Chapel Street, Halton, LEEDS, LS15 7RN",,Other/Not Known,,Jacqueline Standring,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,JC014942719RA/I057847,White Rose Energy-Leeds Train Station Advertising,ENVIRONMENT & HOUSING,,,15/12/2016,,,,,"£6,480.00",,"JCDECAUX UK LTD, 991 Great West Road, NULL, BRENTFORD, TW8 9DN",,e) Large,,George Munson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,JD006742712JDRI1333,Removal of Refrigeration Equipment,CITY DEVELOPMENT,,,08/12/2016,,,,,"£6,889.00",,"JDR COOLING & ENERGY LTD, ",,Other/Not Known,,Susan Burgess,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,KE123542724169247,Legal Fees,CENTRAL & CORPORATE,,,20/12/2016,,,,,"£11,250.00",,"KERRY BRETHERON, Tanfield Chambers  2-5 Warwick Court, NULL, LONDON, WC1 5DJ",,Other/Not Known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,KI6395427118602577616,Road Casualty Reduction and Speed Camera Maintenance,CITY DEVELOPMENT,,,07/12/2016,,,,,"£81,957.50",,"KIRKLEES COUNCIL, Lic Finance Business Support Unit, P O Box A4  Civic Centre One, HUDDERSFIELD, HD1 2NF",,e) Large,,Edwige Moutault,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,LE036142724938,"Bramley Infants, Pre-Contract Works",CHILDRENS SERVICES,,,20/12/2016,,,,,"£24,020.50",,"LEEDS LEP LTD, Interserve House, Ruscombe Park, Twyford, READING, BERKSHIRE, RG10 9JU",,c) Small,,Iain Dunn,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,LE6651427161410056520,Children's Equipment in Occupational Therapy,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,,,12/12/2016,,,,,"£12,851.66",,"LEEDS TEACHING HOSPITALS NHS TRUST, Credit Income, St James'S University Hospital, BECKETT STREET    LEEDS, LS9 7TF",,e) Large,,Barbara Newton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,WO0356427275100560,Union Duties,CHILDRENS SERVICES,,,23/12/2016,,,,,"£8,574.98",,"LEODIS ACADEMIES TRUST, Rein Road, Tingley, WAKEFIELD, WF3 1JQ",,d) Medium,,Julia Shemilt,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,LU713542726AV8538,Leeds International Film Festival,CITY DEVELOPMENT,,,22/12/2016,,,,,"£7,712.20",,"LUMEN ARTS, Unit 79 Barkston House, Croyden Street, LEEDS, LS11 9RT",,b) Micro,,Chris Fell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,MA45684272611701,High Resolution Image for Leeds Town Hall,CITY DEVELOPMENT,,,22/12/2016,,,,,"£5,500.00",,"MACRO ART LTD, Eltisley Business Park, Abbotsley, ST NEOTS, PE19 6TX",,Other/Not Known,,Stuart Dornford-May,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,ME0373427344004,Topographical Survey,CITY DEVELOPMENT,,,30/12/2016,,,,,"£7,880.00",,"MET GEO ENVIRONMENTAL LTD, Southgate House Pontefract Road, Stourton, LEEDS, LS10 1SW",,Other/Not known,,Richard Tinker,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,RH0206427236505,"Conductor, narrator, treble and music/films for The Snowman & Other Tales at Leeds Town Hall",CITY DEVELOPMENT,,,19/12/2016,,,,,"£7,000.00",,"MUSIC SALES LTD, Newmarket Road, NULL, BURY ST EDMONDS, IP33 3YB",,e) Large,,Liz Fox-Rice,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,NA1666427276234,Marquee Hire,CITY DEVELOPMENT,,,23/12/2016,,,,,"£6,020.00",,"NATIONWIDE MARQUEE HIRE, Unit 20/20a Barnfield Business Centre, Brunswick Street, NELSON LANCASHIRE, BB9 0HT",,b) Micro,,Sally Coe,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,LA991842706301012179,Hire of Van Mount and 16.5m Truck,CITY DEVELOPMENT,,,02/12/2016,,,,,"£20,435.00",,"NATIONWIDE PLATFORMS LIMITED, 15 Midland Court, Central Park, LUTTERWORTH, LE17 4PN",,e) Large,,Cluny Macpherson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,NO03084271912486268,Security Materials,ENVIRONMENT & HOUSING,,,15/12/2016,,,,,"£62,266.93",,"NORBAIN SD LTD, Credit Office  Votec House, Hambridge Lane, NEWBURY, RG14 5TN",,e) Large,,Phil Rigby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,NO85444273291929933,Interagency Adoption Fees,CHILDRENS SERVICES,,,28/12/2016,,,,,"£14,333.00",,"NOTTINGHAMSHIRE COUNTY COUNCIL, Income. Business Support Centre, County Hall  West Bridgford, NOTTINGHAM, NG9 7QP",,Other/Not known,,Sarah Johal,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PA2496427206847,November 2016 - Gold Service Package,STRATEGIC LANDLORD,,,16/12/2016,,,,,"£7,200.00",,"PASSIVSYSTEMS LIMITED, Benyon House  Newbury Business Park, NULL, NEWBURY, RG14 2PZ",,Other/Not Known,,Jon Andrews,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PO472X42710900759679,Porta Cabin Hire,CHILDRENS SERVICES,,,06/12/2016,,,,,"£11,529.18",,"PORTAKABIN LTD, New Lane, Huntington, YORK, YO32 9PT",,e) Large,,Andrea Richardson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PO043942718LCC0005,Delivery of APMP Course,CENTRAL & CORPORATE,,,14/12/2016,,,,,"£9,135.00",,"POTATO LANE PROJECTS LTD, 52 Colders Lane, Meltham, HOLMFIRTH, HD9 5JL",,Other/Not known,,Alister Nicholl,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PR11424271013037,On Site Drilling Works,ENVIRONMENT & HOUSING,,,06/12/2016,,,,,"£6,360.00",,"PRECISION DRILLING 2000 LIMITED, Wyke Street, Hedon Road, HULL     EAST YORKSHIRE, HU9 1PA",,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PR40794272037636,Leeds International Film Festival Town Hall Sound System,CITY DEVELOPMENT,,,16/12/2016,,,,,"£8,165.50",,"PRO AUDIO SYSTEMS LTD, Blynk House, Young Street, BRADFORD, BD8 9RE",,c) Small,,Chris Fell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PR014X42717161117,To Provide Lighting and Video Screen,CITY DEVELOPMENT,,,13/12/2016,,,,,"£5,159.00",,"PRODUCTION LIGHT & SOUND, P.O.Box 96, NULL, LEEDS, LS12 4XS",,Other/Not known,,Paul Footitt,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PR0610427201136,Design and build of a website,CHILDRENS SERVICES,,,16/12/2016,,,,,"£9,962.50",,"PROPORTION MARKETING LIMITED, Unit G, Lumley Close, THIRSK, YO7 3TD",,Other/Not Known,,Sarah Johal,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,PU00384271638562,Open Day Marketing Materials,CHILDRENS SERVICES,,,12/12/2016,,,,,"£6,539.00",,"PURE CREATIVE MARKETING LTD, Dawsons House Owlcotes Lane, Pudsey, LEEDS, LS28 6PY",,Other/Not Known,,Andrea Richardson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,NB000142733SIN000184,Legal Fees,CHILDRENS SERVICES,,,29/12/2016,,,,,"£8,760.96",,"QED (LEEDS) LIMITED, Carrwood Park, Selby Road, LEEDS, LS15 4LG",,c) Small,,Nigel Wilson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SE0612427110000007926,Residential Placements,CHILDRENS SERVICES,,,07/12/2016,,,,,"£90,557.33",,"SENAD, 1 St George'S House  Vernon Gate, NULL, DERBY, DE11UQ",,Other/Not Known,,Philip Mulhearn,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SH1103427332264,Notice board graphic designs,CITY DEVELOPMENT,,,29/12/2016,,,,,"£5,877.00",,"SHOWOFF MEDIA LIMITED, C9 & C10 New Pudsey Square, Bradford Road, LEEDS, LS28 6PX",,b) Micro,,Caroline Semple,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SI0366427341402678,Light Night 2016 Medical Cover,CITY DEVELOPMENT,,,30/12/2016,,,,,"£5,640.00",,"SITE RESCUE, The Training Centre, New Princess Street, LEEDS, LS11 9BA",,Other/Not known,,Ann Wishart,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SP04974270565,Advisory Services -  Leeds Urban Bike Park,CITY DEVELOPMENT,,,01/12/2016,,,,,"£6,300.00",,"SPORTING ASSETS, N201a Vox Studios, 1-4 Durham Street, LONDON, SE11 5JH",,Other/Not Known,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SU101442717610268,Refurbishments to Tropical World,ENVIRONMENT & HOUSING,,,13/12/2016,,,,,"£25,000.00",,"SUSTAINABLE SOURCES LIMITED, Windy Harbour Green Lane, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,Other/Not known,,David Morgan,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SW018042713LEE40/9,Legal Fees,STRATEGIC LANDLORD,,,09/12/2016,,,,,"£5,067.58",,"SWINBURNE MADDISON LLP, Venture House, Aykley Heads Business Centre, DURHAM, DH1 5TS",,Other/Not known,,Gareth Mellor,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26-Jan,SW021642705241530350,Interagency Adoption Fees,CHILDRENS SERVICES,,,01/12/2016,,,,,"£43,000.00",,"SWINDON BOROUGH COUNCIL, Credit Control  Civic Offices, Euclid Street, SWINDON, SN1 2JH",,Other/Not Known,,Iain Dunn,Non-contract
