Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 09/11/2017,PCO0284054,9.25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARNES JB LIMITED,A0000202, 30/11/2017,PCO0284533,16.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARNES JB LIMITED,A0000202, 02/11/2017,PCO0283878,65,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 16/11/2017,OPS0284246,35.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 23/11/2017,OPS0284396,6.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 16/11/2017,OPS0284251,39.95,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 02/11/2017,OPS0283930,51.48,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 02/11/2017,OPS0283930,80,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,BARNOLDSWICK TOWN COUNCIL,A0090352, 09/11/2017,REG0284049,25.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,PCO0284177,8.76,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,PCO0284177,18.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,PCO0284177,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,OPS0284252,56.18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,PCO0284177,12.92,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 16/11/2017,PCO0284177,24.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Emp : Training : General,1217,BEN SHAW TRAINING LIMITED,A0055722, 16/11/2017,OPS0284255,100,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 23/11/2017,COR0284303,1557.19,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 23/11/2017,COR0284303,623.47,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 23/11/2017,COR0284303,784.11,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 23/11/2017,COR0284303,365.89,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOC GASES LTD,A0000386, 16/11/2017,PCO0284244,11.15,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,BRIGHT ENGINEERING (PRECISION PRODUCTS) LTD,A0000456, 30/11/2017,REG0284503,6156,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST4005698,-114.71,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST4005695,-59.61,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST4005696,-8.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST4005697,-0.26,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST0284041,0.26,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST0284044,6.98,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 16/11/2017,EST0284047,8.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284137,28.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284138,35.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 23/11/2017,AAS0284649,9.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284165,63.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284149,8.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284131,528.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284151,20.62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284145,87.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 24/11/2017,AAS0284650,80.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284134,11.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284133,19.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284148,28.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284164,246.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284160,10.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284159,53.3,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 02/11/2017,AAS0284347,60.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284157,10.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284129,80.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284141,166.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284140,19.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284128,19.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284136,86.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284127,12.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284150,28.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284161,72.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284154,24.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284153,75.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284130,165.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284156,7.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284139,45.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284142,13.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284144,217.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284143,49.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284146,8.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284132,44.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284155,16.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284152,36.3,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284163,394.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284162,260.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284147,8.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BRITISH GAS BUSINESS,A0069538, 16/11/2017,AAS0284135,38.2,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BRITISH TELECOMMUNICATIONS PLC,A0040001, 30/11/2017,PCO0284595,51.85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BRITISH TELECOMMUNICATIONS PLC,A0040001, 16/11/2017,PCO0284116,106.4,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 16/11/2017,PCO0284241,530,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 09/11/2017,PCO0284063,445,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROXAP LIMITED,A0000236, 16/11/2017,PCO0284221,430,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,BUILDING BRIDGES PENDLE,A0005524, 30/11/2017,AAS0284586,7500,Y,1144741,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Subscriptions & Donations,4706,BURNLEY & PENDLE TRAVEL LIMITED,A0091075, 09/11/2017,HED0284036,641.66,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB03,BURNLEY BOROUGH COUNCIL,A0044855, 30/11/2017,PER0284557,79.41,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,C & C PROCESS SERVERS,A0074728, 16/11/2017,OPS0284243,85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,C & R WALNE ENGRAVERS,A0042734, 09/11/2017,PCO0284062,32,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,C B PRICE & SONS BUILDERS,A0052117, 09/11/2017,PCO0284059,350,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,C B PRICE & SONS BUILDERS,A0052117, 16/11/2017,PCO0284114,450,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Emp : Practising Certificates,1201,C I L E X,A0007913, 16/11/2017,DAL0284301,220,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Emp : Practising Certificates,1201,C I L E X,A0007913, 16/11/2017,DAL0284300,364,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM Materials,4004,CALICO HOMES,A0091059, 23/11/2017,HMR0284453,34431.27,Y,11519145,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES,A0091059, 23/11/2017,HMR0284453,2456.5,Y,1151945,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES,A0091059, 30/11/2017,HMR0284574,6527.92,Y,1151945,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,4707,CALICO HOMES,A0091059, 30/11/2017,HMR0284574,3019.54,Y,1151945,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Grant Funding,4737,CALICO HOMES,A0091059, 02/11/2017,HMR0283919,3844.68,Y,1151945,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,CANAL & RIVER TRUST,A0015306, 09/11/2017,HMR0283976,10000,Y,1146792,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284597,43.56,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284597,60.98,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284597,17.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284597,17.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284594,2.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284598,31.94,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284594,181.34,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284594,176.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284594,11.13,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284598,34.66,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284598,1.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 30/11/2017,DAL0284594,33.94,N,N/A,N,N/A
