Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Medical Gases,Pharmacy Central,BOC LTD,17537145,"31,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,17606558,"47,160.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,17418252,"61,897.50"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Fixed assets,Balance Sheet,BT PLC,17601395,"-25,496.81"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Fixed assets,Balance Sheet,BT PLC,17601370,"30,596.17"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Independent Sector,Ear Nose & Throat,CARE UK CLINICAL SERVICES LTD,17645510,"39,473.17"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Other Clinical Costs,Upper GI Medical Staff,CARE UK CLINICAL SERVICES LTD,17532247,"41,703.37"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Independent Sector,Ortho Management & Admin,CARE UK CLINICAL SERVICES LTD,17468288,"86,150.80"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,CELGENE LTD,17692853,"39,816.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,CELGENE LTD,17418512,"73,357.20"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Lease Rents,MSCP Offices,COLLIERS INTERNATIONAL,17563669,"34,889.40"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Lease Rents,MSCP Car Park,COLLIERS INTERNATIONAL,17603865,"53,760.56"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Lease Rents,MSCP Car Park,COLLIERS INTERNATIONAL,17563666,"347,880.90"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Gas,Energy And Utilities,CORONA ENERGY RETAIL 4 LTD,17648106,"69,939.70"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Fixed assets,Balance Sheet,COVAC LTD,17604449,"43,440.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,DEFENCE BUSINESS SERVICES,17645522,"104,705.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Specialty Registrar Permt,Central Other,DEVON DOCTORS LTD,17645724,"117,070.64"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,17562250,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,17490933,"66,600.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,17418284,"25,086.23"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,17692687,"25,413.33"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,17692688,"25,672.69"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,17508382,"29,574.68"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,17418280,"30,737.11"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Fixed assets,Balance Sheet,GE MEDICAL SYSTEMS LTD,17325441,"85,500.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,17418297,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,17418298,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,17508406,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,17692693,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,GILEAD SCIENCES LTD,17606616,"104,669.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,16883874,"-62,793.74"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,17471958,"58,788.49"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Premises Security,Car Parking,INDIGO PARK SERVICES UK LTD,17521762,"37,212.50"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Premises Security,Security,INDIGO PARK SERVICES UK LTD,16883874,"-32,051.56"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Premises Security,Security,INDIGO PARK SERVICES UK LTD,17471958,"31,649.69"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Contr Other External,Switchboard,INDIGO PARK SERVICES UK LTD,17471958,"59,942.14"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Fixed assets,Balance Sheet,LORNE STEWART PLC,17326533,"30,023.38"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Med & Surg Equip General,EPS/Ablations,MEDTRONIC LTD,17326139,"100,764.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Rent,Modular Theatres,MODULECO LTD,17430347,"96,176.22"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,17242992,"-25,206.55"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,17275874,"203,029.67"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,17620285,"203,029.67"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS ENGLAND,17373546,"39,110.87"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17562262,"64,472.30"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17569622,"99,966.97"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17471472,"105,712.59"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17378006,"116,589.55"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17543693,"117,080.13"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17577379,"127,958.90"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,17471746,"183,823.46"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17575008,"-107,831.94"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17486363,"102,685.73"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17576895,"117,780.29"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17725751,"133,067.89"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17394890,"134,928.55"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17606799,"26,712.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17606797,"60,832.57"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17418443,"85,676.40"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17508612,"85,740.54"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17508608,"85,868.47"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17692772,"85,940.54"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,OTICON LTD,17325348,"29,379.56"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,RESMED UK LTD,17577469,"28,376.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17692810,"28,347.36"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17692806,"33,883.20"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17508655,"41,065.92"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17692807,"41,065.92"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17418457,"59,800.62"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,17537684,"80,605.94"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,17471819,"239,915.01"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,17210593,"36,201.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,17210506,"63,262.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,17210568,"63,262.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,17471819,"419,015.60"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,17471819,"354,263.56"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,"33,390.08"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,17602478,"99,290.58"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,17602467,"106,920.17"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,17505461,"108,407.96"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,17415211,"109,006.95"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,12029758,"120,432.65"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Ambulance Car Service,Patient Transport,SRCL LTD,11673115,"123,800.10"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,ST JUDE MEDICAL UK LTD,17377543,"43,500.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Computer Software/License,IT Combined Labs,SUNQUEST INFORMATION SYSTEMS (EUROPE) LTD,17430405,"50,331.60"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,TERUMO UK LTD,17379015,"31,806.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consultant,Clinical Haematology,UNIVERSITY OF PLYMOUTH,17372914,"53,280.88"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Consultant,Neurology,UNIVERSITY OF PLYMOUTH,17372900,"28,408.31"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Drugs,Pharmacy,VASCUTEK LTD,17522435,"29,160.00"
Department of Health,Plymouth Hospitals NHS TRUST,29/02/2016,Bldg/Eng Equip Maint/Rep,Service Contracts,ZURICH MUNICIPAL,17591442,"25,642.40"
