Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,20292151,86575.64
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,20217127,93654.29
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Drugs,Pharmacy,OTICON LTD,20319632,32619.3
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Contr Other External,Peninsula Medical School,PMS FACILITIES PLYMOUTH LTD,20211095,97515
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,20163984,27021.6
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,20405843,34142.52
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Other Clinical Costs,Clinical Haematology,ROYAL CORNWALL HOSPITALS NHS TRUST,20148184,77547
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,20288287,86394.04
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,20161327,243144.83
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,20161327,422788.48
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,20161327,357090.98
Department of Health,Plymouth Hospitals NHS TRUST,9/30/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,33934.34
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,20272378,37722.67
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Ambulance Car Service,Patient Transport,SRCL LTD,20288273,91917.36
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Fixed assets,Balance Sheet,STARKSTROM LTD,20386861,34948.4
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Consultant,Anaesthetics Medical,UNIVERSITY OF PLYMOUTH,20352151,31897.5
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Consultant,Anaesthetics Medical,UNIVERSITY OF PLYMOUTH,20352146,45645.66
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Consultant,Clinical Haematology,UNIVERSITY OF PLYMOUTH,20352143,58419.13
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Consultant,Diabetic Medicine,UNIVERSITY OF PLYMOUTH,20405089,36276.88
Department of Health,Plymouth Hospitals NHS TRUST,30/09/2016,Computer Software/License,Discovery Library,UPTODATE INC,20161252,37035.82
