"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","28228","38484","Operational Manager","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","28228","38484","Policy Adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","28228","38484","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Communications Manager","2.00","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Economist","1.00","Finance"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Operational Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Project Manager","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","41774","60484","Senior Policy Adviser","2.67","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","B1/BAND B1","21166","30093","Communications Support Officer","4.00","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","257","B1/BAND B1","21166","30093","Finance Support Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Constitution Group","257","B1/BAND B1","21166","30093","Operational Manager","0.81","Human Resources"
"Cabinet Office","Cabinet Office","Constitution Group","257","B1/BAND B1","21166","30093","Policy Support Officer","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Communications Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Communications Support Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Operational Manager","2.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Operational Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Policy Adviser","1.67","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Programme Support Officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","28228","38484","Project Support Officer","2.50","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","C/BAND C","16975","24430","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","286","A/BAND A","41774","60484","Communications Manager","0.78","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","286","A/BAND A","41774","60484","Senior Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","286","B1/BAND B1","21166","30093","Policy Support Officer","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","286","B2/BAND B2","28228","38484","Communications Support Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Constitution Group","286","B2/BAND B2","28228","38484","Operational Manager","2.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Constitution Group","286","B2/BAND B2","28228","38484","Operational Manager","3.69","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","286","B2/BAND B2","28228","38484","Operational Manager","1.00","Procurement"
"Cabinet Office","Cabinet Office","Constitution Group","286","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","329","A/BAND A","41774","60484","Senior Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","329","B1/BAND B1","21166","30093","Policy Support Officer","6.83","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","329","B2/BAND B2","28228","38484","Policy Adviser","7.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","554","A/BAND A","41774","60484","Senior Policy Adviser","2.72","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","554","B1/BAND B1","21166","30093","Policy Support Officer","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","554","B2/BAND B2","28228","38484","Business Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Constitution Group","554","B2/BAND B2","28228","38484","Operational Manager","0.60","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","554","B2/BAND B2","28228","38484","Policy Adviser","4.18","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","554","B2/BAND B2","28228","38484","Policy Support Officer","1.00","Policy"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","A/BAND A","41774","60484","Digital Transformation Manager","14.83","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","A/BAND A","41774","60484","Operational Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","B1/BAND B1","21166","30093","Digital Transformation Manager","22.80","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","B1/BAND B1","21166","30093","Operational Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","B1/BAND B1","21166","30093","Service Desk Analyst","1.00","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","B2/BAND B2","28228","38484","Digital Transformation Manager","15.59","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","B2/BAND B2","28228","38484","Operational Manager","2.00","Other"
"Cabinet Office","Cabinet Office","Digital & Technology Team","533","C/BAND C","16975","24430","Admin Support Officer","4.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","69","A/BAND A","41774","60484","Senior Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","69","B/Faststream","27543","36175","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","69","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","76","A/BAND A","41774","60484","Senior Policy Adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","76","B/Faststream","27543","36175","Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","76","B2/BAND B2","28228","38484","Executive Assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","76","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","A/BAND A","41774","60484","Business Manager","0.50","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","A/BAND A","41774","60484","Senior Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","B/Faststream","27543","36175","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","B1/BAND B1","21166","30093","Operational Manager","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","B1/BAND B1","21166","30093","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","316","C/BAND C","16975","24430","Admin Support Officer","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","529","A/BAND A","41774","60484","Senior Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","529","B/Faststream","27543","36175","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","529","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","599","A/BAND A","41774","60484","Operational Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","599","A/BAND A","41774","60484","Senior Policy Adviser","4.10","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","599","B/Faststream","27543","36175","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic and Domestic Affairs Secretariat","599","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","375","A/BAND A","41774","60484","Senior Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","375","B/Faststream","27543","36175","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","375","B1/BAND B1","21166","30093","Executive Assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","375","B2/BAND B2","28228","38484","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","375","C/BAND C","16975","24430","Admin Support Officer","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","518","A/BAND A","41774","60484","Senior Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","518","B1/BAND B1","21166","30093","Policy Support Officer","2.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","518","B2/BAND B2","28228","38484","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","518","C/BAND C","16975","24430","Executive Assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","527","A/BAND A","41774","60484","Senior Policy Adviser","7.60","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","527","B2/BAND B2","28228","38484","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","A/BAND A","41774","60484","Private Secretary","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","A/BAND A","41774","60484","Senior Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","B1/BAND B1","21166","30093","Diary Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","B1/BAND B1","21166","30093","Policy Support Officer","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","B2/BAND B2","28228","38484","Policy Adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","528","C/BAND C","16975","24430","Executive Assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","A/BAND A","41774","60484","Operational Manager","2.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","A/BAND A","41774","60484","Senior Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","B/Faststream","27543","36175","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","B1/BAND B1","21166","30093","Policy Support Officer","2.00","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","B2/BAND B2","28228","38484","Office Manager","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","B2/BAND B2","28228","38484","Policy Adviser","3.80","Policy"
"Cabinet Office","Cabinet Office","European and Global Issues Secretariat","555","C/BAND C","16975","24430","Policy Support Officer","2.00","Policy"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","A/BAND A","41774","60484","Finance Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","A/BAND A","41774","60484","Senior Finance Manager","12.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","A/BAND A","41774","60484","Senior Policy Adviser","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B/Faststream","27543","36175","Finance Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B/Faststream","27543","36175","Finance Officer","1.00","Policy"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B1/BAND B1","21166","30093","Finance Officer","12.64","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B1/BAND B1","21166","30093","Finance Support Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B1/BAND B1","21166","30093","Procurement Support Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B1/BAND B1","21166","30093","Procurement Support Officer","1.00","Procurement"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B2/BAND B2","28228","38484","Business Manager","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B2/BAND B2","28228","38484","Finance Officer","19.69","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B2/BAND B2","28228","38484","Finance Officer","3.83","Policy"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B2/BAND B2","28228","38484","Finance Support Officer","0.83","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","B2/BAND B2","28228","38484","Procurement Officer","2.00","Procurement"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","C/BAND C","16975","24430","Admin Support Officer","2.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","C/BAND C","16975","24430","Finance Support Officer","7.50","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","228","TIS2","28617","39799","Operational Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","A/BAND A","41774","60484","Estate Manager","1.00","Property And Asset Management"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","A/BAND A","41774","60484","Policy Adviser","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","A/BAND A","41774","60484","Senior Finance Manager","3.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","A/BAND A","41774","60484","Senior Finance Manager","1.00","Procurement"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","A/BAND A","41774","60484","Senior Policy Adviser","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B1/BAND B1","21166","30093","Estate Officer","1.00","Property And Asset Management"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B1/BAND B1","21166","30093","Legal Support Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B1/BAND B1","21166","30093","Policy Adviser","3.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B1/BAND B1","21166","30093","Programme Support Officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B2/BAND B2","28228","38484","Finance Officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B2/BAND B2","28228","38484","Finance Officer","1.00","Policy"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B2/BAND B2","28228","38484","Policy Adviser","5.00","Finance"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","B2/BAND B2","28228","38484","Procurement Officer","1.00","Procurement"
"Cabinet Office","Cabinet Office","Finance & Estates Management","581","C/BAND C","16975","24430","Finance Support Officer","2.00","Finance"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","A/BAND A","41774","60484","Counter Fraud Checking Service Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","A/BAND A","41774","60484","Policy Adviser","4.27","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","B/Faststream","27543","36175","Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","B1/BAND B1","21166","30093","Programme Secretariat","2.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","B2/BAND B2","28228","38484","Operational Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","360","B2/BAND B2","28228","38484","Policy Adviser","8.80","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","382","A/BAND A","41774","60484","Policy Adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","382","A/BAND A","41774","60484","Senior Analyst","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","382","B1/BAND B1","21166","30093","Programme Secretariat","3.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","382","B2/BAND B2","28228","38484","Policy Adviser","1.54","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","582","A/BAND A","41774","60484","Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","582","B1/BAND B1","21166","30093","Programme Secretariat","2.60","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","582","B2/BAND B2","28228","38484","Policy Adviser","5.88","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","582","C/BAND C","16975","24430","Admin Support Officer","2.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","A/BAND A","41774","60484","Grants Policy Adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","A/BAND A","41774","60484","Grants Policy Project Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","A/BAND A","41774","60484","Policy Adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","B1/BAND B1","21166","30093","Executive Assistant","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","B1/BAND B1","21166","30093","Grants Admin Assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","B2/BAND B2","28228","38484","Operational Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Fraud, Error and Debt","585","B2/BAND B2","28228","38484","Policy Adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Government Communications","79","A/BAND A","41774","60484","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","79","A/BAND A","41774","60484","Senior Communications Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","79","A/BAND A","41774","60484","Senior Press Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","79","B1/BAND B1","21166","30093","Admin Support Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","79","B2/BAND B2","28228","38484","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","79","TIS3","33747","47639","Communications Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","A/BAND A","41774","60484","Communications Manager","7.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","B1/BAND B1","21166","30093","Admin Support Officer","2.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","B2/BAND B2","28228","38484","Communications Support Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","B2/BAND B2","28228","38484","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","TIS1","21101","30441","Analyst","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","TIS2","28617","39799","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","TIS3","33747","47639","Communications Manager","6.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","TIS3","33747","47639","Operational Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","154","TIS3","33747","47639","Senior Press Officer","1.79","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Communications Manager","10.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Knowledge Information Management Manager","0.80","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Operational Manager","0.61","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Senior Analyst","3.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Senior Press Officer","2.00","Communications"
"Cabinet Office","Cabinet Office","Government Communications","302","A/BAND A","41774","60484","Senior Project Manager","1.00","Communications"
