Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Medical Gases,Pharmacy Central,BOC LTD,18290164,"31,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,18439771,"32,422.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,18538027,"32,422.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Blood Products,Clinical Haematology,BUPA HOME HEALTHCARE LTD,18421155,"26,433.47"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BUPA HOME HEALTHCARE LTD,18362251,"26,521.60"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BUPA HOME HEALTHCARE LTD,18622250,"26,521.60"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BUPA HOME HEALTHCARE LTD,18439750,"27,850.42"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,BUPA HOME HEALTHCARE LTD,18439741,"44,215.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Independent Sector,Ear Nose & Throat,CARE UK CLINICAL SERVICES LTD,18319852,"28,392.29"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Clinical Costs,Upper GI Medical Staff,CARE UK CLINICAL SERVICES LTD,18477626,"30,569.67"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Commercial Sector,Ear Nose & Throat,CARE UK CLINICAL SERVICES LTD,18619155,"38,419.01"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Clinical Costs,Upper GI Medical Staff,CARE UK CLINICAL SERVICES LTD,18319848,"38,758.21"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Commercial Sector,Ear Nose & Throat,CARE UK CLINICAL SERVICES LTD,18319868,"40,701.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Independent Sector,Ortho Management & Admin,CARE UK CLINICAL SERVICES LTD,18469706,"97,196.14"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,CARL ZEISS LTD,18359535,"114,030.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Computer Maintenance,ICT Infrastructure,CDW LTD,18408691,"31,444.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,CDW LTD,18321316,"55,586.14"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,CELGENE LTD,18538233,"44,301.60"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Computer Maintenance,Telecommunications,CSC COMPUTER SCIENCES LTD,18605901,"152,834.11"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,X-Ray Equipment Purchase,Breast Cancer Screening,DE LAGE LANDEN LEASING LTD,18458103,"31,109.68"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,DEFENCE BUSINESS SERVICES,18619169,"101,272.18"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Specialty Registrar Permt,Central Other,DEVON DOCTORS LTD,18518905,"122,245.09"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Electricity,Energy And Utilities,EDF ENERGY ,DIRECT DEBIT - EDF ENERGY,"144,185.19"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Med & Surg Equip General,Catheter Lab,EDWARDS LIFESCIENCES LTD,18627317,"-82,920.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Heart Valves,Cardiothoracic Theatre,EDWARDS LIFESCIENCES LTD,18470016,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,18567758,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,18538041,"67,632.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,18439802,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,18538040,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,18538042,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,18292131,"25,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,HP INC UK LTD,18361406,"45,006.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,HP INC UK LTD,18459770,"199,993.20"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,14577724,"-120,737.92"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Grounds & Garden Expenses,Car Parking,INDIGO PARK SERVICES UK LTD,18521338,"29,505.07"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Switchboard,INDIGO PARK SERVICES UK LTD,18337663,"29,971.07"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Premises Security,Security,INDIGO PARK SERVICES UK LTD,18337663,"31,649.69"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,18337663,"58,788.49"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Premises Security,Car Parking,INDIGO PARK SERVICES UK LTD,18337667,"61,937.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,14577811,"120,737.92"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Retail Pharmacy,LLOYDS PHARMACY LTD,18438580,"891,521.56"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Phone Instal & Maint,ICT Infrastructure,MAINTEL EUROPE LTD,18602760,"29,990.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,MAQUET LTD,18492122,"32,703.30"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,MAQUET LTD,18567894,"193,962.60"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,MINDRAY (UK) LTD,18361303,"41,310.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,18408497,"-26,932.52"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,18321404,"192,670.75"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,18539205,"192,670.75"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,CNST contributions,Central Other,NHS LITIGATION AUTHORITY,SSC DD - NHSLA,"1,616,902.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18491712,"50,548.65"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18301579,"103,962.92"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18591789,"105,191.13"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18257613,"112,627.49"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18491582,"134,942.93"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18408529,"136,564.15"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18290091,"138,506.75"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18591903,"180,447.33"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,18408651,"272,943.89"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,NHS SUPPLY CHAIN,18338628,"44,085.17"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Equip Maint Contracts,Radiographers,NHS SUPPLY CHAIN,18471542,"98,690.05"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consumables,Procurement,NHS SUPPLY CHAIN,18518138,"110,091.89"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consumables,Procurement,NHS SUPPLY CHAIN,18619815,"119,156.31"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consumables,Procurement,NHS SUPPLY CHAIN,18518137,"124,462.85"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consumables,Procurement,NHS SUPPLY CHAIN,18358533,"128,058.33"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,NHS SUPPLY CHAIN,18338629,"144,224.04"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,NHS SUPPLY CHAIN,17943410,"151,380.49"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Equip Maint Contracts,Radiographers,NHS SUPPLY CHAIN,17850190,"156,147.38"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,NHS SUPPLY CHAIN,18521209,"202,419.22"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,18538135,"85,577.16"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,18622356,"89,385.55"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,18439911,"96,943.44"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,OCD CLEANING SERVICES,18226058,"27,074.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PENINSULA COMMUNITY HEALTH CIC,18419859,"103,857.27"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,PERVASIVE NETWORKS LTD,18549961,"34,979.54"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,PERVASIVE NETWORKS LTD,18567818,"99,991.20"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Derriford Waste Management,PLYMOUTH CITY COUNCIL,18420894,"32,305.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Bircham House,PLYMOUTH CITY COUNCIL,18451864,"45,972.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Bush Park,PLYMOUTH CITY COUNCIL,18451862,"50,197.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Norwich Union,PLYMOUTH CITY COUNCIL,18451865,"71,568.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Radiology Academy Project,PLYMOUTH CITY COUNCIL,18451863,"86,478.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Rates,Rents and Rates,PLYMOUTH CITY COUNCIL,18432502,"1,764,350.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18419781,"55,092.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18549425,"67,388.89"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18419789,"107,756.40"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18419795,"163,042.80"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18419803,"190,703.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Contr Other External,Peninsula Medical School,PMS FACILITIES PLYMOUTH LTD,18469756,"97,515.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18622385,"27,090.06"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18362352,"27,377.28"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18439947,"27,377.28"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18538177,"27,377.28"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18362351,"32,897.16"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18439945,"33,883.20"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18622386,"53,405.46"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18362349,"55,248.24"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,18378467,"84,286.58"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,18359862,"239,915.01"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,18359862,"354,263.56"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,18359862,"419,015.60"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,"33,390.08"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,18562403,"29,520.28"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,18458596,"29,584.92"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,18458599,"34,916.44"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ambulance Car Service,Patient Transport,SRCL LTD,17132539,"-103,092.18"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ambulance Car Service,Patient Transport,SRCL LTD,18468448,"97,182.65"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Ambulance Car Service,Patient Transport,SRCL LTD,18458615,"105,806.31"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,SSE CONTRACTING LTD,18359850,"143,700.55"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,18361390,"57,504.96"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Independent Sector,Palliative Care,ST LUKES HOSPICE PLYMOUTH,18563277,"110,233.14"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,STARKSTROM LTD,18303177,"27,495.17"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,STARKSTROM LTD,18303183,"42,040.81"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,SULIS HEALTHCARE PRODUCTS LTD,18549899,"55,536.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Hospital Car Services,Patient Transport,TRANSPORT ACCESS PEOPLE,18566664,"25,648.96"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,TRUSTMARQUE SOLUTIONS LTD,18594929,"29,110.80"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Fixed assets,Balance Sheet,TRUSTMARQUE SOLUTIONS LTD,18359902,"66,307.92"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consultant,Anaesthetics Medical,UNIVERSITY OF PLYMOUTH,18376588,"35,005.04"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consultant,Neurology,UNIVERSITY OF PLYMOUTH,18357909,"39,497.06"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consultant,Hepatology Medical Staff,UNIVERSITY OF PLYMOUTH,18357916,"39,739.00"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Consultant,Anaesthetics Medical,UNIVERSITY OF PLYMOUTH,18334985,"58,503.50"
Department of Health,Plymouth Hospitals NHS TRUST,30/04/2016,Data Lines,Telecommunications,VIRGIN MEDIA BUSINESS LTD,18563287,"202,163.35"
