Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 07/08/2014,PCO0254329,£32.39,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 07/08/2014,PCO0254342,£7.91,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 14/08/2014,PCO0254688,£66.61,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254691,£8.05,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254687,£7.45,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 14/08/2014,PCO0254689,£25.55,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,PCO0254696,£39.27,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,PCO0254697,£22.61,BARNES JB LIMITED,A0000202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Lubricants,3203, 07/08/2014,PCO0254325,£335.00,BEARING FACTORS,A0000205,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Miscellaneous : Other,4707, 21/08/2014,COR0254908,£7.84,J H BLAKEY & SONS (SECURITY) LTD,A0000211,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 14/08/2014,COR0254816,£93.20,J H BLAKEY & SONS (SECURITY) LTD,A0000211,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 28/08/2014,PCO0255001,£234.40,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254693,£65.83,R J CLOUGH & SON LTD,A0000567,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Hire of Plant,3502, 14/08/2014,PCO0254690,£94.16,R J CLOUGH & SON LTD,A0000567,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 07/08/2014,PBC0254620,£38.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Housing Regeneration Services,HMR,Supplies and services,Tests & Inspection Fees,4409, 14/08/2014,HMR0254723,£33.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Clearance,CD17, 14/08/2014,HMR0254724,£76.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Environmental Health Services,ENV,Premises related expense,Bldgs : R & M : Abnormal,2002, 28/08/2014,ENV0255097,£50.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Democratic & Legal Services,DAL,Transport related expense,Hire of Transport,3501, 14/08/2014,DAL0254811,£20.00,CAVALIER TAXIS,A0000638,No
Pendle Borough Council,Property Services,EST,Capital costs,Capital : Payments,CD14, 07/08/2014,EST0254567,"£4,087.31",J DRIVER LTD,A0000884,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Protective Clothing,4201, 07/08/2014,PCO0254324,£11.82,ENGINEERING & FOUNDRY SUPPLIES,A0001002,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Protective Clothing,4201, 14/08/2014,PCO0254704,£25.00,ENGINEERING & FOUNDRY SUPPLIES,A0001002,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 28/08/2014,PCO0255014,£56.50,FREIGHT TRANSPORT ASSOCIATION,A0001124,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 14/08/2014,PCO0254679,£15.25,FREIGHT TRANSPORT ASSOCIATION,A0001124,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 14/08/2014,PCO0254678,£67.55,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,HED0254837,£65.00,GREEN BROTHERS SIGNS LIMITED,A0001202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 28/08/2014,PCO0254986,£25.00,J HARGREAVES,A0001359,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 07/08/2014,PCO0254323,£25.00,J HARGREAVES,A0001359,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,EFM : Other Equipment,4003, 21/08/2014,ENV0254945,£102.88,KILLGERM CHEMICALS LTD,A0001624,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,EFM Materials,4004, 28/08/2014,ENV0255031,£167.30,KILLGERM CHEMICALS LTD,A0001624,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM Materials,4004, 07/08/2014,PCO0254319,£360.30,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,PCO0254707,£81.04,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254680,£88.80,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254684,£33.32,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : Vandalism Repairs,2005, 14/08/2014,PCO0254683,£45.20,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 28/08/2014,PCO0254999,£93.00,DICK LEIGH,A0001675,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 28/08/2014,PCO4004346,-£8.93,LED ELECTRICAL LIMITED,A0001682,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 28/08/2014,PCO0254755,£8.93,LED ELECTRICAL LIMITED,A0001682,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 14/08/2014,HMR0254750,"£3,366.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 28/08/2014,HMR0255052,"£2,006.20",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,HED0254827,£157.69,LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Search Fees,4404, 14/08/2014,DAL0254665,£942.00,LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,OPS0254799,£65.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 21/08/2014,OPS0254931,£65.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 21/08/2014,OPS0254933,£65.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Democratic & Legal Services,DAL,Transport related expense,Transport Insurance,3901, 28/08/2014,DAL0255113,£100.00,JOHN MACADAM & SON (GARAGES) LTD,A0001846,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 28/08/2014,HMR0255064,"£15,928.00",NELSON JOINERY LTD,A0001969,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255042,"£3,426.06",UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 21/08/2014,EST0254928,£325.57,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Water & Sewerage,2501, 28/08/2014,HED0255129,£325.57,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Water & Sewerage,2501, 28/08/2014,HED0255127,£736.68,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255040,£58.19,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255043,£146.02,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Water & Sewerage,2501, 28/08/2014,HED0255126,£146.02,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Water & Sewerage,2501, 28/08/2014,HED0255128,"£1,541.03",UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 21/08/2014,EST0254929,£101.32,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 07/08/2014,EST0254575,"£1,510.67",UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255044,£325.57,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 14/08/2014,EST0254742,£123.25,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255035,"£1,713.03",UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255038,£146.02,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 07/08/2014,PCO0254335,£11.69,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 07/08/2014,PCO0254336,£83.87,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 07/08/2014,PCO0254337,£40.38,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 07/08/2014,PCO0254332,£29.35,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255013,£21.07,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255008,£18.06,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255010,£17.50,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255009,£89.36,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255011,£40.44,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 28/08/2014,PCO0255012,£14.23,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Other Expenses,4705, 28/08/2014,REG0255105,£370.00,PENDLE SIGNS & PLASTICS LTD,A0002112,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Printing & Stationery,4301, 21/08/2014,COR0254887,£345.00,PRINTOFF GRAPHIC ARTS LTD,A0002115,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 07/08/2014,REG0254634,£42.00,PROFESSIONAL RETAIL SYSTEMS LTD,A0002123,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 07/08/2014,REG0254633,£49.00,PROFESSIONAL RETAIL SYSTEMS LTD,A0002123,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Licences,4416, 28/08/2014,PCO0255024,£82.45,PHONOGRAPHIC PERFORMANCE LTD,A0002133,No
Pendle Borough Council,Planning & Building Control,PBC,Capital costs,Capital : Payments,CD14, 28/08/2014,PBC0255080,"£16,348.00",HERITAGE TRUST FOR THE NORTH WEST,A0002183,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 14/08/2014,PCO0254720,"£1,526.31",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 14/08/2014,PCO0254712,"£1,443.44",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 28/08/2014,PCO0255023,"£1,338.75",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and Services,Expenditure : Materials,0002, 14/08/2014,PCO0254667,£255.75,RIGBY TAYLOR LIMITED,A0002276,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 14/08/2014,DAL0254810,£411.35,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Housing Regeneration Services,HMR,Supplies and services,Other Expenses,4705, 21/08/2014,HMR0254884,£260.84,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 14/08/2014,DAL0254814,£0.42,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 28/08/2014,DAL0255085,"£1,215.25",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 07/08/2014,OPS0254628,"£2,300.00",STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 14/08/2014,OPS0254769,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 28/08/2014,OPS0255048,£660.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 28/08/2014,OPS0255049,£240.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Veterinary Fees,4405, 21/08/2014,OPS0254934,£50.00,STANLEY HOUSE VETERINARY GROUP,A0002423,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Veterinary Fees,4405, 14/08/2014,OPS0254819,£37.96,STANLEY HOUSE VETERINARY GROUP,A0002423,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 14/08/2014,DAL0254842,£9.99,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 28/08/2014,PCO0254997,£261.62,ROBERTSON MEMORIALS,A0002590,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 28/08/2014,PCO0254996,£263.69,ROBERTSON MEMORIALS,A0002590,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Security Services,4407, 28/08/2014,TRE0255063,£627.76,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Financial Services,AAS,Support Services,Bank Charges,7201, 14/08/2014,AAS0254779,£259.26,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,HED0254817,£88.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,EST0254732,£784.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,HED0254820,£546.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 07/08/2014,ENV0254582,£69.20,JOHNSONS TEXICARE LTD,A0002665,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254706,£33.64,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM Materials,4004, 14/08/2014,PCO0254673,£116.34,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM Materials,4004, 14/08/2014,PCO0254705,£123.86,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 14/08/2014,PCO0254692,£33.52,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 28/08/2014,PCO0255007,£73.15,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 14/08/2014,HED0254860,£296.72,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255054,£226.39,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 28/08/2014,EST0255056,£48.26,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 14/08/2014,EST0254741,£390.78,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Water & Sewerage,2501, 26/08/2014,AAS0255157,£42.95,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 14/08/2014,EST0254740,£82.99,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 14/08/2014,OPS0254792,£185.62,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 14/08/2014,OPS0254794,£460.19,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 14/08/2014,OPS4004347,-£18.22,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 14/08/2014,OPS0254793,£13.50,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 21/08/2014,OPS0254940,£364.50,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 28/08/2014,OPS0255041,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Trade Refuse Charges,2602, 14/08/2014,OPS0254795,£170.00,ENVIRONMENT AGENCY,A0003560,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Mobile Phones,4508, 21/08/2014,AAS0254909,£773.08,ORANGE PCS LTD,A0004680,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM : Other Equipment,4003, 14/08/2014,OPS0254761,£720.00,WYBONE LIMITED,A0004891,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 21/08/2014,EST0254924,£111.72,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Window Cleaning,2604, 14/08/2014,PCO0254716,£75.00,MASTERCLEAN 96 LIMITED,A0006178,No
Pendle Borough Council,Financial Services,AAS,,Contribution To NNDR Pool,0311, 19/08/2014,AAS0254984,"£1,343,883.00",DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,A0009280,No
Pendle Borough Council,Property Services,EST,Indirect employee expense,Staff Refreshments,1261, 14/08/2014,EST0254744,£433.33,VENDA VALET (MACHINES) LTD,A0009649,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Electricity,2203, 14/08/2014,PCO0254714,£59.85,LHT ENTERPRISES LIMITED,A0010288,No
Pendle Borough Council,Engineering & Special Projects,HED,Supplies and services,EFM : Other Equipment,4003, 07/08/2014,HED0254631,£13.89,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 14/08/2014,REG0254560,"£1,031.08",PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Other Expenses,4705, 07/08/2014,DAL0254632,£90.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 14/08/2014,REG0254834,£35.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 28/08/2014,REG0254982,£12.50,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : Vandalism Repairs,2102, 14/08/2014,PCO0254685,£48.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 14/08/2014,PCO0254686,£232.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 07/08/2014,PCO0254353,£690.00,LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 07/08/2014,PCO0254338,£160.00,LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM : Other Equipment,4003, 14/08/2014,DAL0254841,£511.00,PREMIER PAPER GROUP LIMITED,A0014685,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 07/08/2014,REG0254655,£173.40,ROYAL MAIL RETAIL,A0015318,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 07/08/2014,OPS0254626,"£1,146.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 14/08/2014,OPS0254762,"£1,308.90",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 21/08/2014,OPS0254911,"£1,373.40",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 28/08/2014,OPS0255093,"£1,386.00",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 14/08/2014,OPS0254760,£108.00,DUGDALE (MERCHANTS) LTD,A0021958,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 14/08/2014,OPS0254800,"£1,263.28",ASPEN VALLEY KENNELS & CATTERY,A0022106,No
