Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,98,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,,,,01/10/2016,30/09/2017,30/09/2017,,60000,,N/A,Corona,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,115,,Banking contract,,Finance & Commercial,,,Banking contract,,,,,,01/04/2017,31/03/2020,31/03/2018,,90000,,N/A,Nat West,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,116,,Water Hygiene,,Human Resources ICT/CSC & Shared Support Services,,,Water Hygiene,,,,,,01/05/2015,31/05/2018,26/02/2018,,19000,,N/A,Eaton Environmental Ltd.,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,118,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,80000,,N/A,Lightside Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,01/04/2014,31/03/2019,31/01/2019,31/03/2020,24000,,N/A,Chiltern lifts,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,121,,Bill payment system,,Human Resources ICT/CSC & Shared Support Services,,,Bill payment system,,,,,,01/05/2016,30/04/2018,01/12/2017,30/04/2019,37000,,N/A,Allpay.net,,,,,,,,harmeet.gill@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,01/11/2014,31/10/2018,01/11/2017,,98000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,123,,Dog Warden Service,,Environment,,,Dog Warden Service,,,,,,01/11/2014,31/10/2018,01/11/2017,,230000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,124,,Collection of Dog Waste,,Environment,,,Collection of Dog Waste,,,,,,01/11/2014,03/03/2020,01/11/2017,03/03/2022,156000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,126,,ICT and CSC Managed Services,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC Managed Services,,,,,,01/02/2015,01/01/2020,01/01/2019,01/01/2024,6906000,,N/A,Capita,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,127,,Forcepoint cloud security,,Human Resources ICT/CSC & Shared Support Services,,,Forcepoint cloud security,,,,,,01/04/2017,31/03/2019,01/02/2019,,51000,,N/A,Triton Forcepoint,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,135,,Stationery & office consumables,,Human Resources ICT/CSC & Shared Support Services,,,Stationery & office consumables,,,,,,01/07/2016,30/06/2018,01/12/2017,,18000,,N/A,Lyreco,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,150,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,,,,01/10/2016,30/09/2017,30/09/2017,,35000,,N/A,British Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,154,,Cash Receipting System,,Human Resources ICT/CSC & Shared Support Services,,,Cash Receipting System,,,,,,23/02/2017,23/02/2018,31/10/2017,,35000,,N/A,Civica,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,01/10/2016,30/03/2021,31/03/2020,30/03/2022,116000,,N/A,Aylesbury Vale District Council,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,218,,eFinancials,,Finance & Commercial,,,eFinancials,,,,,,29/11/2011,31/03/2018,02/01/2018,,87000,,N/A,Advanced Business Solutions,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,226,,Contract B Grounds and Play maintenance,,Community,,,Contract B Grounds and Play maintenance,,,,,,01/01/2013,31/12/2019,31/01/2018,31/12/2021,4500000,,N/A,Quadron,,,,,,,,andy.sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,228,,ANPR for car parks,,Environment,,,ANPR for car parks,,,,,,26/02/2013,26/02/2018,01/10/2017,26/02/2020,335000,,N/A,APT Control Ltd - Veri-Park,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,24/01/2013,23/01/2018,30/09/2017,,500000,,N/A,Greens,,,,,,,,catherine.spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,232,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,,,,04/03/2013,02/03/2020,02/03/2018,02/03/2034,49000000,,N/A,Serco,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,258,,Leisure centre operators - management of sports centres (income),,Community,,,Leisure centre operators - management of  sports centres ( income),,,,,,01/07/2014,30/06/2029,01/07/2019,,15000000,,N/A,People for places  (PfP),,,,,,,,richard.eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,259,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,,,,01/04/2013,31/03/2018,31/08/2017,,93000,,N/A,Smith & Ouzman,,,,,,,,jennie.rahman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,264,,External audit,,Finance & Commercial,,,External audit,,,,,,01/09/2012,31/08/2017,03/04/2017,,640000,,N/A,Ernst & Young,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,266,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,,,,01/06/2017,31/05/2018,31/03/2018,,5000,,N/A,Wild Yeast Ltd - Xenco,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,268,,Lincoln Park Business Centre- Management Contract,,Major Projects & Estates,,,Lincoln Park Business Centre- Management Contract,,,,,,01/04/2013,31/03/2018,31/01/2018,,30000,,N/A,Duncan Bailey- Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2019,30/03/2018,,0,,N/A,"Bristow & sutor; Chandlers, Newlyns",,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,01/09/2013,31/08/2017,31/08/2017,31/08/2018,54000,,N/A,People Asset Management (PAM),,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,30/08/2013,31/08/2018,28/02/2018,,170000,,N/A,Annodata Ltd,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,288,,Document storage and related services,,Democratic Legal & Policy,,,Document storage and related services,,,,,,01/01/2014,31/12/2017,30/11/2017,,28000,,N/A,Iron Mountain (UK) Ltd.,,,,,,,,jennifer.griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,289,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,Advance Tree Services Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,290,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,Glendale Countryside Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,291,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,Gristwood & Toms Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,292,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,High Elms Tree Surgery ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,293,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,J W Salmon - Aboricultural Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,294,,Arboricultural Services,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Arboricultural Services,,,,,,01/11/2014,31/10/2018,31/10/2017,,400000,,N/A,R Watts & Sons,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,295,,Least cost routing of call on main switchboard number,,Finance & Commercial,,,Least cost routing of call on main switchboard number,,,,,,11/11/2016,10/11/2017,14/09/2017,,9000,,N/A,Adept Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,296,,Procurement card provision,,Finance & Commercial,,,Procurement card provision,,,,,,01/12/2014,30/11/2018,28/04/2018,,0,,N/A,Royal bank of Scotland,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,307,,Gutter Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Gutter Cleaning,,,,,,01/11/2015,30/10/2018,01/06/2018,,50000,,N/A,Murrell Estates Ltd.,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,308,,HVAC Planned Preventative Maintenance,,Human Resources ICT/CSC & Shared Support Services,,,HVAC Planned Preventative Maintenance,,,,,,01/04/2014,31/03/2019,01/09/2018,,200000,,N/A,Tencer Ltd.,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,323,,Wallgate Service in Public Toilets,,Human Resources ICT/CSC & Shared Support Services,,,Wallgate Service in Public Toilets,,,,,,01/04/2017,31/03/2018,28/02/2018,,6300,,N/A,WALLGATE LTD.,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,324,,BMS Servicing and Monitoring (Council Offices),,Human Resources ICT/CSC & Shared Support Services,,,BMS Servicing and Monitoring (Council Offices),,,,,,01/04/2015,31/03/2020,28/02/2018,,35000,,N/A,TESG Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,328,,Sanibin Contract (Council Offices),,Human Resources ICT/CSC & Shared Support Services,,,Sanibin Contract (Council Offices),,,,,,01/06/2015,31/05/2018,31/05/2017,,18000,,N/A,PHS GROUP PLC,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,333,,cash collection contract,,Finance & Commercial,,,cash collection contract,,,,,,01/01/2015,31/12/2018,30/03/2018,,120000,,N/A,Contract Security Services,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,334,,Internal Audit Services,,Finance & Commercial,,,Internal Audit Services,,,,,,01/04/2015,30/03/2018,29/09/2017,30/03/2020,90000,,N/A,Moore Stephens LLP,,,,,,,,mike.howard@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,335,,Provision of Rent Accounting Services,,Environment,,,Provision of Rent Accounting Services,,,,,,01/07/2015,31/07/2018,31/03/2018,,66000,,N/A,Buckinghamshire Housing Association,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,337,,estate management - Rayners Lane mobile home site,,Environment,,,estate management - Rayners Lane mobile home site,,,,,,01/08/2017,31/07/2018,30/06/2018,,27000,,N/A,Thompson Wilson Lettings,,,,,,,,amy.starsmore@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,339,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,,,,01/06/2016,30/09/2017,30/09/2017,,35000,,N/A,Navig8 Consultancy Ltd,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,340,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,,,,17/09/2016,30/09/2017,30/09/2017,,35000,,N/A,Maislarry Ltd,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,342,,Air quality Equipment Maintenance,,Environment,,,Air quality Equipment Maintenance,,,,,,01/01/2017,31/12/2017,30/11/2017,,4000,,N/A,ESU1,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,344,,Equifax credit reference,,Environment,,,Equifax credit reference,,,,,,17/07/2015,17/08/2017,01/07/2017,,4000,,N/A,Equifax Services,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,346,,Booker  depot management contract,,Major Projects & Estates,,,Booker  depot management contract,,,,,,01/05/2013,30/04/2018,01/02/2018,,37500,,N/A,Duncan Baily Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,348,,CMS ( Website and Intranet),,Democratic Legal & Policy,,,CMS ( Website and Intranet),,,,,,01/09/2015,01/09/2017,01/09/2016,,99000,,N/A,Zengenti,,,,,,,,vivienne.meldrum@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,351,,Installation of Festive Lights,,Human Resources ICT/CSC & Shared Support Services,,,Installation of Festive Lights,,,,,,01/09/2015,31/01/2019,31/01/2018,,163000,,N/A,Lamps & Tube Illuminations Ltd.,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,352,,"Replacement server, including 3 years support and maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Replacement server, including 3 years support and maintenance",,,,,,07/10/2015,06/10/2018,01/12/2017,,57000,,N/A,Q Associates,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,353,,Supply and Install Street Nameplates,,Human Resources ICT/CSC & Shared Support Services,,,Supply and Install Street Nameplates,,,,,,01/10/2015,01/10/2018,01/04/2018,,15000,,N/A,Signways Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,354,,Landscape Design Services,,Community,,,Landscape Design Services,,,,,,01/09/2015,31/08/2018,31/01/2018,,18000,,N/A,Applied landscape Design,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,356,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,,,,04/11/2015,05/02/2018,30/09/2017,,37000,,N/A,Vodafone,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,361,,Maintenance/ Service Agreement for Private Electrical Distribution System,,Human Resources ICT/CSC & Shared Support Services,,,Maintenance/ Service Agreement for Private Electrical Distribution System,,,,,,01/10/2015,01/11/2019,28/02/2018,,10000,,N/A,The Freedom Group of Companies (FGC),,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,364,,Food Hygiene inspections,,Environment,,,Food Hygiene inspections,,,,,,01/07/2017,30/06/2018,31/05/2018,,40000,,N/A,Osborne Richardson,,,,,,,,andrew.collinson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,365,,Handy Cross phase 3 & 4 Agents,,Major Projects & Estates,,,Handy Cross phase 3 & 4 Agents,,,,,,01/09/2015,30/12/2017,30/09/2017,,500000,,N/A,Savills,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,366,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Carter Jonas,,,,,,,,gerard.coll@wycombe.gov.uk,
