Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,Not yet available,Not yet available,Not yet available,02/12/2016,23192745,1,635,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23195696,1,880,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,Not yet available,Not yet available,Not yet available,19/12/2016,23198093,1,550,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,Not yet available,Not yet available,Not yet available,22/12/2016,23214406,1,815,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,C MITCHELL & SONS,Redacted,Not yet available,Not yet available,Not yet available,22/12/2016,23214977,1,1240,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Roofing Services,65470,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CANARY CARE LIMITED,Redacted,8512931,Not yet available,Not yet available,08/11/2016,23176094,1,1020.7,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,10/10/2016,23144756,1,870,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,21/10/2016,23170742,1,675,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,17/11/2016,23176253,1,565,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,17/11/2016,23176637,1,780,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,14/11/2016,23176750,1,515,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,Not yet available,Not yet available,Not yet available,05/12/2016,23193495,1,680,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,CDS ASSISTIVE TECHNOLOGY LTD,Redacted,Not yet available,Not yet available,Not yet available,01/11/2016,23074296,1,575,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Burglar & Intruder Alarm Systems,11700,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,21/10/2016,23152008,1,1667,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,07/10/2016,23156267,1,765,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,26/10/2016,23168094,1,876,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,09/11/2016,23186141,1,1019.2,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,11/11/2016,23186637,1,4709,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,11/11/2016,23186641,1,3961,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,28/11/2016,23187871,1,2622,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,Not yet available,Not yet available,29/11/2016,23190728,1,806,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,05/10/2016,23151635,1,840,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,03/10/2016,23151771,1,860,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,10/10/2016,23153035,1,855,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/10/2016,23153532,1,2015,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,07/10/2016,23153716,1,1900,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,28/10/2016,23157935,1,625,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,12/10/2016,23157944,1,935,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,20/10/2016,23158422,1,1395,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,01/11/2016,23169231,1,1770,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,25/10/2016,23169267,1,1275,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,25/10/2016,23172534,1,1500,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,27/10/2016,23172539,1,1320,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,11/11/2016,23178834,1,1235,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,08/11/2016,23178846,1,1160,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,28/11/2016,23187849,1,950,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,15/11/2016,23187856,1,830,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,06/12/2016,23192509,1,1935,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,05/12/2016,23192524,1,530,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,29/11/2016,23192799,1,1390,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,06/12/2016,23195290,1,2455,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23195940,1,2125,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23195950,1,2605,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,14/12/2016,23198291,1,565,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23206537,1,720,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,19/12/2016,23206538,1,3175,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23206540,1,655,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,Not yet available,Not yet available,Not yet available,21/12/2016,23214822,1,2445,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,02/12/2016,23190257,1,640,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,28/11/2016,23190283,1,640,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,IDEAL HYGIENE,Redacted,Not yet available,Not yet available,Not yet available,13/12/2016,23192807,1,860,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Bathroom Equipment & Fittings,6800,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,20/10/2016,23165711,1,2214.6,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,20/10/2016,23169676,1,2864.82,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,02/11/2016,23173758,1,8812.55,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,LIVE-LINK (CALL SYSTEMS) LTD,Redacted,Not yet available,Not yet available,Not yet available,05/10/2016,23153222,1,555,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Intercom Systems,45560,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/11/2016,23173952,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,04/11/2016,23174043,1,795,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,01/11/2016,23174049,1,870,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,03/11/2016,23176684,1,6830,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/11/2016,23176702,1,920,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,04/11/2016,23176706,1,730,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,28/11/2016,23186282,1,700,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,10/11/2016,23186287,1,3620,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,01/12/2016,23197098,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,NORTHERN INSTALLATION SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,08/12/2016,23197153,1,770,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,12/10/2016,23149949,1,5448,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,05/10/2016,23150220,1,660,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,16/11/2016,23178259,1,530,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,17/11/2016,23178532,1,1025,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,08/11/2016,23178533,1,530,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,POSSUM LIMITED,Redacted,Not yet available,Not yet available,Not yet available,17/10/2016,23151151,1,612.8,Nil,Adaptations,Revenue,Adult Services,CAT04,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,THYSSENKRUPP ENCASA,Redacted,Not yet available,Not yet available,Not yet available,18/10/2016,23152910,1,2670,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,THYSSENKRUPP ENCASA,Redacted,Not yet available,Not yet available,Not yet available,21/10/2016,23169240,1,2745,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,31/10/2016,23172649,1,3681.9,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,08/11/2016,23176137,1,1015,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,28/11/2016,23194052,1,4135,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,06/12/2016,23197885,1,749.4,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,06/12/2016,23198231,1,1200,Nil,Adaptations,Revenue,Adult Services,CAT04,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,14/11/2016,23187065,1,3369.31,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,29/11/2016,23192387,1,2510.01,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/12/2016,23214128,1,4452.71,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,WESSEX LIFT CO. LIMITED,Redacted,1269836,Not yet available,Not yet available,21/12/2016,23214210,1,3744.8,Nil,Adaptations,Revenue,Adult Services,CAT04,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,7,Adult Social Care,YORKSHIRE HOUSING LTD,Redacted,Not yet available,Not yet available,Not yet available,16/11/2016,23187834,1,2209.5,Nil,Adaptations,Revenue,Adult Services,CAT04,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
Wakefield MDC,E08000036,31/12/2016,ADULTS,Z,BVACOP Not Applicable,TOGETHER HOUSING ASSOCIATION,Redacted,Not yet available,Not yet available,Not yet available,30/11/2016,23195998,1,1300,Nil,Administration Charge,Revenue,Adult Services,CAT04,"Housing Associations, Societies, Trusts & Co-Opera",44166,Not yet available
