Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AXN47713,,Museum demonstrator,,COMMUNITY SERVICES,,,Museum demonstrator,MUSEUMS-DEMONSTRATORS & EDUCATIONAL SVCS,,,,,17-Aug-15,31/03/2016,,,50000,Estimated,�0,A BISHOP,,,1125794,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GCN36053A,,Ironmongery - terms of ESPO contract 94 apply.,,GENERIC,,,Ironmongery - terms of ESPO contract 94 apply.,TOOLS & HARDWARE-PURCHASE & MAINTENANCE,,,,,01-Aug-10,31/07/2017,,31-Jul-17,36688,Estimated,�0,A C LEIGH (NORWICH) LIMITED,gb/02827143,,80286,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,APN48202,,NCYO music Conductor,,COMMUNITY SERVICES,,,NCYO music Conductor,HR-TRAINERS & TUTORS,,,,,01-May-15,01/06/2019,,01-Jun-19,50000,Estimated,�0,A C MORLEY,,,690695,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AQN41344G,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,MUSEUMS-EXHIBITS,,,,,01-Oct-11,30/06/2021,,30-Jun-21,50000,Estimated,�0,A FINE LINE,,,177426,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AON40178,,Mobile Library Vehicles,,COMMUNITY SERVICES,,,Mobile Library Vehicles,VEHICLE & PLANT PURCHASE,,,,,03-Aug-12,02/08/2016,,02-Aug-16,,Estimated,�0,A G BRACEY LIMITED,,,997855,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10323,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,BONDCARE (LARCHWOOD) LIMITED,,,79401,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BON41533,,Removal of bodies,,RESOURCES,,,Removal of bodies,CORONER'S AND FUNERAL SERVICES,,,,,01-Jan-15,01/01/2016,,01-Mar-19,6438,Estimated,�0,A J COGGLES,,,97315,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BXN43994,,Spot purchase of therapy treatment,,CHILDREN,,,Spot purchase of therapy treatment,CHILDREN'S SERVICES,,,,,01-Apr-14,31/12/2015,,31-Dec-15,18734,Estimated,�0,A LLOYD,,,132534,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BXN44674,,Spot purchase of children's therapy services,,CHILDREN,,,Spot purchase of children's therapy services,CHILDREN'S SERVICES,,,,,01-Oct-14,31/12/2015,,31-Dec-15,45615,Estimated,�0,A LLOYD,,,132534,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BPN41665D,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,05-Aug-13,22/07/2018,,22-Jul-18,,Estimated,�0,A NICKLIN,,,1110765,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BPN41617A,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,23-Jul-13,22/07/2018,,22-Jul-18,,Estimated,�0,A OLIVER,,,156763,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,SLN43897,,Rent payments,,CHILDREN,,,Rent payments,FM-RENT & RATES,,,,,18-Jul-14,,,,50000,Estimated,�0,A P BURMAN,,,65741,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BPN42124A,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,20-Nov-13,01/05/2020,,01-May-20,20000,Estimated,�0,A RADEVSKY (BARRISTER),,,442280,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BPN41615G,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,23-Jul-13,22/07/2018,,22-Jul-18,,Estimated,�0,A RANATUNGA,,,1079801,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10767,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,A SHARP,,,765793,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,APN42646G,,Intervention Service support,,CHILDREN,,,Intervention Service support,MANAGEMENT CONSULTANTS,,,,,01-Jan-14,31/12/2015,,31-Dec-15,20000,Estimated,�0,A TEBBUTT,,,135916,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GAN42929,,Vehicle & plant purchase,,NORSE,,,Vehicle & plant purchase,VEHICLE & PLANT PURCHASE,,,,,18-Mar-14,31/03/2018,,31-Mar-18,80000,Estimated,�0,A W & D HAMMOND,,,65796,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GQN42599A,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,MUSEUMS-EXHIBITS,,,,,25-Feb-14,30/06/2021,,30-Jun-21,50000,Estimated,�0,A W SIMMONDS,,,788819,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BPN41649,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,01-Aug-13,30/09/2018,,30-Sep-18,,Estimated,�0,A WHEETMAN,,,100037,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AUN47718,,Intervention service support,,CHILDREN,,,Intervention service support,SCHOOLS-PROFESSIONAL,,,,,01-May-15,01/05/2016,,01-May-17,12000,Estimated,�0,A2E2 EDUCATION LTD,,,1842759,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BON41213A,,Multi Provider Framework for the Provision of Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework for the Provision of Learning & Organisational Activities,HR-TRAINING,,,,,01-Jan-13,31/12/2016,,31-Dec-16,500000,Estimated,�0,ABA CONSULTANTS LTD,,,1094774,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,SAN35010A,,"Examinations - Registration, Papers, Additional Fees",,GENERIC,,,"Examinations - Registration, Papers, Additional Fees",EXAM FEES,,,,,01-Apr-10,,,,,Estimated,�0,ABC AWARDS,,,110276,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10537,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,A D R CARE HOMES LIMITED,4577994,NULL,141326,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,APN47953,,Surface Water Management Programmes,,ETD,,,Surface Water Management Programmes,RESEARCH AND EVALUATION,,,,,01-Jul-15,01/07/2017,,01-Jul-17,80000,Estimated,�0,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,,,1937844,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BQN42098,,Interim Management - Adult Education,,CHILDREN,,,Interim Management - Adult Education,HR-INTERIM & TEMPORARY STAFF,,,,,01-Oct-13,30/11/2015,,01-Apr-16,400000,Estimated,�0,AMF (UK) LTD,,,1177833,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AON45332G,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,01-Feb-15,31/01/2017,,31-Jan-19,5487,Estimated,�0,AMR ELECTRICAL SERVICES LTD,,,924777,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47294,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,,PUBLIC HEALTH,,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,DRUG AND ALCOHOL RECOVERY SERVICES,,,,,01-Apr-15,31/03/2017,,31-Mar-18,,Estimated,�0,ANA TREATMENT CENTRES LTD,,,1788792,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,SAN40565B,,"Examinations-Registration, Papers, Additional Fees",,COMMUNITY SERVICES,,,"Examinations-Registration, Papers, Additional Fees",EXAM FEES,,,,,18-Feb-13,17/02/2018,,17-Feb-18,5000,Estimated,�0,ANN ARBOR PUBLISHERS LIMITED,2773739,NULL,72047,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AON40087,,Plant Hire with Operator,,ETD,,,Plant Hire with Operator,VEHICLE & PLANT LEASING/RENTAL,,,,,11-May-12,31/07/2017,,31-Jul-18,500000,Estimated,�0,ARH GROUNDWORKS LIMITED,gb/06632647,,411135,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AQN40019,,Satellite phone service,,FIRE,,,Satellite phone service,"ICT-NETWORKS, TELEPHONY & RADIOCOMMS",,,,,01-Nov-12,31/03/2017,,31-Mar-17,5000,Estimated,�0,AST CONNECTIONS LTD,,,190696,,,,FIRE,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AON40162,,Footway network surveys,,ETD,,,Footway network surveys,HIGHWAYS-PROFESSIONAL SERVICES,,,,,21-Oct-11,01/04/2016,,01-Apr-16,523723,Estimated,�0,ATKINS LIMITED,688424,NULL,76043,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GON42464,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,,GENERIC,,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,VEHICLE & PLANT PARTS MECH REPAIR & MTCE,,,,,20-Jan-14,31/12/2017,,31-Dec-17,7148,Estimated,�0,ATS EUROMASTER LIMITED,4303731,NULL,66307,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GQN44755,,Rental of radio equipment,,COMMUNITY SERVICES,,,Rental of radio equipment,MUSEUMS & LIBRARIES-CONSERVATION,,,,,17-Dec-14,31/03/2016,,31-Mar-16,30000,Estimated,�0,AUTOTEL RADIO SYSTEMS,,,73611,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10351,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,MR ABDULAZIZ KACHRA T/A COUNTRY COURT CARE,,,79431,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN13021,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),DOMICILIARY CARE,,,,,,,,,,Estimated,�0,ABACUS CARE (NORFOLK & SUFFOLK) LIMITED,gb/04790989,,65849,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AQN44472,,"FM - removals, storage & records management",,COMMUNITY SERVICES,,,"FM - removals, storage & records management",FM-REMOVALS/STORAGE & RECORDS MANAGEMENT,,,,,01-Oct-14,31/03/2018,,31-Mar-18,25000,Estimated,�0,ABACUS MARQUEE HIRE,,,80450,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10003,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,ABBEVILLE RCH LIMITED,5363391,NULL,124609,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,GFN40528,,Servicing & supply of portable fire equipment,,GENERIC,,,Servicing & supply of portable fire equipment,FM-SECURITY & SAFETY,,,,,29-Jan-13,31/12/2016,,31-Dec-16,14072,Estimated,�0,ABBEY FIRE UK LTD,,,1057780,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN42097P,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,ABBEYFIELD EAST LONDON EXTRA CARE SOCIETY LTD,,,1125765,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10007,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,ABBOTSWOOD LODGE LIMITED,5375028,NULL,118002,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN13022,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),DOMICILIARY CARE,,,,,,,,,,Estimated,�0,ABLE COMMUNITY CARE,,,65878,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN43260,,Spot Purchased Day Care For Adults (About With Friends),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (About With Friends),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01-Jan-00,,,,,Estimated,�0,ABOUT WITH FRIENDS,,,118181,,Y,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BTN41340,,CF403 Children with Disabilities Short Break Services: Short Break Services for young people 9 to 18 years,,CHILDREN,,,CF403 Children with Disabilities Short Break Services: Short Break Services for young people 9 to 18 years,CHILDREN'S SERVICES,,,,,01-Apr-11,31/03/2016,,31-Mar-17,340000,Estimated,�0,ABOUT WITH FRIENDS,,,118181,,Y,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,AON27000,,Norwich area schools PFI project,,CHILDREN,,,Norwich area schools PFI project,FM-TOTAL FACILITIES MANAGEMENT,,,,,01-Apr-06,31/03/2032,,31-Mar-32,150000000,Estimated,�0,ACADEMY SERVICES (NORWICH) LIMITED,,,117456,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10518,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,ACANTHUS HEALTHCARE LTD,,,850771,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN10612,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01-Apr-12,,,,,Estimated,�0,ACCEPTUS HEALTHCARE LTD,,,850769,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BTN42983,,Supporting People 677/SP St Johns Housing Trust,,COMMUNITY SERVICES,,,Supporting People 677/SP St Johns Housing Trust,HOUSING-RELATED & FLOATING SUPPORT,,,,,01-Nov-08,31/12/2017,,31-Dec-17,187418,Estimated,�0,ACCESS COMMUNITY TRUST,,,1122760,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BTN42984,,Supporting People 706/SP John Room House,,COMMUNITY SERVICES,,,Supporting People 706/SP John Room House,HOUSING-RELATED & FLOATING SUPPORT,,,,,19-Jul-10,31/12/2017,,31-Dec-17,363918,Estimated,�0,ACCESS COMMUNITY TRUST,,,1122760,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BLN44777,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,CHILDREN'S-ADOPTION,,,,,01-Nov-14,,,,9900,Estimated,�0,ACHIEVING FOR CHILDREN,,,1392782,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47222,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,PUBLIC HEALTH-HEALTH CHECKS,,,,,01-Apr-15,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47223,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,PUBLIC HEALTH-HEALTH CHECKS,,,,,01-Apr-15,,,,5271,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47224,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,PUBLIC HEALTH-HEALTH CHECKS,,,,,01-Apr-15,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47225,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",PUBLIC HEALTH-SEXUAL HEALTH,,,,,01-Apr-15,,,,2520,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47226,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,PUBLIC HEALTH-SEXUAL HEALTH,,,,,01-Apr-15,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BAN47227,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,PUBLIC HEALTH-SMOKING CESSATION,,,,,01-Apr-15,,,,,Estimated,�0,ACLE MEDICAL PARTNERSHIP,,,65898,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,SDN41261,,Grass cutting,,ETD,,,Grass cutting,HIGHWAYS-GRASS & VEGETATION CUTTING,,,,,19-Apr-13,,,,1870,Estimated,�0,ACLE PARISH COUNCIL,,,65901,,,,PROCUREMENT SOURCING TEAM,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,23/09/2015,BXN42113AN,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,ACLE PRE SCHOOL,,,65902,,,,PROCUREMENT PART B TEAM,partb@norfolk.gov.uk,
