Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Purchase Invoice Number
Department of Health,Portsmouth Hospitals Trust,21/10/2016 19:18,Rent,COMMUNITY HOSPITALS - GWMH,SOUTHERN HEALTH (MH LD & SC) NHSFT,20662230,47689.53,43637337
Department of Health,Portsmouth Hospitals Trust,21/10/2016 19:18,Rent,COMMUNITY HOSPITALS - GWMH,SOUTHERN HEALTH (MH LD & SC) NHSFT,20662237,26486.64,43637338
Department of Health,Portsmouth Hospitals Trust,21/10/2016 19:18,Rent,COMMUNITY HOSPITALS - GWMH,SOUTHERN HEALTH (MH LD & SC) NHSFT,20662250,25585.53,43637340
Department of Health,Portsmouth Hospitals Trust,21/10/2016 19:18,Rent,community hospitals - p-field,SOUTHERN HEALTH (MH LD & SC) NHSFT,20662264,47373.81,43637343
Department of Health,Portsmouth Hospitals Trust,24/10/2016 17:16,Med & Surg Equip General,Cardiac Cath Lab,MEDTRONIC LTD,20670185,121.8,1051551266
Department of Health,Portsmouth Hospitals Trust,24/10/2016 17:16,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20670185,26240.5,1051551266
Department of Health,Portsmouth Hospitals Trust,24/10/2016 17:16,Stents,Cardiac Cath Lab,MEDTRONIC LTD,20670185,604.2,1051551266
Department of Health,Portsmouth Hospitals Trust,24/10/2016 18:52,SrvcsRecd-FoundationTrust,ENT CENTRAL STATEMENT,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,20675981,104229.84,WSH1500021134
Department of Health,Portsmouth Hospitals Trust,24/10/2016 18:52,SrvcsRecd-FoundationTrust,Onc/Haem OPD B Level,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,20675981,91742.49,WSH1500021134
Department of Health,Portsmouth Hospitals Trust,24/10/2016 18:52,SrvcsRecd-FoundationTrust,RENAL NON STOCK/STOCK,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,20675981,2186.76,WSH1500021134
Department of Health,Portsmouth Hospitals Trust,25/10/2016 17:13,Limbs,LIMBS,HUGH STEEPER LTD,20675986,58253.01,SIN1609PR106871
Department of Health,Portsmouth Hospitals Trust,25/10/2016 17:13,Patients Appl: Purchase,ORTHOTICS,HUGH STEEPER LTD,20675986,58339.7,SIN1609PR106871
Department of Health,Portsmouth Hospitals Trust,24/10/2016 18:52,External Consultancy Fees,TRUST CENTRAL EXPENSES,KPMG LLP,20676154,120630,5501290940
Department of Health,Portsmouth Hospitals Trust,25/10/2016 17:13,Med & Surg Maint Contract,UROLOGY MED STAFF/INCOME,PENTAX UK LTD,20677741,52260,1400111691
Department of Health,Portsmouth Hospitals Trust,24/10/2016 18:52,Stents,Cardiac Cath Lab,ABBOTT VASCULAR,20680026,28800,50189165
Department of Health,Portsmouth Hospitals Trust,26/10/2016 17:15,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20697417,295344,1051552554
Department of Health,Portsmouth Hospitals Trust,26/10/2016 17:15,Surg Instruments General,Cardiac Cath Lab,MEDTRONIC LTD,20697417,5661,1051552554
Department of Health,Portsmouth Hospitals Trust,26/10/2016 17:15,Computer Software/License,ICT OPERATIONS,LEARNING CLINIC LTD,20697474,59721.5,18346
Department of Health,Portsmouth Hospitals Trust,27/10/2016 17:15,Med & Surg Equip General,Cardiac Cath Lab,MEDTRONIC LTD,20717583,62.4,1051554479
Department of Health,Portsmouth Hospitals Trust,27/10/2016 17:15,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20717583,31964.4,1051554479
Department of Health,Portsmouth Hospitals Trust,27/10/2016 17:15,Stents,Cardiac Cath Lab,MEDTRONIC LTD,20717583,7200,1051554479
Department of Health,Portsmouth Hospitals Trust,27/10/2016 17:15,Surg Instruments General,Cardiac Cath Lab,MEDTRONIC LTD,20717583,754.8,1051554479
Department of Health,Portsmouth Hospitals Trust,27/10/2016 17:15,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20717589,28800,1051554476
Department of Health,Portsmouth Hospitals Trust,31/10/2016 17:07,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20717624,27735.6,1051554481
Department of Health,Portsmouth Hospitals Trust,28/10/2016 17:14,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20724533,-43704,1051554480
Department of Health,Portsmouth Hospitals Trust,28/10/2016 17:14,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20724718,270000,1051556091
Department of Health,Portsmouth Hospitals Trust,27/10/2016 18:59,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20726026,5200,1051552555
Department of Health,Portsmouth Hospitals Trust,28/10/2016 17:14,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20726026,26000,1051552555
Department of Health,Portsmouth Hospitals Trust,27/10/2016 18:59,Computer Maintenance,APEX COMPUTER SYSTEM,CSC COMPUTER SCIENCES LTD,20726110,23887.59,5278006222
Department of Health,Portsmouth Hospitals Trust,28/10/2016 17:14,Computer Maintenance,APEX COMPUTER SYSTEM,CSC COMPUTER SCIENCES LTD,20726110,95550.38,5278006222
Department of Health,Portsmouth Hospitals Trust,27/10/2016 18:59,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20726115,10800,1051556095
Department of Health,Portsmouth Hospitals Trust,28/10/2016 17:14,Pacemakers,Cardiac Cath Lab,MEDTRONIC LTD,20726115,54000,1051556095
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,HAVANT DIALYSIS,RENAL SERVICES OPERATIONS LTD,20741965,67359.23,6608
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,MILFORD DIALYSIS,RENAL SERVICES OPERATIONS LTD,20741965,8083.11,6608
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,SALISBURY DIALYSIS,RENAL SERVICES OPERATIONS LTD,20741965,23171.57,6608
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,HAVANT DIALYSIS,RENAL SERVICES TRADING LTD,20741969,124050.9,369
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,MILFORD DIALYSIS,RENAL SERVICES TRADING LTD,20741969,14886.11,369
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Commercial Sector,SALISBURY DIALYSIS,RENAL SERVICES TRADING LTD,20741969,42673.51,369
Department of Health,Portsmouth Hospitals Trust,28/10/2016 19:46,Sterile Products,HOME HAEMO SERVICE,NXSTAGE MEDICAL UK LTD,20741971,112067.92,CD970320256
Grand Total,,,,,,,4095425.85,
