ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,26/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EASIBIND INTERNATIONAL LIMITED,26/10/2017,2554.59 ,EQUIPMENT - GENERAL,V001161470
ROCHDALE BOROUGH COUNCIL,27/10/2017,CHILDREN’S SOCIAL CARE,CORAM,27/10/2017,2700.00 ,ACTIVITIES,V001163856
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,CORAMBAAF ADOPTION AND FOSTERING ACADEMY,11/10/2017,1800.00 ,ACTIVITIES,V001163857
ROCHDALE BOROUGH COUNCIL,30/10/2017,PHYSICAL DIS & OLDER PEOPLE,CANARY CARE LIMITED,30/10/2017,1147.99 ,EQUIPMENT - GENERAL,V001163876
ROCHDALE BOROUGH COUNCIL,09/10/2017,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,09/10/2017,7643.61 ,MAINTENANCE STAIRLIFTS,V001165782
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,CHILDSCAPE LIMITED,05/10/2017,795.00 ,MINOR BUILDING WORKS,V001166078
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,CHILDSCAPE LIMITED,05/10/2017,1271.00 ,MINOR BUILDING WORKS,V001166078
ROCHDALE BOROUGH COUNCIL,03/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,03/10/2017,10648.83 ,AGILISYS CONTRACT,V001166213
ROCHDALE BOROUGH COUNCIL,06/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,RIVERSIDE TRUCK RENTAL,06/10/2017,4255.00 ,TRANSACTIONS-EXPENDITURE,V001166314
ROCHDALE BOROUGH COUNCIL,06/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,RIVERSIDE TRUCK RENTAL,06/10/2017,4255.00 ,TRANSACTIONS-EXPENDITURE,V001166315
ROCHDALE BOROUGH COUNCIL,03/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,03/10/2017,2978.00 ,TEACHERS - BASIC,V001166674
ROCHDALE BOROUGH COUNCIL,03/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,03/10/2017,4376.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V001166676
ROCHDALE BOROUGH COUNCIL,13/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,13/10/2017,704.06 ,VEHICLE MAINTENANCE,V001167195
ROCHDALE BOROUGH COUNCIL,09/10/2017,PROPERTY AND HIGHWAYS,RED DEAL WINDOWS LTD,09/10/2017,962.00 ,TRANSACTIONS-EXPENDITURE,V001167221
ROCHDALE BOROUGH COUNCIL,02/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,IDOX SOFTWARE LTD,02/10/2017,4721.66 ,SOFTWARE,V001167243
ROCHDALE BOROUGH COUNCIL,02/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,IDOX SOFTWARE LTD,02/10/2017,4857.64 ,SOFTWARE,V001167243
ROCHDALE BOROUGH COUNCIL,02/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,IDOX SOFTWARE LTD,02/10/2017,8227.42 ,SOFTWARE,V001167243
ROCHDALE BOROUGH COUNCIL,06/10/2017,PUBLIC HEALTH,ROCHDALE AND DISTRICT MIND,06/10/2017,1233.38 ,PH BUSINESS CASES,V001167248
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/10/2017,-9000.00 ,SUBSIDISED ADOPTERS PMTS,V001167250
ROCHDALE BOROUGH COUNCIL,09/10/2017,CHILDREN’S SOCIAL CARE,UNIVERSITY OF KENT,09/10/2017,2562.65 ,YOUNG PEOPLES RENTS,V001167308
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,03/10/2017,24581.66 ,FOSTER PARENTS BASIC ALLOWANCE,V001167320
ROCHDALE BOROUGH COUNCIL,11/10/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,11/10/2017,12208.88 ,CONSULTANT FEES,V001167346
ROCHDALE BOROUGH COUNCIL,03/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,03/10/2017,720.75 ,TEACHERS - BASIC,V001167380
ROCHDALE BOROUGH COUNCIL,12/10/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,12/10/2017,4521.73 ,CONSULTANT FEES,V001167566
ROCHDALE BOROUGH COUNCIL,03/10/2017,PUBLIC HEALTH,GREATER MANCHESTER MENTAL HEALTH NHS,03/10/2017,3036.00 ,CONTRACTED SERVICES,V001167621
ROCHDALE BOROUGH COUNCIL,23/10/2017,PHYSICAL DIS & OLDER PEOPLE,BRIGHTER BLINDS LTD,23/10/2017,3730.00 ,EQUIPMENT - GENERAL,V001167631
ROCHDALE BOROUGH COUNCIL,23/10/2017,PUBLIC HEALTH,ANIMAL WARDENS LIMITED,23/10/2017,960.00 ,CONTRACTED SERVICES,V001167653
ROCHDALE BOROUGH COUNCIL,06/10/2017,RESOURCES,ROYAL MAIL GROUP PLC,06/10/2017,1448.85 ,POSTAGE,V001167682
ROCHDALE BOROUGH COUNCIL,12/10/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,12/10/2017,738.47 ,MINOR BUILDING WORKS,V001167873
ROCHDALE BOROUGH COUNCIL,13/10/2017,PROPERTY AND HIGHWAYS,LINK4LIFE CHARITY,13/10/2017,2545.00 ,MINOR BUILDING WORKS,V001169197
ROCHDALE BOROUGH COUNCIL,30/10/2017,PHYSICAL DIS & OLDER PEOPLE,TERRY GROUP LTD,30/10/2017,10010.00 ,MINOR BUILDING WORKS,V001169233
ROCHDALE BOROUGH COUNCIL,13/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CATS SOLUTIONS,13/10/2017,770.00 ,PRINTING,V001169266
ROCHDALE BOROUGH COUNCIL,16/10/2017,PUBLIC HEALTH,PENNINE CARE NHS,16/10/2017,327779.00 ,PH PENNINE CARE CONTRACT,V001169273
ROCHDALE BOROUGH COUNCIL,12/10/2017,PUBLIC HEALTH,MANCHESTER CITY COUNCIL,12/10/2017,23895.00 ,PH OTHER CONTRACTS,V001169298
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,TRANSPORT FOR GREATER MANCHESTER,12/10/2017,38426.90 ,STUDENT TRAVEL,V001169300
ROCHDALE BOROUGH COUNCIL,05/10/2017,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,05/10/2017,1642.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001169403
ROCHDALE BOROUGH COUNCIL,04/10/2017,CHILDREN’S SOCIAL CARE,DEPAUL UK,04/10/2017,25508.57 ,YOUNG PEOPLES RENTS,V001169404
ROCHDALE BOROUGH COUNCIL,06/10/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,06/10/2017,103471.95 ,NEW CONSTRUCTION,V001169408
ROCHDALE BOROUGH COUNCIL,26/10/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,26/10/2017,560.00 ,CENTRAL HEATING,V001169410
ROCHDALE BOROUGH COUNCIL,26/10/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,26/10/2017,1134.35 ,CENTRAL HEATING,V001169410
ROCHDALE BOROUGH COUNCIL,09/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,HEYWOOD SCAFFOLDING SERVICES,09/10/2017,602.33 ,MINOR BUILDING WORKS,V001169469
ROCHDALE BOROUGH COUNCIL,13/10/2017,CHILDREN’S SOCIAL CARE,SEFTON MBC,13/10/2017,27000.00 ,ADOPTION PAYMENTS,V001169501
ROCHDALE BOROUGH COUNCIL,09/10/2017,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,09/10/2017,1357.14 ,CONTRACTED SERVICES,V001169587
ROCHDALE BOROUGH COUNCIL,03/10/2017,ECONOMY DIRECTORATE,NETWORK RAIL INFRASTRUCTURE LTD,03/10/2017,2040.46 ,CONTRACTED SERVICES,V001169592
ROCHDALE BOROUGH COUNCIL,19/10/2017,EARLY HELP AND SCHOOLS,BLUEPRINT GB LTD,19/10/2017,1311.00 ,ACTIVITIES,V001169731
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,BLUEPRINT GB LTD,05/10/2017,580.00 ,ACTIVITIES,V001169819
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,BLUEPRINT GB LTD,05/10/2017,1588.00 ,ACTIVITIES,V001169819
ROCHDALE BOROUGH COUNCIL,16/10/2017,RESOURCES,ROSSENDALES,16/10/2017,650.44 ,INPUT VAT -  ADJUSTMENTS,V001169855
ROCHDALE BOROUGH COUNCIL,19/10/2017,EARLY HELP AND SCHOOLS,POSITIVE STEPS,19/10/2017,37100.00 ,EXTERNALLY MANAGED FUNDS,V001169872
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,17/10/2017,1000.00 ,SOFTWARE,V001169902
ROCHDALE BOROUGH COUNCIL,19/10/2017,EARLY HELP AND SCHOOLS,MARY HARE SCHOOLS,19/10/2017,2400.00 ,TRAINING-QUALIFICATION,V001169923
ROCHDALE BOROUGH COUNCIL,04/10/2017,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,04/10/2017,962.49 ,ACTIVITIES,V001169945
ROCHDALE BOROUGH COUNCIL,04/10/2017,EARLY HELP AND SCHOOLS,LINK4LIFE CHARITY,04/10/2017,6124.56 ,ACTIVITIES,V001169971
ROCHDALE BOROUGH COUNCIL,04/10/2017,EARLY HELP AND SCHOOLS,BARNARDOS,04/10/2017,10513.74 ,ACTIVITIES,V001169972
ROCHDALE BOROUGH COUNCIL,04/10/2017,EARLY HELP AND SCHOOLS,RAINBOW SCENT,04/10/2017,1512.39 ,ACTIVITIES,V001169973
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,GREENS AUTOMOTIVE,04/10/2017,707.00 ,VEHICLE MAINTENANCE,V001170710
ROCHDALE BOROUGH COUNCIL,17/10/2017,EARLY HELP AND SCHOOLS,PEAK TUITION LTD,17/10/2017,510.00 ,INDEPENDENT UNITS,V001170744
ROCHDALE BOROUGH COUNCIL,03/10/2017,PROPERTY AND HIGHWAYS,GROUNDWORK LANDSCAPES LIMITED,03/10/2017,9699.57 ,MINOR BUILDING WORKS,V001171212
ROCHDALE BOROUGH COUNCIL,09/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,09/10/2017,505.00 ,PURCHASE OF VEHICLES,V001172470
ROCHDALE BOROUGH COUNCIL,02/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,02/10/2017,1000.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001172487
ROCHDALE BOROUGH COUNCIL,04/10/2017,EARLY HELP AND SCHOOLS,KASHMIR YOUTH PROJECT,04/10/2017,2217.00 ,ACTIVITIES,V001172503
ROCHDALE BOROUGH COUNCIL,03/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,03/10/2017,1875.00 ,AGENCY STAFF,V001172508
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE PUBLIC SERVICES UK LTD,04/10/2017,784.15 ,SOFTWARE,V001172509
ROCHDALE BOROUGH COUNCIL,23/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CAPITA BUSINESS SERVICES LIMITED,23/10/2017,1070.00 ,SOFTWARE,V001172510
ROCHDALE BOROUGH COUNCIL,03/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,GEORGE SHAW AND  SONS TOILET HIRE,03/10/2017,684.00 ,EVENTS,V001172937
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,17/10/2017,814.58 ,TRANSACTIONS-EXPENDITURE,V001172956
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,17/10/2017,812.56 ,TRANSACTIONS-EXPENDITURE,V001172957
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,17/10/2017,2071.81 ,TRANSACTIONS-EXPENDITURE,V001172959
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,17/10/2017,647.29 ,TRANSACTIONS-EXPENDITURE,V001172960
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,17/10/2017,6248.80 ,TRANSACTIONS-EXPENDITURE,V001172961
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,12/10/2017,5100.00 ,ACTIVITIES,V001172997
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,12/10/2017,948.75 ,ACTIVITIES,V001172998
ROCHDALE BOROUGH COUNCIL,04/10/2017,PROPERTY AND HIGHWAYS,CIPFA BUSINESS LIMITED,04/10/2017,1445.00 ,TRAINING,V001173036
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,04/10/2017,4248.00 ,SOFTWARE,V001173046
ROCHDALE BOROUGH COUNCIL,19/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,19/10/2017,1833.32 ,SOFTWARE,V001173047
ROCHDALE BOROUGH COUNCIL,19/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,19/10/2017,6909.44 ,SOFTWARE,V001173047
ROCHDALE BOROUGH COUNCIL,05/10/2017,PROPERTY AND HIGHWAYS,BEXAN LTD,05/10/2017,2222.96 ,PROPERTY - WORKS ELEMENT,V001173056
ROCHDALE BOROUGH COUNCIL,05/10/2017,PROPERTY AND HIGHWAYS,M P H INSPECTION SERVICES LTD,05/10/2017,650.00 ,REPAIRS & ALTS OF BUILDINGS,V001173069
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,NESTLINGS CARE LTD,03/10/2017,18663.99 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001173083
ROCHDALE BOROUGH COUNCIL,04/10/2017,CHILDREN’S SOCIAL CARE,RESOLUTION FOSTERING SERVICES LTD,04/10/2017,660.24 ,FOSTER PARENTS BASIC ALLOWANCE,V001173084
ROCHDALE BOROUGH COUNCIL,05/10/2017,ECONOMY DIRECTORATE,THE OYSTER PARTNERSHIP LTD,05/10/2017,1937.50 ,AGENCY STAFF,V001173112
ROCHDALE BOROUGH COUNCIL,05/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,05/10/2017,704.05 ,VEHICLE MAINTENANCE,V001173119
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/2017,569.15 ,TAXI HIRE,V001173127
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/2017,617.10 ,TAXI HIRE,V001173127
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/2017,667.50 ,TAXI HIRE,V001173127
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,05/10/2017,1056.00 ,HOME CARE - CHILDRENS SERVICES,V001173128
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,05/10/2017,1584.00 ,HOME CARE - CHILDRENS SERVICES,V001173137
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,05/10/2017,1485.00 ,HOME CARE - CHILDRENS SERVICES,V001173139
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,05/10/2017,924.00 ,HOME CARE - CHILDRENS SERVICES,V001173140
ROCHDALE BOROUGH COUNCIL,03/10/2017,RESOURCES,KEOGHS LLP,03/10/2017,840.56 ,INPUT VAT -  ADJUSTMENTS,V001173141
ROCHDALE BOROUGH COUNCIL,17/10/2017,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,17/10/2017,1455.93 ,ROADWORKS,V001173143
ROCHDALE BOROUGH COUNCIL,17/10/2017,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,17/10/2017,2619.16 ,ROADWORKS,V001173144
ROCHDALE BOROUGH COUNCIL,23/10/2017,EARLY HELP AND SCHOOLS,HARPURHEY ALTERNATIVE PROVISION SCHOOL,23/10/2017,4800.00 ,ACTIVITIES,V001173150
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,FIRST GROUP PLC,24/10/2017,2470.00 ,BUS EXPENSES,V001173163
ROCHDALE BOROUGH COUNCIL,03/10/2017,ECONOMY DIRECTORATE,D TURNER AND SON MACHINERY REMOVAL LTD,03/10/2017,2500.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001173164
ROCHDALE BOROUGH COUNCIL,05/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,FREEDOM COMMUNICATIONS,05/10/2017,945.00 ,PURCHASE OF ICT HARDWARE,V001173167
ROCHDALE BOROUGH COUNCIL,05/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,FREEDOM COMMUNICATIONS,05/10/2017,1050.00 ,PURCHASE OF ICT HARDWARE,V001173167
ROCHDALE BOROUGH COUNCIL,04/10/2017,RESOURCES,REED BUSINESS INFORMATION LIMITED,04/10/2017,1650.00 ,SUBSCRIPTIONS,V001173169
ROCHDALE BOROUGH COUNCIL,05/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,05/10/2017,2000.00 ,CAPITAL SALARIES,V001173212
ROCHDALE BOROUGH COUNCIL,05/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ISAAC BUTTERWORTH IRONFOUNDERS LIMITED,05/10/2017,713.04 ,EQUIPMENT - GENERAL,V001173214
ROCHDALE BOROUGH COUNCIL,06/10/2017,PUBLIC HEALTH,BRAHM FUNDCO 1 LTD,06/10/2017,6232.47 ,RENTS,V001173270
ROCHDALE BOROUGH COUNCIL,24/10/2017,ECONOMY DIRECTORATE,FIRST GROUP PLC,24/10/2017,665.00 ,STUDENT TRAVEL,V001173271
ROCHDALE BOROUGH COUNCIL,06/10/2017,RESOURCES,INFORM CPI LTD,06/10/2017,1000.00 ,FEES / COMMISSION,V001173285
ROCHDALE BOROUGH COUNCIL,26/10/2017,EARLY HELP AND SCHOOLS,LOCAL PARTNERSHIP,26/10/2017,3846.03 ,ACTIVITIES,V001173288
ROCHDALE BOROUGH COUNCIL,26/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LINK4LIFE CHARITY,26/10/2017,2500.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001173295
ROCHDALE BOROUGH COUNCIL,04/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY AND HARRIS ENGINEERING LTD,04/10/2017,1200.00 ,EQUIPMENT - GENERAL,V001173296
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,EMO OIL LIMITED,17/10/2017,28500.00 ,TRANSACTIONS-EXPENDITURE,V001173299
ROCHDALE BOROUGH COUNCIL,05/10/2017,RESOURCES,VENN GROUP LIMITED,05/10/2017,621.30 ,AGENCY STAFF,V001173305
ROCHDALE BOROUGH COUNCIL,20/10/2017,RESOURCES,ROSSENDALES,20/10/2017,792.40 ,INPUT VAT -  ADJUSTMENTS,V001173416
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,24/10/2017,9083.60 ,CONTRACTED SERVICES,V001173425
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,05/10/2017,2250.00 ,AGENCY STAFF,V001173427
ROCHDALE BOROUGH COUNCIL,05/10/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,05/10/2017,2250.00 ,AGENCY STAFF,V001173428
ROCHDALE BOROUGH COUNCIL,27/10/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE HALIFAX LTD (IN ADMINISTRATION),27/10/2017,1231.10 ,RESIDENTIAL LONG TERM,V001173878
ROCHDALE BOROUGH COUNCIL,06/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,BEYOND COVERS AND SASHES,06/10/2017,704.40 ,EXPENSES - GENERAL,V001174544
ROCHDALE BOROUGH COUNCIL,06/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,06/10/2017,1875.00 ,AGENCY STAFF,V001174627
ROCHDALE BOROUGH COUNCIL,06/10/2017,EARLY HELP AND SCHOOLS,HOPWOOD ELECTRICAL SERVICES,06/10/2017,756.47 ,MINOR BUILDING WORKS,V001174651
ROCHDALE BOROUGH COUNCIL,06/10/2017,EARLY HELP AND SCHOOLS,FRS ROOFING SERVICES LIMITED,06/10/2017,121656.83 ,MINOR BUILDING WORKS,V001174661
ROCHDALE BOROUGH COUNCIL,02/10/2017,PHYSICAL DIS & OLDER PEOPLE,BROADWAY BUILDING CONTRACTORS OLDHAM LTD,02/10/2017,11850.00 ,MINOR BUILDING WORKS,V001174663
ROCHDALE BOROUGH COUNCIL,09/10/2017,PROPERTY AND HIGHWAYS,YOTTA LIMITED,09/10/2017,5000.00 ,ASSET MANAGEMENT PLANS & SURVEYS,V001174705
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,FOSTERING LTD,03/10/2017,759.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001174728
ROCHDALE BOROUGH COUNCIL,25/10/2017,CHILDREN’S SOCIAL CARE,HORIZON CARE AND EDUCATION,25/10/2017,1675.03 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001174729
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,G4S SECURE SOLUTIONS UK  LTD,16/10/2017,10215.97 ,SECURITY,V001174731
ROCHDALE BOROUGH COUNCIL,06/10/2017,CHILDREN’S SOCIAL CARE,STEPPING STONE PROJECT ROCHDALE LTD,06/10/2017,1376.55 ,YOUNG PEOPLES RENTS,V001174739
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,03/10/2017,780.01 ,FOSTER PARENTS BASIC ALLOWANCE,V001174740
ROCHDALE BOROUGH COUNCIL,09/10/2017,PROPERTY AND HIGHWAYS,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,09/10/2017,720.00 ,TRANSACTIONS-EXPENDITURE,V001174741
ROCHDALE BOROUGH COUNCIL,05/10/2017,CHILDREN’S SOCIAL CARE,A WILDERNESS WAY LTD,05/10/2017,18142.86 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001174742
ROCHDALE BOROUGH COUNCIL,03/10/2017,CHILDREN’S SOCIAL CARE,MCCOMB PROPERTY COMPANY LIMITED,03/10/2017,6515.77 ,YOUNG PEOPLES RENTS,V001174744
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,EDGE HILL UNIVERSITY,30/10/2017,2000.00 ,TRAINING-QUALIFICATION,V001174753
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,EDGE HILL UNIVERSITY,30/10/2017,2000.00 ,TRAINING-QUALIFICATION,V001174754
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,EDGE HILL UNIVERSITY,30/10/2017,2000.00 ,TRAINING-QUALIFICATION,V001174755
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,EDGE HILL UNIVERSITY,30/10/2017,3000.00 ,TRAINING-QUALIFICATION,V001174756
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,THOMAS FATTORINI LIMITED,24/10/2017,1149.87 ,EQUIPMENT - GENERAL,V001174771
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,JOHNSONS CATERING EQUIPMENT LTD,24/10/2017,611.00 ,EQUIPMENT - GENERAL,V001174773
ROCHDALE BOROUGH COUNCIL,27/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,27/10/2017,3946.07 ,AGILISYS CONTRACT,V001174780
