Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date, Contract value ,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GCN36053A,,Ironmongery - terms of ESPO contract 94 apply.,,GENERIC,,,Ironmongery - terms of ESPO contract 94 apply.,Tools & hardware - purchase & maintenance,,,,,01/08/2010,31/07/2017,,31/07/2017,"�9,239",,,A C LEIGH (NORWICH) LIMITED,gb/02827143,,80286,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AQN41344G,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,Museums - exhibits,,,,,01/10/2011,30/06/2021,,30/06/2021,"�50,000",,,A FINE LINE,,,177426,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AON40178,,Mobile Library Vehicles,,COMMUNITY SERVICES,,,Mobile Library Vehicles,Vehicle & plant purchase,,,,,03/08/2012,02/08/2016,,02/08/2016,,,,A G BRACEY LIMITED,,,997855,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10323,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,"�2,373,167",,,BONDCARE (LARCHWOOD) LIMITED,,,79401,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BUN41533N,,Removal of bodies,,RESOURCES,,,Removal of bodies,Coroner's and funeral services,,,,,01/01/2015,01/03/2019,,01/03/2019,"�6,438",,,A J COGGLES,,,97315,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN43994,,Spot purchase of therapy treatment,,CHILDREN,,,Spot purchase of therapy treatment,"Children's services - assessment/witness, contact, therapy",,,,,01/04/2014,31/12/2015,,31/12/2015,"�80,100",,,A LLOYD,,,132534,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN44674,,Spot purchase of children's therapy services,,CHILDREN,,,Spot purchase of children's therapy services,"Children's services - assessment/witness, contact, therapy",,,,,01/10/2014,31/12/2015,,31/12/2015,"�130,440",,,A LLOYD,,,132534,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN41665D,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,05/08/2013,22/07/2018,,22/07/2018,,,,A NICKLIN,,,1110765,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN41617A,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,23/07/2013,22/07/2018,,22/07/2018,,,,A OLIVER,,,156763,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,SLN43897,,FM - rent & rates,,CHILDREN,,,FM - rent & rates,FM - rent & rates,,,,,18/07/2014,,,,"�50,000",,,A P BURMAN,,,65741,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN42124A,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,20/11/2013,01/05/2020,,01/05/2020,"�20,000",,,A RADEVSKY (BARRISTER),,,442280,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN41615G,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,23/07/2013,22/07/2018,,22/07/2018,,,,A RANATUNGA,,,1079801,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10767,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,A SHARP,,,765793,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,APN42646G,,Intervention Service support,,CHILDREN,,,Intervention Service support,Consultants & advisers,,,,,01/01/2014,01/12/2015,,01/12/2015,"�20,000",,,A TEBBUTT,,,135916,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GAN42929,,Vehicle & plant purchase,,NORSE,,,Vehicle & plant purchase,Vehicle & plant purchase,,,,,18/03/2014,31/03/2018,,31/03/2018,"�80,000",,,A W & D HAMMOND,,,65796,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GQN42599A,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,Museums - exhibits,,,,,25/02/2014,30/06/2021,,30/06/2021,"�50,000",,,A W SIMMONDS,,,788819,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN41649,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,01/08/2013,30/09/2018,,30/09/2018,,,,A WHEETMAN,,,100037,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,APN41946,,Senior Interim management for ETD service,,ETD,,,Senior Interim management for ETD service,HR - interim & temporary staff,,,,,01/09/2013,31/10/2015,,31/10/2015,"�270,000",,,A56 UK LTD,,,1178760,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BON41213A,,Multi Provider Framework for the Provision of Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework for the Provision of Learning & Organisational Activities,HR - training,,,,,01/01/2013,31/12/2016,,31/12/2016,"�500,000",,,ABA CONSULTANTS LTD,,,1094774,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,SAN35010A,,"Examinations - Registration, Papers, Additional Fees",,GENERIC,,,"Examinations - Registration, Papers, Additional Fees",Exam fees,,,,,01/04/2010,,,,,,,ABC AWARDS,,,110276,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10537,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,A D R CARE HOMES LIMITED,4577994,NULL,141326,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN42098,,Interim Management - Adult Education,,CHILDREN,,,Interim Management - Adult Education,HR - interim & temporary staff,,,,,01/10/2013,01/12/2015,,01/12/2015,"�304,600",,,AMF (UK) LTD,,,1177833,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AON45332G,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM - building maintenance,,,,,01/02/2015,31/01/2019,,31/01/2019,"�27,600",,,AMR ELECTRICAL SERVICES LTD,,,924777,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN47294,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,,PUBLIC HEALTH,,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,Drug and alcohol recovery services,,,,,01/04/2015,31/03/2018,,31/03/2018,,,,ANA TREATMENT CENTRES LTD,,,1788792,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,SAN40565B,,"Examinations-Registration, Papers, Additional Fees",,COMMUNITY SERVICES,,,"Examinations-Registration, Papers, Additional Fees",Exam fees,,,,,18/02/2013,17/02/2018,,17/02/2018,"�5,000",,,ANN ARBOR PUBLISHERS LIMITED,2773739,NULL,72047,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AON40087,,Plant Hire with Operator,,ETD,,,Plant Hire with Operator,Highways - plant & vehicle hire,,,,,11/05/2012,31/07/2018,,31/07/2018,"�500,000",,,ARH GROUNDWORKS LIMITED,gb/06632647,,411135,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BPN41314C,,Legal Advice,,GENERIC,,,Legal Advice,Legal - counsel,,,,,01/04/2013,31/03/2018,,31/03/2018,"�50,000",,,ASCL,,,125724,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AQN40019,,FIRE - SERVICES OF SATELLITE PHONES,,FIRE,,,FIRE - SERVICES OF SATELLITE PHONES,"ICT - networks, telephony & radiocomms",,,,,01/11/2012,31/03/2017,,31/03/2017,"�5,000",,,AST CONNECTIONS LTD,,,190696,,N,,Fire,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,APN41954,,Maintenance of automatic bollards at Harding pits,,ETD,,,Maintenance of automatic bollards at Harding pits,Highways - traffic signals,,,,,01/10/2013,30/09/2016,,30/09/2016,,,,ATG ACCESS LIMITED,,,65843,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GFN36105,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,,GENERIC,,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,"Vehicle & plant parts, mech repairs & maintenance",,,,,01/02/2011,31/12/2015,,31/12/2015,"�105,297",,,ATS EUROMASTER LIMITED,4303731,NULL,66307,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GON42464,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,,GENERIC,,,Supply & repair of vehicle tyres - Terms of ESPO contract 222 apply,"Vehicle & plant parts, mech repairs & maintenance",,,,,20/01/2014,31/12/2015,,31/12/2015,,,,ATS EUROMASTER LIMITED,4303731,NULL,66307,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GQN44755,,Museums & libraries - conservation supplies & services,,COMMUNITY SERVICES,,,Museums & libraries - conservation supplies & services,Museums & libraries - conservation supplies & services,,,,,17/12/2014,31/03/2016,,31/03/2016,"�30,000",,,AUTOTEL RADIO SYSTEMS,,,73611,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10351,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,"�215,040",,,MR ABDULAZIZ KACHRA T/A COUNTRY COURT CARE,,,79431,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN13021,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),Domiciliary care,,,,,,,,,"�1,066,576",,,ABACUS CARE (NORFOLK & SUFFOLK) LIMITED,gb/04790989,,65849,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AQN44472,,"FM - removals, storage & records management",,COMMUNITY SERVICES,,,"FM - removals, storage & records management","FM - removals, storage & records management",,,,,01/10/2014,31/03/2018,,31/03/2018,"�25,000",,,ABACUS MARQUEE HIRE,,,80450,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10003,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,"�4,453,294",,,ABBEVILLE RCH LIMITED,5363391,NULL,124609,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,GFN40528,,Servicing & supply of portable fire equipment,,GENERIC,,,Servicing & supply of portable fire equipment,FM - security & safety,,,,,29/01/2013,31/12/2016,,31/12/2016,"�20,696",,,ABBEY FIRE UK LTD,,,1057780,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN42097P,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,ABBEYFIELD EAST LONDON EXTRA CARE SOCIETY LTD,,,1125765,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10007,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,"�2,146,701",,,ABBOTSWOOD LODGE LIMITED,5375028,NULL,118002,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN13022,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),Domiciliary care,,,,,,,,,"�613,613",,,ABLE COMMUNITY CARE,,,65878,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN43260,,Spot Purchased Day Care For Adults (About With Friends),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (About With Friends),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,"�742,991",,,ABOUT WITH FRIENDS,,,118181,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BTN41340,,CF403 Children with Disabilities Short Break Services: Short Break Services for young people 9 to 18 years,,CHILDREN,,,CF403 Children with Disabilities Short Break Services: Short Break Services for young people 9 to 18 years,Children's services - positive activities,,,,,01/04/2011,31/03/2017,,31/03/2017,"�340,000",,,ABOUT WITH FRIENDS,,,118181,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AON27000,,Norwich area schools PFI project,,CHILDREN,,,Norwich area schools PFI project,FM - total facilities management,,,,,01/04/2006,31/03/2032,,31/03/2032,"�150,000,000",,,ACADEMY SERVICES (NORWICH) LIMITED,,,117456,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10518,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,"�1,219,045",,,ACANTHUS HEALTHCARE LTD,,,850771,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN10612,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,"�652,677",,,ACCEPTUS HEALTHCARE LTD,,,850769,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BTN42983,,Supporting People 677/SP St Johns Housing Trust,,COMMUNITY SERVICES,,,Supporting People 677/SP St Johns Housing Trust,Housing-related & floating support,,,,,01/11/2008,31/12/2017,,31/12/2017,"�187,418",,,ACCESS COMMUNITY TRUST,,,1122760,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BTN42984,,Supporting People 706/SP John Room House,,COMMUNITY SERVICES,,,Supporting People 706/SP John Room House,Housing-related & floating support,,,,,19/07/2010,31/12/2017,,31/12/2017,"�363,918",,,ACCESS COMMUNITY TRUST,,,1122760,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BLN44777,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,Children's services - adoption,,,,,01/11/2014,,,,,,,ACHIEVING FOR CHILDREN,,,1392782,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN40738,,D82104-Public Health - Sexual Health,,PUBLIC HEALTH,,,D82104-Public Health - Sexual Health,Public health - smoking cessation,,,,,01/04/2013,30/06/2015,,30/06/2015,"�80,000",,,ACLE MEDICAL PARTNERSHIP,,,65898,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN40943,,D82104-Public Health - Health Checks,,PUBLIC HEALTH,,,D82104-Public Health - Health Checks,Public health - health checks,,,,,01/04/2013,30/06/2015,,30/06/2015,"�50,000",,,ACLE MEDICAL PARTNERSHIP,,,65898,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN40582,,D82104-Public Health - Smoking Cessation,,PUBLIC HEALTH,,,D82104-Public Health - Smoking Cessation,Public health - smoking cessation,,,,,01/04/2013,30/06/2015,,30/06/2015,"�72,000",,,ACLE MEDICAL PARTNERSHIP,,,65898,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,SDN41261,,Grass cutting,,ETD,,,Grass cutting,Highways - grass & vegetation cutting & tree works,,,,,19/04/2013,00/01/1900,,,,,,ACLE PARISH COUNCIL,,,65901,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN42113AN,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,Children's services - playgroups & nurseries,,,,,,,,,,,,ACLE PRE SCHOOL,,,65902,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN43261,,Spot Purchased Day Care For Adults (Acle Voluntary Aid),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Acle Voluntary Aid),Adult care - day care/community support/support into work,,,,,01/01/2000,,,,"�23,273",,,ACLE VOLUNTARY AID,,,65895,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN43506,,Adults - Care Homes and Care Homes with Nursing : 2012 (Acorn Park Adult Services),,COMMUNITY SERVICES,,,Adults - Care Homes and Care Homes with Nursing : 2012 (Acorn Park Adult Services),Adult care - nursing & residential,,,,,01/04/2012,31/03/2017,,31/03/2017,"�558,113",,,ACORN CARE & EDUCATION LTD,,,1236841,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BXN41368A,,Acorn Park School CF472 Out of County SEN - National Schools Contract,,CHILDREN,,,Acorn Park School CF472 Out of County SEN - National Schools Contract,Children's services - residential homes & schools,,,,,,,,,,,,ACORN PARK SCHOOL,,,629535,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BON42509C,,Acorn Park School CF675 Out of County SEN - Rolling Select List,,CHILDREN,,,Acorn Park School CF675 Out of County SEN - Rolling Select List,Children's services - residential homes & schools,,,,,01/05/2013,31/03/2017,,,"�1,426,000",,,ACORN PARK SCHOOL,,,629535,,N,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,AQN41344H,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,Museums - exhibits,,,,,01/10/2011,30/06/2021,,30/06/2021,,,,ACOUSTIGUIDE LIMITED,gb/01312434,,123619,,N,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BAN42307,,Contract for Day Care March 1995 (Action For Blind People),,COMMUNITY SERVICES,,,Contract for Day Care March 1995 (Action For Blind People),Adult care - day care/community support/support into work,,,,,,,,,,,,ACTION FOR BLIND PEOPLE,,,65919,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BLN42404,,Interagency Fee for adoption Placement,,CHILDREN,,,Interagency Fee for adoption Placement,Children's services - adoption,,,,,01/01/2014,01/04/2019,,01/04/2019,"�55,800",,,ACTION FOR CHILDREN,4764232,NULL,72235,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BON41305,,"CF0437 Action for Children Lots 3, 7 and 33 (Children's Centres)",,CHILDREN,,,"CF0437 Action for Children Lots 3, 7 and 33 (Children's Centres)",Children's services - children's centres,,,,,01/10/2012,31/03/2016,,31/03/2016,"�4,516,832",,,ACTION FOR CHILDREN,,,85143,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,25/06/2015,BON41304,,CF0471 Action for Children Lots 17 and 18 (Children's Centres),,CHILDREN,,,CF0471 Action for Children Lots 17 and 18 (Children's Centres),Children's services - children's centres,,,,,01/10/2012,31/03/2016,,31/03/2016,"�1,728,689",,,ACTION FOR CHILDREN,,,85143,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
