Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,BAYER PLC,187499504,5244
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,MINDRAY (UK) LTD,610042858,60456
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,MINDRAY (UK) LTD,610042858,12091.2
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321992099,28007
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321992099,5601.4
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321983787,26518.39
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,1321983787,5303.68
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,DRUGS,Clinical Support,BAYER PLC,187497144,26220
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,DRUGS,Clinical Support,BAYER PLC,187497144,5244
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,CENTRICA BUSINESS SOLUTIONS,17503017,23000
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,DRUGS,Clinical Support,BAYER PLC,187496203,21850
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,DRUGS,Clinical Support,BAYER PLC,187496203,4370
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,ELECTRICAL ENGINEERS,Capital Projects,TYNETEC,156075,68945.09
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,ELECTRICAL ENGINEERS,Capital Projects,TYNETEC,156075,13789.02
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,SIEMENS HEALTHCARE LIMITED,1051033537,28600
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,132199201,21834.28
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,ROCHE PRODUCTS LTD,132199201,4366.86
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,NOVARTIS PHARMACEUTICALS UK LTD,9870058,23969.4
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Clinical Support,NOVARTIS PHARMACEUTICALS UK LTD,9870058,4793.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,OXFORD GENE TECHNOLOGY,SIN005445,51216
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,OXFORD GENE TECHNOLOGY,SIN005445,10243.2
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,HARD/SOFTWARE-COMPUTER SOFTWARE  SPECIALISED BESPOKE,Facilities,TELE-TRACKING EU LTD,CI-11870,27265.14
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,HARD/SOFTWARE-COMPUTER SOFTWARE  SPECIALISED BESPOKE,Facilities,TELE-TRACKING EU LTD,CI-11870,5453.03
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,BLDG STRUCTURES MAIN CONTR,Capital Projects,SOUTH WEST HIGHWAYS LIMITED,C20260B,165306.03
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,BLDG STRUCTURES MAIN CONTR,Capital Projects,SOUTH WEST HIGHWAYS LIMITED,C20260B,18233.26
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,259.47
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,2767.68
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS SUPPLY CHAIN,2018003166,3805.56
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,NHS SUPPLY CHAIN,2018003166,1729.8
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS SUPPLY CHAIN,2018003166,4324.5
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS SUPPLY CHAIN,2018003166,4238.01
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS SUPPLY CHAIN,2018003166,259.47
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,LEICA MICROSYSTEMS (UK) LTD,96962255,25076
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,BECKMAN COULTER,1392855,50180.5
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,DI & RADIO - RADIOLOGY EQUIPMENT,Clinical Support,NHS SUPPLY CHAIN,2018002922,71645
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,KARL STORZ ENDOSCOPY (UK) LTD,321224,14478.1
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,KARL STORZ ENDOSCOPY (UK) LTD,321224,14478.1
Department of Health,Salisbury NHS Foundation Trust,01-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Surgery,KARL STORZ ENDOSCOPY (UK) LTD,321224,6310
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,HEALTHCARE - NHS TRUSTS,Clinical Support,ROYAL UNITED HOSPITAL BATH NHS TRUST,10347558,79034.73
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - WATER MAINS,Corporate - ETS,BWBSL,8049619672,26828.23
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - SEWERAGE CHARGES,Corporate - ETS,BWBSL,8049619672,12098.22
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105258284,6771.32
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105258284,57723
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105258284,338.57
Department of Health,Salisbury NHS Foundation Trust,15-Dec-17,ENERGY WATER - ELECTRICITY,Corporate - ETS,SCOTTISH POWER,105258284,11544.6
Department of Health,Salisbury NHS Foundation Trust,08-Dec-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12568963,7157.07
Department of Health,Salisbury NHS Foundation Trust,08-Dec-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12568963,62452.03
Department of Health,Salisbury NHS Foundation Trust,08-Dec-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12568963,357.85
Department of Health,Salisbury NHS Foundation Trust,08-Dec-17,ENERGY WATER - GAS MAINS,Corporate - ETS,CORONA ENERGY,12568963,12490.41
Department of Health,Salisbury NHS Foundation Trust,08-Dec-17,ETS UNITARY CHARGE,Corporate,SALISBURY HEALTHCARE FACILITIES LTD,389,309038.25
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018185175,58.28
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018185175,99.99
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,79.13
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018185175,9.23
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018185175,13.35
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,ELECTRICAL EQUIPMENT x,Clinical Support,NHS LOGISTICS,1018185175,19.33
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,43.28
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018185175,21.3
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,47.6
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,50.3
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,67.07
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,26.65
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,29.07
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018185175,110.91
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018185175,115.98
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018185175,114.58
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018185175,707.5
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018185175,2.85
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018185175,11
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018185175,371.13
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018185175,26.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,158.27
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018185175,18
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018185175,70.8
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018185175,2.4
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CONTOUTSERVICES - WASTE DISPOSAL,Corporate - ETS,NHS LOGISTICS,1018185175,368.05
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1018185175,9.58
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018185175,23.08
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018185175,283.37
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,OTHER MEDICAL SUPPLIES,Corporate - Finance & Procurement,NHS LOGISTICS,1018185175,11.87
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Corporate - Finance & Procurement,NHS LOGISTICS,1018185175,58.2
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018185175,155.23
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018185175,155.23
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018185175,10.73
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018185175,4.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018185175,10.72
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB REAGENTS - ANALYTICAL KITS,Clinical Support,NHS LOGISTICS,1018185175,318.3
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018185175,45.82
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,158.27
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018185175,38.62
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,surgery,NHS LOGISTICS,1018185175,0.81
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018185175,72
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Musculo-Skeletal,NHS LOGISTICS,1018185175,12.33
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018185175,3.55
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018185175,23.1
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018185175,81.53
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018185175,108.69
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018185175,29.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018185175,3.92
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,HEALTHCARE - WEAR,Clinical Support,NHS LOGISTICS,1018185175,23.75
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,41.51
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,15.9
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,10.28
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Medical,NHS LOGISTICS,1018185175,175
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRUGS,Medical,NHS LOGISTICS,1018185175,23.15
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Medical,NHS LOGISTICS,1018185175,67
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Medical,NHS LOGISTICS,1018185175,7.1
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018185175,2.48
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018185175,42.92
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018185175,1.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018185175,3.35
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018185175,3.35
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018185175,0.7
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018185175,3.55
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BEVERAGES & AMBIENT FOOD,Medicine,NHS LOGISTICS,1018185175,9.44
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018185175,7.58
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018185175,100.33
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018185175,7.82
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,49.6
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,13.75
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1018185175,283.2
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,25.5
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018185175,59.07
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018185175,56.8
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1018185175,91.2
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018185175,1.24
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018185175,5.45
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018185175,5.53
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018185175,42.92
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018185175,1.88
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018185175,3.35
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018185175,0.35
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1018185175,4.13
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018185175,22.5
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018185175,2.48
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018185175,9.77
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018185175,30
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,12.62
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,356
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018185175,38.1
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,25.83
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,748.67
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,12.83
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,62.08
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018185175,2.53
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,3.15
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018185175,73.2
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018185175,455
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018185175,276.83
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018185175,57.36
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018185175,3.48
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018185175,31.57
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018185175,1213.33
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018185175,99.99
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018185175,1.24
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018185175,9.77
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018185175,3.55
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,SURGICAL INSTRUMENTS: DISPOSABLE,Medicine,NHS LOGISTICS,1018185175,25.53
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018185175,2.3
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018185175,5.77
Department of Health,Salisbury NHS Foundation Trust,21-Dec-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018185175,14.12
