"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Crown Prosecutor (Nat)","31992","35416","Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Legal Trainee B1 (Nat)","20277","25888","Legal Trainee","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16942","Administrative Assistant","1.89","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16942","Receptionist","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Administrative Officer","76.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Fees Clerk","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Witness Care Officer","1.74","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Area Business Support Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Business Support Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Case Progression Manager","6.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Caseworker","5.42","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Paralegal Officer","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Senior Personal Assistant","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Victim and Witness Care Support Officer","3.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 Paralegal Officer (Nat)","20277","25888","Paralegal Officer","38.55","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Administrative Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Communications Manager","0.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Estates and Facilities Manager","0.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Finance Manager","1.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","District Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","HR Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 Paralegal BM (Nat)","25972","30616","Paralegal Business Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Area Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Equality, Diversity and Community Engagement Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Senior District Business Manager","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Admin (Nat)","45191","58490","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Legal (Nat)","45191","59490","District Crown Prosecutor","7.73","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Admin (Nat)","62437","72460","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Legal (Nat)","62437","72460","Head of Complex Casework Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Legal (Nat)","62437","72460","Senior District Crown Prosecutor","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Paralegal Assistant (Nat)","16489","21050","Paralegal Assistant","9.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-007","SCP Above Break Point (Nat)","42728","52140","Senior Crown Prosecutor","2.54","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-007","Senior Crown Advocate (Nat)","61960","67255","Senior Crown Advocate","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-007","Senior Crown Prosecutor (Nat)","35376","43157","Senior Crown Prosecutor","81.18","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Lon)","27847","33309","Associate Prosecutor","5.03","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Nat)","26881","31688","Associate Prosecutor","12.25","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor 2 (Lon)","32313","34718","Associate Prosecutor","1.95","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor 2 (Nat)","31296","36339","Associate Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Lon)","50660","65097","Crown Advocate","10.94","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Nat)","47605","60477","Crown Advocate","8.76","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate ABP (Lon)","61052","65097","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate ABP (Nat)","58730","60477","Crown Advocate","8.23","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Prosecutor (Lon)","33704","37069","Crown Prosecutor","2.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A1 (Nat)","14033","16942","Administrative Assistant","1.05","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","17275","21090","Administrative Officer","32.46","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Administrative Officer","33.45","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Administrative Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Case Progression Manager","2.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Office Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Senior Personal Assistant","1.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Administrative Manager","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Case Progression Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Fees Manager","0.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Health and Safety Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Office Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Paralegal Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Senior Personal Assistant","1.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","17.59","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Officer (Nat)","20277","25888","Paralegal Officer","18.38","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Area Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","HR Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","25972","30616","Paralegal Business Manager","1.78","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Nat)","25972","30616","Paralegal Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Area Operations Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Communications Manager","1.12","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Equality, Diversity and Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Senior District Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Admin (Nat)","45191","58490","Business Change and Delivery Manager","1.16","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Legal (Lon)","48665","63760","District Crown Prosecutor","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Legal (Nat)","45191","59490","District Crown Prosecutor","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Admin (Lon)","65005","74450","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","65005","74450","Head of Complex Casework Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","65005","74450","Senior District Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Nat)","62437","72460","Senior District Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Nat)","62437","72460","Special Casework Lawyer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","4.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","16489","21050","Paralegal Assistant","8.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Principal Crown Advocate (Lon)","75252","82533","Principal Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","SCP Above Break Point (Lon)","44898","58679","Senior Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","SCP Above Break Point (Nat)","42728","52140","Senior Crown Prosecutor","2.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Advocate (Lon)","64649","69997","Senior Crown Advocate","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Advocate","0.80","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","22.53","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Nat)","35376","43157","Senior Crown Prosecutor","24.73","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Nat)","45191","58490","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B3 (Lon)","33239","41844","Senior Project Manager","6.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Specialist Prosecutor (Lon)","54532","68518","Senior Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level E Admin (Nat)","62437","72460","Head of Area Operations Centre","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Nat)","45191","58490","Senior Business Manager","0.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Lon)","48665","63760","Area Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Lon)","48665","63760","Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Lon)","48665","63760","Head of Area Communications","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Lon)","48665","63760","Head of Equality and Diversity Team","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B3 (Nat)","32228","39876","Senior HR Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B3 (Lon)","33239","41844","Senior HR Manager","2.33","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Assistant Accountant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Area Estates and Facilities Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","HR Advisor","3.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","0.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 (Lon)","21304","27403","Executive Officer","9.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level A2 (Lon)","17275","21090","Administrative Officer","8.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Specialist Prosecutor (Lon)","54532","68518","Specialist Prosecutor","0.89","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","23.08","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","SCP Above Break Point (Lon)","44898","58679","Senior Crown Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level E Legal (Lon)","65005","74450","Legal Manager","5.89","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Legal (Lon)","48665","63760","Legal Manager","8.30","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 Paralegal BM (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Paralegal Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","26.27","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 (Lon)","21304","27403","Executive Officer","5.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level A2 (Lon)","17275","21090","Administrative Officer","10.39","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level A1 (Lon)","15015","18091","Messenger","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Crown Advocate ABP (Nat)","58730","60477","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Crown Advocate ABP (Lon)","61052","65097","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Crown Advocate (Lon)","50660","65097","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","22.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","19.83","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Paralegal Assistant (Lon)","17816","22050","Senior Crown Advocate","0.97","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level E Legal (Lon)","65005","74450","Legal Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Legal (Lon)","48665","63760","Legal Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Admin (Lon)","48665","63760","Senior Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 Paralegal BM (Lon)","26905","32183","Paralegal Business Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B2 (Lon)","26905","32183","Fees Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","63.01","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 (Lon)","21304","27403","Executive Officer","20.87","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level B1 (Lon)","21304","27403","HR Advisor","0.40","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level A2 (Lon)","17275","21090","Administrative Officer","52.10","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Specialist Prosecutor (Lon)","54532","68518","Senior Crown Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","24.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Senior Crown Advocate (Lon)","64649","69997","Senior Crown Advocate","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","SCP Above Break Point (Lon)","44898","58679","Senior Crown Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","RCPO - Higher Exec Officer (Lon)","29905","36200","Paralegal Business Manager","0.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Principal Crown Advocate (Lon)","75252","82533","Principal Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","18.83","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level E Legal (Lon)","65005","74450","Legal Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-G-017","Level D Legal (Lon)","48665","63760","Legal Manager","6.72","Operational Delivery"
