Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Premises,1346/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,126.62,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Premises,1346/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,1532.35,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Premises,1346/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,456.60,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Environment,Premises,1346/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,116.26,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,05/01/2017,inv0036580,4225.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,05/01/2017,inv0036556,224.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2201/11002,Energy-Electricy,11002,05/01/2017,inv0036598,776.42,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2211/11002,Energy-Electricy,11002,05/01/2017,inv0036597,3444.37,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Corporate Services,Supplies and Services,2261/33002,Printing & Stationery,33002,05/01/2017,inv0036545,1729.60,Control Holding and SU Accnts,Pitney Bowes Ltd,17426
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Corporate Services,Supplies and Services,2261/33002,Printing & Stationery,33002,05/01/2017,crn0000557,-119.95,Control Holding and SU Accnts,Pitney Bowes Ltd,17426
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Supplies and Services,2261/33002,Printing & Stationery,33002,05/01/2017,crn0000556,-125.16,Control Holding and SU Accnts,Pitney Bowes Ltd,17426
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Corporate Management,Supplies and Services,2222/35104,Software Charges,35104,05/01/2017,inv0036548,1815.00,Control Holding and SU Accnts,Real Asset Management PLC,18079
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20311,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036575,1160.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20311/VR109,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036574,45.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20311/VR109,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036574,25.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20311/VR111,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036576,30.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20311/VR111,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036576,30.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2456/20311/VV620,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036579,102.50,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2456/20311/VV627,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036572,13.25,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2456/20311/VV628,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036573,152.50,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2461/20311,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036577,1422.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2461/20311,Dir. Trans.-Tyres Inc.Repair,20311,05/01/2017,inv0036575,1160.00,Control Holding and SU Accnts,T Elsey Ltd (Tyres Malton),18728
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20202/VR109,Transport Parts & Materials,20202,05/01/2017,inv0036530,14.50,Control Holding and SU Accnts,Terberg Matec UK Ltd,17490
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Transport Related Expenses,2452/20202/VR109,Transport Parts & Materials,20202,05/01/2017,inv0036530,530.03,Control Holding and SU Accnts,Terberg Matec UK Ltd,17490
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,05/01/2017,inv0036582,44.30,Control Holding and SU Accnts,Water Hygiene Services,18131
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,05/01/2017,inv0036582,44.30,Control Holding and SU Accnts,Water Hygiene Services,18131
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2211/14001,Water Rates And Accounts,14001,05/01/2017,inv0036606,865.87,Control Holding and SU Accnts,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Environment,Premises,2211/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,969.65,Control Holding and SU Accnts,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Supplies and Services,1614/34110,Security Services,34110,05/01/2017,inv0036546,966.84,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Supplies and Services,1614/34110,Security Services,34110,05/01/2017,inv0036531,966.84,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Environment,Premises,1614/10001,Premises Rep.& Maint.-Out.Contractor,10001,05/01/2017,inv0036582,44.30,General Fund,Water Hygiene Services,18131
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Planning,Supplies and Services,1610/34107,Hired Services - General,34107,05/01/2017,inv0036543,1877.24,General Fund,Yorkshire Housing,19689
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Environment,Premises,1614/14001,Water Rates And Accounts,14001,05/01/2017,inv0036606,524.68,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Environment,Premises,1614/14002,Environmental Service Charge,14002,05/01/2017,inv0036606,613.45,General Fund,Yorkshire Water Services Ltd,17526
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Advice,1603,Planning,Supplies and Services,1625/37101,Grants General,37101,05/01/2017,inv0036318,3000.00,General Fund,Citizens Advice Ryedale,17451
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Corporate Services,Supplies and Services,1631/35104,Software Charges,35104,05/01/2017,inv0036533,475.00,General Fund,A C S Ltd,17839
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Corporate Management,Supplies and Services,1631/35104,Software Charges,35104,05/01/2017,inv0036553,835.64,General Fund,Integrated Document Solutions (IDS),18255
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Corporate Management,Supplies and Services,1631/34003,Audit Fee,34003,05/01/2017,inv0036549,2025.00,General Fund,KPMG LLP,26988
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Council Property,1607,Environment,Premises,1661/11002,Energy-Electricy,11002,05/01/2017,inv0036522,14.25,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Economy and Infrastructure,Supplies and Services,1413/38040,Miscellaneous-Contributions-General,38040,05/01/2017,inv0036550,9975.00,General Fund,AECOM Limited,26231
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Planning Policy,1408,Planning,Supplies and Services,1461/34002,Consultants,34002,05/01/2017,inv0036520,2099.57,General Fund,Arc 4,29851
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Supplies and Services,2851/34013,Survey & Valuation Fees,34013,05/01/2017,inv0036605,2000.00,Control Holding and SU Accnts,Boulton & Cooper Client A/c,20079
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Employees,2858/09002,External Training Inc.Seminr,09002,05/01/2017,inv0036541,260.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Employees,2858/09002,External Training Inc.Seminr,09002,05/01/2017,inv0036542,130.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Employees,2858/09002,External Training Inc.Seminr,09002,05/01/2017,inv0036542,115.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Environment,Employees,2858/09002,External Training Inc.Seminr,09002,05/01/2017,inv0036541,115.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Democratic Rep and Management,1702,Environment,Supplies and Services,1711/30203,Furniture/Office Equipment-Rentals,30203,12/01/2017,inv0036625,13.16,General Fund,Telefonica O2 UK Limited,17265
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1923/10004,Rechargeable Repairs & Maintenance,10004,12/01/2017,inv0036736,952.00,General Fund,Express Elevators Limited,22866
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1923/10004,Rechargeable Repairs & Maintenance,10004,12/01/2017,inv0036621,100.00,General Fund,Geze UK Ltd,20178
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1924/10004,Rechargeable Repairs & Maintenance,10004,12/01/2017,inv0036621,100.00,General Fund,Geze UK Ltd,20178
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1914/10004,Rechargeable Repairs & Maintenance,10004,12/01/2017,inv0036639,130.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1923/10004,Rechargeable Repairs & Maintenance,10004,12/01/2017,inv0036638,130.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Corporate Services,Supplies and Services,1023/34112,Income Processing Charges,34112,12/01/2017,inv0036655,910.63,General Fund,allpay Limited,20775
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Environment,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,12/01/2017,inv0036615,58.14,Control Holding and SU Accnts,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Environment,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,12/01/2017,inv0036616,90.13,Control Holding and SU Accnts,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Environment,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,12/01/2017,inv0036617,59.57,Control Holding and SU Accnts,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Control Accounts,2A1,Debtors Control,2104,Environment,Holding Account Detail Codes,2034/H0202,Debtors System Cheque Refunds,H0202,12/01/2017,inv0036618,318.26,Control Holding and SU Accnts,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Culture and Heritage,1201,Economy and Infrastructure,Supplies and Services,1102/37101,Grants General,37101,12/01/2017,inv0036727,1400.00,General Fund,Create Arts Development Ltd,26229
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Environment,Premises,1122/10001,Premises Rep.& Maint.-Out.Contractor,10001,12/01/2017,inv0036645,48.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Tourism,1204,Economy and Infrastructure,Supplies and Services,1131/38031,Adverts-Not Staff Recruiting,38031,12/01/2017,inv0036730,800.00,General Fund,Pyper York Ltd,27585
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Tourism,1204,Economy and Infrastructure,Supplies and Services,1131/38033,Publicity & Mark'g Hosp'lity,38033,12/01/2017,inv0036730,500.00,General Fund,Pyper York Ltd,27585
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Liabilities,6A3,Short Term Creditors,6321,Corporate Management,Balance Sheet Detail Codes,6510/a9001,Balance Sheet Debit,A9001,12/01/2017,inv0036752,945.00,Balance Sheet,Computershare Voucher Services Ltd,17849
