Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Security Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Science & Engineering policy,4,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C1,36004,44711,Technical [Trades],1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Operational Analysis,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,EnvironmentalManagementAssessm,16,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Communications Manager,11,Communications
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Service HR Expert,3,Human Resources
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Secretariat & Private Office,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C1,36004,44711,Through Life Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Performance Management,3,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Estate Advice,40.5,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Communications Support Officer,4,Other
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Service HR Service Provider,1,Human Resources
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Security Advice,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C1,36004,44711,Training Support,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Policy Advisor,1,Policy
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Estate Planning,6,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Specialist Instruction,12,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Service HR Expert,2,Human Resources
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Acoustics,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Programme Management,181.8,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Estate Surveying,46.51,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Sustainable Development,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Technology and Business Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Administrative Support,8,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Project Management,151.6,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Estates Management,91.31,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Safety Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Systems Engineering,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Through Life Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,AeroEng(Aero/Struct/Mech),7,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Quality Management,2,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,External Communications,2,Communications
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Safety Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Teaching,9,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Transport & Movement,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Audit and Assurance,2,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Reporting and Controls,1,Finance
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Geospatial Analyst,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Engineering and Science,6,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Technical [Trades],2,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,WOME Production,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Business Management,38.92,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Risk Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Housing Service Delivery,18,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Safety Management,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1,36004,44711,Training Support,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,WOME Safety,0.64,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Civilian HR Partner,2,Human Resources
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Safety Management,21,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Information Technology,3,Information Technology
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Safety Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Administrative Support,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Business Management,0.6,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Civilian HR Service Provider,1,Human Resources
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,"Safety,Health,Enviroment&Fire",1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,IT SECURITY,2,Information Technology
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Safety Management,1,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Audit and Assurance,1,Internal Audit
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Community Service,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Combat Systems Engineering,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Science & Engineering policy,4,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Knowledge Info Management,4,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Safety Management,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Business Management,32,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Direct Military Support,6,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Community Development Work,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Science&Technology Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Legal,3.72,Law
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Safety Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Civilian HR Expert,1,Human Resources
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,EnvironmentalManagementAssessm,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Community Service,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Secretariat & Private Office,9,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,MGS Unarmed Guarding,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Engineering and Science,10,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Community Service,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Security Advice,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Computer Science & Engineering,1,Information Technology
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Security Advice,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Performance Management,6,Internal Audit
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Business Manager,1,Planning
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Direct Military Support,21,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Service HR Service Provider,1,Human Resources
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Consultancy,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Security Policy,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Policy Advisor,20.6,Policy
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Safety Management,3,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Information Technology,3,Information Technology
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1 MSF,36004,44711,Through Life Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Contract Perf Meas & Mgnt,1,Procurement
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Site Estate,1,Property and asset management
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Programme Management,13,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Safety Management,7,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Legal,1,Law
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Administrative Support,6.6,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Decision Support,38,Finance
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Sustainable Development,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Project Management,124.8,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Safety Management,2,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Obsolete Security,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,AeroEng(Aero/Struct/Mech),16.54,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Design and Imagery,6,Communications
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Systems Engineering,25,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Project Planning & Scheduling,2,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Safety Management,8,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Operations & Capability Audit,1,Policy
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Afloat Support,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Direct Military Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,SystemSafety&Enviromental Mgt,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Quantity Surveying,26.4,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Safety Management,3,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Programme Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Audit and Assurance,1,Internal Audit
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,E-Communcations,0.7,Communications
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Teaching,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Range Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,Project Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Business Continuity,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,EnvironmentalManagementAssessm,6.54,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,Through Life Support,9,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Reporting and Controls,1,Finance
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Safety Management,3,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C1 MSF,36004,44711,"Safety,Health,Enviroment&Fire",2,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Business Management,40.48,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Estates Management,2,Property and asset management
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,WOME Assets,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Risk Management,4,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Safety Management,5,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Acoustics,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Chemical/Bio Science and Tech,0.81,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,External Communications,11,Communications
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,WOME Production,4,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Safety Management,12,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Safety Management,11,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Administrative Support,17.87,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Civilian HR Expert,2,Human Resources
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Historical,2,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B2,48421,60130,WOME Safety,8,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,"Safety,Health,Enviroment&Fire",3,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Safety Management,10,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,AeroEng(Aero/Struct/Mech),1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Communication Planning,1,Communications
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Information Technology,17.59,Information Technology
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Administrative Support,10,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Secretarial,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Safety Management,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,AeroEng(Electronics/Avionics),1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Community Development Work,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Intelligence Analysis,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,AeroEng(Aero/Struct/Mech),67.5,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Secretariat & Private Office,5.78,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Administrative Support,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Audit and Assurance,3,Internal Audit
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Community Service,20.89,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Internal Communications,1,Communications
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,AeroEng(Electronics/Avionics),13,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Security Advice,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Business Management,111.67,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Consultancy,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Inventory Management,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Audit and Assurance,7,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Soft Facilities Management,10,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Commercial Operations,2,Procurement
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Decision Support,22.75,Finance
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Knowledge Info Management,7,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Business Management,123.7,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Technical [Trades],9,Science and Engineering
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Programme Manager,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Commercial Policy,0.91,Procurement
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Design and Imagery,2,Communications
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Occupational Psychology,2.81,Psychology
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Chemical/Bio Science and Tech,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Technology Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Safety Management,7,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Communication Planning,11,Communications
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Direct Military Support,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Operational Analysis,6,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Civilian HR Expert,1,Human Resources
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Town & Country Planning,4.8,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Administrative Support,2,Other
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Communication Training,2.9,Communications
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Driving,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Performance Management,3,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Civilian HR Service Provider,3.8,Human Resources
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C1,36004,44711,Training Support,2.52,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Diary Manager,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Community Development Work,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,E-Communcations,1.28,Communications
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Programme Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Combat Systems Engineering,19,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Administrative Support,4.89,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Safety Management,7,Other
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Community Service,32,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Employee Representative,1,Human Resources
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Project Management,7,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Commercial Analysis,17.69,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Audit and Assurance,3,Internal Audit
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF2,38848,46199,Engineering and Science,2,Military
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Configuration Management,1,Planning
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Environmental Health,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Quality Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Commercial Operations,125.66,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Building Surveying,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF2,38848,46199,Engineering and Science,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Consultancy,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Estate Advice,2,Property and asset management
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Reporting and Controls,10,Finance
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Commercial Strategy,6,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Business Continuity,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF3,48934,58605,Engineering and Science,2,Military
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Customer Services,7.81,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Estate Planning,4,Property and asset management
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Safety Management,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Communication Planning,1,Communications
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Business Management,11.87,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF3,48934,58605,Engineering and Science,2,Military
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Customs & Immigratigration (MDP),2,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,External Communications,8.8,Communications
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,"Safety,Health,Enviroment&Fire",23.67,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Computer Science & Engineering,1,Information Technology
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Civilian Training,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF3,48934,58605,Engineering and Science,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Decision Support,74.22,Finance
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Historical,2,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Secretariat & Private Office,11.21,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Configuration Management,1,Planning
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Commercial Operations,19.43,Procurement
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF3,48934,58605,Safety Management,3,Military
Ministry of Defence,Ministry of Defence,Army,1167535,C2,29551,36696,Defence Export Services,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C2,29551,36696,Information Technology,18.18,Information Technology
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,C2,29551,36696,Service HR Service Provider,8,Human Resources
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,C1,36004,44711,Consultancy,18.64,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,C2,29551,36696,Communication Planning,1.64,Communications
